word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
lid,b2,,2.6033,4,8,lid,"n. 盖子, 限制, 眼睑 / vt. 给...盖盖子",高研四六,4658,4537,"[145, 146, 151, 154]","[6, 4, 9, 3]","Meg on the first lid, smooth and fair.",17,n. 盖子（on the lid）；眼睑,梅格躺在那口小箱的第一格里，安详而美丽。,
paddle,c1,,2.54,1,3,'pædl,"n. 桨, 划桨, 明轮翼 / vi. 划桨, 戏水, 涉水 / vt. 用桨划, 划船运送, 搅, 拌",高研托雅,9187,10365,[39],[74],The ducks paddled about the sunny pond.,-1,v. 划桨；戏水　n. 桨,鸭子在阳光下的池塘里游来游去。,1
remains,c1,noun,2.54,1,3,ri'meins,"n. 剩余物, 废墟, 残余",研四六宝,5315,4358,[77],[16],"""I am bold to say it in spite of the rain, because so short a time remains to me."" ""Yes, sir,"" and Jo nearly crushed the small flowerpot with the sudden squeeze she gave it.",67,n. 剩余；遗迹（so short a time remains 时光无多）,“纵使下着雨，我也要冒昧说出这句话，因为留给我的时间已经不多了。”“是的，先生。”乔差点……,
precipitate,c1,,2.5133,1,2,pri'sipiteit,"n. 沉淀物, 凝结物, 结果 / vt. 猛抛, 使陷入, 促成, 使沉淀 / vi. 猛地落下 / a. 突然的, 猛地落下的, 轻率的",六托雅宝,10236,8706,[34],[21],His precipitate departure left them all surprised.,-1,a. 仓促的，突如其来的　v. 促成；使陷入,他仓促的离去让大家都吃了一惊。,1
deed,c1,noun,2.5133,1,2,di:d,"n. 行为, 实行, 契约 / vt. 立契转让",高研四六宝,5766,4742,[158],[20],Her kind deeds were remembered long after she left.,-1,n. 行为，事迹（a good deed 善举）；契约,她离开很久之后，人们仍记得她的善举。,1
baffle,c1,,2.4867,1,1,'bæfl,"vt. 困惑, 为难, 使挫折 / vi. 徒作挣扎 / n. 迷惑, 挡板",六雅宝,11775,11102,[26],[11],A drop of rain on her cheek recalled her thoughts from baffled hopes to ruined ribbons.,55,v. 使困惑，难住（baffling 令人费解的）,一滴雨落在她脸上，把她从希望的落空拉回到被毁的缎带上。,
stationary,c1,,2.4867,1,1,'steiʃ(ә)nәri,"a. 不动的, 静止的, 不变的, 固定的, 停留的",研六托雅宝,10049,9667,[36],[9],"The fact that a somewhat dilapidated blue one remained stationary above the unprotected bonnet attracted her attention, and looking up, she saw Mr. Bhaer looking down.",55,a. 静止不动的，固定不动的,一把有点破旧的蓝伞恒定地停在那顶毫无遮护的软帽上方，这引起了她的注意……,
contradiction,c1,noun,2.4867,1,1,.kɒntrә'dikʃәn,"n. 反驳, 矛盾",研四六雅,5451,4353,[55],[16],There was no contradiction in anything she said.,-1,n. 矛盾；反驳（in contradiction with）,她说的话里没有任何自相矛盾之处。,1
succession,c1,noun,2.4867,1,1,sәk'seʃәn,"n. 连续, 继承权, 继位, 演替, 地层次序",研四六雅,6389,3702,[55],[28],"In quick succession, three visitors arrived at the door.",-1,n. 一连串（in quick succession 接二连三）；继承,一连来了三位客人，一个接一个。,1
distort,c1,verb,2.4867,1,1,dis'tɒ:t,"vt. 扭曲, 歪曲",研六托雅宝,6622,5932,[74],[1],"Then distorting his pockets with knobby bundles, and giving her the flowers to hold, he put up the old umbrella, and they traveled on again.",5,v. 使变形；歪曲，曲解（distort the truth）,随后他把口袋里塞满鼓鼓囊囊的纸包，把花交给她拿着，撑起那把旧伞……,
magical,c1,adjective,2.4867,1,1,'mædʒikәl,"a. 魔术的, 有魔力的, 不可思议的",托,5584,6055,[112],[22],The garden had a magical quality in the moonlight.,-1,a. 魔术般的，迷人的，奇妙的,月光下的花园有一种迷人的魔力。,1
reclaim,c1,,2.4867,1,1,ri'kleim,"vt. 开垦, 改造, 感化, 纠正, 回收 / vi. 喊叫, 抗议",研六托雅宝,7452,8480,[177],[17],"Make up your mind to that, or I'll never go,"" she added resolutely, as he tried to reclaim his load.",83,v. 要回，取回；改造（reclaim a load 把一堆东西要回来）,“你得先想明白这点，否则我绝不走。”她决然地说，这时他正想把那一堆东西要回去。,
sparrow,c1,,2.4867,1,1,'spærәu,n. 麻雀,高四六托,14123,14590,[188],[14],A little sparrow hopped fearlessly on the window sill.,-1,n. 麻雀,一只小麻雀毫无惧色地在窗台上跳来跳去。,1
rubber,b2,adjective,2.4767,1,10,'rʌbә,"n. 橡皮, 橡胶, 做摩擦动作的人, 按摩师, 决胜盘 / vt. 用橡胶制造, 涂橡胶于",中高研四六雅,4791,5262,[109],[31],,-1,,,
prime,b2,adjective,2.4633,3,5,praim,"n. 最佳部分, 初期, 全盛期 / a. 主要的, 最初的, 根本的 / v. 加油启动, 灌注, 填装",研四六托雅宝,1667,838,"[143, 156, 172]","[38, 27, 25]","Four little chests all in a row, Dim with dust, and worn by time, Four women, taught by weal and woe To love and labor in their prime.",128,n. 鼎盛时期（in one's prime）；精华　a. 首要的,“四只小木箱排成一行，蒙着灰尘，被岁月磨旧；四个女人经风历雨，学会去爱与……,
teddy,toe,,2.46,1,63,'tedi,n. 连衫衬裤；泰迪玩具熊,10599/10084),10599,10084,[133],[0],"Teddy was only a boy, and soon got over his little fancy,"" said Jo, anxious to correct the Professor's mistake.",0,,,
latter,b2,adjective,2.4567,2,7,'lætә,"a. 后者的, 较后的, 近来的",高研四六托,2725,1251,"[69, 90]","[8, 52]","""What will we buy?"" asked Jo, ignoring the latter part of his speech, and sniffing the mingled odors with an affectation of delight as they went in.",43,,,
load,b2,noun,2.43,2,6,lәud,"n. 负荷, 担子, 重担, 装载量, 负载, 工作量, 加载 / vt. 装载, 装填, 使担负 / vi. 装货, 上客, 装料",高研四六托,2901,2212,"[93, 177]","[10, 19]","Make up your mind to that, or I'll never go,"" she added resolutely, as he tried to reclaim his load.",95,,,
