word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
forgive,b2,verb,3.55,10,42,fә'giv,"vt. 原谅, 宽恕, 免除",高研四六雅,3595,3395,"[44, 60, 69, 70, 76, 76, 77, 87, 170, 173]","[23, 9, 1, 7, 0, 46, 25, 9, 2, 18]","""Please forgive me, Jo.",8,,,
anger,b2,noun,2.97,7,15,'æŋgә,"n. 忿怒 / vt. 激怒, 使发怒 / vi. 发怒",高研四雅,2362,2489,"[24, 37, 58, 75, 76, 95, 169]","[4, 1, 28, 20, 26, 4, 8]","""I let the sun go down on my anger.",29,,,
sob,c1,,2.9667,1,19,sɒb,"vi. 啜泣, 呜咽 / vt. 哭诉, 哭得使 / n. 啜泣, 呜咽",高研四六,7230,8177,[117],[35],A stifled sob told her how grieved Amy was.,-1,v. 啜泣，呜咽　n. 抽噎,一声压抑的啜泣让她明白艾米有多难过。,1
skate,c1,,2.9133,5,8,skeit,"n. 溜冰, 冰鞋 / vi. 滑冰, 滑过",中高研四六,5756,12027,"[81, 83, 92, 94, 108]","[9, 5, 8, 21, 11]","""Everybody is so hateful, I'll ask Laurie to go skating.",48,v. 滑冰　n. 冰鞋,“人人都这么讨厌，我去叫劳里一起去滑冰。”,
confess,b2,verb,2.8833,2,23,kәn'fes,"v. 承认, 坦白, 忏悔, 供认",研四六托雅宝,3950,4102,"[37, 143]","[8, 27]","Her anger never lasted long, and having humbly confessed her fault, she sincerely repented and tried to do better.",47,v. 承认，坦白；忏悔,她的怒气从不长久，谦卑地承认了自己的过错之后，她是真心忏悔，并努力改正。,
sew,b2,,2.86,1,31,sәu,"vt. 缝纫, 缝合, 缝 / vi. 缝纫",高研四六托,6478,6446,[72],[9],"It was not a happy evening, for though they sewed as usual, while their mother read aloud from Bremer, Scott, or Edgeworth, something was wanting, and the sweet home peace was disturbed.",44,,,
hasty,c1,,2.84,2,12,'heisti,"a. 匆匆的, 轻率的, 性怠的",研四六托雅宝,12658,11493,"[44, 137]","[9, 6]","Everything was in its place, however, and after a hasty glance into her various closets, bags, and boxes, Jo decided that Amy had forgiven and forgotten her wrongs.",50,a. 匆忙的；轻率的,好在一切都各归其位，乔匆匆扫了一眼各个抽屉、提包和盒子，断定艾米……,
angel,b2,noun,2.8233,1,23,'eindʒәl,"n. 天使, 守护神, 善人",研四,3980,3295,[38],[20],Her sisters used to say that they rather liked to get Jo into a fury because she was such an angel afterward.,93,n. 天使；善良的人,姐姐们常说，她们反而挺喜欢把乔惹火，因为她发过火之后简直像个天使。,
bosom,c1,,2.82,3,9,'buzәm,"n. 胸部, 胸, 胸怀, 内部, 中间 / vt. 怀抱",研四六,12630,12605,"[39, 76, 152]","[9, 20, 17]","Poor Jo tried desperately to be good, but her bosom enemy was always ready to flame up and defeat her, and it took years of patient effort to subdue it.",46,n. 胸口，胸怀；内心（bosom enemy 心腹之患）,可怜的乔拼命想做好人，可她心头的那个宿敌随时都会窜上来击败她，这让她花了好几年功夫。,
virtue,b2,noun,2.8033,2,20,'vә:tju:,"n. 德行, 美德, 优点, 功效, 效力",高研四六托,3362,2960,"[78, 149]","[34, 16]","He helped and comforted me, and showed me that I must try to practice all the virtues I would have my little girls possess, for I was their example.",78,n. 美德，德行；优点,他帮助我、安慰我，还让我明白，我必须努力践行我期望自己女儿们所拥有的种种美德。,
sake,b2,noun,2.7967,1,22,seik,"n. 目的, 缘故, 理由",研四六托雅,3325,2534,[150],[7],It was easier to try for your sakes than for my own.,30,,,
merely,b2,adverb,2.7967,1,22,'miәli,adv. 只,高研四六,1988,1273,[161],[8],"Why should I complain, when we both have merely done our duty and will surely be the happier for it in the end?",41,,,
grieve,c1,,2.7867,2,10,gri:v,"vt. 使悲伤 / vi. 悲痛, 伤心",研四六托雅宝,9760,11575,"[67, 80]","[5, 29]","Mrs. March looked grave and grieved, and Amy felt that no one would love her till she had asked pardon for the act which she now regretted more than any of them.",28,v. 使悲痛；悲伤,马奇太太神色凝重而悲痛，艾米觉得，除非她为自己做下的那件事请求原谅，否则没人会再爱她。,
remark,b2,noun,2.77,1,21,ri'mɑ:k,"n. 评论, 注意 / vt. 评论, 注意 / vi. 评论, 谈论",高研四六托雅,3389,2581,[80],[40],"Mr. Laurence made no remark, but his eyes twinkled.",-1,v. 评论；注意到　n. 话语，评论,劳伦斯先生没有作声，但眼里闪着笑意。,1
excite,b2,,2.7667,3,22,ik'sait,"vt. 刺激, 使兴奋, 激励",中高研四六托,5328,7567,"[0, 46, 52]","[28, 18, 17]","""Scold as much as you like, you'll never see your silly old book again,"" cried Amy, getting excited in her turn.",92,v. 使激动，使兴奋；激起（excited 兴奋的）,“你尽管骂吧，反正你再也见不到你那本傻乎乎的手稿了！”艾米嚷道，她也激动起来。,
felt,toe,,2.76,6,172,felt,"n. 毛毯, 毡 / vt. 制毡, 使粘结 / vi. 粘结 / feel的过去式和过去分词",托,14168,13940,"[65, 67, 73, 74, 76, 134]","[17, 8, 1, 26, 37, 1]",She felt comforted at once by the sympathy and confidence given her.,4,,,
insult,c1,noun,2.7533,1,11,'insʌlt,"n. 侮辱, 无礼, 损害 / vt. 损害, 侮辱, 攻击",研四六托雅,6568,6862,[4],[5],"Amy bridled up at this insult, and determined to find out the secret, if she teased for an hour.",23,n. 侮辱　v. 侮辱,艾米听了这句冒犯的话气得脖子一梗，下定决心要挖出这个秘密，哪怕缠上一个小时。,
manuscript,c1,noun,2.7533,1,11,'mænjuskript,"n. 手稿, 原稿, 底稿 / a. 手写的",研六雅宝,5114,4595,[64],[13],"She had just copied them with great care, and had destroyed the old manuscript, so that Amy's bonfire had consumed the loving work of several years.",68,n. 手稿，原稿,她刚小心翼翼地把它们誊抄一遍，并烧掉了旧稿，结果艾米的那堆火把这份饱含心血的……,
