word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
cultivate,c1,verb,2.68,2,6,'kʌltiveit,"vt. 培养, 耕作",研四六托雅宝,5574,6415,"[27, 54]","[10, 14]","You don't care to make people like you, to go into good society, and cultivate your manners and tastes.",69,v. 培养，养成；耕作（cultivate manners 修养举止）,“你不在乎讨人喜欢、跻身上流社会、修炼你的举止与品味。”,
mortal,c1,,2.6733,1,8,'mɒ:tәl,"n. 生物, 人类 / a. 不免一死的, 人类的, 临终的",研四六托雅,9517,9725,[51],[13],No mortal could have been more proud of the little house than Meg.,-1,n. 凡人（a mere mortal）　a. 必有一死的,再没有哪个凡人能比梅格更以这栋小屋为傲了。,1
enthusiasm,b2,noun,2.5967,3,10,in'θju:ziæzәm,"n. 巨大的热情, 热心",研四六托雅,3716,2678,"[1, 75, 110]","[10, 9, 16]","Amy was learning this distinction through much tribulation, for mistaking enthusiasm for inspiration, she attempted every branch of art with youthful audacity.",74,n. 热情，热衷（with enthusiasm 满怀热忱）,艾米是在饱经磨难后才懂得这个区别的，因为她把热情误当成了灵感，结果……,
profitable,c1,adjective,2.5933,1,5,'prɒfitәbl,"a. 有利润的, 有利益的, 赚钱的",研四六,5352,4487,[2],[37],The quiet evenings proved profitable as well as pleasant.,-1,a. 有益的，有利可图的,那些安静的夜晚既有益又愉快。,1
confer,c1,verb,2.5933,1,5,kәn'fә:,"vt. 授予, 带来 / vi. 协商",研六托雅宝,7144,4769,[28],[36],Mrs. March conferred with Hannah over the best way to manage.,-1,v. 商议（confer with）；授予（confer on）,马奇太太与汉娜商议管理家务的最好办法。,1
ruin,b2,noun,2.5833,1,14,ruin,"n. 毁灭, 推翻, 废墟 / vi. 毁灭, 衰败, 破坏, 破产, 堕落 / vt. 使毁灭, 毁坏, 使破产",高研四六托,4197,5346,[18],[25],"After this Amy subsided, till a mania for sketching from nature set her to haunting river, field, and wood, for picturesque studies, and sighing for ruins to copy.",149,,,
desirable,c1,adjective,2.5667,1,4,di'zairәbl,"a. 令人想望的, 可取的",研四六托雅宝,5313,3408,[26],[9],It is highly desirable that the girls learn to be useful.,-1,a. 值得要的，可取的（highly desirable 非常可取）,姑娘们学会做些有用的事，是非常可取的。,1
youthful,c1,,2.54,1,3,'ju:θful,"a. 年轻的, 青年的",四六,7434,8548,[1],[20],"Amy was learning this distinction through much tribulation, for mistaking enthusiasm for inspiration, she attempted every branch of art with youthful audacity.",141,a. 年轻的，青春的,艾米是在饱经磨难后才懂得这个区别的，因为她把年轻人的热情误当成了灵感……,
rig,c1,,2.54,1,3,rig,"n. 装备, 帆装 / vt. 装配, 装扮, 给船装帆, 垄断, 操纵",六雅宝,8285,8228,[9],[42],He rigged up a little tent in the garden for the children.,-1,v. 临时搭起（rig up）；装备　n. 装备,他在园子里给孩子们搭了个小帐篷。,1
rapidity,c1,,2.54,1,3,rә'piditi,"n. 迅速, 急速, 速度",六,23076,18526,[16],[58],"She sewed with astonishing rapidity, her needle flashing.",-1,n. 迅速，快速（with rapidity 飞快地）,她缝得飞快，叫人吃惊，针脚闪闪发光。,1
pronunciation,c1,,2.54,1,3,prәu.nʌnsi'eiʃәn,"n. 发音, 读法",中高研四六,15375,8187,[42],[22],Her pronunciation of the French words was almost perfect.,-1,n. 发音,她读法语单词的发音几乎完美。,1
machinery,c1,noun,2.54,1,3,mә'ʃi:nәri,"n. 机器, 机械装置, 机构",研,5774,3098,[62],[8],"The machinery of the little household ran smoothly, thanks to Hannah.",-1,n. 机械装置；机构，运转体系,多亏了汉娜，这个小小家庭的运转井井有条。,1
