word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
bonnet,toe,,2.64,4,33,'bɒnit,n. 软帽,宝,15125,8723,"[26, 31, 118, 133]","[13, 10, 18, 11]","Do your hair the pretty way, and put the pink rose in your bonnet.",59,n. （女用）软帽，无边帽,把头发梳成好看的样式，再把那朵粉玫瑰插在软帽上。,
resignation,c1,noun,2.5667,1,4,.rezig'neiʃәn,"n. 辞职, 辞呈, 听从",四六雅宝,5762,3144,[6],[38],She accepted the delay with quiet resignation.,-1,n. 听天由命，顺从；辞职,她平心静气地接受了这次的耽搁。,1
haughty,c1,,2.5667,1,4,'hɒ:ti,"a. 傲慢的, 骄傲的, 崇高的",六托宝,19401,20226,[53],[2],"""What a haughty, uninteresting creature that oldest Miss March is!"" was the unfortunately audible remark of one of the ladies, as the door closed upon their guests.",8,a. 傲慢的，居高临下的,“那位马奇大小姐多么傲慢、多么无趣！”这是某人不巧说出声的评语……,
sociable,c1,,2.5667,1,4,'sәuʃәbl,"a. 好交际的, 社交的, 过社会生活的 / n. 联谊会",研托雅宝,20210,14328,[57],[3],Try to be sociable at the Lambs'.,10,a. 好交际的，合群的（be sociable 随和）,“在兰姆家要随和些。”,
oppress,c1,,2.5667,1,4,ә'pres,"vt. 压迫, 压抑, 使烦恼",研四六雅宝,13013,14569,[163],[5],"""I don't like favors, they oppress and make me feel like a slave.",27,v. 压迫；使压抑，使烦恼（be oppressed by）,“我不喜欢别人施惠于我，那让我压抑，觉得自己像个奴隶。”,
proceed,b2,verb,2.5633,2,11,prәu'si:d,"vi. 继续进行, 进行, 开始, 发出, 起诉",研四六托雅,2697,2089,"[41, 114]","[23, 8]","Leaving her sister to her own devices, Amy proceeded to enjoy herself to her heart's content.",43,,,
misfortune,c1,,2.54,1,3,mis'fɒ:tʃәn,"n. 不幸, 灾祸, 坏运气",研六托雅,10322,8481,[137],[3],"It's a great misfortune to have such strong likes and dislikes, isn't it?"" ""It's a greater not to be able to hide them.",13,n. 不幸，厄运（by misfortune 遭遇不幸）,“有这样强烈的喜恶，真是天大的不幸，不是吗？”“更大的不幸是没法隐藏它。”,
submission,c1,noun,2.5133,1,2,sәb'miʃәn,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见",托宝,8114,4179,[22],[25],"You shall be commander of the expedition, and I'll obey blindly, will that satisfy you?"" said Jo, with a sudden change from perversity to lamblike submission.",147,n. 顺从，屈服；提交,“你来当这次远征的司令，我唯命是从，这样总行了吧？”乔突然恭顺起来说。,
revolve,c1,,2.5133,1,2,ri'vɒlv,"v. (使)旋转, 反复考虑, 循环出现",研六雅,7394,8409,[30],[11],"Turn slowly round, and let me get a careful view."" Jo revolved, and Amy gave a touch here and there, then fell back, with her head on one side, observing graciously, ""Yes, you'll do.",54,v. 旋转；反复思考（revolve round）,“慢慢转一圈，让我好好看看。”乔转了一圈，艾米这里理理、那里弄弄，然后退后……,
skim,c1,,2.5133,1,2,skim,"vt. 撇取浮沫, 略读, 掠过 / vi. 擦过, 浏览 / n. 脱脂乳, 擦过, 表层物 / a. 撇去浮沫的",研四六托雅宝,8515,9925,[64],[10],She skimmed through the letter to find his news.,-1,v. 浏览，略读；掠过（skim over）,她匆匆浏览来信，寻找他的消息。,1
hostess,c1,,2.5133,1,2,'hәustis,"n. 女主人, 女房东, 女老板",高研四六,10323,9940,[113],[22],The hostess welcomed each guest at the door.,-1,n. 女主人,女主人站在门口迎接每一位客人。,1
turtle,c1,,2.5133,1,2,'tә:tl,n. 海龟,六托,6490,10121,[118],[5],"They had turtle soup at the wedding feast, a rare treat.",-1,n. 海龟（turtle soup 甲鱼汤，海龟汤）,婚宴上他们喝了海龟汤，是难得的美味。,1
slippery,c1,,2.5133,1,2,'slipәri,"a. 滑的, 光滑的, 靠不住的, 圆滑的, 不稳固的",研四六托雅宝,7707,8641,[171],[12],"I'm very stupid about studying anything, can't bear French, it's such a slippery, silly sort of language,"" was the brusque reply.",72,a. 滑的，溜滑的；（喻）靠不住的,“我学什么都笨，受不了法语，那是一种滑溜溜、傻乎乎的语言。”,
neat,b2,adjective,2.5033,1,11,ni:t,"a. 整洁的, 巧妙的, 匀称的, 简洁的 / n. 牛",高研四六托雅,4683,3823,[10],[1],"I'm neat and cool and comfortable, quite proper for a dusty walk on a warm day.",4,,,
frequent,b2,adjective,2.5033,1,11,'fri:kwәnt,"a. 时常发生的, 频繁的, 快速的 / vt. 时常来访, 常常聚集, 常与...交往",高研四六托雅宝,3272,3109,[67],[26],"A knot of heads gathered about her, and Amy strained her ears to hear what was going on, for broken sentences filled her with curiosity, and frequent peals of laughter made her wild to share the fun.",141,,,
scissors,c1,,2.4867,1,1,'sizәz,pl. 剪刀,高研四六托雅,8906,8705,[6],[12],Jo snipped the thread with a pair of sharp scissors.,-1,n. 剪刀（a pair of scissors）,乔用一把锋利的剪刀剪断线头。,1
inspect,c1,verb,2.4867,1,1,in'spekt,"vt. 检查, 检阅, 检验 / vi. 检查",高研四六托,5031,4286,[44],[34],She inspected the little house from garret to cellar.,-1,v. 检查，视察，检阅,她把小屋从顶楼到地窖都检查了一遍。,1
morality,c1,noun,2.4867,1,1,mә'ræliti,"n. 道德, 教训, 品行",研六雅,5115,4740,[143],[5],"That's a nice sort of morality."" ""I can't argue about it, I only know that it's the way of the world, and people who set themselves against it only get laughed at for their pains.",22,n. 道德，道德观；（故事）寓理,“这倒是一种很好的道德观。”“我没法跟你辩论，我只知道世道如此，人们都……”,
