word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
beg,b2,verb,3.07,2,46,beg,"v. 乞求, 乞讨, 请求",高研四托,3452,3537,"[41, 155]","[17, 62]","When Mr. March lost his property in trying to help an unfortunate friend, the two oldest girls begged to be allowed to do something toward their own support, at least.",95,v. 恳求，乞求；讨要,马奇先生为帮助一位不幸的朋友而失去家产时，两个大女儿恳求允许她们做点什么来贴补家用。,
devote,b2,verb,3.07,2,34,di'vәut,"vt. 投入于, 献身",高研四六托雅,3225,3407,"[67, 75]","[11, 32]","Even when he went away, and her mother was called to devote her skill and energy to Soldiers' Aid Societies, Beth went faithfully on by herself and did the best she could.",53,v. 致力于，献身于（devote sth to）,即使父亲离家、母亲应召把自己的技艺和精力献给士兵救济会之后，贝丝也仍然虔诚地尽着自己的本分。,
silence,b2,noun,3.07,2,30,'sailәns,"n. 沉默, 无声, 静寂, 湮没, 无声息 / vt. 使缄默 / interj. 安静",中高研四六托雅,1820,1653,"[80, 152]","[80, 20]","I like to think about them afterward, if they are real and not too preachy,"" said Jo, after a minute's silence.",103,n. 沉默，寂静　vt. 使安静,“我喜欢事后慢慢琢磨它们，只要它们真实而不过分说教，”乔沉默片刻后说。,
possess,b2,verb,3.07,2,34,pә'zes,"vt. 持有, 占有, 拥有, 克制, 支配, 迷住",高研四六托,2842,2129,"[87, 156]","[11, 11]","She was a great favorite with her mates, being good-tempered and possessing the happy art of pleasing without effort.",65,v. 拥有，具备；（be possessed of）具有,她很受同伴喜爱，脾气温和，还有一种毫不费力就能讨人喜欢的本领。,
anxious,b2,adjective,3.07,2,37,'æŋʃәs,"a. 忧虑的, 发愁的, 渴望的",高研四六托,3827,2630,"[142, 144]","[57, 19]","He sat down near me, and I began to talk to him, for he looked poor and tired and anxious.",82,a. 焦虑的，担心的；渴望的,他坐在我身边，我便和他攀谈起来，因为他看上去又穷又累、心事重重。,
bless,b2,verb,3.01,1,51,bles,"vt. 祝福, 祈佑, 使神圣化",高研四六雅,4161,5280,[114],[1],"""Oh, bless you, no!",5,v. 保佑，祝福；（bless you 老天爷保佑，我的天）,“哦，老天爷保佑，怎么会！”,
wise,b2,adjective,3.01,1,35,waiz,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的 / vi. 知道 / vt. 教导, 告诉, 劝导 / n. 方法, 方式",中高研四六雅,3234,3087,[143],[4],"It was not a wise thing to do, but I kept on worrying till an old man came in with an order for some clothes.",13,a. 明智的，聪明的,那不是什么明智之举，可我一直愁个不停，直到一位老人进来，要订做几件衣服。,
fortune,b2,noun,2.99,2,27,'fɒ:tʃәn,"n. 财富, 运气, 兴隆, 大量财产, 好运, 命运",高研四六托,2703,2626,"[37, 52]","[8, 9]","""We can't give up our girls for a dozen fortunes.",40,n. 财富；运气，命运,“我们可不能为了十几份家产就舍弃我们的姑娘们。”,
romance,b2,noun,2.99,2,27,rәu'mæns,"n. 冒险故事, 浪漫史, 传奇文学 / vi. 写传奇, 作空想, 虚构",研六托,4016,5329,"[59, 156]","[28, 66]",Amy dreamed of romance and handsome princes in far-off lands.,-1,n. 浪漫，恋情；传奇故事,艾米梦想着遥远国度的浪漫爱情和英俊王子。,1
gay,b2,adjective,2.9833,1,29,gei,"a. 欢快的, 艳丽的, 快乐的, 放荡的",高研四六,2056,4231,[46],[22],"She tried not to be envious or discontented, but it was very natural that the young girl should long for pretty things, gay friends, accomplishments, and a happy life.",120,a. 欢快的；艳丽的（旧义：快乐的）,她努力不去嫉妒、不去抱怨，但年轻的姑娘渴望漂亮的东西、快活的朋友和欢乐的聚会，这再自然不过。,
dreadful,b2,,2.98,3,44,'dredful,a. 可怕的,六托雅,9280,4571,"[34, 96, 120]","[3, 4, 23]","My dear, it's really dreadful, for sometimes she is so bad her frock is up to her knees, and she can't come to school.",21,a. 可怕的，糟透的,“亲爱的，这真的糟透了，有时候她裙子短得齐到膝盖，都没法来上学了。”,
altogether,b2,adverb,2.9567,1,28,.ɒ:ltә'geðә,"adv. 完全地, 总而言之",高研四,3801,2575,[35],[25],"""I like good strong words that mean something,"" replied Jo, catching her hat as it took a leap off her head preparatory to flying away altogether.",135,adv. 完全；总而言之,“我喜欢有分量的好词，得有点含义，”乔答道，一把抓住她那顶正猛地一蹿、准备飞走的帽子。,
desire,b2,noun,2.9567,1,28,di'zaiә,"n. 欲望, 要求 / vt. 想要, 请求 / vi. 渴望",高研四六托雅,1551,1629,[40],[54],"Her desire for pretty things was strong, but she tried to be content.",-1,n. 渴望，欲望　vt. 渴望，想要,她对漂亮东西的渴望很强烈，但她努力让自己知足。,1
nonsense,c1,noun,2.94,1,18,'nɒnsәns,"n. 无意义的事, 荒谬言行, 荒唐",研四六托,5969,4088,[37],[39],"What nonsense you talk, Jo! said Meg, laughing.",-1,n. 胡说，废话；荒唐事,“你尽说胡话，乔！”梅格笑着说。,1
creature,b2,noun,2.93,1,27,'kri:tʃә,"n. 人, 动物, 创造物, 生物",高研四六,2353,2268,[68],[5],"She was a housewifely little creature, and helped Hannah keep home neat and comfortable for the workers, never thinking of any reward but to be loved.",29,n. 人（尤指女子）；生灵，动物,她是个很会操持家务的小姑娘，帮着汉娜把家收拾得整洁舒适，供忙碌的人们享用，从不图什么回报。,
fond,b2,adjective,2.92,2,39,fɒnd,"a. 喜欢的, 宠爱的, 温柔的",高研四六,6241,4954,"[5, 44]","[17, 5]","As she said, she was 'fond of luxury', and her chief trouble was poverty.",22,a. 喜爱的，喜欢的（be fond of）,正如她所说，她“喜欢奢华”，而她最大的烦恼就是贫穷。,
temper,b2,,2.92,2,30,'tempә,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火 / vt. 使回火, 锻炼, 调和, 使缓和 / vi. 回火",研四六托雅宝,6436,4768,"[17, 64]","[11, 2]","""There never was such a cross family!"" cried Jo, losing her temper when she had upset an inkstand, broken both boot lacings, and sat down upon her hat.",60,n. 脾气，情绪（lose one's temper 发脾气）,“世上就没有这么乱糟糟的一家！”乔在打翻墨水瓶、扯断两根鞋带、又一屁股坐进扫帚之后，终于发起脾气来。,
disappoint,b2,verb,2.92,2,30,.disә'pɒint,vt. 使失望,高研四六,8204,9539,"[137, 156]","[39, 33]","She was afraid she would disappoint her mother, so she tried her very best.",-1,v. 使失望，失信于,她怕让妈妈失望，于是竭尽全力。,1
