word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
rouse,c1,,2.7,1,9,rauz,"n. 觉醒, 奋起, 干杯 / vt. 唤醒, 鼓舞, 激动, 使振奋, 惊起 / vi. 醒来, 奋起",研四六雅,10921,10108,[91],[6],"All day she lay so, only rousing now and then to mutter, ""Water!"" with lips so parched they could hardly shape the word.",25,v. 唤醒，唤起；使振奋（rouse oneself 打起精神）,她一整天就这么躺着，只是不时醒来嘟囔一声“水！”，嘴唇干得几乎说不出话来。,
woe,c1,,2.6467,1,7,wәu,"n. 悲哀, 悲痛, 苦痛",六宝,8122,11736,[57],[7],"""What is it?"" cried Jo, forgetting her woes for a minute in her wonder.",39,n. 悲痛，悲哀；（woes 苦难，不幸）,“怎么啦？”乔叫道，一瞬间惊奇盖过了她的满腹愁苦。,
amaze,c1,,2.6467,1,7,ә'meiz,vt. 使吃惊,高研四六托雅,8607,11151,[63],[3],"Laurie, though decidedly amazed, behaved with great presence of mind.",25,v. 使大为惊奇（amazed 惊愕的）,劳里尽管惊愕不已，却表现得镇定自若，十分机敏。,
rejoice,c1,,2.6467,1,7,ri'dʒɒis,"vt. 使欢喜 / vi. 欣喜, 高兴, 庆祝",研四六雅宝,10736,8553,[88],[4],"Mother's coming!"" Every one rejoiced but Beth.",28,v. 欣喜，欢欣；庆祝,“妈妈要回来了！”大家都欣喜万分，只有贝丝例外。,
thoughtful,c1,adjective,2.6467,1,7,'θɒ:tful,"a. 深思的, 体贴的",研四六托雅,5674,7655,[96],[15],"Laurie lay on the rug, pretending to rest, but staring into the fire with the thoughtful look which made his black eyes beautifully soft and clear.",78,a. 沉思的；体贴的,劳里躺在地毯上，假装在休息，眼睛却盯着炉火，带着那种让他那双黑眼睛……的沉思神情。,
grief,b2,noun,2.6433,2,14,gri:f,"n. 伤心, 忧愁, 悲痛, 不幸, 灾难",研六雅宝,4092,4332,"[9, 106]","[31, 25]","Another hour, still no one came, and anxious fears of delay in the storm, or accidents by the way, or, worst of all, a great grief at Washington, haunted the girls.",125,n. 悲痛，忧伤；伤心事,又过了一个小时，还是没有人来，他们忧心忡忡，怕大雨耽搁了行程，怕路上出事，最怕的还是……,
eloquent,c1,,2.62,1,6,'elәkwәnt,"a. 雄辩的, 有口才的, 有说服力的",研六托雅,10294,11358,[32],[15],Her eyes were eloquent with unshed tears.,-1,a. 雄辩的，有说服力的；（眼神等）富于表现的,她眼中泪水盈盈，千言万语尽在其中。,1
subdue,c1,,2.62,1,6,sәb'dju:,"vt. 使服从, 压制, 减弱, 抑制, 克制",六托雅宝,12577,11592,[45],[14],"Laurie drew his hand across his eyes, but could not speak till he had subdued the choky feeling in his throat and steadied his lips.",70,v. 控制，抑制；使降服（subdue a feeling）,劳里用手抹了一下眼睛，好一会儿才压住喉咙里那股哽咽，开口说话。,
brood,c1,,2.62,1,6,bru:d,"n. 一窝, 一伙 / vt. 孵, 沉思",四六雅宝,14517,15462,[83],[7],"Meg had a quiet rapture, and then brooded over the letter, while Jo set the sickroom in order, and Hannah ""knocked up a couple of pies in case of company unexpected"".",34,v. 沉思，郁郁地思量（brood over）　n. 一窝,梅格静静地欢喜了一场，随后久久地回味着那封信；乔把病房收拾整齐，汉娜在外面“笃笃”地……,
gently,b2,,2.6167,2,13,'dʒentli,"adv. 温和地, 温柔地, 轻轻地, 逐渐地",研四六,2751,2220,"[31, 65]","[19, 8]","Holding on to the banisters, she put him gently away, saying breathlessly, ""Oh, don't!",41,,,
