word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
vase,b2,,2.7333,6,14,veis,"n. 花瓶, 瓶",高研四六,7044,6555,"[5, 46, 103, 113, 114, 118]","[8, 59, 36, 2, 10, 11]",Amy's dainty pen-and-ink work entirely eclipsed May's painted vases—that was one thorn.,62,,,
thorn,c1,,2.7133,3,5,θɒ:n,"n. 刺, 棘, 荆棘",研四六托雅宝,11159,9881,"[5, 6, 46]","[12, 22, 24]",Amy's dainty pen-and-ink work entirely eclipsed May's painted vases—that was one thorn.,81,n. 刺，荆棘；（a thorn in one's side 眼中钉）,艾米精致的钢笔素描把梅的水彩花瓶完全比了下去——这是一根刺。,
enlighten,c1,,2.6,2,3,in'laitn,"vt. 教育, 启发, 启蒙, 开导, 教导",研六托雅宝,11536,13682,"[18, 95]","[26, 29]",Her explanation enlightened the little girls at once.,-1,v. 启发，开导（enlighten sb on）,她的解释立刻让小姑娘们明白了。,1
preach,b2,verb,2.5967,3,10,pri:tʃ,"v. 传道, 讲道, 说教, 宣讲, 鼓吹 / n. 说教, 布道",研六托雅宝,4814,5238,"[41, 48, 50]","[31, 6, 2]","Many wise and true sermons are preached us every day by unconscious ministers in street, school, office, or home.",31,v. 讲道，布道；说教（preach to sb）,许多睿智而真实的训诲，正是每天由街上、学校里、办公室里或家中的那些不自觉的传道者讲给我们的。,
hail,c1,verb,2.5933,1,5,heil,"n. 冰雹, 致敬, 欢呼, 招呼 / vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下 / vi. 招呼, 下雹 / interj. 万岁, 欢迎",研六托雅宝,6105,6469,[27],[3],The crowd hailed the travellers with cheers.,-1,n. 欢呼；冰雹　v. 欢呼致敬；招呼,人群欢呼着迎接旅人。,1
wreath,c1,,2.5933,1,5,ri:θ,"n. 花圈, 花环, 圈状物",研四六,9842,12327,[74],[9],A wreath of roses crowned the little girl's head.,-1,n. 花环，花圈,小女孩头上戴着玫瑰花环。,1
wink,c1,,2.5933,1,5,wiŋk,"n. 眨眼, 使眼色, 瞬间 / vi. 眨眼, 使眼色, 闪烁 / vt. 眨",研六宝,7901,10631,[149],[34],She gave him a sly wink across the table.,-1,v. 眨眼，使眼色　n. 眨眼（wink at 假装没看见）,她隔着桌子朝他狡黠地眨眨眼。,1
prejudice,c1,noun,2.5667,1,4,'predʒudis,"n. 偏见, 成见, 侵害 / vt. 使存偏见, 使有成见, 侵害",高研四六托雅宝,5235,4112,[3],[39],He had a strong prejudice against newfangled notions.,-1,n. 偏见，成见（prejudice against）　vt. 使抱偏见,他对各种新奇想法怀有很深的成见。,1
eclipse,c1,,2.5667,1,4,i'klips,"n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色",研六托雅,7609,12521,[5],[5],Amy's dainty pen-and-ink work entirely eclipsed May's painted vases—that was one thorn.,39,v. 使黯然失色，超过　n. 日食，月食,艾米精致的钢笔素描把梅的水彩花瓶完全比了下去——这是一根刺。,
bruise,c1,,2.5667,1,4,bru:z,"n. 青肿, 挫伤, 擦伤 / vi. 受伤, 擦伤 / vt. 使受伤, 研碎",研四六托雅宝,7621,8010,[33],[1],"She bruised her hands with hammering, and got cold working in a draft, which last affliction filled her with apprehensions for the morrow.",4,n. 瘀伤，青肿　v. 碰伤，擦伤,她敲钉子敲得手上青一块紫一块，又在穿堂风里干活着了凉，这最后一项罪过让她怕得……,
