word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
flatter,c1,,2.8933,2,14,'flætә,"vt. 奉承, 阿谀, 使高兴",研六托雅宝,9933,8558,"[96, 224]","[4, 7]","All this surprised and flattered her, though she did not understand it till Miss Belle looked up from her writing, and said, with a sentimental air . . .",23,v. 奉承，恭维；使得意（be flattered 受宠若惊）,这一切让她又惊讶又得意，虽然她还不太明白，直到贝尔小姐放下笔抬起头……,
doll,b2,,2.8433,4,17,dɒl,"n. 洋娃娃, 无头脑的美丽女人",中高研托,3823,5101,"[135, 173, 200, 223]","[32, 4, 6, 15]","She's nothing but a doll tonight."" ""Oh, dear!"" sighed Meg.",20,,,
refresh,c1,,2.8333,1,14,ri'freʃ,"vt. 使清新, 使恢复, 使生气蓬勃 / vi. 提起精神, 恢复精神, 吃点心, 喝饮料 / vt. 刷新, 重新整理 / vi. 刷新, 重新整理",高研四六托宝,12356,11300,[26],[24],"I feel so rich and sort of elegant, with two new pairs, and the old ones cleaned up for common."" And Meg took a refreshing peep at her glove box.",112,v. 使振作，恢复精神；使清凉,“我觉得自己好阔气、好体面，有两双新鞋，旧鞋也收拾干净了作家常穿。”说着，梅格深深吸了口气，提了提神。,
gossip,b2,,2.8267,4,22,'gɒsip,"n. 闲聊, 随笔, 流言, 爱讲闲话的人 / vi. 说闲话, 闲聊",研六托雅,6861,6049,"[85, 208, 228, 236]","[13, 14, 31, 5]","""No, never repeat that foolish gossip, and forget it as soon as you can,"" said Mrs. March gravely.",31,n. 闲言碎语，流言；闲聊　vi. 说闲话,“不，千万别再重复那无聊的闲话，尽快把它忘掉吧。”马奇太太严肃地说。,
feeble,c1,,2.8067,1,13,fi:bl,"a. 微弱的, 衰弱的, 无效的",研四六托雅宝,12083,9622,[152],[9],"She was flirting her fan and laughing at the feeble jokes of a young gentleman who tried to be witty, when she suddenly stopped laughing and looked confused, for just opposite, she saw Laurie.",45,a. 虚弱的；软弱无力的；拙劣的,她摇着扇子，对一个想表现得风趣、却只讲得出乏味笑话的年轻绅士笑个不停，这时她忽然……,
absurd,c1,adjective,2.8067,1,13,әb'sә:d,"a. 荒谬的, 不合理的, 可笑的 / n. 荒诞",高研六托雅宝,5901,5676,[161],[1],"""How absurd of you!",5,a. 荒谬的，荒唐可笑的,“你真荒唐！”,
curl,b2,,2.8,4,21,kә:l,"n. 拳曲, 鬈发 / vt. 弄卷 / vi. 拳曲, 弯曲",研四六雅,5151,5141,"[12, 131, 138, 141]","[11, 3, 14, 9]","""Now, let me see, there's my new gray walking suit, just curl up the feather in my hat, Beth, then my poplin for Sunday and the small party, it looks heavy for spring, doesn't it?",57,,,
forehead,b2,,2.7967,1,22,'fɒ:rid,"n. 额, 前额, 前部",高研四六,3788,4632,[174],[29],,-1,,,
favor,b2,,2.7967,1,22,'feivә,"n. 好意, 喜爱 / vt. 赐予, 支持, 喜欢, 证实",研四雅,2500,49170,[182],[8],"""Laurie, I want you to do me a favor, will you?"" said Meg, as he stood fanning her when her breath gave out, which it did very soon though she would not own why.",31,,,
shabby,c1,,2.7933,3,8,'ʃæbi,"a. 衣衫褴褛的, 低劣的, 破旧的, 吝啬的, 卑鄙的",高研六托雅宝,10996,10226,"[52, 67, 91]","[9, 51, 52]","So out came the tarlatan, looking older, limper, and shabbier than ever beside Sallie's crisp new one.",53,a. 破旧的，寒酸的；吝啬的,于是那件薄纱裙被拿了出来，在萨莉崭新挺括的裙子旁边，显得比以往任何时候都更旧、更皱、更寒酸。,
