word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
shade,b2,noun,2.5767,4,7,ʃeid,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹 / vi. 渐变 / vt. 使阴暗, 使渐变, 遮蔽, 微减",高研四六托,2984,3205,"[13, 57, 130, 185]","[17, 15, 26, 3]","Amy felt the shade of coldness in his manner, and said to herself . . .",13,n. 阴凉处；色调；细微差别（a shade of 一丝）　v. 遮蔽,艾米从他态度里感到了一丝冷淡的意味，便对自己说……,
paw,c1,,2.5667,1,4,pɒ:,"n. 爪 / v. 以蹄扒地, 用爪子抓, 拼命抓, 向...乱抓, 笨拙地使用, 费力地前进",研四六,8033,10382,[175],[18],The big dog laid a muddy paw on her clean dress.,-1,n. （动物的）爪子　v. 用爪子抓挠,大狗把一只泥爪子搭在她干净的裙子上。,1
shadowy,c1,,2.54,1,3,'ʃædәui,"a. 有影的, 暗黑的, 朦胧的, 虚幻的",六,9710,9891,[30],[1],In the shadowy corner of the room sat the little figure.,-1,a. 阴沉的，阴暗的；朦胧的,房间阴凉的角落里，坐着那个小小的身影。,1
monk,c1,noun,2.5133,1,2,mʌŋk,"n. 修道士, 僧侣, 和尚",六,5856,4817,[23],[10],"Here an ancient monastery, whence the solemn chanting of the monks came down to them.",61,n. 修道士，僧侣,这里有一座古老的修道院，僧侣们庄严的吟唱声从那里飘下来，传到了她们耳边。,
bough,c1,,2.5133,1,2,bau,n. 大树枝,四六宝,15790,14793,[26],[20],"Brown, soft-eyed children ran out from the quaint stone hovels to offer nosegays, or bunches of oranges still on the bough.",117,n. 大树枝，粗枝,棕色皮肤、目光柔和的孩子从古怪的石屋中跑出来，献上花束，或者还带着叶子的大捆橙子……,
prudence,c1,,2.5133,1,2,'pru:dns,"n. 审慎, 慎重, 精明, 节俭",研宝,14974,14272,[89],[5],"Bless my soul, what unearthly prudence!",30,n. 审慎，谨慎；节俭（unearthly prudence 惊人的节俭）,“我的老天，这真是超凡的节俭！”,
sincerity,c1,,2.5133,1,2,sin'serәti,"n. 诚实, 真实, 诚心诚意",六,10928,11290,[90],[42],There was no mistaking the sincerity of her smile.,-1,n. 真诚，真挚（with sincerity）,她笑容里的真诚不容错认。,1
faulty,c1,,2.5133,1,2,'fɒ:lti,"a. 有过失的, 有缺点的, 不完美的, 应受责备的",研四六,9993,8415,[110],[16],The faulty stitching had to be taken out and done again.,-1,a. 有缺陷的，有错误的,缝得不对的地方只好拆掉重做。,1
vividly,c1,,2.5133,1,2,,,六,9349,8508,[172],[27],She described the scene so vividly that we could see it.,-1,adv. 生动地，鲜明地,她把情景描绘得惟妙惟肖，我们仿佛亲眼看见。,1
ornament,b2,,2.4933,2,14,'ɒ:nәmәnt,"n. 装饰, 点缀品, 教堂用品 / vt. 装饰, 修饰",研四六托雅,7737,7644,"[80, 133]","[36, 34]",The old clock was the chief ornament of the mantelpiece.,-1,n. 装饰品；装饰（an ornament to）　vt. 装点,那座老钟是壁炉架上最主要的装饰。,1
sarcastic,c1,,2.4867,1,1,sɑ:'kæstik,"a. 讽刺的, 讥讽的",研托宝,13030,14939,[14],[30],Her sarcastic tone could not hide her real good will.,-1,a. 讽刺的，挖苦的,她讽刺的口吻掩不住真实的好意。,1
overhang,c1,,2.4867,1,1,.әuvә'hæŋ,"n. 突出部份, 悬垂部份 / vt. 悬于...之上, (危险等)逼近 / vi. 悬垂, 逼近",六,16004,21073,[29],[1],"The cliffs overhang the little beach, dark and solemn.",-1,v. 悬垂于…上方；威胁　n. 突出物,悬崖悬垂在小小海滩的上方，幽暗而庄严。,1
superstition,c1,,2.4867,1,1,.sju:pә'stiʃәn,n. 迷信,研六托雅宝,11572,11687,[36],[36],"It was a harmless superstition, but she held to it firmly.",-1,n. 迷信；迷信观念,那是个无伤大雅的迷信，她却信得很牢。,1
melancholy,c1,,2.4867,1,1,'melәnkɒli,"n. 忧郁, 悲哀, 愁思 / a. 忧郁的, 使人悲伤的, 愁思的",六托雅宝,13596,14439,[36],[48],A melancholy air hung over the empty house.,-1,n. 忧郁，愁思　a. 忧郁的，令人伤感的,一座空荡荡的房子里弥漫着忧郁的气息。,1
insignificant,c1,,2.4867,1,1,.insig'nifikәnt,"a. 无关紧要的, 无意义的, 琐碎的",四六托,8884,8473,[78],[17],She felt insignificant beside her brilliant cousin.,-1,a. 微不足道的，无足轻重的,在光彩照人的表姐面前，她自觉渺小。,1
commonplace,c1,,2.4867,1,1,'kɒmәnpleis,"n. 寻常事, 老生常谈, 普通的东西 / a. 平凡的, 普通的",研六托雅宝,8669,8456,[80],[4],Such kindness had become a commonplace in their house.,-1,a. 平凡的，司空见惯的　n. 寻常事,这样的善意在他们家早已司空见惯。,1
shameful,c1,,2.4867,1,1,'ʃeimful,"a. 可耻的, 丢脸的, 不道德的, 淫猥的, 猥亵的, 不体面的",六,11754,13740,[160],[4],It was shameful of him to forget his promise so soon.,-1,a. 可耻的，丢脸的,他这么快就忘了承诺，真不像话。,1
wander,b2,verb,2.4567,2,7,'wɒndә,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒 / vt. 在...漫游",高研四六托雅,3183,3027,"[1, 33]","[4, 24]","Did you ever see such roses?"" asked Amy, pausing on the terrace to enjoy the view, and a luxurious whiff of perfume that came wandering by.",126,v. 漫步，游荡；走神（wander off）,“你见过这样的玫瑰吗？”艾米问，在平台上停下欣赏风景，还深深吸了一口奢侈的花香……,
