word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
detain,c1,verb,2.5667,1,4,di'tein,"vt. 扣留, 扣押, 耽搁",研六托雅宝,7558,6059,[13],[2],"""I was detained by the way, but I promised to spend Christmas with you, and here I am."" ""How is your grandfather?",7,v. 耽搁，滞留；扣留,“路上耽搁了，可我答应过要回来和你们一起过圣诞，我这不是来了嘛。”“你爷爷病情如何……”,
puff,c1,,2.54,1,3,pʌf,"n. 一阵喷烟, 肿块, 喘息 / v. 喷出, 张开, 吹捧, (使)充气, 喘气, (使)骄傲, (使)膨胀",研四六,8283,9777,[72],[25],"""It's not the fashion, but it's becoming, and I can't afford to make a fright of myself,"" she used to say, when advised to frizzle, puff, or braid, as the latest style commanded.",132,n. 一团（烟雾）；喘息　v. 喷出；喘气,“这不时尚，但衬人，我可不能把自己打扮成个丑八怪。”她常说，每当……,
hasten,c1,,2.5133,1,2,'heisn,"vt. 催促, 加紧 / vi. 赶快, 急忙",四六托宝,9445,8507,[12],[24],She hastened to finish the letter before supper.,-1,v. 急忙，赶紧（hasten to do）；催促,她赶快在晚饭前写完了信。,1
taper,c1,,2.5133,1,2,'teipә,"n. 带子操作工, 小蜡烛, 尖细, 渐弱, 锥形, 尖塔 / a. 尖细的, 分等级的 / v. (使)一头逐渐变细, (使)逐渐减少",六宝,17027,14001,[35],[23],The candlelight flickered; a taper burned on the shelf.,-1,n. 细蜡烛；锥形　v. 逐渐变细（taper off 渐少）,烛光摇曳，架子上一支小蜡烛燃着。,1
mature,c1,adjective,2.5133,1,2,mә'tjuә,"a. 成熟的, 到期的, 充分考虑的 / vt. 使成熟 / vi. 成熟, 到期",高研四六托雅宝,5133,4122,[54],[1],She was not yet mature enough to see the wisdom of his advice.,-1,a. 成熟的；深思熟虑的　v. 成熟,她还不够成熟，看不出他劝告里的智慧。,1
pastime,c1,,2.5133,1,2,'pæstaim,"n. 消遣, 娱乐, 游戏",研四六雅,11138,11164,[112],[21],"Laurie's eyes followed her with pleasure, for she neither romped nor sauntered, but danced with spirit and grace, making the delightsome pastime what it should be.",137,n. 消遣，娱乐,劳里的目光愉快地追随着她，因为她既不蹦蹦跳跳也不懒散慢行，而是带着干练与优雅舞步轻移……,
excuse,b2,noun,2.5033,1,11,ik'skju:z,"vt. 原谅, 申辩, 做为...的托辞 / n. 致歉, 理由, 饶恕, 借口",中高托雅,3484,3182,[103],[6],"He dances devinely, but he will excuse me, as you are an old friend,"" said Amy, hoping that the name would have a good effect, and show Laurie that she was not to be trifled with.",32,,,
plateau,c1,,2.4867,1,1,plæ'tәu,"n. 高地, 高原, (上升后的)稳定水平",研六托雅宝,8339,8761,[56],[7],They climbed all morning before reaching the high plateau.,-1,n. 高原；稳定期（reach a plateau 进入平台期）,他们爬了一上午，才到达那片高地。,1
inexpensive,c1,,2.4867,1,1,.inik'spensiv,"a. 便宜的, 不贵重的",四六,5823,11852,[67],[48],They furnished the little parlour with inexpensive but pretty things.,-1,a. 廉价的，不贵的,他们用小而美的东西装点了小客厅，并不贵。,1
desolate,c1,,2.4867,1,1,'desәlәt,a. 荒凉的,研六托雅宝,12016,11752,[123],[11],"When little Vladimir finally relinquished her, with assurances that he was 'desolated to leave so early', she was ready to rest, and see how her recreant knight had borne his punishment.",76,a. 荒凉的，荒芜的；孤寂的（be desolated 惋惜万分）,当小弗拉基米尔终于放开她，再三表示他“这么早就告辞实在遗憾”时，她已经……,
