word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
trifle,c1,,3.32,2,41,'traifl,"n. 琐事, 少量 / vt. 浪费 / vi. 开玩笑, 翻弄, 虚度光阴",研四六雅宝,16426,11802,"[89, 166]","[13, 35]","There was a good deal of rustling and whispering behind the curtain, a trifle of lamp smoke, and an occasional giggle from Amy, who was apt to get hysterical in the excitement of the moment.",71,n. 琐事，小事；少量　vi. 玩弄，虚度（a trifle of 一点）,帷幕后面传来一阵窸窸窣窣和窃窃私语，一缕灯烟，还有艾米偶然冒出的一声笑——她动不动就会歇斯底里。,
rose,b2,noun,3.28,8,62,rәuz,"n. 玫瑰, 蔷薇, 玫瑰色 / a. 玫瑰色的, 玫瑰花的 / vt. 使成玫瑰色 / rise的过去式",中高研四六,23633,2179,"[39, 71, 78, 102, 105, 113, 115, 184]","[80, 26, 20, 2, 30, 10, 2, 2]","Born of roses, fed on dew, Charms and potions canst thou brew?",8,n. 玫瑰　（rise 的过去式）,生于玫瑰，饮于露水，咒语与灵药你都能酿造？,
presently,c1,adverb,3.2667,2,28,'prezntli,"adv. 目前, 不久",研四六,7442,5610,"[6, 90]","[0, 0]","Presently a bell sounded, the curtains flew apart, and the operatic tragedy began.",0,不久，一会儿；目前,不一会儿铃声响起，帷幕飞开，这部歌剧悲剧开场了。,
queer,c1,,3.26,1,30,kwiә,"n. 怪人, 同性恋者 / a. 奇怪的, 不舒服的, 可疑的 / vt. 搞糟",研四六托雅宝,11708,12553,[56],[21],"Fortunately it was early, and they went through back streets, so few people saw them, and no one laughed at the queer party.",112,奇怪的，古怪的；可疑的,幸好天色还早，他们走的是后街，所以没人看见，谁也没有笑话这支怪模怪样的队伍。,
grace,c1,noun,3.18,1,27,greis,"n. 优雅, 风度, 慈悲, 恩惠, 体面, 赦免, 恩典, 谢恩祷告 / vt. 使优美",研四六托雅宝,11346,4104,[148],[30],"He consents without a murmur, all join in a joyful chorus, and the curtain falls upon the lovers kneeling to receive Don Pedro's blessing in attitudes of the most romantic grace.",172,n. 优雅，风度；恩惠　vt. 使增光,他毫无怨言地答应了，众人齐声唱起欢乐的合唱，帷幕在恋人们跪着接受唐·佩德罗祝福的姿态中落下，那姿态优雅极了。,
whisper,b2,noun,3.13,3,53,'hwispә,"n. 耳语, 密谈, 谣传, 沙沙声 / vi. 耳语, 密谈, 沙沙地响 / vt. 低声说",高研四六宝,2446,2623,"[14, 89, 185]","[15, 8, 6]","Beth nestled up to her, and whispered softly, ""I wish I could send my bunch to Father.",28,v. 低语，耳语　n. 耳语；传闻,贝丝依偎着她，轻声低语道：“我真想把我那束花寄给爸爸。”,
lover,b2,,3.13,3,32,'lʌvә,"n. 爱人, 爱好者",研四,2781,2765,"[123, 132, 148]","[18, 15, 17]","Act third was the castle hall, and here Hagar appeared, having come to free the lovers and finish Hugo.",80,恋人，爱人；爱好者,第三幕是城堡大厅，哈加现身了，她来解救这对恋人，了结雨果。,
cheek,b2,noun,3.07,2,44,tʃi:k,"n. 颊, 厚颜, 脸蛋",高研四六,2674,2456,"[11, 11]","[8, 10]","Jo put her arm round her and, leaning cheek to cheek, read also, with the quiet expression so seldom seen on her restless face.",38,脸颊，脸蛋,乔搂住她，脸颊贴着她的脸颊，也跟着读起来，脸上带着那副在她不安分的脸上难得一见的宁静神情。,
sofa,b2,,3.07,2,41,'sәufә,n. 沙发,中高研六,4782,5140,"[20, 40]","[31, 52]",Amy curled up on the sofa with a book and a dish of bonbons.,-1,沙发,艾米蜷在沙发上，捧着一本书，旁边放着一碟糖果，自得其乐。,1
handsome,b2,,3.07,2,44,'hænsәm,"a. 英俊的, 大方的, 慷慨的, 相当可观的, 美观的, 灵敏的",中高研四六雅,3838,4033,"[39, 40]","[37, 39]","Mr. Brooke was a quiet young man, not handsome, but kind and steady.",-1,（男子）英俊的；（数量）可观的，慷慨的,布鲁克先生是个安静的年轻人，算不上英俊，但善良而沉稳。,1
