单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
delusion	di'lu:ʒәn	—	n. 错觉，妄想，幻想	C1	It was a fond delusion, and she knew it in her heart.	那是一个痴心妄想，她心里也明白。	little_women Ch23
rap	ræp	—	n. 轻敲，叩击　v. 轻敲；厉声说	C1	There's mischief going on, and I insist upon knowing what it is," with another rap.	“这里头一定有鬼，我一定要弄个明白。”说着又是一记敲击。	little_women Ch23
eloquence	'elәkwәns	—	n. 口才，雄辩	C1	His eloquence carried the whole room, and even the grumblers fell silent.	他一番雄辩说服了满屋子人，连那些嘀嘀咕咕的也安静下来。	little_women Ch23
quiver	'kwivә	—	v. 颤抖，颤动（a quiver in one's voice）　n. 箭袋	C1	"You can't know how hard it is for me to give up Meg," she continued with a little quiver in her voice.	“你无法想象要我放弃梅格有多难。”她继续说，声音里带着一丝颤抖。	little_women Ch23
accomplish	ә'kʌmpliʃ	verb	v. 完成，实现（accomplish a task）	B2	She had accomplished a great deal in that single morning.	就这一个上午，她已经完成了许多事情。	little_women Ch23
parlor	'pɑ:lә	—	n. 客厅，会客室（美式拼写 parlour）	TOE	You don't look festive, ma'am, what's the matter?" asked Laurie, following her into a corner of the parlor, whither all had adjourned to greet Mr. Laurence.	“你看上去不太喜庆啊，夫人，出什么事了？”劳里问道，跟着她来到客厅一角……	little_women Ch23
haste	heist	—	n. 匆忙（make haste 赶快；in haste 匆忙地）	C1	I hate to wait, so if you mean ever to do it, make haste and have it over quickly," said Jo pettishly.	“我讨厌等，所以你要是打定主意做，就快点，三下五除二办完。”乔没好气地说。	little_women Ch23
retort	ri'tɒ:t	—	v. 反驳，回嘴　n. 反驳（retort that）	C1	You'll be sorry for it by-and-by, when you've tried love in a cottage and found it a failure." "It can't be a worse one than some people find in big houses," retorted Meg.	“等你在陋室里尝过婚姻的滋味、发现它行不通时，你会后悔的。”“那还能比……更糟吗？”	little_women Ch23
overhear	.әuvә'hiә	—	v. 无意中听到，偷听到	C1	" Meg stopped there, remembering all of a sudden that she hadn't made up her mind, that she had told 'her John' to go away, and that he might be overhearing her inconsistent remarks.	梅格说到这儿住了口，忽然想起自己还没拿定主意，她刚才吩咐“她的约翰”……	little_women Ch23
stammer	'stæmә	—	v. 结结巴巴地说，口吃　n. 结巴	C1	I'm so surprised to see you!" stammered Meg, feeling that she was in for a lecture now.	“见到你真让我吃惊！”梅格结结巴巴地说，感觉这下至少要挨一顿训了。	little_women Ch23
resolute	'rezәlu:t	—	a. 坚决的，果断的	C1	"I shall marry whom I please, Aunt March, and you can leave your money to anyone you like," she said, nodding her head with a resolute air.	“我要嫁给谁就嫁给谁，马奇姑妈，你的钱爱留给谁就留给谁。”她说着，坚定地……	little_women Ch23
lessen	'lesn	—	v. 减轻，减少；变小	C1	Kind words lessened her anxiety a little.	几句暖心的话稍稍减轻了她的焦虑。	little_women Ch23
