单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
blundered out		phrase	笨拙地冲口而出(常含失言之窘)	TOE	I am too stupid to learn,&quot; I <b class="hl">blundered out</b>, as red as a peony. [sound:s_ch33_blundered_out_c9b1739c.mp3]	「我太笨了,学不会。」我窘迫地冲口而出,脸涨得像朵红芍药。	little_women Ch33	blunder 本义是“跌跌撞撞地走、犯大错”,加上 out 后引申为“没经大脑就把话说出来”,常带自曝其短、事后懊恼的窘迫感。它比 blurt out 更强调笨拙、不得体,也比直说的 said clumsily 地道得多。想说自己口无遮拦、一时失言,或描写某人冒失答话时,这个搭配都很实用。	一个被点名提问的学生涨红着脸,话像没站稳似的从嘴边“踉跄”着滚了出来。
pegged away		phrase	锲而不舍地苦干(持续死磕)	TOE	I forgot my bashfulness, and <b class="hl">pegged away</b> (no other word will express it) with all my might, tumbling over long words, pronouncing according to inspiration of the minute, and doing my very best. [sound:s_ch33_pegged_away_9ed97161.mp3]	我把羞怯抛到脑后,使出浑身力气拼命苦干——再没有别的词能形容这种劲头了——结结巴巴地翻过一个又一个人长词,发音全凭当时的一时灵感。	little_women Ch33	peg 本义是“木钉、把…钉住”,away 表示动作持续,peg away (at sth) 就像把活儿一件件“钉”牢不放,引申为坚持不懈地埋头苦干。它比 work hard 更有画面感,带点“笨功夫、死磕”的韧劲,也常用于劝人别放弃、接着干。写备考、练琴、啃生词这类长跑式的苦功时用它,贴切又地道。	想象木匠一下又一下把钉子钉进木板,敲到掌心发红也不停手——把单词一个个“钉”进脑子就是这样。
nursery [sound:w_nursery_02495a77.mp3]	'nә:sәri	noun	n. 育儿室；苗圃，温床	C1	There is a glass door between it and the <b class="hl">nursery</b>, and I mean to peep at him, and then I&#x27;ll tell you how he looks. [sound:s_ch33_nursery_67fca7d5.mp3]	它和育儿室之间隔着一扇玻璃门，我打算偷看他一眼，然后告诉你们他长得什么样……	little_women Ch33	<b>1. 逐项解析：</b><br>– There is …：英语典型的「存现句」，表示『某处有某物』，读时重心落在后面的名词上。<br>– a glass door：一扇玻璃门。glass 是名词直接作定语修饰 door，表示『玻璃做的门』，同类有 a glass window、a glass table。<br>– between it and the nursery：介词短语，在『它』与育儿室之间。it 指前文提到的某个房间，是说话人在介绍自己房间的布局。<br>– and I mean to peep at him：mean to do sth 意为『打算做某事』；peep at 是『偷看、窥视』，比 look at 多一层偷偷的、好奇又俏皮的意味。<br>– and then I’ll tell you how he looks：然后我把他的样子说给你们听。how he looks 是宾语从句，问的正是『长什么模样』。<br>– 目标词 nursery：名词『育儿室』。本句中它是隔着玻璃门被观察的对象，可见那门正是为照看孩子而设；它还引申为『苗圃、温床』，如 a plant nursery。<br><br><b>2. 整句解读：</b><br>说话人讲述自己房里有一扇通往育儿室的玻璃门，隔着门就能『偷看』那个孩子，还答应看完转述他的长相。整个句子口语化、节奏轻快，I mean to peep at him 带着顽皮与期待，不是真要窥探，而是舍不得错过孩子的模样。中文译文把 peep at 翻成『偷看他一眼』，精准保留了既小心翼翼又好奇的语气。<br><br><b>3. 文化点：</b><br>句子出自《小妇人》（Little Women，1868—1869）。19 世纪英美中产家庭把孩子起居的房间称为 nursery，幼儿多在育儿室内由母亲或保姆照料；为方便大人随时观察又不惊扰孩子，常在育儿室与大人房间之间装玻璃门。nursery 一词因此自带一种『童稚、安睡、被呵护』的氛围。	隔着磨砂玻璃门，看见婴儿床里圆滚滚的小睡影，门上挂着一块写着 NURSERY 的木牌。
fairy [sound:w_fairy_8ef2a97c.mp3]	'fєәri	—	n. 仙女，小精灵（fairy tale 童话）	B2	Mr. Bhaer was Nick Bottom, and Tina was Titania, a perfect little <b class="hl">fairy</b> in his arms. [sound:s_ch33_fairy_e51e08a0.mp3]	巴尔先生饰演尼克·波顿，蒂娜饰演提泰妮娅，成了他怀里的一个完美的小仙女。	little_women Ch33	<b>1. 逐项解析：</b><br>– Mr. Bhaer was Nick Bottom：巴尔先生（饰演）尼克·波顿。was 在演戏的语境里不直译成『是』，而是表示『扮演、扮作』。<br>– and Tina was Titania：蒂娜饰演提泰妮娅。Titania 是《仲夏夜之梦》里的仙后。<br>– a perfect little fairy in his arms：名词短语作同位语，补充说明蒂娜——她就像一个完美的小精灵，被抱在他怀里。fairy 在此是比喻，形容她娇小、轻盈、可爱得如同幻境中的精灵，并非真的仙女。<br>– 目标词 fairy：名词『小精灵、小仙女』，常见于童话与神话，fairy tale 即『童话』。本句用作比喻性说法（a little fairy），突出外形上的精致与灵巧。<br><br><b>2. 整句解读：</b><br>这是对一场家庭戏剧演出的描写：巴尔先生扮成尼克·波顿，小姑娘蒂娜扮仙后提泰妮娅，坐在他怀里，宛如一只完美的小仙女。in his arms 一下把画面定格在温馨又滑稽的瞬间——小小的人儿端庄地演着精灵女王，又认真又可爱。译文把 was 处理成『饰演』，把 in his arms 译作『在他怀里』，画面感十足。<br><br><b>3. 文化点：</b><br>尼克·波顿与提泰妮娅都是莎士比亚喜剧《仲夏夜之梦》（A Midsummer Night’s Dream）中的人物：织工波顿被魔法变成驴头，仙后提泰妮娅因花汁而爱上他。戏中的『仙后』由小女孩出演，恰好反衬出 fairy 一词轻盈无瑕的一面。	小女孩裹着亮晶晶的纱裙坐在大人怀里，背后飘着一对半透明的小翅膀。
appetite [sound:w_appetite_9c32b0a6.mp3]	'æpitait	noun	n. 食欲，胃口；欲望（a good appetite）	C1	If Amy had been here, she&#x27;d have turned her back on him forever because, sad to relate, he had a great <b class="hl">appetite</b>, and shoveled in his dinner in a manner which would have <b class="hard">horrified</b> &#x27;her ladyship&#x27;. [sound:s_ch33_appetite_5cbf9539.mp3]	要是艾米在场，她准会永远不再理他，因为说来可惜，他胃口大得很……	little_women Ch33	<b>1. 逐项解析：</b><br>– If Amy had been here, she’d have turned her back on him forever：与过去事实相反的虚拟语气，意为『要是当时艾米在场』（而事实是不在场）。turn one’s back on sb 是固定搭配，意为『背弃、不再搭理某人』。<br>– because, sad to relate, he had a great appetite：because 引出原因；sad to relate 是插入语，字面为『说来遗憾』，实际带反讽味道；have a great appetite 即『胃口很好』。<br>– and shoveled in his dinner …：与 he had a great appetite 并列的谓语，描述这位先生吃饭的架势。<br>– in a manner which would have horrified 「her ladyship」：in a manner which… 是『以某种……的方式』；horrified 是超纲词，动词 horrify 的过去分词，意为『使（人）惊骇』；「her ladyship」字面是『夫人大人』，这里是对讲究仪态的艾米的反讽称呼。<br>– 目标词 appetite：名词『食欲、胃口』，a good/great appetite 都是『好胃口』的固定说法；还可引申为对事物的强烈欲望，如 an appetite for power（权欲）。<br><br><b>2. 整句解读：</b><br>这句话用一个夸张的假设挑事：要是挑剔的艾米在场，她铁定永远不再理这个人，因为他不但胃口好得出奇，而且扒饭的吃相能把『她大小姐』吓晕。字里行间全是调侃——sad to relate 假惺惺地叹气，her ladyship 端着架子，shovel in 更是把吃饭写成铲土。译文以省略号收尾、语气诙谐，和原文的反讽一脉相承。<br><br><b>3. 文化点：</b><br>出自《小妇人》。19 世纪中产社会极看重餐桌礼仪，君子淑女应当斯文克制地用餐，当众狼吞虎咽被视为粗俗失礼。因此『胃口大』在当时不止关乎能吃，更是一桩社交场上的尴尬事，句子末尾才用 her ladyship 这样端着的称呼来嘲讽。	桌上碟子瞬间摞成小山，筷子还在往嘴里『铲』，腮帮子鼓得像装土的麻袋。
lumber [sound:w_lumber_e8b165dd.mp3]	'lʌmbә	—	n. 木材，木料　v. 笨重地移动	C1	Wagons laden with <b class="hl">lumber</b> <b class="hard">creaked</b> slowly up the hill. [sound:s_ch33_lumber_7e40ee39.mp3]	满载木材的马车嘎吱嘎吱地缓慢爬上山坡。	little_women Ch33(AI 补句)	<b>1. 逐项解析：</b><br>– Wagons laden with lumber：满载木材的四轮运货车。wagon 指运货马车；be laden with… 是过去分词短语作后置定语，意为『满载着……的』。<br>– creaked slowly up the hill：吱吱嘎嘎地缓慢爬上山坡。creaked 是超纲词，动词 creak 的过去式，拟声词，指木轮、车轴等处发出的尖涩吱嘎声；slowly 加重迟滞感；up the hill 表示沿坡而上。<br>– 目标词 lumber：名词『木材、木料』，尤指粗加工的原木或板材，如 lumber yard（木材场）；作动词时意为『笨重地移动』，与木头沉重迟钝的姿态同源。本句中满载 lumber 的马车缓慢吱嘎地爬坡，正渲染出这种『笨重』。<br><br><b>2. 整句解读：</b><br>这是一句电影镜头般的场景描写：装满木料的货车，在坡道上一步一颠，车轴发出吱嘎吱嘎的响动，迟迟地爬着坡。laden 与 lumber 把『重』写足，creaked 一个拟声词把声音补上，slowly 又拖慢节奏，通句给人沉重、迟缓、尘土飞扬的感觉。译文『满载木材的马车嘎吱嘎吱地缓慢爬上山坡』，把动词与声音的质感完整还原了出来。<br><br><b>3. 文化点：</b><br>19 世纪的北美正值拓荒开发时期，原木运输是城乡常见的日常景象，lumber 作为『木料』是当时的常用词汇；这个时代背景也让 lumber 的动词义『笨重地移动』显得格外贴切。	装满原木的大车压过碎石路，车轴咯吱一声，整座山坡都跟着叹气。
shovel [sound:w_shovel_56849199.mp3]	'ʃʌvl	—	n. 铲子　v. 铲（shovel food 大口吃）	C1	If Amy had been here, she&#x27;d have turned her back on him forever because, sad to relate, he had a great appetite, and <b class="hl">shoveled</b> in his dinner in a manner which would have <b class="hard">horrified</b> &#x27;her ladyship&#x27;. [sound:s_ch33_shovel_bb6c6ef5.mp3]	要是艾米在场，她准会永远不再理他，因为说来可惜，他胃口大得很，一口气能铲进三盘……	little_women Ch33	<b>1. 逐项解析：</b><br>– If Amy had been here, she’d have turned her back on him forever：与过去事实相反的虚拟语气，『要是当时艾米在场，她准会永远不理他』；turn one’s back on sb 意为『背弃、不再搭理某人』。<br>– because, sad to relate, he had a great appetite：原因从句加插入语，sad to relate 字面是『说来遗憾』，实为反讽口气的叹气。<br>– and shoveled in his dinner …：shovel in 是动词短语，字面是『用铲子铲进去』，比喻把饭又急又猛地往嘴里塞，仿佛嘴是土坑，饭是土。<br>– in a manner which would have horrified 「her ladyship」：in a manner which… 是定语从句『以某种……的方式』；horrified 是超纲词，动词 horrify 的过去分词，意为『使（人）惊骇』；「her ladyship」是反讽地称呼讲究的艾米。<br>– 目标词 shovel：本句取动词义『铲』，shovel in（food）＝大口大口往嘴里扒饭，是口语里极生动的说法。它本义是名词『铲子』，动词义由铲土的动作化出，天然带着粗鲁、快速、不顾仪态的劲儿，用它的句子几乎都含着嫌弃或调侃的语气。<br><br><b>2. 整句解读：</b><br>句子的幽默完全落在 shovel 上：好好的 dinner 被说成『铲』进嘴里，饭成了土，人成了铲土机，画面又粗又滑稽。再假想挑剔的艾米在场定会翻脸，夸张到极点却充满生活化的笑点。译文『一口气能铲进三盘』把那股气势与分量都翻了出来，比直译更有画面感。<br><br><b>3. 文化点：</b><br>出自《小妇人》同一段餐桌描写。把『吃』说成 shoveling 是英语里常用的夸张说法，专门形容饿急了或贪吃的人不顾吃相。在 19 世纪讲究餐桌礼仪的语境里，这种吃相尤其『失礼』，恰好接住后半句 horrified 与 her ladyship 的反讽。	他像挥着一把看不见的铲子，一勺接一勺把饭扬进嘴里，腮帮子鼓得像小山包。
clatter [sound:w_clatter_19de1fb3.mp3]	'klætә	—	n. 哗啦声，哐当声　v. 发出碰撞声	C1	She set down the tray with a loud <b class="hl">clatter</b>. [sound:s_ch33_clatter_be04f126.mp3]	她“哐当”一声放下托盘。	little_women Ch33(AI 补句)	<b>1. 逐项解析：</b><br>– She set down the tray：她把托盘放下。set down 是固定短语，意为『放下、搁下』，常指有意或刻意地将某物落到台面上。<br>– with a loud clatter：伴随状语，『带着一声响亮的哐当声』。loud 修饰 clatter 的响度；with a … 介词短语说明动作发生时的伴随状态。<br>– 目标词 clatter：名词『哗啦声、哐当声』，专指金属、瓷器等硬物相碰时接连迸出的清脆响亮的声响；作动词时意为『哐当哐当地发出撞击声』。与 crash 相比，clatter 更强调多个硬物连续碰撞时那种又响又乱的效果。<br><br><b>2. 整句解读：</b><br>一句动作加声音的短句：她把托盘搁下，发出一阵响亮碎响。没有多余的修饰，画面与声音一步到位——loud clatter 让你几乎能听见瓷碟与托盘撞击的清脆声，也透出她放得不算温柔，甚至带点毛躁或情绪。译文用『『哐当』一声』直接把拟声转译过来，干净利落。	托盘刚碰到桌面，瓷碟和金属就哗啦吵成一团，连水杯都跟着抖了三抖。
orphan [sound:w_orphan_150c70aa.mp3]	'ɒ:fәn	—	n. 孤儿　a. 孤儿的	C1	The little <b class="hl">orphan</b> had no one but an old aunt in the city. [sound:s_ch33_orphan_90a43dc2.mp3]	这个小孤儿在城里除了一个年迈的姑妈，再没有亲人。	little_women Ch33(AI 补句)	<b>1. 逐项解析：</b><br>– the little orphan：定冠词 the + 形容词 little（小小的）+ 名词 orphan（孤儿）。little 在这里带有怜爱、同情的口吻，暗示说话者对这个孩子心怀恻隐。<br>– had：实义动词 have 的过去式，「拥有」。<br>– no one：不定代词，「没有人」，此处理解为「没有任何亲人」。<br>– but：这里不是「但是」，而是介词，相当于 except（除了），与 no one 构成 no one but… 的固定结构，意为「除了……再没有」。<br>– an old aunt：一位年迈的姑妈。old 年老的，aunt 姑妈、阿姨。<br>– in the city：在城里，介词短语作地点状语。<br><br><br><b>2. 整句解读：</b>整句是「这个小孤儿在城里除了一个年迈的姑妈，再没有亲人」。had no one but… 是点睛结构，直译是「谁也没有，只有……」，既点出孤儿身世的凄凉，又留了一线温情——毕竟还有一位姑妈在。little 一词让整句带上叙述者的同情滤镜。中文译作「这个小孤儿在城里除了一个年迈的姑妈，再没有亲人」，用「除了……再」反向铺陈，正好对应 no one but，语气沉静而不哀嚎，符合原著克制而温柔的叙事。<br><br><br><b>3. 文化点：</b>19 世纪的孤儿形象在英美文学中极为常见，英国读者读到 orphan 很容易联想到狄更斯笔下的《雾都孤儿》奥利弗；当时孤儿的现实命运往往是进济贫院、做工或寄人篱下，因此「还有一位姑妈」在这句里已是一种难得的慰藉。	黄昏的城门口，一个瘦小的孩子只牵着一只苍老的姑妈的手，身后再没有别人。
rusty [sound:w_rusty_df9728c9.mp3]	'rʌsti	—	a. 生锈的；荒疏的（rusty hinges 生锈的铰链）	C1	The old gate swung on <b class="hl">rusty</b> hinges. [sound:s_ch33_rusty_4cba212d.mp3]	旧大门在生锈的铰链上吱呀转动。	little_women Ch33(AI 补句)	<b>1. 逐项解析：</b><br>– The old gate：旧大门。old 修饰 gate，指饱经风雨的木门或铁门。<br>– swung：swing 的过去式，本义「摆动、摇动」，这里指门扇绕轴来回转动、开合。<br>– on rusty hinges：在生锈的铰链上。介词短语作状语，说明门转动所依托的部位；hinge 是门扇与门框相连的铰链，rusty 是 rust（锈）的形容词形式，意为「生锈的」。<br><br><br><b>2. 整句解读：</b>整句是「旧大门在生锈的铰链上吱呀转动」。swing on…hinges 把「门转动」这个动作落到具体支撑物上，画面感极强：锈铁摩擦、门轴涩滞，读来仿佛能听见吱呀声。注意原文并未直接写声音，译文里的「吱呀」是译者加的拟声；作者只用 rusty 暗示铰链不平顺、转动必然涩响，属于「以状态写声音」的含蓄手法。<br><br><br><b>3. 文化点：</b>rusty 还有一个常用引申义「荒疏的、生疏的」，如 My English is a little rusty（我的英文有点生疏了），与「生锈」同源——久不用而变钝。在《小妇人》这类以门窗、家具细节铺陈生活气息的文本里，rusty 常用来衬托「旧」与「年头久」。	老铁门的铰链上结着红褐色的锈圈，一开一合就吱呀作响、簌簌掉铁屑。
