单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
rascal [sound:w_rascal_e1cee017.mp3]	'ræskl	—	n. 小淘气，调皮鬼；无赖（little rascal）	C1	That little <b class="hl">rascal</b> has hidden my spectacles again. [sound:s_ch45_rascal_02986749.mp3]	那个小淘气又把我的眼镜藏起来了。	little_women Ch45(AI 补句)
hoist [sound:w_hoist_9773f7da.mp3]	hɒist	—	v. 吊起，升起（hoist the flag 升旗）　n. 起重机	C1	They <b class="hl">hoisted</b> the basket up to the top shelf. [sound:s_ch45_hoist_dd6ba463.mp3]	他们把篮子吊到顶层搁板上。	little_women Ch45(AI 补句)
ingenious [sound:w_ingenious_7314b44c.mp3]	in'dʒi:njәs	—	a. 心灵手巧的；巧妙的	C1	Her <b class="hl">ingenious</b> device for storing the toys pleased the children. [sound:s_ch45_ingenious_b514f858.mp3]	她那给玩具收纳设计的巧思让孩子们十分满意。	little_women Ch45(AI 补句)
surpass [sound:w_surpass_c78b573c.mp3]	sә'pɑ:s	—	v. 超过，超越（surpass all expectations）	C1	Her little sketches <b class="hl">surpassed</b> all the others in the class. [sound:s_ch45_surpass_7a280974.mp3]	她的小素描在班里名列前茅，超过了其他所有人。	little_women Ch45(AI 补句)
literal [sound:w_literal_ef6866ce.mp3]	'litәrәl	—	a. 字面的；刻板的；（比喻义）实心眼的	C1	&quot;&#x27;Tisn&#x27;t in mine head, it&#x27;s in mine mouf,&quot; answered <b class="hl">literal</b> Demi, putting out his tongue, with a chocolate drop on it, thinking she alluded to confectionery, not ideas. [sound:s_ch45_literal_ddcad59d.mp3]	“‘它不在我脑（头）袋里，在我嘴(sou)里。’”较真的德米说着，吐了吐舌头，上面还挂着一颗巧克力……	little_women Ch45
microscopic [sound:w_microscopic_4b5ae046.mp3]	maikrә'skɔpik	—	a. 微小的；显微镜的	C1	He examined the tiny lettering with <b class="hl">microscopic</b> care. [sound:s_ch45_microscopic_5fe00084.mp3]	他以显微镜般的仔细检查那些细小的字迹。	little_women Ch45(AI 补句)
alphabet [sound:w_alphabet_c65dc3b9.mp3]	'ælfәbit	—	n. 字母表	C1	Demi learned his <b class="hl">alphabet</b> at a wonderfully early age. [sound:s_ch45_alphabet_c8e544a3.mp3]	德米小小年纪就学会了字母表。	little_women Ch45(AI 补句)
inventor [sound:w_inventor_8468d586.mp3]	in'ventә	—	n. 发明家，发明者	C1	The boy believed himself a great <b class="hl">inventor</b> with his box of tools. [sound:s_ch45_inventor_4aeed43d.mp3]	那男孩觉得自己有了那箱工具就是大发明家。	little_women Ch45(AI 补句)
nourish [sound:w_nourish_de08e3ae.mp3]	'nә:riʃ	—	v. 滋养，养育；怀有（希望等）	C1	&quot;Me loves evvybody,&quot; she once said, opening her arms, with her spoon in one hand, and her mug in the other, as if eager to embrace and <b class="hl">nourish</b> the whole world. [sound:s_ch45_nourish_ab972325.mp3]	“我（喜）欢每一个人。”她有一次说，张开双臂，一手拿小勺，一手拿杯，仿佛要把全世界都抱进怀里。	little_women Ch45
shrewd [sound:w_shrewd_dd7aa6b2.mp3]	ʃru:d	—	a. 精明的，敏锐的	C1	She was too <b class="hl">shrewd</b> to be taken in by such a story. [sound:s_ch45_shrewd_6d962b0f.mp3]	她太精明了，不会被这种故事骗到。	little_women Ch45(AI 补句)
