单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
vase [sound:w_vase_28e4e605.mp3]	veis	—	n. 花瓶	B2	Amy&#x27;s dainty pen-and-ink work entirely eclipsed May&#x27;s painted <b class="hl">vases</b>—that was one thorn. [sound:s_ch30_vase_42fbf741.mp3]	艾米精致的钢笔画完全压过了梅画的彩绘花瓶——这是第一根刺。	little_women Ch30
thorn [sound:w_thorn_653ca567.mp3]	θɒ:n	—	n. 刺，荆棘；（a thorn in one's side 眼中钉）	C1	Amy&#x27;s dainty pen-and-ink work entirely eclipsed May&#x27;s painted vases—that was one <b class="hl">thorn</b>. [sound:s_ch30_thorn_4a77e78e.mp3]	艾米精致的钢笔素描把梅的水彩花瓶完全比了下去——这是一根刺。	little_women Ch30
enlighten [sound:w_enlighten_5f1db116.mp3]	in'laitn	—	v. 启发，开导（enlighten sb on）	C1	Her explanation <b class="hl">enlightened</b> the little girls at once. [sound:s_ch30_enlighten_059da45e.mp3]	她的解释立刻让小姑娘们明白了。	little_women Ch30(AI 补句)
preach [sound:w_preach_bd07a0e2.mp3]	pri:tʃ	verb	v. 讲道，布道；说教（preach to sb）	B2	Many wise and true sermons are <b class="hl">preached</b> us every day by unconscious ministers in street, school, office, or home. [sound:s_ch30_preach_817e1519.mp3]	许多睿智而真实的训诲，正是每天由街上、学校里、办公室里或家中的那些不自觉的传道者讲给我们的。	little_women Ch30
hail [sound:w_hail_71cd3baa.mp3]	heil	verb	n. 欢呼；冰雹　v. 欢呼致敬；招呼	C1	The crowd <b class="hl">hailed</b> the travellers with cheers. [sound:s_ch30_hail_8a98e799.mp3]	人群欢呼着迎接旅人。	little_women Ch30(AI 补句)
wreath [sound:w_wreath_4c0aeed3.mp3]	ri:θ	—	n. 花环，花圈	C1	A <b class="hl">wreath</b> of roses crowned the little girl&#x27;s head. [sound:s_ch30_wreath_1b934fb4.mp3]	小女孩头上戴着玫瑰花环。	little_women Ch30(AI 补句)
wink [sound:w_wink_050522dd.mp3]	wiŋk	—	v. 眨眼，使眼色　n. 眨眼（wink at 假装没看见）	C1	She gave him a sly <b class="hl">wink</b> across the table. [sound:s_ch30_wink_d02005c8.mp3]	她隔着桌子朝他狡黠地眨眨眼。	little_women Ch30(AI 补句)
prejudice [sound:w_prejudice_ab2653c9.mp3]	'predʒudis	noun	n. 偏见，成见（prejudice against）　vt. 使抱偏见	C1	He had a strong <b class="hl">prejudice</b> against newfangled notions. [sound:s_ch30_prejudice_25df1f40.mp3]	他对各种新奇想法怀有很深的成见。	little_women Ch30(AI 补句)
eclipse [sound:w_eclipse_0acc7fad.mp3]	i'klips	—	v. 使黯然失色，超过　n. 日食，月食	C1	Amy&#x27;s dainty pen-and-ink work entirely <b class="hl">eclipsed</b> May&#x27;s painted vases—that was one thorn. [sound:s_ch30_eclipse_ac4a1e84.mp3]	艾米精致的钢笔素描把梅的水彩花瓶完全比了下去——这是一根刺。	little_women Ch30
bruise [sound:w_bruise_bc2b7867.mp3]	bru:z	—	n. 瘀伤，青肿　v. 碰伤，擦伤	C1	She <b class="hl">bruised</b> her hands with hammering, and got cold working in a draft, which last affliction filled her with apprehensions for the morrow. [sound:s_ch30_bruise_1e22c04a.mp3]	她敲钉子敲得手上青一块紫一块，又在穿堂风里干活着了凉，这最后一项罪过让她怕得……	little_women Ch30
unjust [sound:w_unjust_628f4b96.mp3]	.ʌn'dʒʌst	—	a. 不公正的，不公平的	C1	I don&#x27;t wish to be <b class="hl">unjust</b> or suspicious, but I shouldn&#x27;t wonder if they never came at all. [sound:s_ch30_unjust_80a61283.mp3]	“我不想不公正或疑神疑鬼，可要是它们根本不来，我也不会奇怪。”	little_women Ch30
contribution [sound:w_contribution_6a411c76.mp3]	.kɒntri'bju:ʃәn	noun	n. 贡献；捐助物（make a contribution）	B2	&quot;Oh, certainly, if they are in your way,&quot; and sweeping her <b class="hl">contributions</b> into her apron, pell-mell, she walked off, feeling that herself and her works of art had been insulted past forgiveness. [sound:s_ch30_contribution_1f39a8ce.mp3]	“哦，当然，如果碍你事了。”说着，她把捐献的东西一股脑儿兜进围裙里，转身走了……	little_women Ch30
circulate [sound:w_circulate_f1771dbd.mp3]	'sә:kjuleit	verb	v. 流传，传播；循环（circulate round）	C1	The report <b class="hl">circulated</b> quickly through the little town. [sound:s_ch30_circulate_67a02f8d.mp3]	消息很快在小镇上流传开来。	little_women Ch30(AI 补句)
witty [sound:w_witty_1d0f040f.mp3]	'witi	—	a. 机智诙谐的，妙语连珠的	C1	&quot;To hear is to obey, but March is fairer far than May,&quot; said little Parker, making a frantic effort to be both <b class="hl">witty</b> and tender, and getting promptly quenched by Laurie, who said . . . [sound:s_ch30_witty_e2975477.mp3]	“听从吩咐，不过三月可比五月美多了。”小个子帕克说，拼命想显得机智风趣……	little_women Ch30
disappointment [sound:w_disappointment_c85014f4.mp3]	.disә'pɒintmәnt	noun	n. 失望,扫兴	B2	But it won&#x27;t be easy, for it is a dreadful <b class="hl">disappointment</b>,&quot; and poor Jo bedewed the little fat pincushion she held with several very bitter tears. [sound:s_ch30_disappointment_997653cd.mp3]	“但这不容易,这真是个巨大的失望,”可怜的乔把几滴苦涩的眼泪洒在她握着的小胖针垫上。	little_women Ch30
tuck [sound:w_tuck_777ea362.mp3]	tʌk	—	v. 把…塞进；掖好（tuck away 藏起）　n. 褶	B2	&quot;<b class="hl">Tucked</b> away out of sight, I dare say,&quot; thought Jo, who could forgive her own wrongs, but hotly resented any insult offered her family. [sound:s_ch30_tuck_4a2ebb2e.mp3]	“准是藏到看不见的地方去了。”乔心想，她能原谅自己的过错，却对任何针对……	little_women Ch30
fuss [sound:w_fuss_1485220f.mp3]	fʌs	—	n. 大惊小怪；忙乱（make a fuss 唠叨个没完）　v. 小题大做	B2	&quot;How could I after all the <b class="hl">fuss</b>?&quot; began May, but she did not finish, for Amy&#x27;s voice came across the hall, saying pleasantly . . . [sound:s_ch30_fuss_1ee43e55.mp3]	“闹腾了这么一场，我怎么还能……”梅开了口，却没说完，因为艾米的声音穿过门厅传来……	little_women Ch30
kindly [sound:w_kindly_86400599.mp3]	'kaindli	—	adv. 和蔼地,善意地 a. 友善的	TOE	She meant it <b class="hl">kindly</b>, but Amy mistook her meaning, and said quickly . . . [sound:s_ch30_kindly_695fef4a.mp3]	她本是出于好意,艾米却误解了她的意思,忙抢着说……	little_women Ch30
