单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
betray	bi'trei	verb	v. 背叛，出卖；暴露，泄露	B2	"I've made such quantities it would be hard to choose which I'd have," said Laurie, lying flat and throwing cones at the squirrel who had betrayed him.	“我写了那么多，真要挑还真犯难。”劳里说着，平躺着朝松鼠扔松果。	little_women Ch13
flap	flæp	—	v. 飘动，拍打　n. 拍打（声）；盖片	C1	Each wore a large, flapping hat, a brown linen pouch slung over one shoulder, and carried a long staff.	每个人都戴着一顶宽大的、扑扇着的大帽子，肩上挎一只棕色亚麻布袋，手里拄着长长的木杖。	little_women Ch13
squirrel	'skwә:rәl	—	n. 松鼠　vt. 贮藏	C1	"I've made such quantities it would be hard to choose which I'd have," said Laurie, lying flat and throwing cones at the squirrel who had betrayed him.	“我写了那么多，真要挑选还真犯难。”劳里说着，平躺着朝松鼠扔松果。	little_women Ch13
mutter	'mʌtә	—	v. 低声咕哝，嘟囔　n. 咕哝声	B2	Hang college!" muttered Laurie with an impatient sigh.	“让大学见鬼去吧！”劳里不耐烦地叹了口气，咕哝道。	little_women Ch13
gesture	'dʒestʃә	noun	n. 手势；姿态　v. 做手势	B2	Forgive me, I meant it kindly." And Meg offered her hand with a gesture both affectionate and timid.	“原谅我，我是出于好意。”梅格伸出手来，姿态既亲热又羞怯。	little_women Ch13
linger	'liŋgә	verb	v. 逗留，徘徊；迟迟不去	C1	She lingered at the window, unwilling to say good night.	她在窗前逗留，迟迟不肯道晚安。	little_women Ch13
momentary	'mәumәntәri	—	a. 片刻的，瞬时的	C1	Ashamed of his momentary pique, Laurie squeezed the kind little hand, and said frankly, "I'm the one to be forgiven.	劳里为自己那一刻的怄气感到羞愧，握了握那只善良的小手，坦率地说：“该请求原谅的是我。”	little_women Ch13
sacrifice	'sækrifais	noun	n. 牺牲　v. 牺牲（make a sacrifice 作出牺牲）	B2	It was a small sacrifice, but she made it gladly for her sisters.	这是小小的牺牲，但她乐意为了姐妹们付出。	little_women Ch13
offend	ә'fend	verb	v. 冒犯，得罪；使不快	B2	"Only if Brooke is going to be a thermometer, I must mind and have fair weather for him to report." "Please don't be offended.	“只是布鲁克要是当温度计，我得留神让天气晴好，好让他汇报。”“请别不高兴……”	little_women Ch13
shady	'ʃeidi	—	a. 荫凉的；可疑的（shady deal 见不得人的交易）	C1	They spread their dinner on the shady grass by the brook.	她们在小溪边荫凉的草地上铺开午餐。	little_women Ch13
displease	dis'pli:z	—	v. 使不快，惹恼（be displeased 不悦）	C1	Never mind, it saves trouble now." "Go on, please," said Laurie, as Jo became absorbed in her work, looking a trifle displeased.	“没关系，现在倒省得麻烦了。”“请继续吧。”劳里说，这时乔已埋头干起活来，神情略显不快。	little_women Ch13
luxurious	lʌg'zjuәriәs	—	a. 豪华的，奢侈的；奢享的	C1	The richly furnished room was a luxurious treat for the girls.	这间陈设华丽的房间，对姑娘们是一种奢侈的享受。	little_women Ch13
