单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
forgive [sound:w_forgive_fe2c8eca.mp3]	fә'giv	verb	v. 原谅,宽恕	B2	&quot;Please <b class="hl">forgive</b> me, Jo. [sound:s_ch08_forgive_7b1a20a0.mp3]	“请原谅我,乔。”	little_women Ch8
anger [sound:w_anger_60b7715d.mp3]	'æŋgә	noun	n. 愤怒,怒气	B2	&quot;I let the sun go down on my <b class="hl">anger</b>. [sound:s_ch08_anger_4c46ef1d.mp3]	“我让太阳带着我的怒气落山了。”	little_women Ch8
sob [sound:w_sob_0e767424.mp3]	sɒb	—	v. 啜泣，呜咽　n. 抽噎	C1	A stifled <b class="hl">sob</b> told her how grieved Amy was. [sound:s_ch08_sob_eeb66191.mp3]	一声压抑的啜泣让她明白艾米有多难过。	little_women Ch8(AI 补句)
skate [sound:w_skate_71701bca.mp3]	skeit	—	v. 滑冰　n. 冰鞋	C1	&quot;Everybody is so hateful, I&#x27;ll ask Laurie to go <b class="hl">skating</b>. [sound:s_ch08_skate_86eb23ee.mp3]	“人人都这么讨厌，我去叫劳里一起去滑冰。”	little_women Ch8
confess [sound:w_confess_62d2b1f3.mp3]	kәn'fes	verb	v. 承认，坦白；忏悔	B2	Her anger never lasted long, and having humbly <b class="hl">confessed</b> her fault, she sincerely repented and tried to do better. [sound:s_ch08_confess_157ea77d.mp3]	她的怒气从不长久，谦卑地承认了自己的过错之后，她是真心忏悔，并努力改正。	little_women Ch8
sew [sound:w_sew_48a11882.mp3]	sәu	—	v. 缝,缝纫	B2	It was not a happy evening, for though they <b class="hl">sewed</b> as usual, while their mother read aloud from Bremer, Scott, or Edgeworth, something was wanting, and the sweet home peace was disturbed. [sound:s_ch08_sew_16574bb5.mp3]	那是个不愉快的夜晚,虽然她们照常缝补衣裳,母亲在一旁朗读布雷默、司各特或埃奇沃思的作品,但总觉得少了点什么,家中那份甜蜜的安宁被扰乱了。	little_women Ch8
hasty [sound:w_hasty_e69055fe.mp3]	'heisti	—	a. 匆忙的；轻率的	C1	Everything was in its place, however, and after a <b class="hl">hasty</b> glance into her various closets, bags, and boxes, Jo decided that Amy had forgiven and forgotten her wrongs. [sound:s_ch08_hasty_8a523694.mp3]	好在一切都各归其位，乔匆匆扫了一眼各个抽屉、提包和盒子，断定艾米……	little_women Ch8
angel [sound:w_angel_c8a50f63.mp3]	'eindʒәl	noun	n. 天使；善良的人	B2	Her sisters used to say that they rather liked to get Jo into a fury because she was such an <b class="hl">angel</b> afterward. [sound:s_ch08_angel_07367d57.mp3]	姐姐们常说，她们反而挺喜欢把乔惹火，因为她发过火之后简直像个天使。	little_women Ch8
bosom [sound:w_bosom_db78a93c.mp3]	'buzәm	—	n. 胸口，胸怀；内心（bosom enemy 心腹之患）	C1	Poor Jo tried desperately to be good, but her <b class="hl">bosom</b> enemy was always ready to flame up and defeat her, and it took years of patient effort to subdue it. [sound:s_ch08_bosom_da27abca.mp3]	可怜的乔拼命想做好人，可她心头的那个宿敌随时都会窜上来击败她，这让她花了好几年功夫。	little_women Ch8
virtue [sound:w_virtue_b29400da.mp3]	'vә:tju:	noun	n. 美德，德行；优点	B2	He helped and comforted me, and showed me that I must try to practice all the <b class="hl">virtues</b> I would have my little girls possess, for I was their example. [sound:s_ch08_virtue_d3da5a56.mp3]	他帮助我、安慰我，还让我明白，我必须努力践行我期望自己女儿们所拥有的种种美德。	little_women Ch8
