单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
shade [sound:w_shade_7f5bb03c.mp3]	ʃeid	noun	n. 阴凉处；色调；细微差别（a shade of 一丝）　v. 遮蔽	B2	Amy felt the <b class="hl">shade</b> of coldness in his manner, and said to herself . . . [sound:s_ch39_shade_c60829cb.mp3]	艾米从他态度里感到了一丝冷淡的意味，便对自己说……	little_women Ch39
paw [sound:w_paw_bc90e227.mp3]	pɒ:	—	n. （动物的）爪子　v. 用爪子抓挠	C1	The big dog laid a muddy <b class="hl">paw</b> on her clean dress. [sound:s_ch39_paw_2fa91969.mp3]	大狗把一只泥爪子搭在她干净的裙子上。	little_women Ch39(AI 补句)
shadowy [sound:w_shadowy_c56564ad.mp3]	'ʃædәui	—	a. 阴沉的，阴暗的；朦胧的	C1	In the <b class="hl">shadowy</b> corner of the room sat the little figure. [sound:s_ch39_shadowy_e89c2fad.mp3]	房间阴凉的角落里，坐着那个小小的身影。	little_women Ch39(AI 补句)
monk [sound:w_monk_6257b557.mp3]	mʌŋk	noun	n. 修道士，僧侣	C1	Here an ancient monastery, whence the solemn chanting of the <b class="hl">monks</b> came down to them. [sound:s_ch39_monk_38afce9d.mp3]	这里有一座古老的修道院，僧侣们庄严的吟唱声从那里飘下来，传到了她们耳边。	little_women Ch39
bough [sound:w_bough_59ef9c3c.mp3]	bau	—	n. 大树枝，粗枝	C1	Brown, soft-eyed children ran out from the quaint stone hovels to offer nosegays, or bunches of oranges still on the <b class="hl">bough</b>. [sound:s_ch39_bough_a3ed06ba.mp3]	棕色皮肤、目光柔和的孩子从古怪的石屋中跑出来，献上花束，或者还带着叶子的大捆橙子……	little_women Ch39
prudence [sound:w_prudence_ab49b926.mp3]	'pru:dns	—	n. 审慎，谨慎；节俭（unearthly prudence 惊人的节俭）	C1	Bless my soul, what unearthly <b class="hl">prudence</b>! [sound:s_ch39_prudence_179b8f98.mp3]	“我的老天，这真是超凡的节俭！”	little_women Ch39
sincerity [sound:w_sincerity_c504a2c5.mp3]	sin'serәti	—	n. 真诚，真挚（with sincerity）	C1	There was no mistaking the <b class="hl">sincerity</b> of her smile. [sound:s_ch39_sincerity_400c3c24.mp3]	她笑容里的真诚不容错认。	little_women Ch39(AI 补句)
faulty [sound:w_faulty_a100643a.mp3]	'fɒ:lti	—	a. 有缺陷的，有错误的	C1	The <b class="hl">faulty</b> stitching had to be taken out and done again. [sound:s_ch39_faulty_1dd320cb.mp3]	缝得不对的地方只好拆掉重做。	little_women Ch39(AI 补句)
vividly [sound:w_vividly_2fd3e07e.mp3]		—	adv. 生动地，鲜明地	C1	She described the scene so <b class="hl">vividly</b> that we could see it. [sound:s_ch39_vividly_1363cd9a.mp3]	她把情景描绘得惟妙惟肖，我们仿佛亲眼看见。	little_women Ch39(AI 补句)
ornament [sound:w_ornament_f44825f7.mp3]	'ɒ:nәmәnt	—	n. 装饰品；装饰（an ornament to）　vt. 装点	B2	The old clock was the chief <b class="hl">ornament</b> of the mantelpiece. [sound:s_ch39_ornament_82fa38ed.mp3]	那座老钟是壁炉架上最主要的装饰。	little_women Ch39(AI 补句)
