单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
lime [sound:w_lime_cbd777d7.mp3]	laim	—	n. 酸橙；（limes 书中指一种热门零食）	B2	Are <b class="hl">limes</b> the fashion now? [sound:s_ch07_lime_7dcd6849.mp3]	“现在时兴吃酸橙吗？”	little_women Ch7
patience [sound:w_patience_10bb09f9.mp3]	'peiʃәns	noun	n. 耐心，耐性	B2	Boys are trying enough to human <b class="hl">patience</b>, goodness knows, but girls are infinitely more so, especially to nervous gentlemen with tyrannical tempers and no more talent for teaching than Dr. Blimber. [sound:s_ch07_patience_d30be754.mp3]	男孩们对人类的耐心已经够折磨人了，天知道，可女孩们更是有過之而无不及，尤其是对神经紧张的先生们而言。	little_women Ch7
beside [sound:w_beside_d1c88699.mp3]	bi'said	preposition	prep. 在……旁边	B2	Maybe she would have helped me, I&#x27;m so stupid,&quot; said Beth, who stood <b class="hl">beside</b> him, listening eagerly. [sound:s_ch07_beside_b116031f.mp3]	“也许她会帮我的,我真笨,”贝丝说——她站在他身旁,急切地听着。	little_women Ch7
bow [sound:w_bow_fa5bd380.mp3]	bәu.bau	noun	n. 鞠躬；弓；蝴蝶结　v. 鞠躬	B2	He made a low <b class="hl">bow</b> and held the door open for her. [sound:s_ch07_bow_aab9dac0.mp3]	他深深鞠了一躬，为她扶住门。	little_women Ch7(AI 补句)
fault [sound:w_fault_586cbf6a.mp3]	fɒ:lt	noun	n. 过错,过失,毛病	B2	&quot;I should not have chosen that way of mending a <b class="hl">fault</b>,&quot; replied her mother, &quot;but I&#x27;m not sure that it won&#x27;t do you more good than a bolder method. [sound:s_ch07_fault_87a675f0.mp3]	“我不该选择那种方式来弥补过错,”母亲答道,“但我不敢说它不会比更激烈的办法更有益于你。	little_women Ch7
burst [sound:w_burst_ad1157c5.mp3]	bә:st	verb	n. 突然爆发；迸发　v. 爆裂；（a burst of）一阵	B2	That little goose means a centaur, and she called him a Cyclops,&quot; exclaimed Jo, with a <b class="hl">burst</b> of laughter. [sound:s_ch07_burst_f37a4ab4.mp3]	“那个小傻瓜想说的是半人马，她却把他叫成了独眼巨人！”乔嚷道，爆发出一阵大笑。	little_women Ch7
gray [sound:w_gray_61e2f51c.mp3]	grei	—	n./a. 灰色(的),灰白(的)	B2	&quot;Young ladies, attention, if you please!&quot; At the stern order the buzz ceased, and fifty pairs of blue, black, <b class="hl">gray</b>, and brown eyes were obediently fixed upon his awful countenance. [sound:s_ch07_gray_ce31afaa.mp3]	“年轻的小姐们,请注意!”这严厉的口令一出,嗡嗡声戛然而止,五十双蓝的、黑的、灰的、棕的眼睛都顺从地盯住他那张威严的脸。	little_women Ch7
ribbon [sound:w_ribbon_26b2cc3c.mp3]	'ribәn	—	n. 缎带，丝带	B2	&quot;Any more than it&#x27;s proper to wear all your bonnets and gowns and <b class="hl">ribbons</b> at once, that folks may know you&#x27;ve got them,&quot; added Jo, and the lecture ended in a laugh. [sound:s_ch07_ribbon_a6d88b85.mp3]	“就像你把帽子和裙子、缎带一次全穿戴齐整，好让人家知道你都有似的，”她又补了一句。	little_women Ch7
sober [sound:w_sober_6cb5b2d3.mp3]	'sәubә	—	a. 严肃的；清醒的；素净的	B2	What do you mean?&quot; And Meg looked <b class="hl">sober</b>. [sound:s_ch07_sober_436c02ae.mp3]	“你这是什么意思？”梅格的神情严肃起来。	little_women Ch7
despair [sound:w_despair_9772937a.mp3]	di'spєә	—	n. 绝望　v. 绝望（despairing 绝望的）	B2	&quot;Bring the rest immediately.&quot; With a <b class="hl">despairing</b> glance at her set, she obeyed. [sound:s_ch07_despair_8901c168.mp3]	“把剩下的立刻交上来。”她绝望地看了自己的那一摊子一眼，照办了。	little_women Ch7
fro [sound:w_fro_a924a6ba.mp3]	frәu	—	（to and fro 来回地）	C1	Jo walked to and <b class="hl">fro</b> across the room, turning the matter over in her mind. [sound:s_ch07_fro_601d6312.mp3]	乔在屋里来回踱步，把这件事翻来覆去地琢磨。	little_women Ch7(AI 补句)
ache [sound:w_ache_f4d86d36.mp3]	eik	—	n. 疼痛 v. 痛;渴望	C1	Her heart seemed to <b class="hl">ache</b> with a dull, heavy pain. [sound:s_ch07_ache_a21f61db.mp3]	她的心仿佛在隐隐作痛,一阵钝钝的、沉沉的疼痛。	little_women Ch7(AI 补句)
depart [sound:w_depart_147bc781.mp3]	di'pɑ:t	verb	v. 离开，出发；背离	B2	He was loath to <b class="hl">depart</b> from the little house where he had found such kindness. [sound:s_ch07_depart_c60674ca.mp3]	他舍不得离开这幢给予他如此多善意的小屋。	little_women Ch7(AI 补句)
declare [sound:w_declare_a0910bc7.mp3]	di'klєә	verb	v. 宣布；声明；断言	B2	Now Mr. Davis had <b class="hl">declared</b> limes a contraband article, and solemnly vowed to publicly ferrule the first person who was found breaking the law. [sound:s_ch07_declare_366731d7.mp3]	戴维斯先生已经宣布酸橙为违禁品，并郑重发誓，谁被抓到就要当众打手心。	little_women Ch7
pickle [sound:w_pickle_a4561d3e.mp3]	'pikl	—	n. 泡菜，腌菜；（in a pickle 陷入困境）	C1	Unfortunately, Mr. Davis particularly detested the odor of the fashionable <b class="hl">pickle</b>, and disgust added to his wrath. [sound:s_ch07_pickle_c95f1ce1.mp3]	不幸的是，戴维斯先生特别厌恶这种时兴腌菜的味儿，厌恶更添了他的怒火。	little_women Ch7
bitter [sound:w_bitter_23fda791.mp3]	'bitә	adjective	a. 苦的；刺骨的；怀恨的	B2	A <b class="hl">bitter</b> wind swept down the street that morning. [sound:s_ch07_bitter_6022c6ab.mp3]	那天早晨，一阵刺骨的寒风扫过街道。	little_women Ch7(AI 补句)
disturb [sound:w_disturb_f7b617c1.mp3]	dis'tә:b	verb	v. 打扰，干扰；使不安	B2	Mrs. March did not say much but looked <b class="hl">disturbed</b>, and comforted her afflicted little daughter in her tenderest manner. [sound:s_ch07_disturb_a9f93a32.mp3]	马奇太太没有多说，但神情不安，她以最温柔的方式安慰着这个懊恼不已的小女儿。	little_women Ch7
approve [sound:w_approve_e4788b8a.mp3]	ә'pru:v	verb	v. 赞成，同意（approve of）；核准	B2	&quot;I don&#x27;t <b class="hl">approve</b> of corporal punishment, especially for girls. [sound:s_ch07_approve_6ffa2099.mp3]	“我不赞成体罚，尤其是对女孩子。”	little_women Ch7
