单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
sat apart		phrase	独自坐在一边	TOE	Some do not, and that is trying,&quot; observed Aunt March, looking over her spectacles at Jo, who <b class="hl">sat apart</b>, rocking herself, with a somewhat morose expression. [sound:s_ch29_sat_apart_a86a9245.mp3]	“有些人不这样做,那可真叫磨人,”马奇姑妈说着,隔着眼镜打量着独自坐在一旁、摇着椅子、神情有点阴郁的乔。	little_women Ch29	sit apart 的核心是 apart,强调“隔开、分离”,与坐得团团转的众人形成对比,是描写“独自待着、游离于人群之外”的传神说法,比 sit alone 多一层“刻意或自然地拉开距离”的画面感。学习者表达“她一个人坐在角落”时很难想到这个词组。常用于描写情绪低落、不合群或遗忘边缘的人,叙事和日常抱怨场合都用得上。	热闹的客厅里,乔却一个人窝在角落摇着摇椅,像离群的孤舟——这就是 sat apart。
fell back		phrase	退后(几步)端详	C1	Turn slowly round, and let me get a careful view.&quot; Jo revolved, and Amy gave a touch here and there, then <b class="hl">fell back</b>, with her head on one side, observing graciously, &quot;Yes, you&#x27;ll do. [sound:s_ch29_fell_back_403fa642.mp3]	乔缓缓转过身,艾米这儿那儿地整理了几下,然后退后几步,歪着头,优雅地端详着整体效果。	little_women Ch29	fall back 在此是“向后退出几步以便看清全貌”,是打量他人打扮或整体效果时的典型动作,比直白的 step back 更带动作轨迹。它另有“撤退、退让”以及“转而依赖(fall back on)”等常用义,一词多义,值得整体打包记忆。写画师看画、裁缝看试衣、设计师看成果时都自然用得上。	画家画完最后一笔后退两步,歪头眯眼端详画布——那个退后的动作就是 fell back。
stoop down		phrase	俯身弯腰、低下头	C1	<b class="hl">Stoop down</b>, and let me take the crumbs off of your bonnet.&quot; &quot;What a good girl you are, Amy!&quot; said Jo, with a repentant glance from her own damaged costume to that of her sister, which was fresh and spotless still. [sound:s_ch29_stoop_down_6dc55689.mp3]	“低下头来,让我把你帽子上的面包屑掸掉。”“你真是个好姑娘,艾米!”乔说着,懊悔地看了看自己那身被弄坏的衣服,又看了看艾米。	little_women Ch29	stoop down 是“弯腰俯身”最常见的搭配,down 表方向、口语中常可省略为 stoop;它与 bend down 近义,但 stoop 还延伸出“屈尊(stoop to)”的引申义,一词两用。多用于照顾小孩、捡拾东西、凑近帮人打理等需要弯下腰的日常互动,很适合口语模仿。	个子稍高的艾米弯下腰凑近乔的帽子,轻轻替她拂掉面包屑——俯身那一刻就是 stoop down。
bonnet [sound:w_bonnet_5cabc4cb.mp3]	'bɒnit	—	n. （女用）软帽，无边帽	TOE	Do your hair the pretty way, and put the pink rose in your <b class="hl">bonnet</b>. [sound:s_ch29_bonnet_f90c4560.mp3]	把头发梳成好看的样式，再把那朵粉玫瑰插在软帽上。	little_women Ch29	<b>1. 逐项解析:</b>Do(动词,做;此处引申为「弄出/梳成」)your hair(你的头发)the pretty way(好看的方式/样式,the pretty way作方式状语)——祈使句开头,省略主语you。<br><br>• and(连词,连接两个并列祈使句)put(放,插)the pink rose(那朵粉玫瑰)in your bonnet(在你的软帽上),in…on表方位。<br><br>• bonnet(目标词)是19世纪女性佩戴的系带软帽、无边帽,插花于帽沿是当时常见的装饰。<br><br>• 注意：本句无超纲词,重难点在祈使句结构、way作「方式」解,以及bonnet的搭配(in your bonnet)。<br><br><b>2. 整句解读：</b>这是朋友叮嘱或妈妈对女儿说的话,两个并列的祈使句(command)连起来:「把头发梳得漂漂亮亮的,再往软帽上别朵粉玫瑰。」语气轻快、友善,充满日常生活的画面感和亲切感。译文把the pretty way译为「好看的样式」、put…in译为「插在…上」,都贴切自然,重现了原文那种轻松嘱咐的口气。<br><br><b>3. 文化点：</b>本句出自《小妇人》(Little Women),背景是19世纪美国。当时女性出门必定戴帽子,bonnet是系带软帽,装饰花朵是年轻女孩的时尚细节。这句插花的叮嘱,也透出那个时代女孩对打扮、对场合的在意。	想象一位戴系带软帽的姑娘,把一朵粉玫瑰小心别上帽檐,帽带迎风轻轻摆动。
resignation [sound:w_resignation_cc145949.mp3]	.rezig'neiʃәn	noun	n. 听天由命，顺从；辞职	C1	She accepted the delay with quiet <b class="hl">resignation</b>. [sound:s_ch29_resignation_a8fa7bad.mp3]	她平心静气地接受了这次的耽搁。	little_women Ch29(AI 补句)	<b>1. 逐项解析:</b>She(她,主语)accepted(接受,过去式,原形accept)the delay(这次的耽搁/延迟,宾语)with quiet resignation(以安静的顺从/平心静气,with+名词短语作方式状语,修饰accepted)。<br><br>• resignation(目标词)本义是「辞职」,但此处是抽象义「听天由命、顺从、无奈地接受」;quiet修饰resignation,强调这种接受是安静、不声张、不抗争的。<br><br>• delay是名词「耽搁、推迟」,accept…with…是「以某种态度接受…」的常见搭配。<br><br>• 本句无超纲词,难点在resignation的词义切换——C1高频义项就是「听天由命」,而不是「辞职」。<br><br><b>2. 整句解读：</b>句子骨架是She accepted the delay with quiet resignation,即「她安静而顺从地接受了这次推迟」。resignation这里不是辞职,而是那种「已经认命、不再计较」的平和心态。译文用「平心静气」四个字,把quiet与resignation揉在一起处理,既保留了安静的意味,又带出无奈却从容的语感,非常传神。<br><br><b>3. 文化点：</b>这是小说里人物受挫时的神态描写。19世纪作品中常用resignation刻画女性的隐忍与克制,被视为一种淑女美德——面对意外不吵不闹,默默接受。	想象她在车站被告知列车晚点,只是轻轻点了点头,肩头松弛下来,没有一句抱怨。
haughty [sound:w_haughty_c451b834.mp3]	'hɒ:ti	—	a. 傲慢的，居高临下的	C1	&quot;What a <b class="hl">haughty</b>, <b class="hard">uninteresting</b> creature that oldest Miss March is!&quot; was the unfortunately <b class="hard">audible</b> remark of one of the ladies, as the door closed upon their guests. [sound:s_ch29_haughty_db3dc9d5.mp3]	“那位马奇大小姐多么傲慢、多么无趣！”这是某人不巧说出声的评语……	little_women Ch29	<b>1. 逐项解析:</b>What a haughty, uninteresting creature…is!(多么傲慢而无趣的人!)。What引导感叹句;creature(家伙,此处指人,带轻蔑意味);haughty(目标词,傲慢的、居高临下的)、uninteresting(超纲词,无趣的,un-+interesting,「不+有趣」)连用修饰creature;that oldest Miss March(那位马奇家最大的小姐)是定语从句的主语与时间补足,oldest表「最长/最年长的」。<br><br>• was the unfortunately audible remark of one of the ladies(是不巧被听见的一位女士的评语):audible(超纲词,可听见的)、unfortunately(不幸地/不巧)都修饰remark(评语,名词)。<br><br>• as the door closed upon their guests(当门在客人们身后关上时):upon有「在…身后/正对着」之意,as引导时间状语从句。<br><br>• 整句复杂处在于:感叹句只是「被转述的话语」,真正的句子主干是「主语+was the remark…」,即「这句话是某位女士的评语」。<br><br><b>2. 整句解读：</b>这是小说里经典的视角切换:前半句是某位女士低声说出的刻薄话——「那位马奇大小姐多么傲慢、多么无趣啊!」,后半句揭示这话「不幸被听见」(audible),暗示它本不该让人听到。haughty指向大小姐那副居高临下的姿态。译文把audible remark处理成「不巧说出声的评语」,把「本不该被听到」的尴尬与讽刺感都保留下来了。<br><br><b>3. 文化点：</b>19世纪社交礼仪中,当面批评他人是严重失礼,背后议论也要压低声音、避开人。这句评语是「门在客人身后关上的一刻」才敢出声,既写出客人们的拘谨克制,也侧面刻画出马奇大小姐清高、疏离的形象,为后文她的改变埋下伏笔。	想象门刚合上,一位女士就凑到同伴耳边,撇嘴说出「多傲慢、多无趣」,脸上的轻蔑清晰可见。
sociable [sound:w_sociable_a3968707.mp3]	'sәuʃәbl	—	a. 好交际的，合群的（be sociable 随和）	C1	Try to be <b class="hl">sociable</b> at the Lambs&#x27;. [sound:s_ch29_sociable_94351aa4.mp3]	“在兰姆家要随和些。”	little_women Ch29	<b>1. 逐项解析:</b>Try to(尽量去,祈使动词+不定式)be sociable(变得随和/合群)——sociable(目标词)是形容词,作be的表语,意为「好交际的、乐于与人交往的、合群的」;be sociable是固定说法,意为「随和些、主动些」。<br><br>• at the Lambs&#x27;(在兰姆家):the Lambs&#x27;是「兰姆一家人的住处」,名词所有格省略了后面的house,是英语口语里常见的说法,如at the doctor&#x27;s、at my aunt&#x27;s。<br><br>• 全句是祈使句(建议/叮嘱),省略了主语you,Try to语气委婉,是「务必/尽量」的劝告而非命令。<br><br>• 本句无超纲词,难点在the Lambs&#x27;的所有格用法与sociable的语用含义。<br><br><b>2. 整句解读：</b>这是长辈或同伴对某人的叮嘱:「在兰姆家可要随和一些。」sociable的核心是「乐于交往、能融入人群」,有了它,人就能在聚会里谈笑自如。加上Try to,语气转为委婉的劝勉。at the Lambs&#x27;用所有格指代「兰姆家」,简洁又地道。译文「在兰姆家要随和些」准确简洁,把劝告的语气带了出来。<br><br><b>3. 文化点：</b>《小妇人》时代,到朋友家做客是社会生活的重要部分。长辈常叮嘱小辈去别人家要懂礼貌、合群、不怯场;sociable被视为上流淑女和绅士应有的品质——这既是社交指南,也是角色塑造。	想象她踏进兰姆家客厅前深吸一口气,舒展眉梢,主动朝陌生人露出一个微笑。
oppress [sound:w_oppress_da91fe15.mp3]	ә'pres	—	v. 压迫；使压抑，使烦恼（be oppressed by）	C1	&quot;I don&#x27;t like favors, they <b class="hl">oppress</b> and make me feel like a slave. [sound:s_ch29_oppress_c4f6f260.mp3]	“我不喜欢别人施惠于我，那让我压抑，觉得自己像个奴隶。”	little_women Ch29	<b>1. 逐项解析:</b>I don&#x27;t like favors(我不喜欢别人的恩惠/施惠):don&#x27;t like是「不喜欢」,favors(名词复数,恩惠、帮忙、好意)。<br><br>• they oppress and make me feel like a slave(它们压迫我,让我觉得自己像个奴隶):they指favors(别人的好处);oppress(目标词,动词,压迫;此处引申为「使压抑、使有压迫感」);make sb. feel like…是固定搭配,「使某人觉得像…」;a slave(奴隶)。<br><br>• 注意:don&#x27;t like后面跟两个并列谓语——they oppress me与make me feel like a slave,共用主语they。<br><br>• 本句无超纲词,难点在oppress的引申义「使压抑」和make sb. do/feel like…的结构。<br><br><b>2. 整句解读：</b>这是人物表明心迹的一句话:「我不喜欢别人施惠于我,那些好处叫我透不过气,觉得自己像个奴隶。」oppress在这里不是政治意义上的「压迫」,而是心理上的重压——受人恩惠会带来亏欠感,让人失去从容与自由。译文译成「让我压抑,觉得自己像个奴隶」,把两重意味都翻出来了,语气带着自尊与倔强。<br><br><b>3. 文化点：</b>这句话折射出人物的独立心气——最受不了欠人情。19世纪社会里,接受施舍常被视为丧失脸面;小说人物宁可靠自己,也不愿受人摆布,这句话也是她性格的缩影。	想象她接过别人递来的大礼包,却眉心紧锁,像颈上被套了无形的绳圈,悄悄后退一步。
proceed [sound:w_proceed_35747d13.mp3]	prәu'si:d	verb	v. 继续进行,从事;前往	B2	Leaving her sister to her own devices, Amy <b class="hl">proceeded</b> to enjoy herself to her heart&#x27;s content. [sound:s_ch29_proceed_9ea9696b.mp3]	艾米任凭姐姐按自己的主意行事,自己则尽情去享受。	little_women Ch29	<b>1. 逐项解析:</b>Leaving her sister to her own devices(把姐姐留在她自己的安排里/任凭姐姐自行其是):现在分词短语作伴随状语,leave sb. to one&#x27;s own devices是固定搭配,意为「任凭某人自己想办法、不去干涉」;devices(复数,手段、办法)。<br><br>• Amy(艾米,主语)proceeded to enjoy herself(接着/转而尽情玩乐):proceed(目标词,动词,「继续进行、接着做」)to do sth.是「着手做、接着做某事」;enjoy oneself是「玩得开心」。<br><br>• to her heart&#x27;s content(尽情地、尽兴地):to one&#x27;s heart&#x27;s content是固定短语,「心满意足地、尽情」。<br><br>• 本句无超纲词,难点在leave sb. to one&#x27;s own devices与to one&#x27;s heart&#x27;s content两个习语,以及proceed to do的用法。<br><br><b>2. 整句解读：</b>前半句是分词状语交代背景——艾米不去管姐姐爱怎么着就怎么着;后半句是主干——艾米于是纵情享乐起来。proceed在此不是「前进/前往」,而是「接着、转而」,带出事情顺理成章的推进感。译文「任凭姐姐按自己的主意行事,自己则尽情去享受」,把那股不被打扰的自在译得清爽,to her heart&#x27;s content译成「尽情」非常到位。<br><br><b>3. 文化点：</b>这仍是《小妇人》的情节——四姐妹性格各异,艾米随性爱玩。一「任凭」一「尽情」,一个活泼自由的女孩子形象跃然纸上;两个习语也都是英语经典表达,值得一并记住。	想象她把姐姐抛在身后,两手背在身后蹦跳着跑向花园,一直玩到夕阳西下才尽兴。
misfortune [sound:w_misfortune_89ed2a6b.mp3]	mis'fɒ:tʃәn	—	n. 不幸，厄运（by misfortune 遭遇不幸）	C1	It&#x27;s a great <b class="hl">misfortune</b> to have such strong likes and dislikes, isn&#x27;t it?&quot; &quot;It&#x27;s a greater not to be able to hide them. [sound:s_ch29_misfortune_2d1af48a.mp3]	“有这样强烈的喜恶，真是天大的不幸，不是吗？”“更大的不幸是没法隐藏它。”	little_women Ch29	<b>1. 逐项解析</b><br>（1）misfortune：本词为考点词，n. 不可数；由前缀 mis-（坏、错误、不明智）+ fortune（运气；命运）构成，字面是「跑偏了的好运」，即厄运、不幸，语气比 bad luck 更书面、更正式。<br>（2）a great misfortune：great 在此是「大的、严重的」，意为「天大的不幸」，不是「伟大的不幸」。<br>（3）to have such strong likes and dislikes：不定式短语作真正的逻辑主语，句首的 it 只是形式主语；such strong 强调「如此强烈」，likes and dislikes 由动词转作名词，指「喜恶、好恶」。<br>（4）isn&#x27;t it：反意疑问句的尾巴，说话人期待对方附和，语气近似中文的「……不是吗」。<br>（5）It&#x27;s a greater ... not to be able to hide them：第二句省略了 misfortune，a greater 后面其实省略了 misfortune；整句逻辑为 It is a greater misfortune not to be able to hide them（更大的不幸是无法隐藏它们）；not to be able to hide 指「无法隐藏」，them 回指 likes and dislikes。<br><br><b>2. 整句解读</b><br>两个句子都用形式主语 it 把长观点挪到句尾，让重心稳稳地落在「不幸」上；第一句用反意疑问收尾，第二句用 a greater 递进：喜恶强烈已是不幸，藏不住它们更是雪上加霜。整体语感带着自嘲与感慨——说话人一边摇头一边叹气；中文用「天大的不幸」「更大的不幸」以比较级对比较级，用「不是吗」还原反问口吻，译文节奏与原句一一咬合，读起来像熟人之间聊闲天却透着真理。<br><br><b>3. 文化点</b><br>这句话出自 1868 年的《小妇人》(Little Women) 姐妹间的对话。维多利亚时代的淑女教养强调克制与得体（propriety），喜怒不形于色被视为上流社交的基本功；所以「有强烈喜恶又藏不住」在当时既是自嘲，也暗讽了时代对女孩情绪的规训。<br>4. 用法与扩展<br>misfortune 常见的考法是辨析 fit 与 luck/fortune，并搭配 suffer、meet with 使用：suffer a misfortune 遭受不幸、by misfortune 遭遇不幸，常考固定搭配 by misfortune 要做到一见即译。记忆法：把 mis- 想成「变质标签」，任何词贴上它都变坏——misunderstand、mislead、misbehave 同理。	好运明信片刚起飞，就被盖上写着 mis- 的黑邮戳原路退回，再不来。
