单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
sustain her		phrase	给以(情感)支撑,安抚	C1	She was the weaker then, and Beth tried to comfort and <b class="hl">sustain her</b>, with her arms about her and the soothing words she whispered in her ear. [sound:s_ch36_sustain_her_b597f770.mp3]	那时她更为虚弱,贝丝试着用双臂环抱着她,在她耳边轻声说着安慰的话语,来安抚并支撑她。	little_women Ch36	sustain 本义是「维持、托住使不倒下」,这里引申为在精神、情感上支撑一个人,学习者自己往往只能想到 support,想不到这个更书面、更有画面感的动词。常见搭配有 sustain hope(维系希望)、sustain a family(养家糊口),与 comfort 并用时是「安慰并支撑」的标准书面表达。适合在安慰他人、描写陪伴鼓励的温情场景使用,是文学与正式写作中的高频词。	想象贝丝张开双臂环住妹妹,像用一双手托住一棵摇摇欲坠的小树,静静撑着她直到她重新站稳。
tame [sound:w_tame_9e7255c0.mp3]	teim	—	a. 驯服的，温顺的；平淡的　v. 驯养	C1	See, Jo, how <b class="hl">tame</b> it is. [sound:s_ch36_tame_35f4ee97.mp3]	“看，乔，它多温顺。”	little_women Ch36	<b>1. 逐项解析</b><br>1) See:祈使动词,原形,意为「看」。这里用来招呼同伴注意某个东西,语气里带着一点得意与邀人共赏的味道,口语色彩浓。<br>2) Jo:人名,乔,在句中作呼语(vocative),插在句子中间,表示这句话是说给乔听的。<br>3) how tame it is:感叹句,结构是 how+形容词+主语+谓语,意思是「它多么……啊」,与中文「多么……啊」一一对应,用来强调程度。<br>4) tame:本句作形容词,「驯服的、温顺的」,形容鸟兽不怕人、不躲人;它也可以作动词,意为「驯养」。它与 wild(野的)正好相对。<br><br><br><b>2. 整句解读:</b>全句是「招呼语+感叹句」的组合。说话人先用 See 唤住乔,再用 how tame it is 感叹这只鸟亲近人的程度,言下之意是「你看它多乖,一点都不怕人」。语气轻快、温柔,像在分享一个可爱的发现。中文译作「看,乔,它多温顺。」,把 how 的感叹语气用「多」字还原,整句读来亲切自然。<br><br><br><b>3. 文化点:</b>此句出自 19 世纪美国小说《小妇人》。当时新英格兰的家庭常养鸣禽当宠物,一只驯服的小鸟能停在人手心、不飞走,被视为温顺可爱的象征;姊妹间这样的小对话,正是全书温馨家庭氛围的缩影。<br><br>4. 小结:tame 在本句作形容词,核心意象是「不野、不怕人」,记住常用搭配 tame animal(驯服的动物)、tame the bird(驯鸟)即可掌握它。	一只褐雀停在掌心,歪头看你,不飞也不逃——这就是 tame 的模样。
tide [sound:w_tide_17c772d6.mp3]	taid	noun	n. 潮水，潮汐；潮流，趋势（the tide turns 时来运转）	B2	It&#x27;s like the <b class="hl">tide</b>, Jo, when it turns, it goes slowly, but it can&#x27;t be stopped.&quot; &quot;It shall be stopped, your <b class="hl">tide</b> must not turn so soon, nineteen is too young, Beth. [sound:s_ch36_tide_0631f777.mp3]	“它就像潮水，乔，一旦转向，走得虽慢，却挡不住。”“它必须被挡住，你的这股潮水……”	little_women Ch36	<b>1. 逐项解析</b><br>1) It&#x27;s like the tide:主系表结构,it 指代前文谈到的事物(在这里是贝思「走向生命尽头」的进程),like the tide 作表语,「像潮水一样」。<br>2) Jo:呼语,乔,是贝思在叫乔的名字。<br>3) when it turns:时间状语从句,turn 指潮水「转向、掉头」,即由涨转退的那一刻。the tide turns 是固定说法,本有「时来运转」之意,这里却作字面义用。<br>4) it goes slowly:it 仍指潮水,「走得慢」。<br>5) but it can&#x27;t be stopped:被动语态,「无法被阻挡」。<br>6) It shall be stopped:shall 用于第一人称,表示强烈的决心与意志,比 will 更斩钉截铁,译文作「它必须被挡住」恰到好处。<br>7) your tide must not turn so soon:your tide 顺着乔的话头,把「潮水」掷回给贝思的生命之潮;must not 表禁止,「不许」。<br>8) nineteen is too young:承前省略,完整理解是「十九岁就走(退潮)未免太年轻了」。<br><br><br><b>2. 整句解读:</b>这是《小妇人》里贝思与乔的一段对话。贝思以潮水比喻自己正在走向终点的生命:一旦转向,走得再慢也挡不住;乔却不肯接受,反驳说「你的潮水不许这么早转向,十九岁太年轻」。一问一答之间,贝思的坦然与乔的倔强互相交织。译文第一句用「一旦转向,走得虽慢,却挡不住」把转折、缓慢与「挡不住」的对比层层保留;第二句把 shall 的意志译作「必须」,又以「你的这股潮水……」的省略号复原了原文未说完、不忍说尽的语气。<br><br><br><b>3. 文化点:</b>19 世纪,结核病(当时称 consumption)常夺走年轻人的生命,贝思正是死于肺病。turn of the tide 本是「时势转变」的成语,这里被反转为生命的不可逆转,沉重而诗意。<br><br>4. 小结:tide 本义「潮水、潮汐」,引申为「潮流、趋势」。the tide turns 既可指时来运转,也可指情势逆转;本篇例句正是借这个短语翻出新的悲凉味道。	涨满的潮水开始缓缓后退,任谁伸手也拽不回——那就是 the tide turns 的瞬间。
transparent [sound:w_transparent_038e6f38.mp3]	træns'pærәnt	adjective	a. 透明的；显而易见的，坦率的	C1	The ice was so <b class="hl">transparent</b> that they could see the weeds beneath. [sound:s_ch36_transparent_51062720.mp3]	冰面透明得能看见底下的水草。	little_women Ch36(AI 补句)	<b>1. 逐项解析</b><br>1) The ice:主语,指冰、冰面。<br>2) was so transparent that…:so…that…引导结果状语从句,「如此……以致于……」。so transparent 交代透明的程度,that 从句给出结果。<br>3) transparent:形容词,「透明的」,引申义为「显而易见的、坦率的」,本句取本义,形容冰面清透见底。<br>4) the weeds:water weeds 的省略,水草,指长在水底的水生植物,weeds 是复数。<br>5) could see:能看见,could 表客观上的可能。<br>6) beneath:副词,「在下面」,指在冰面之下的水里;它也可作介词(beneath the ice)。<br><br><br><b>2. 整句解读:</b>全句说冬季河面结冰,冰清透到能望见水底的水草。so…that…把「透明」与「看见」连成一条因果链:透明到什么程度?透明到看得见底。中文译文「冰面透明得能看见底下的水草」,用「…得能…」直接把结果套上,自然流畅;若硬译成「如此透明以至于」反而生硬,所以译文没有照搬 so…that。<br><br><br><b>3. 文化点:</b>《小妇人》里,马奇家的女孩们常在结冰的河上滑冰。新英格兰的冬天河流封冻,水质清澈时,冰下景物确实历历可见。这个细节让画面一下子亮堂起来。<br><br>4. 小结:transparent 的核心义是「透过它能看到后面的东西」,既用于 ice、glass 等实物,也引申指人「坦率、不遮不掩」,抓住「看得透」三个字也许多。	冻住的河面像一块厚玻璃,水草在冰下一根根漂着,看得清清楚楚——透,就是透明。
overcome [sound:w_overcome_aa078da4.mp3]	.әuvә'kʌm	verb	v. 克服,战胜;使受不了	B2	They did feel it, yet neither spoke of it, for often between ourselves and those nearest and dearest to us there exists a reserve which it is very hard to <b class="hl">overcome</b>. [sound:s_ch36_overcome_fd278c7e.mp3]	她们确实感受到了,却谁也不提——因为在我们与最亲近、最爱的人之间,常常横亘着一道极难逾越的隔阂。	little_women Ch36	<b>1. 逐项解析</b><br>1) They did feel it:did 是强调助动词,加重语气,「她们确实感觉到了」;it 指前文提到的某种情绪或氛围。<br>2) yet neither spoke of it:yet 表转折,「可是」;neither 指「两人中的谁都不」;spoke of it 是 speak of 的过去式,「说起、提及」。<br>3) for:表原因的连词,「因为」,多用于书面、正式语境,相当于 because。<br>4) between ourselves and those nearest and dearest to us:between A and B 结构;ourselves 指「我们自己(我们彼此)」;those nearest and dearest 是形容词最高级的名词化用法,指「最亲近、最亲爱的人」。<br>5) there exists a reserve:there be 句型,用 exists(存在)替换 be 后更书面化;reserve 本义「保留」,此处引申为情感上的「拘谨、隔阂」。<br>6) which it is very hard to overcome:定语从句修饰 a reserve,it 作形式主语,真正主语是不定式 to overcome,即「要克服它(这道隔阂)非常难」。<br><br><br><b>2. 整句解读:</b>这是一个书面语色彩很浓的长句:先陈述「她们确实感受到了,却谁也不提」,再用 for 道出原因——因为我们和最亲最爱的人之间,常常隔着一条极难跨越的情感鸿沟。reserve 按语境译为「隔阂」,overcome 译为「逾越」;译文把 for 之后的部分放在破折号后,读来有叹息般的停顿感,正好贴合原文娓娓道来的叙述口吻。<br><br><br><b>3. 文化点:</b>19 世纪英美社会的家庭情感表达趋于克制,越是至亲,越容易「话到嘴边留半句」。作者借叙述者之口点破这种普遍的自尊与拘谨,是维多利亚时代情感观的真实写照,也解释了故事中母女、姐妹间欲言又止的瞬间。<br><br>4. 小结:overcome 的核心义是「克服、战胜」:overcome the difficulty(克服困难)、be overcome by emotion(不能自制)。本句中它与 reserve 搭配,取「逾越、突破」之意。	玻璃墙那头的亲人明明近在咫尺,话却卡在喉咙里迈不过去——跨过这道坎,就是 overcome。
prevail [sound:w_prevail_a1de3fef.mp3]	pri'veil	verb	v. 盛行，流行；获胜（prevail over）	B2	But when Laurie was gone, and peace <b class="hl">prevailed</b> again, the <b class="hard">vague</b> anxiety returned and <b class="hard">haunted</b> her. [sound:s_ch36_prevail_83033e4d.mp3]	但劳里一走，平静再次降临，那种隐隐的忧虑便又回来缠着她。	little_women Ch36	<b>1. 逐项解析</b><br>1) when Laurie was gone:时间状语从句;be gone 表离开后的状态,「劳里已经走了」。<br>2) peace prevailed:prevail 作谓语,主语为 peace,「平静重新占了上风」。prevail 本义是「获胜、占优势」,又有「盛行、普遍存在」一义,两义在这里合而为一。<br>3) again:副词,「再一次」,呼应前文「劳里在时、焦虑被压下去」的铺垫。<br>4) the vague anxiety:vague 意为「模糊的、隐隐的」,anxiety 是「忧虑」,合起来即「那股隐隐的忧虑」。<br>5) returned and haunted her:两个并列谓语动词;returned「回来了」;haunted(haunt 的过去式)「萦绕、纠缠」,常用来形容记忆、思绪挥之不去。<br><br><br><b>2. 整句解读:</b>全句写乔内心的起伏:劳里一来,不安暂且退场;他一定,平静又败下阵来,愁绪重新缠身。句式上是「when 引导的时间状语 + 并列主句」,劳里离开、平静回来、忧虑再来,三步一气呵成。译文「但劳里一走,平静再次降临,那种隐隐的忧虑便又回来缠着她」,把 prevailed 意译为「降临」,把 haunted 译作「缠着」,短句层层推进,很好地复现了情绪的回潮。<br><br><br><b>3. 文化点:</b>此刻劳里正对乔展开热烈追求,而乔内心矛盾:他在时她如释重负,他一走担忧便涌上心头。这种若即若离的刻画,是 19 世纪小说里细腻婚恋心理的典型笔法。<br><br>4. 小结:prevail 的「盛行」与「获胜」两义殊途同归,底层意象都是「强的一方压过弱的一方」:peace prevails 即平静覆盖一切。常见搭配 prevail over(胜过、战胜)。	客人一走,热闹像潮水般退去,整个房间只剩下安静——安静盖过一切,便是宁静 prevail。
flash [sound:w_flash_6117e45a.mp3]	flæʃ	noun	n. 闪光，闪现（a flash of）　v. 闪光	B2	A white-winged <b class="hard">gull</b> flew by, with the <b class="hl">flash</b> of sunshine on its <b class="hard">silvery</b> breast. [sound:s_ch36_flash_acfd4d05.mp3]	一只白翅海鸥飞过，银色的胸脯上掠过一道阳光。	little_women Ch36	<b>1. 逐项解析</b><br>1) A white-winged gull flew by:主谓结构。a white-winged gull 是「一只白翼的海鸥」,white-winged 是复合形容词(white+wing+ed);gull 意为「海鸥」;flew by 是「飞过」。<br>2) with the flash of sunshine on its silvery breast:with 引导的伴随状语,描摹它在飞过时的样子;flash 是名词「一闪、闪光」,a flash of sunshine 是「一道阳光的闪亮」;its 指海鸥的;silvery 是「银白色的」(silver 的形容词形式);breast 在鸟类身上指「胸脯」。<br>3) flash:名词,核心特点是快、亮、短;常用搭配 a flash of lightning(一道闪电)、in a flash(转瞬之间)。<br><br><br><b>2. 整句解读:</b>这是一幅典型的景物速写:海鸥从画面里飞过,阳光恰在它银色的胸脯上闪了一下。飞过的动态与闪光的刹那叠在一起,定格成一个亮晶晶的瞬间。中文译作「银色的胸脯上掠过一道阳光」,把 with 伴随结构处理成「掠过」,让阳光也活了起来,光影更有立体感;若照搬「带着一道阳光的闪光」反而笨拙。<br><br><br><b>3. 文化点:</b>此处是海边场景,海鸥、阳光是海滨小镇的常见意象。19 世纪的作家常用这类「一瞬的光影」制造清丽开阔的画面,借此烘托人物当下的心境。<br><br>4. 小结:flash 作名词是「闪光、闪现」,作动词是「闪光、(飞快地)掠过」;记住核心词感「快、亮、短」。a flash of 是很好用的搭配:一道光、一个念头、一瞬情绪,皆可用它。	海鸥扇翅腾空的刹那,阳光在它银白的肚皮上猛地亮了一下,亮得像一枚小镜子——这就是 a flash of。
breast [sound:w_breast_f4ac2d68.mp3]	brest	noun	n. 胸脯，胸口；胸怀	B2	A white-winged <b class="hard">gull</b> flew by, with the flash of sunshine on its <b class="hard">silvery</b> <b class="hl">breast</b>. [sound:s_ch36_breast_41836308.mp3]	一只白翅海鸥飞过，银色的胸脯上掠过一道阳光。	little_women Ch36	<b>1. 逐项解析</b><br>① A white-winged gull flew by:gull 是名词,意为「海鸥」(超纲词);white-winged 是复合形容词,由 white(白色)+wing(翅膀)+-ed 构成,意为「白翅膀的」;flew 是 fly 的过去式,意为「飞」;by 是副词,作「经过、飞掠而过」讲。<br>② with the flash of sunshine:with 引出伴随状语;flash 是名词,本义「闪光、一闪」;the flash of sunshine 即「太阳光的一闪/一道阳光」。<br>③ on its silvery breast:on 表「在……之上」;its 指海鸥的;silvery 是形容词,意为「银色的、闪着银光的」(超纲词),由名词 silver 再加形容词后缀 -y 构成;breast 是名词,此处指鸟的「前胸、胸脯」。<br>④ 整句是一个简单句加 with 伴随结构,主干是 A gull flew by,后面 with 部分像镜头特写,补充画面细节。<br><br><b>2. 整句解读</b><br>整句描绘一幅动态画面:一只白翅海鸥飞过,阳光在它银色的胸脯上闪了一下。主干是「海鸥飞过」,with 短语补上一个特写——阳光与银色的胸脯。flash 强调光线倏忽一闪、短暂而明亮,让人仿佛看到海鸥掠过的一刹那,胸脯上掠过的光斑。译文把 the flash of sunshine 处理成「掠过一道阳光」,把名词 flash 的「一闪」化进动词「掠过」,动态感更强,更贴合原文一闪而逝的韵味。<br><br><b>3. 文化点</b><br>在《小妇人》这类 19 世纪文学作品中,breast 指鸟兽的「前胸」,是中性客观的描写词,不含现代英语中可能沾上的情色联想;silvery 这类由银派生出的形容词,在当时很常见,用来营造柔和、明亮、略带梦幻的画面感。	阳光像一枚银币,在海鸥的胸脯上一闪就没了。
feather [sound:w_feather_85f15bc5.mp3]	'feðә	noun	n. 羽毛（dress its feathers 梳理羽毛）	B2	It came quite close to Beth, and looked at her with a friendly eye and sat upon a warm stone, <b class="hard">dressing</b> its wet <b class="hl">feathers</b>, quite at home. [sound:s_ch36_feather_4cad8f8f.mp3]	它飞近贝丝身边，友好地望着她，落在一块温热的石头上，梳理着湿漉漉的羽毛。	little_women Ch36	<b>1. 逐项解析</b><br>① It came quite close to Beth:It 指上文那只鸟;came 是 come 的过去式;quite 是程度副词「非常、相当」;close to Beth 是「靠近贝丝」;came close to 构成「来到……近旁」的搭配。<br>② and looked at her with a friendly eye:looked at 是「看着」;her 指贝丝;with a friendly eye 字面是「带着一只友好的眼睛」,即「目光友善地望着她」,eye 用单数在这是一种形象、亲切的说法。<br>③ and sat upon a warm stone:sat 是 sit 的过去式,「落、坐」;sit upon 即 sit on,「落在……上」;a warm stone「一块温热的石头」。<br>④ dressing its wet feathers:dressing 是 dress 的现在分词;此处 dress 不是「给……穿衣服」,而是鸟类「梳理(羽毛)」的意思(超纲难点);wet「湿的」;feathers 是 feather 的复数,「羽毛」,这里是目标词,意为「羽毛」。<br>⑤ quite at home:at home 本义「在家」,引申为「自在、舒服、无拘无束」;quite at home 即「十分自在」,形容小鸟完全放松、毫不戒备。<br><br><b>2. 整句解读</b><br>整句连用 came、looked、sat、dressing 四个动作,把小鸟写活了:飞近贝丝、友好地望着她、落在温石上、低头梳理湿羽毛,末尾再用 quite at home 画龙点睛。句子用 and 一路平铺,读起来像孩童的口气,节奏轻快又温暖。译文把 quite at home 处理成「无拘无束」或「十分自在」,点出小鸟对贝丝毫无戒心,反衬出贝丝的温柔善良、让人放心亲近。<br><br><b>3. 文化点</b><br>dress 作「梳理羽毛」讲,是鸟类行为的固定说法,常见于文学作品,现代日常口语很少用它;这个细节也体现 19 世纪小说中人与自然亲近、细腻观察的写作传统。	小鸟浑身湿淋淋的,却像回了自己家,一下一下低着头梳羽毛。
cheerfully [sound:w_cheerfully_108f8814.mp3]	'tʃiәfuli	—	adv. 高高兴兴地,愉快地	TOE	I&#x27;m going to believe that it is a sick fancy, and not let you think it&#x27;s true.&quot; said Jo, trying to speak <b class="hl">cheerfully</b>. [sound:s_ch36_cheerfully_b55c4f65.mp3]	“我要相信那只是病中的胡思乱想,不让你把它当真。”乔说道,尽量说得轻快。	little_women Ch36	<b>1. 逐项解析</b><br>① I&#x27;m going to believe that it is a sick fancy:I&#x27;m going to believe 是 be going to 结构,表「打算、决定要相信」;that 引导宾语从句;it 指前文提到的某件事;fancy 是名词,「幻想、胡思乱想」;sick 此处不是「生病的」,而是形容想法「病态的、不对劲的」,a sick fancy 即「病中的胡思乱想」。<br>② and not let you think it&#x27;s true:let sb do sth 是「让某人做某事」,否定式 not let you think 是「不让你以为」;it&#x27;s true 是「它是真的」。<br>③ said Jo:said 是 say 的过去式;Jo 是乔,直接引语后接的倒装说法「乔说」。<br>④ trying to speak cheerfully:trying to do 是「尽力去做」;speak 是「说话」;cheerfully 是副词,修饰 speak,意为「高高兴兴地、轻快地」。cheer 是名词或动词,「欢呼、使高兴」,加 -ful 成形容词 cheerful「愉快的」,再加 -ly 成副词,即「愉快地」。<br><br><b>2. 整句解读</b><br>乔嘴上说「我要相信这只是病中的胡思乱想,不让你把它当真」,可逗号后的 trying to speak cheerfully 才是真相——她是「努力」着让自己的话说得轻快。这个分词短语像一句舞台提示,轻轻揭穿了她故作轻松的表象:她其实满心忧虑,是在强颜欢笑。译文把 trying 译成「尽量」,把 cheerfully 译成「说得轻快」,准确还原出这种「使劲装轻松」的语气,字里行间透着心酸与温柔。<br><br><b>3. 文化点</b><br>《小妇人》中贝丝病重时,乔常用玩笑和轻松话掩饰担忧;cheerfully 这样「表面轻快、内心沉重」的反差,是全书书写姐妹情深时反复用到的手法。	嘴角向上扬着,声音却轻轻发颤——一句「说得轻快」,底下压着心事。
