单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
creep [sound:w_creep_5f008f9f.mp3]	kri:p	verb	v. 悄悄走，蹑手蹑脚；爬行（crept 过去式）	C1	From this tin <b class="hard">receptacle</b> Jo produced another manuscript, and putting both in her pocket, <b class="hl">crept</b> quietly downstairs, leaving her friends to <b class="hard">nibble</b> on her pens and taste her ink. [sound:s_ch14_creep_19cf0e87.mp3]	乔从这个白铁匣子里又取出一份手稿，把两份都揣进口袋，悄悄下楼，留下……	little_women Ch14	1. 逐项解析:<br>- From this tin receptacle:介词短语作状语,receptacle 是超纲词,意为「容器、储藏器」,词根来自拉丁语 recipere(收纳),跟 receive 同源;tin receptacle 即「白铁(马口铁)皮匣子」。<br>- Jo produced another manuscript:Jo 是主语(四姐妹中的二姐乔),produced 是 produce 的过去式,此处不是「生产」而是「取出、拿出」;another manuscript 是宾语,「又一份手稿」。<br>- and putting both in her pocket:现在分词短语作伴随状语,put…in… 意为「把……放进……」,both 指两份手稿。<br>- crept quietly downstairs:crept 正是目标词 creep 的过去式(不规则变化 creep-crept-crept),强调缓慢、安静、不想被察觉地移动;quietly 为副词「悄悄地」,downstairs 为副词「往楼下」。<br>- leaving her friends to nibble on her pens and taste her ink:又一个现在分词短语,leave sb to do sth 意为「任由某人去做某事」;nibble 是超纲词,意为「小口咬、啃」,nibble on her pens 即「啃她的笔杆」;taste her ink「尝她的墨水」是幽默说法,因为乔写作时爱咬笔头蘸墨水。<br>- 目标词 creep 的核心语义:缓慢、安静、小心的移动,常带「怕被发现」「怕吵到人」的意味。<br><br>2. 整句解读:主干是并列结构——乔先「取出另一份手稿塞进兜里」,然后「悄悄溜下楼」,最后「留下朋友们在那儿啃她的笔、尝她的墨水」。一串动作全靠现在分词串起,画面连贯不拖沓。译文「乔从这个白铁匣子里又取出一份手稿,把两份都揣进口袋,悄悄下楼,留下……」把动作节奏完整保留了下来。语感上俏皮带幽默,nibble on her pens and taste her ink 是作者对乔写作癖的善意调侃。<br><br>3. 文化点:出自《小妇人》(Little Women,1868)。19 世纪用铁皮匣装手稿很常见;当时用蘸水笔写作,咬笔杆、舔笔尖是文人的经典形象;夜深人静时分悄悄下楼,也透出大家庭里姐妹间既有隐私又亲密的气氛。	想象一只猫绷着背、爪尖点地,从楼梯上一级级无声滑下楼去偷吃的——那种鬼鬼祟祟的轻步,就是 creep。
wit [sound:w_wit_614c059b.mp3]	wit	noun	n. 机智，风趣；妙语（wits 机智，头脑）	C1	Laurie and she were always making signs to one another, and talking about &#x27;Spread Eagles&#x27; till the girls declared they had both lost their <b class="hl">wits</b>. [sound:s_ch14_wit_304b3de8.mp3]	她跟劳里总是互相打暗号，张口闭口“展翅之鹰”，姑娘们都说他们的脑筋都快……	little_women Ch14	1. 逐项解析:<br>- Laurie and she:主语,劳里和她。<br>- were always making signs to one another:were making 是过去进行时,always + 进行时表示「老是在做某事」;make signs to sb 意为「向某人打暗号/做手势」,one another 即「互相」。<br>- and talking about 「Spread Eagles」:与前文并列,继续描述两人常做的事;谈及的是「展翅之鹰」,指《小妇人》中波士顿一家旅馆之名,劳里拿它当了两人间的玩笑暗语。<br>- till the girls declared they had both lost their wits:till 引导时间状语从句「直到……」;declared 是 declare 的过去式「宣称、断言」;lost their wits 是固定说法,目标词 wit 的复数形式 wits 在此意为「理智、头脑、神智」,lose one&#x27;s wits 即「丧失理智、脑筋糊涂」,句中是夸张的玩笑。<br>- 双关点:wit 单数作不可数名词时是「机智、风趣、妙语」,复数 wits 则指「心智、脑筋」,本句用的是后者。<br><br>2. 整句解读:句意是:劳里和她总是互相打暗号、张口闭口念叨「展翅之鹰」,把旁人都绕晕了,姑娘们便断言这俩人「脑筋都坏掉了」。译文把 lost their wits 处理成「脑筋都快不灵了」,既保住了原意又不失俏皮。语感上是旁观者无奈的玩笑话,在轻松的揶揄里透出这俩人感情极好、自成一个小世界。<br><br>3. 文化点:「展翅之鹰」(Spread Eagle)是小说里写到的一家旅馆招牌,劳里拿它开玩笑、与被禁词语做文字游戏,两人反复提及就成了只有彼此才懂的暗号;这也贴合 19 世纪年轻人之间流行「只可意会」的私房玩笑,旁人听了只会以为他们疯疯癫癫。	眼前是两个人挤眉弄眼打手势,外人看了直摇头:这俩人的「脑筋」都快丢光了——wits 就是还转得动的脑子。
dread [sound:w_dread_4c4d6baf.mp3]	dred	—	v. 惧怕，担心　n. 恐惧	C1	She had a secret <b class="hl">dread</b> of the long, silent evenings. [sound:s_ch14_dread_0b4bb823.mp3]	她对那些漫长而寂静的夜晚怀有一种隐隐的恐惧。	little_women Ch14(AI 补句)	1. 逐项解析:<br>- She:主语,指四姐妹中的人物(此语境为内向的贝丝)。<br>- had a secret dread:had 是 have 的过去式「怀有」;secret 是形容词「暗自的、隐秘的」;dread 此处是名词用法,意为「恐惧、忧惧」,a secret dread 即「一种藏在心里的恐惧」。目标词 dread 兼作动词(v. 惧怕、担心)与名词(n. 恐惧),本句用的是名词。<br>- of the long, silent evenings:介词短语作定语,修饰 dread,意为「对于……的恐惧」;the long, silent evenings 中两个形容词并列修饰 evenings,即「漫长而寂静的夜晚」。<br>- 固定搭配:dread of sth 是常见名词搭配,「对某事物的恐惧、畏惧」。<br><br>2. 整句解读:主干极简——She had a secret dread of the long, silent evenings,直译「她对那漫长而寂静的夜晚怀有隐秘的恐惧」。译文「怀有一种隐隐的恐惧」把 secret 译作「隐隐的」,把名词性结构顺势汉化成「怀有……恐惧」,读来自然含蓄。语感上克制而轻柔:这不是尖叫式的大怕,而是藏在心底、说不出口的不安,符合人物敏感幽静的性子。<br><br>3. 文化点:马奇一家热闹亲厚,漫长的寂静夜晚对这样一个大家庭显得异常冷清;《小妇人》里贝丝最怕的就是这种安静,这也为后文她病弱的隐忧埋下伏笔,折射出 19 世纪少女大量时间独处家中的生活切面。	像是守着房里漫长又静得发闷的夜晚,胸口一点一点沉下去,却又说不出口——那种隐隐的怕,就是 dread。
trust [sound:w_trust_fcbc333b.mp3]	trʌst	noun	n. 信任,信赖 v. 相信,委托	B2	Jo placed her whole <b class="hl">trust</b> in her mother. [sound:s_ch14_trust_f4d357c9.mp3]	乔把全部信任都放在了母亲身上。	little_women Ch14(AI 补句)	1. 逐项解析:<br>- Jo:主语,乔。<br>- placed her whole trust in:核心搭配 place (one&#x27;s) trust in sb,意为「把(某人的)信任寄托在某人身上」,place 在此是「安放、寄托」;whole 是形容词「全部的、毫无保留的」,her whole trust 即「她全部的信任」。<br>- her mother:介词 in 的宾语,「她的母亲」。<br>- 目标词 trust 本句作名词,意为「信任、信赖」;作动词时意为「相信、托付」,常用结构如 trust sb with sth(把某事托付给某人)、trust in sth(信赖某事)。<br><br>2. 整句解读:主干即 Jo placed her whole trust in her mother,「乔把她的全部信任都放在母亲身上」。译文几乎逐字对应,语气平实又深情。语感上 place…in… 比直接说 trust 更书面、更郑重,有种千思百虑后毫无保留地交托出去的庄重意味,正贴合这句对母女的写照。<br><br>3. 文化点:19 世纪的美国少女对母亲怀有深厚的依赖,母亲集情感导师与道德楷模于一身;《小妇人》中的马奇太太(Marmee)正是这样一位被全家深深信赖的慈母形象。	想象乔把小包袱整个交到妈妈手心,松手的那一刻毫不迟疑——全部的信任都放在那儿,就是 trust。
hug [sound:w_hug_f11fb55c.mp3]	hʌg	—	v. 拥抱　n. 紧抱（give a hug）	B2	Oh, my Jo, I am so proud!&quot; and Beth ran to <b class="hl">hug</b> her sister and <b class="hard">exult</b> over this splendid success. [sound:s_ch14_hug_750b6eaf.mp3]	“哦，我的乔，我真为你骄傲！”贝丝跑过去抱住姐姐，为这了不起的成功欢喜不已。	little_women Ch14	1. 逐项解析:<br>- Oh, my Jo, I am so proud!:感叹句,Oh 表激动情绪,my Jo 是亲昵称呼,「我的乔」;I am so proud 意为「我太骄傲了」,后面可接 of sb 补充对象。<br>- and Beth ran to hug her sister:主句之一。Beth(贝丝)是主语,ran 是 run 的过去式,to hug her sister 是不定式表目的,「跑去拥抱她的姐姐」。目标词 hug 此处作动词,意为「拥抱、紧抱」;它也可作名词,常用搭配 give sb a hug。<br>- and exult over this splendid success:与 ran to hug 并列的第二个动作;exult 是超纲词,意为「欢欣鼓舞、得意洋洋」,exult over sth 指「因某事而狂喜」;splendid 意为「出色的、了不起的」,this splendid success 即「这次辉煌的成功」。<br><br>2. 整句解读:贝丝一边动情地喊着「我的乔,我真为你骄傲!」,一边跑过去抱住姐姐,为这了不起的成功欢呼雀跃。译文把 exult 处理成「欢喜不已」,把那股克制不住的兴奋稳稳托住了。语感上炽热而温馨:拥抱与欢呼两个动作叠在一起,姐妹间的亲厚扑面而来。<br><br>3. 文化点:贝丝是四姐妹中最温柔腼腆的一个,这样一个敞开怀抱、大声欢呼的瞬间,对她而言极不寻常;这正是乔写作成功的分量所致,也印证了 19 世纪家庭内部亲密而充满情感表达的氛围。	小贝丝张开双臂,像小鸟扑向树枝一样冲过去,把姐姐紧紧搂住不撒手——那个用力的抱,就是 hug。
likewise [sound:w_likewise_35ad97c0.mp3]	'laikwaiz	adverb	adv. 同样地,也	B2	Amy <b class="hl">likewise</b> hurried to finish her letter. [sound:s_ch14_likewise_9f9a119d.mp3]	艾米也同样赶紧把信写完。	little_women Ch14(AI 补句)	1. 逐项解析:<br>- Amy:主语,艾米,四姐妹中最小的妹妹。<br>- likewise:副词,作句中状语,意为「同样地、也」,意思近于 in the same way 或 also;它位置灵活,既可单独成句(意为「我也是」「同样如此」),也可放在主谓之间修饰谓语,本句便是后者。<br>- hurried to finish her letter:hurried 是 hurry 的过去式「匆忙、赶紧」;to finish her letter 是不定式表目的「把信写完」。<br>- 目标词 likewise 的构词:like(相同的)+ wise(方式),字面即「以同样的方式」。<br><br>2. 整句解读:主干是 Amy hurried to finish her letter,插一个 likewise 表示「艾米也(跟别人一样)急着把信写完」。译文用「也同样」三个字准确还原了 likewise 的承接意味。语感上轻快利落:仿佛姐姐们都在手忙脚乱地写信,艾米不甘落后、有样学样。<br><br>3. 文化点:写信是 19 世纪少女最重要的社交方式之一,《小妇人》里姑娘们各自给亲友写信是家常情节;likewise 强调的「跟着照做」,也活画出小妹妹艾米爱模仿姐姐们做派的孩子气。	姐写一页,她赶紧写一页;姐收笔,她也跟着收笔,像镜子里的影子——「我也一样」,就是 likewise。
exclamation [sound:w_exclamation_44eb56e0.mp3]	.eksklә'meiʃәn	—	n. 惊呼，感叹；感叹词	C1	With an <b class="hl">exclamation</b> of surprise, she dropped the letter. [sound:s_ch14_exclamation_d1e16812.mp3]	她惊呼一声，信从手中掉落。	little_women Ch14(AI 补句)	1. 逐项解析：<br>- With an exclamation of surprise 是介词短语作方式状语：with 意为“带着、伴着”，an exclamation of surprise 是“一声惊讶的惊呼”。exclamation 是名词，由动词 exclaim（惊呼）派生而来，-ation 是常见的名词后缀，表示“……的动作或结果”。of surprise 作后置定语，说明这是怎样一声惊呼。<br>- 主干 she dropped the letter：she 是主语，dropped 是 drop 的过去式，此处是及物动词“使掉落、因受惊而松开”，the letter 是宾语。<br>- 整体是“介词短语 ＋ 主谓宾”结构，介词短语置句首表伴随状态：先“惊呼”，后“掉信”，两个动作一气呵成。<br>2. 整句解读：整句意为“她带着一声惊讶的惊呼，信从手中掉落”。英语把“惊呼”放在“掉信”之前作伴随状语，呈现出先因后果的连贯画面——先喊一声，手一松，信落了。中文译成“她惊呼一声，信从手中掉落”，把状语拆成独立短句，更符合中文“先动作、后结果”的流水句习惯。语感是平实叙述中带一点戏剧感，是小说描写人物受惊瞬间的典型写法。	气球在耳边“嘭”地炸开，还没来得及说话就先喊了一嗓子——那声没忍住的大喊就是 exclamation。
merry [sound:w_merry_c4411116.mp3]	'meri	—	a. 快活的，高兴的；（Merry Christmas 圣诞快乐）	B2	Once there, she composed herself, <b class="hard">hailed</b> a passing <b class="hard">omnibus</b>, and rolled away to town, looking very <b class="hl">merry</b> and mysterious. [sound:s_ch14_merry_12199e28.mp3]	一到那儿，她定了定神，招呼了一辆过路的公共马车，随即驶向城里，神情又快活又神秘。	little_women Ch14	1. 逐项解析：<br>- Once there 是时间状语从句的省略式，完整为 once she was there，意为“一到那儿”，once 表“一……就”。<br>- 主干是三个连续动词短语并列：composed herself（定了定神）、hailed a passing omnibus（招呼了一辆过路的公共马车）、rolled away to town（乘车驶向城里），构成一连串动作。compose 此处为“使镇定”，compose oneself 是固定搭配“让自己镇定下来”；hailed 是 hail（大声招呼、招手叫停）的过去式，这里作“招呼（车）”讲，即超纲词；omnibus 是超纲词，指“公共马车”，是今天 bus 的祖师爷；passing 是现在分词作定语修饰 omnibus，即“路过的”。<br>- 句末 looking very merry and mysterious 是现在分词短语作伴随状语修饰主语 she：look 在此意为“看起来”，merry 是形容词“快活的”，mysterious 是“神秘的”。<br>2. 整句解读：整句串起来是“一到那儿，定神，招呼马车，驶向城里，神情快活又神秘”的一连串动作，用并列动词与伴随状语把人物的从容与小心思写出来。merry 描写的是显于外表的情绪（看起来很快活），与 mysterious“神秘的”并列，暗示她神情的微妙、藏着一出计划。中文译为“一到那儿，她定了定神，招呼了一辆过路的公共马车，随即驶向城里，神情又快活又神秘”，把句末伴随状语译成独立短句“神情又快活又神秘”，节奏清爽，符合中文短句连用的叙事感，是 19 世纪小说的叙述笔调。<br>3. 文化点：omnibus 是 19 世纪城市里常见的马拉公共马车，也正是今天 bus 一词的源头——bus 正是 omnibus 的缩略。在《小妇人》的年代，姑娘们坐 omnibus 进城是再寻常不过的生活场景。	圣诞歌里唱着的 Merry Christmas 飘着彩带，小女孩踩着雪转圈，脸蛋冻得红扑扑还笑个不停——那股止不住的高兴劲儿就是 merry。
sparkle [sound:w_sparkle_c840d118.mp3]	'spɑ:kl	—	v. 闪烁，闪耀；神采飞扬　n. 闪光	C1	Her eyes <b class="hl">sparkled</b> with delight at the news. [sound:s_ch14_sparkle_3226ac3f.mp3]	听到这个消息，她眼里闪动着喜悦的光芒。	little_women Ch14(AI 补句)	1. 逐项解析：<br>- Her eyes 是主语，句意为“她的眼睛”；sparkled 是谓语，sparkle 的过去式，不及物动词，本义“闪烁”，此处是比喻用法——眼睛“闪耀着光”。<br>- with delight 是介词短语，with 在这里表“原因／伴随的情绪”，delight 是名词“喜悦”，即“因喜悦而（发光）”。英语中 sparkle／shine／glisten ＋ with ＋ 情绪名词是常见搭配，表示“因某种情绪而闪亮”。<br>- at the news 是介词短语，意为“听到这个消息（时）”，at 在此表“对……的反应／刺激源”，常用于情绪反应，如 be surprised at、be delighted at。<br>- 整句是“主语 ＋ 谓语 ＋ 原因状语 ＋ 时间状语”，两层状语都摊开在句末。<br>2. 整句解读：直译是“她听到消息时，眼睛因喜悦而闪闪发光”。英语把 with delight（因喜悦）和 at the news（听到消息）两层介词短语叠在句尾，紧凑而有层次。中文译成“听到这个消息，她眼里闪动着喜悦的光芒”，把 at the news 提前为“听到这个消息”，把 with delight 化为“喜悦的光芒”来修饰，读来更自然。sparkle 的语感活泼灵动，专用来形容人（尤其是眼睛）兴奋时的神采，比 shine、glisten 更带愉悦雀跃的意味。	擦亮的银餐具在灯光下蹦出一颗颗小光点，就像气泡从杯底往上窜——那些跳动着的小光就 sparkle。
twinkle [sound:w_twinkle_5bad6b2c.mp3]	'twiŋkl	—	v. 闪烁；眼睛闪光　n. 闪烁	C1	I know where Meg&#x27;s glove is.&quot; &quot;Is that all?&quot; said Jo, looking disappointed, as Laurie nodded and <b class="hl">twinkled</b> with a face full of mysterious intelligence. [sound:s_ch14_twinkle_1750438e.mp3]	“我知道梅格的手套在哪儿。”“就这？”乔说，一脸失望，而劳里点点头，眼睛闪着狡黠的光。	little_women Ch14	1. 逐项解析：<br>- 第一处引语 &quot;I know where Meg&#x27;s glove is.&quot; 中，where Meg&#x27;s glove is 是宾语从句，意为“我知道梅格的手套在哪儿”。<br>- 第二处引语 &quot;Is that all?&quot; 是乔的反问，“就这？／就这些？”。said Jo 是倒装式引述，主语后置，小说中常见。looking disappointed 是现在分词短语作伴随状语修饰 Jo，意为“一脸失望的样子”，disappointed 是形容词“失望的”。<br>- as Laurie nodded and twinkled 是 as 引导的伴随／时间状语从句，as 意为“与此同时”：nodded 是 nod（点头）的过去式；twinkled 是 twinkle 的过去式，此处不及物，指眼睛像星星一样“闪烁、一闪”。<br>- with a face full of mysterious intelligence 是介词短语作伴随状语：脸上满是神秘的心机。intelligence 在此是“情报、心思、灵光”义，不是“智力”；mysterious 是“神秘的”。<br>2. 整句解读：这是《小妇人》里的对话场景：劳里说知道梅格的手套在哪儿，乔期待地追问“就这？”，一脸失望；而劳里只是点点头，眼睛一闪，满脸故弄玄虚。twinkle 在这里精妙地写出“眼珠一转、闪动狡黠光”的得意神态，像星星忽闪，暗示他心里正装着坏主意，嘴上却不说明。中文译作“眼睛闪着狡黠的光”，把 twinkle 的“闪”和劳里的神情捏在一起。整句对话与叙述交错，节奏轻快，带着扑面的少年气。<br>3. 文化点：twinkle 在英语文化里常与淘气、机灵的神情挂钩，如 twinkle in one&#x27;s eye 指眼中闪过的一丝俏皮或狡黠，是文学写人物心机的经典意象，满天星斗“twinkle，twinkle”的童谣也让它自带灵动的联想。	夜空里星星眨了一下眼，桌对面那个小男孩也跟着眨了一下眼，眼珠里亮着一道坏主意——那点亮光就是 twinkle。
