单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
sympathy [sound:w_sympathy_64a6d24f.mp3]	'simpәθi	noun	n. 同情，怜悯（feel sympathy for）	B2	Give us something gayer, <b class="hard">lad</b>,&quot; said Mr. Laurence, whose kind old heart was full of <b class="hl">sympathy</b>, which he <b class="hard">longed</b> to show but knew not how. [sound:s_ch35_sympathy_a047c504.mp3]	“给我们来点快活的，小伙子。”劳伦斯先生说，他那颗善良的旧心装满同情，正想……	little_women Ch35	1. 逐项解析：<br>· 引语「Give us something gayer, lad,」后接倒装引语「said Mr. Laurence」,小说对话里引语后主谓倒装是常见写法。<br>· Give us 是祈使句,us 指「我们」(在场众人),gayer 是 gay 的比较级;注意 19 世纪 gay 意为「快活的、欢快的、色彩鲜艳的」,与今天「同性恋」的含义毫无关系,这是读旧小说极易踩坑的古今义差异。<br>· lad(超纲词)= 小伙子、少年、男孩,英语里称呼年少男子的口语词,带点亲昵和英式味道。<br>· whose kind old heart was full of sympathy:whose 引导定语从句修饰 Mr. Laurence;kind old heart 用「心」代指整个人,是转喻(metonymy),一笔写出他为人善良;be full of = 充满。<br>· which he longed to show but knew not how:which 指代 sympathy,是非限制性定语从句;longed(超纲词)是 long to do sth「渴望做某事」的过去式,longed to show = 很想表露出来;knew not how 是旧式书面语,相当于 didn&#x27;t know how(不知怎么去表达);but 连接「想表露」与「不知如何」这两个对立面,写出他笨拙的关怀。<br>2. 整句解读：劳伦斯先生让小伙子弹/奏点更欢快的曲子,可他那颗老派的善良之心早已装满同情——强烈地想表达出来,却偏偏不知怎么开口。译文「那颗善良的旧心装满同情,正想……」恰到好处地停在他「想表达却不得其法」的瞬间,把一位善良老绅士那份欲言又止的温柔定格住了。语气上是长辈对晚辈随和又热络的吩咐,可心里那份沉甸甸的善意才是句子的重心。<br>3. 文化点：这是美国小说《小妇人》的片段,说话人是邻居劳伦斯先生,对象是爱弹琴的少年(劳里)。维多利亚时代的绅士尤其男性长辈感情内敛,「心里满是同情却说不出口」正是那个年代得体、克制的情感表达方式;同时 gay 一词在这类旧文本里绝不能按今义理解,是 19 世纪英文阅读的一个经典陷阱。	一颗软乎乎的老心像灌满热水的气球,鼓鼓地揣在胸口,却找不到一个能递出去的出口。
howl [sound:w_howl_c3f51c20.mp3]	haul	—	v. 嚎叫，呼啸　n. 嚎叫声	C1	The wind <b class="hl">howled</b> round the old house all night. [sound:s_ch35_howl_68c72b58.mp3]	风整夜在老宅四周呼号。	little_women Ch35(AI 补句)	1. 逐项解析：<br>· The wind:主语,特指故事里那一夜在屋外刮的风。<br>· howled:howl 是动词,本义指狼、狗等拖长声音地长嚎,此处借来形容风的呼啸,是拟声又拟人的写法;howled 是过去式(规则变化)。<br>· round the old house:round = around,「环绕、在……四周」,英式及旧式英语更习惯用 round 而省去 a-,语感更凝练。<br>· all night:时间状语,all 强调「整整一夜」,表示风声没有一刻停歇。<br>2. 整句解读：一句朴素到极点的结构——主语+不及物动词+地点+时间,却因为 howl 一下子把风写活了:大风像一头彻夜不眠的野兽,绕着老宅一圈圈地嚎叫。译文用「呼号」而非「嚎叫」,既贴合风声的质地,又保留了那种绵长而凄厉的声响印象,孤寂幽暗的气氛瞬间铺开。<br>3. 文化点：在 19 世纪带哥特色彩的小说里,老屋、夜风、长嚎常常结伴出场,用来营造不安、孤寂或神秘莫测的氛围;howl 的核心画面来自狼嚎,读「风 howl」时读者会直觉联想到旷野里凄厉的狼叫,这是该词最有传染力的地方。	半夜饿狼对月长嚎,风借走了它的嗓子,吼得整栋老宅的窗棱都在发抖。
tremendously [sound:w_tremendously_a9e17cf0.mp3]	trə'mendəslɪ	—	adv. 极其，非常；极大地	C1	&quot;You think so now, but there&#x27;ll come a time when you will care for somebody, and you&#x27;ll love him <b class="hl">tremendously</b>, and live and die for him. [sound:s_ch35_tremendously_f9dea447.mp3]	“你现在这么想，可总有一天你会喜欢上一个人，你会爱他爱得发狂，并且……”	little_women Ch35	1. 逐项解析：<br>· You think so now:你现在这么想;so 回指前面提到的想法(大意是「我不会爱上任何人」)。<br>· but there&#x27;ll come a time when…:there&#x27;ll come a time = there will be a time,用 come 让「时间」自己走来,比 there will be 更带动态;when 引导定语从句修饰 a time。<br>· you will care for somebody:care for 此处不是「照顾」,而是「在乎、喜欢上」,特指情爱意义上的动心。<br>· you&#x27;ll love him tremendously:tremendously 是形容词 tremendous 的副词形式,意为「极其、猛烈地、排山倒海地」,用来加强 love,把爱的强度一下推到顶点。<br>· and live and die for him:两个 and 把 live 与 die 连成一气,一生一死都交付给那个人,排比的语气层层加码。<br>2. 整句解读：这是个半带预言、半带调侃的长句:你嘴上说不在乎,可总有一天你会喜欢上一个人,而且会爱得惊天动地,愿意为他生、为他死。tremendously 是整个句子的情感放大镜——不是淡淡的好感,而是涨满到极限的爱。译文「爱他爱得发狂」正是中文里对这份强度的自然表达,把副词的分量全部端了出来。<br>3. 文化点：这是旧式小说里长辈或同伴对倔强少女(如乔)的调侃式告诫,透出 19 世纪对浪漫爱情的热烈想象;tremendously 在那个年代已是口语中常见的夸张强调副词,放进引语里,说话人热情洋溢、戏剧感十足的形象就立起来了。	把满天星星一股脑全塞进一颗心里,轰的一声炸开,爱得整个人都烧起来。
brute [sound:w_brute_48a111b5.mp3]	bru:t	—	n. 畜生，野蛮人；残酷无情的人　a. 野蛮的	C1	You <b class="hl">brute</b>! she cried, shaking her fist at the teasing boy. [sound:s_ch35_brute_889fc14f.mp3]	“你这头蛮牛！”她朝着那个捣蛋的男孩挥着拳头叫道。	little_women Ch35(AI 补句)	1. 逐项解析：<br>· You brute!:呼语式骂语。英语里「You + 名词」是极其典型的斥责或感叹句式(如 You idiot!、You coward!),名词前不加冠词。<br>· brute 本义「畜生、野兽」,引申指「野蛮残忍、不通情理的人」;此处是女孩对男孩的气恼咒骂,却是打闹场合里的夸张气话,并非真正的仇恨辱骂。<br>· she cried:cry 在这不是「哭」,而是「喊叫、叫嚷」,是小说引语里高频出现的说话动词。<br>· shaking her fist at the teasing boy:现在分词短语作伴随状语,写她叫喊时的动作;shake one&#x27;s fist at sb = 朝某人挥动拳头,表示愤怒或威胁的姿态;teasing 是现在分词作定语,意为「爱捉弄人的、捣蛋的」男孩;tease = 逗弄、取笑。<br>2. 整句解读：女孩气鼓鼓地朝那个捣蛋鬼挥着拳头,大喊「你这头蛮牛!」动作与话语在同一画面里炸开,很紧凑、很有戏剧性。译文把 brute 翻成「蛮牛」极妙——既保留「畜生」的动物比喻,又比生硬的「畜生」「野蛮人」更贴合打闹场合的那份调皮与克制。<br>3. 文化点：用动物名称骂人是英语的一种古老传统(beast、dog、brute 皆属此类),戏剧感强、画面生动;而少年玩伴之间的斗嘴,这类词往往带亲昵夸张的色彩,不能照字面恶意理解。这也是《小妇人》里主角乔泼辣直爽性格的点睛一笔。	一头横冲直撞的横冲直撞的犟牛,撅着犄角刨着蹄子,气得你直跺脚又拿它没辙。
thinke [sound:w_thinke_7df821fe.mp3]		—	think 的古旧拼写/误还原形:想,认为	TOE	&quot;That you love that old man.&quot; &quot;What old man?&quot; demanded Jo, <b class="hl">thinking</b> he must mean his grandfather. [sound:s_ch35_thinke_631af276.mp3]	“你爱那老头儿。”“哪个老头儿?”乔追问道,还以为他说的是祖父。	little_women Ch35	1. 逐项解析：<br>· 「That you love that old man.」:前一人说出的一句话,省略了前面更大的语境;that old man = 那个老头儿。<br>· demanded Jo:demanded 是 demand 的过去式,此处不是「要求」,而是「急切追问、质问」,比 asked 更有冲击力;引语后主谓倒装。<br>· thinking he must mean his grandfather:thinking 是 think 的现在分词,作伴随状语,交代乔发问时心里的盘算——请注意,目标词 thinke 就是 think 的古旧拼写,在本句中它正以现代拼写 thinking 的形态出现(think 词干 + 现在分词后缀 -ing)。<br>· he must mean his grandfather:must 表示有把握的推断「一定指的是、想必是」;his grandfather 指说话对象(那个男孩)的祖父,也就是书中的劳伦斯先生。<br>2. 整句解读：乔当即追问「哪个老头儿?」,脑子里转着「他说的想必是他祖父」。thinking 把追问时那点心虚和急切的内心活动摊开在读者眼前;而本词的目标形 thinke,正是早期现代英语里 think 的旧拼写,今天我们使用的 think、thinking 就是它的现代后身。译文「还以为他说的是祖父」用一个「还以为」,精准还原了 must 那份带有揣测的推断语气。<br>3. 文化点：thinke 这类带尾 e 的拼写是早期现代英语(约莎士比亚时代)的惯常写法,当时拼写尚未规范化,词尾的 e 常是无声的装饰性字母。故事情节里,乔所想的「那个老头儿」正是对方的祖父劳伦斯先生,这一来一回的误会正是小说里俏皮的喜剧点。	把 think 当成一枚古币:老版本上还拖着一条银绿的 e 尾巴,新钱上尾巴磨掉了,可还是同一张脸、同一个「想」字。
desperate [sound:w_desperate_25fe336e.mp3]	'despәrәt	adjective	a. 绝望的；不顾一切的；孤注一掷的	B2	I&#x27;ll listen,&quot; said Jo, with a <b class="hl">desperate</b> sort of patience. [sound:s_ch35_desperate_1567dfa0.mp3]	“我听着呢。”乔强耐着性子说。	little_women Ch35	1. 逐项解析：<br>· I&#x27;ll listen:口语化的允诺,「我听、我听着呢」。<br>· said Jo:倒装引语,小说对话里的常规写法。<br>· with a desperate sort of patience:介词短语作方式状语;sort of = 一种、某种;desperate 与 patience 组合成矛盾修辞(oxymoron)——「绝望的耐心」听起来自相矛盾,而这正是作者的用意:耐心已经濒临极限,几乎要撑不住,却仍在硬撑。<br>· desperate 本义「绝望的、不顾一切的」,此处不指向悲观自弃,而指向一种被逼到墙角、孤注一掷的坚持。<br>2. 整句解读：乔嘴上答应「我听着呢」,可她那份耐心是强耐出来的——快崩了却还没崩,硬生生压下满腔不耐烦去听。译文「强耐着性子」五个字把这份勉强与临界感翻得恰到好处:desperate 在这里不再简单等于「绝望」,而是一种咬着牙挺住的倔强。<br>3. 文化点：用「矛盾形容词+名词」来刻画情绪是 19 世纪小说家的拿手笔法(类似 cruel kindness、happy tears),一句话就能让角色的复杂内心立起来。《小妇人》里的乔性子急躁冲直,这句话正是她「嘴上听话、心里一百个不愿」的真实写照。	最后一根火柴,火苗只剩一口气,却还硬撑着攥在手里,怎么也不肯撒手。
meditation [sound:w_meditation_6e77a66b.mp3]	.medi'teiʃәn	noun	n. 沉思，冥想（in meditation 出神）	C1	He sat in silent <b class="hl">meditation</b>, chin on hand. [sound:s_ch35_meditation_763e1988.mp3]	他托着下巴，默然沉思。	little_women Ch35(AI 补句)	1. 逐项解析：<br>- He：主语，第三人称代词，指“他”。<br>- sat：sit 的过去式，不规则动词，意为“坐”。<br>- in silent meditation：介词短语作状态状语，修饰 sat，表示“处于沉默的沉思之中”。其中 in + 抽象名词（如 in silence、in tears）是英语中常见的“处于某状态”搭配；silent 意为“沉默的、不出声的”；meditation 即目标词，名词，意为“沉思、冥想”。<br>- chin on hand：独立主格结构（名词 + 介词短语），作伴随状语，补充描写坐的姿态——下巴搁在手上（托着腮）。这个结构中常省略所有格，完整可理解为 chin on his hand。<br><br>2. 整句解读：<br>句子主干很简单——他坐着。后面两个修饰成分分别回答“怎么坐”：in silent meditation 写精神状态（不出声地陷在沉思里），chin on hand 写身体姿态（手托下巴）。合起来就是一幅安静的画面：一个人一动不动、手托下巴出神。中文译文把 in silent meditation 处理成“默然沉思”，把 chin on hand 前置为“托着下巴”，先说姿态再说状态，读起来更顺。silent 强调的不只是安静，而是保持沉默、不发一语，与“沉思”紧密呼应。<br><br>3. 文化点：<br>在现代语境下 meditation 常指东方打坐式的冥想；但在 19 世纪西方文学里，它多指“静默沉思、入神”的精神状态，是一种凝神思考而非宗教仪式。小说里用 in meditation 写人物，往往是为了让对话出现停顿、让读者窥见人物的内心世界。	深夜静室里，他托着下巴一动不动，呼吸浅得几乎听不见——人也跟着静成了雕像。
loom [sound:w_loom_cf549b9d.mp3]	lu:m	verb	v. 隐约显现，逼近（loom up/out）　n. 织布机	C1	A tall ship <b class="hl">loomed</b> out of the morning mist. [sound:s_ch35_loom_860796fa.mp3]	一艘大船从晨雾中隐约显现。	little_women Ch35(AI 补句)	1. 逐项解析：<br>- A tall ship：不定冠词 a + 形容词 tall（高大的）+ 名词 ship（船），主语中心词是 ship；tall 修饰船，暗示桅杆高耸的体量感。<br>- loomed：目标词 loom 的过去式，意为“隐约显现、从雾气中显出轮廓”。loom 强调的不是“出现”这个结果，而是“慢慢显形”的过程。<br>- out of the morning mist：介词短语作状语。out of 表示“从……之中出来”；morning 在此作定语修饰 mist（早晨的）；mist 是“薄雾”，比 fog（浓雾）轻、能透光。<br><br>2. 整句解读：<br>主干只有“一艘大船”，loomed 自带动态：由于晨雾未散，船并不是突然跳进视野，而是随着雾气流动逐渐显出一个模糊而庞大的轮廓，越来越清楚、越来越有压迫感。这正是 loom 与 appear 的区别——appear 只表示出现，loom 则带着“朦胧浮现、带点逼近意味”的画面。译文“隐约显现”准确抓住了这层意思。整句读来有清晨海上雾锁沧溟、船影渐近的镜头感。<br><br>3. 文化点：<br>loom 的引申义很常用——a crisis looms 指“危机迫近”，表达某种令人生畏的事情即将到来的不安感，正是“雾中船影渐显、看不清却压过来”引申出的隐喻。航海题材与 19 世纪小说常以雾中船影渲染神秘、紧张的气氛。	大雾里一片灰色巨影缓缓显出海面轮廓，越走越近，沉甸甸地压过来。
grope [sound:w_grope_b565e635.mp3]	grәup	—	v. 摸索，搜寻（grope for）　n. 摸索	C1	She <b class="hl">groped</b> for the candle in the dark room. [sound:s_ch35_grope_b4ea5912.mp3]	她在黑暗的房间里摸索着找蜡烛。	little_women Ch35(AI 补句)	1. 逐项解析：<br>- She：主语，她。<br>- groped：目标词 grope 的过去式。此处为不及物动词，核心画面是“由于看不见，用双手四处试探、摸寻”。<br>- for the candle：介词 for 引出寻找的对象，与 grope 构成固定搭配 grope for，意为“摸索着寻找……”。the candle 是特指——她知道房间里有那支蜡烛。<br>- in the dark room：介词短语作地点状语，in 表“在……里”，dark 是形容词“黑暗的”，room 是“房间”。<br><br>2. 整句解读：<br>整句的魂在 grope for 这一搭配：把“找”这个动作写得极其具体——因为房间黑暗，眼睛派不上用场，只能伸手一点点摸索。in the dark room 给整个动作提供了成立的前提：有了黑暗，摸索才显得自然可信。译文“摸索着找蜡烛”把 groped for 翻译成一个连续的动作，贴切自然。画面紧凑：漆黑的房间、一个伸手乱探的人、一个明确的目标（蜡烛），三要素齐全。<br><br>3. 文化点：<br>grope 常被引申到抽象领域，比如 grope for words（搜肠刮肚找合适的词）、grope for answers（苦苦思索答案），同样带有“看不见、费劲、不确定”的味道。19 世纪小说里，烛火是重要的夜间光源，“摸黑找蜡烛”正是那个没有电灯年代非常生活化的场景。	停电的房间乌漆墨黑，她两手在桌上慢慢摸来扫去，指尖终于碰到一支冰凉的蜡烛。
willow [sound:w_willow_ca70918e.mp3]	'wilәu	—	n. 柳树，柳木	C1	There was a long pause, while a <b class="hard">blackbird</b> sung <b class="hard">blithely</b> on the <b class="hl">willow</b> by the river, and the tall grass rustled in the wind. [sound:s_ch35_willow_1358facd.mp3]	两人沉默良久，一只乌鸫在河边的柳树上婉转啼唱，高高的草丛沙沙作响……	little_women Ch35	1. 逐项解析：<br>- There was a long pause：存在句型（there + be），表示“有一段很长的停顿”。long 修饰 pause（名词，停顿），这里指两人之间的沉默。<br>- while a blackbird sung blithely on the willow by the river：while 引导时间状语从句，“当……的时候”。blackbird 是“乌鸫”（黑色鸣禽，歌声悦耳，超纲词）；sung 是 sing（唱）的过去式，注意标准过去式是 sang，此处 sung 属非标准/文学性用法的变体，意思不变；blithely 是副词，意为“轻快地、无忧无虑地”（超纲词，源自 blithe“快乐的”），修饰 sung；on the willow 是“在柳树上”，willow 即目标词，名词“柳树”；by the river 是“在河边”，by 表示“在……旁边”。<br>- and the tall grass rustled in the wind：and 并列第二个分句。tall grass 是“高高的草/草丛”；rustled 是 rustle（沙沙作响）的过去式，拟声词，形容风吹草木发出的细碎连续的声响；in the wind 是“在风中”。<br><br>2. 整句解读：<br>前半句把人物的沉默定住（There was a long pause），后半句却写外界生机勃勃：鸟儿无忧无虑地唱，草丛沙沙响。这是典型的“以景衬情/反衬”笔法——外界越是轻快热闹，越衬出人物沉默之久、各有心事。译文把 pause 意译为“沉默”，补出“两人”，是点明了原文隐含的对话与停顿背景。“乌鸫”“婉转啼唱”“沙沙作响”重现了原句的声音与画面。整句节奏舒缓，是小说中留白过渡的经典段落。<br><br>3. 文化点：<br>这是 19 世纪英文小说的经典描写手法：用外部自然声景衬托室内对话的静默。willow（柳树）在欧洲文化里常与河流、垂条、忧伤和离别相连，“河边柳树”自带温柔静谧的意象；blackbird 的啼唱也是英伦乡间文学田园感的常客。	河边那棵柳树垂着长长的软枝条，风一过，柳条像帘子一样轻轻晃动。
