单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
tranquil [sound:w_tranquil_4a603c87.mp3]	'træŋkwil	—	a. 平静的，安宁的	C1	Her paradise was not a <b class="hl">tranquil</b> one, for the little woman fussed, was over-anxious to please, and <b class="hard">bustled</b> about like a true Martha, cumbered with many cares. [sound:s_ch28_tranquil_bf32433d.mp3]	她的“天堂”并不安宁，因为这个小妇人忙忙叨叨、急于讨好，忙前忙后地团团转……	little_women Ch28	1. 逐项解析：<br>Her paradise（她的天堂，paradise 本指乐园、天堂，这里比喻她理想中的生活状态）<br>was not a tranquil one（not a tranquil one 为否定式，one 是代词回指 paradise，即「并非一个安宁的天堂」；tranquil 意为平静、安宁，比 calm 更书面、更典雅）<br>for（引导原因状语从句，即「因为」）<br>the little woman（这个小妇人，little 带亲昵或调侃的口吻）<br>fussed（动词 fuss 过去式，本义忙乱、瞎操心，这里是「忙忙叨叨、瞎忙一气」）<br>was over-anxious to please（over-anxious 过度焦虑的，over- 前缀表「过度」；be anxious to please 急于讨好、一心想要让人满意）<br>and bustled about like a true Martha（bustle about 忙前忙后、团团转，像真正的马大一样；Martha 典出《圣经·路加福音》第 10 章，耶稣到马大家做客，马大忙于伺候招待而心烦，妹妹马利亚却安静听道，后世遂用 Martha 指代忙忙碌碌操心俗务的人）<br>cumbered with many cares（cumber 使负担、拖累，此处为过去分词短语作伴随说明，cumbered with 意为「被众多忧烦所累」；cares 指忧心、操心的事）<br><br>2. 整句解读：<br>整句以「天堂本应安宁」的反转开篇：她把这种生活称作 paradise，却紧接着直言它并不安宁（not a tranquil one），随即用 for 交代原因——这个小妇人又是瞎忙、又是过度焦虑地想讨好别人，还像《圣经》里的马大那样忙前忙后、一身牵挂。语气带着旁观者宠溺与惋惜交织的视角：「她以为的天堂，其实忙乱得很」。译文把 fussed 译作「忙忙叨叨」、bustled about 译作「忙前忙后地团团转」，用叠字还原了画面的琐碎动感，也贴合原文略带调侃的口吻。而 Martha 这一典故是把握全句语感的关键，它让「忙乱」从普通描述升格成一种文化上的典型形象。<br><br>3. 文化点：<br>Martha（马大）出自《圣经·路加福音》，她因忙于接待客人而思虑烦扰，耶稣对她说「马大，马大，你为许多事思虑烦扰」。19 世纪的英美读者人人熟悉这个典故，作者奥尔科特用「a true Martha」来戏谑又带爱意地调侃角色，读者会心一笑的同时，也贴合了《小妇人》家常而带教谕色彩的氛围。	想象一片本该风平浪静的湖面，却被一只不停扑腾的小鸟搅得荡起一圈又一圈忙乱的涟漪。
exert [sound:w_exert_a0b6c84f.mp3]	ig'zә:t	verb	v. 运用，发挥（exert oneself 努力）；施加（影响）	C1	I&#x27;m too used up to &#x27;<b class="hl">exert</b>&#x27; myself for anyone. [sound:s_ch28_exert_3c7dd6a3.mp3]	“我累坏了，没力气为任何人‘卖力’了。”	little_women Ch28	1. 逐项解析：<br>I&#x27;m too used up（be used up 意为累垮、筋疲力尽，过去分词用作表语，像东西被用光用尽一样被掏空；too ... to ... 结构表「太……以至于不能……」）<br>to &#x27;exert&#x27; myself for anyone（exert oneself 为固定搭配，意为努力、费力气、拼命；exert 本义是施加、运用，此处取「使出劲儿」之意；for anyone 为任何人，句中给 exert 加引号，是说话人刻意加重语气的强调）<br>整句是口语化的感叹。<br><br>2. 整句解读：<br>这是一句典型的疲惫抱怨：我被累得已经「被用干用尽」，实在没有力气再为任何人卖力。too used up to ... 构成因果关系——正因为身心被掏空，才做不到 exert myself。句中加引号的 exert 是说话人故意夸张、自嘲式的重读，仿佛「卖力」是个极其沉重的壮举。译文译作「没力气为任何人‘卖力’」，既交代了 exert oneself 的使劲感，又保留了口语中那种半开玩笑的撒娇语气，疲惫里带着一点俏皮。<br><br>3. 文化点：<br>此句出自《小妇人》，是女主角劳累一天后带着撒娇或赌气口吻的台词。19 世纪美国中产家庭格外看重为家人操持奉献的品德，「为别人 exert oneself」几乎是当时女性品德的必修课，所以说出「不卖力了」这种话才带有一种小小的、可爱的反叛感。	想象把一件湿透的衣服放到脱水机上拧到滴不出水，人也一样，再挤也挤不出一滴力气去为别人使劲。
absent [sound:w_absent_16ca7689.mp3]	'æbsәnt	adjective	a. 缺席的,不在的	C1	All were busy at home, John <b class="hl">absent</b> till night, and nothing to do but sew, or read, or <b class="hard">potter</b> about. [sound:s_ch28_absent_e2abba98.mp3]	全家都在忙,约翰要到夜里才回来,除了缝缝补补、读读书、溜达溜达,无事可做。	little_women Ch28	1. 逐项解析：<br>All were busy at home（主语 All 指全家人，were busy 意为忙着，at home 在家）<br>John absent till night（独立主格结构：名词 John + 形容词短语 absent till night，没有谓语动词，作状语补充说明当时的情况——约翰不在，要到夜里才露面；absent 缺席的、不在场的）<br>and nothing to do but sew, or read, or potter about（nothing to do but + 原形动词，意为「除了……无事可做」；sew 缝纫；read 读书；potter about 慢悠悠地东摸西弄、闲逛，potter 是带口语感的动词，常在英式用法中表示漫不经心地消磨时间）<br><br>2. 整句解读：<br>句子描绘了一个安闲的下午：全家都在各自忙自己的事，约翰外出到夜里才回来，于是这位闲下来的角色只能做做针线、读读书，或者慢条斯理地四处溜达。三件「闲事」用 or 并列，adagio 般的节奏舒缓从容，最后落在 potter about 上，平添一份悠然自得的生活画面。译文处理成「除了缝缝补补、读读书、溜达溜达，无事可做」，用三组叠词贴合了原文从容散淡的语感，把无事可做的清净与满足都带了进来。<br><br>3. 文化点：<br>19 世纪的小说里，女性「无事可做」的下午常常被写成近乎奢侈的闲暇时光，缝纫、阅读与漫步正是当时淑女午后消遣的真实写照。「约翰要到夜里才回来」则暗示整个家庭的生活节奏随家中男性成员的作息而起伏，男性出门在外，家中便自然进入一段松弛的空白。	想象班级点名时那一声无人应答的「到」，空椅子的靠背上还挂着乔装出门用的外套，要等天黑才有人把它拎走。
stern [sound:w_stern_75ea6bb7.mp3]	stә:n	—	a. 严厉的，严肃的；坚定的　n. 船尾	C1	The kind, brown eyes looked as if they could be <b class="hl">stern</b>, and though he was unusually merry, she fancied he had found her out, but didn&#x27;t mean to let her know it. [sound:s_ch28_stern_b4bf71d0.mp3]	那双和善的棕色眼睛看上去也能变得严厉，他虽然异常快活，她却觉得他好像有什么心事……	little_women Ch28	1. 逐项解析：<br>The kind, brown eyes looked as if they could be stern（kind 和善的、客气的，形容眼睛；brown eyes 棕色眼睛；looked as if ... 看起来好像……；stern 严厉的、不苟言笑的，此处作表语，意为「也能变得严厉」）<br>and though he was unusually merry（though 引导让步状语从句，意为「虽然」；unusually merry 异常地快活、格外高兴）<br>she fancied he had found her out（fancy 意为以为、猜想，这里是「心里暗想」；find sb. out 识破某人的真面目、发现某人的秘密，为固定短语）<br>but didn&#x27;t mean to let her know it（didn&#x27;t mean to 并不想、并无意；let sb. know 让某人知道；it 指「已发现她秘密」这件事）<br><br>2. 整句解读：<br>她打量着他那双和善的棕色眼睛，心里觉得：温润归温润，这双眼睛一旦沉下来也能显得严厉；他今天分外快活，可她却暗暗猜想——他大概是把自己看穿了，只是佯装不知、也不打算点破。全句以 she fancied 为枢纽，把观察、猜测、判断三层心理层层勾连：前一半写眼睛中藏着的两种神色，后一半写两个人之间心照不宣的微妙张力。译文将 found her out 引申为「好想有什么心事」，更核心的意思其实是「他已经把她看穿」，不过译文用「不让她知道」保留了那股欲言又止的含蓄，也算把氛围译出来了。<br><br>3. 文化点：<br>19 世纪小说里「眼睛不会说谎」是常见母题：一双和善的眼睛里透着威严，往往是长者或心上人温柔审视对方的典型形象，「被看穿却不被点破」正是温情体谅式的相处方式。	想象一张正微笑的脸，下一秒那双眼梢略略下压，笑意像退潮般收尽，顽童便立刻把玩具放回了原处。
prudent [sound:w_prudent_211639bb.mp3]	'pru:dnt	—	a. 谨慎的，精明的；（花钱）节俭的	C1	Till now she had done well, been <b class="hl">prudent</b> and exact, kept her little account books <b class="hard">neatly</b>, and showed them to him monthly without fear. [sound:s_ch28_prudent_be79d7b5.mp3]	到那时为止她一直做得很好，谨慎又精确，小账本记得整整齐齐，还拿给他看……	little_women Ch28	1. 逐项解析：<br>Till now she had done well（till now 到那时为止，用过去完成时 had done 表示「截至当时」一直表现良好）<br>she had been prudent and exact（prudent 谨慎的、会精打细算的；exact 精确的、一丝不苟的；二者并列，构成「既谨慎又精确」的品质描述）<br>kept her little account books neatly（keep account books 记账、记收支账；little 小巧的；account books 账簿；neatly 整整齐齐地，副词修饰 kept）<br>and showed them to him monthly without fear（show sth. to sb. 把某物拿给某人看；monthly 每月一次，副词；without fear 毫不害怕、心里坦荡）<br><br>2. 整句解读：<br>这段写女主角一贯持家有方：到那时为止她做得很好，为人谨慎又细致，小账本记得整整齐齐，每月都大大方方拿给对方过目，心中毫无惧色。had done well、had been ...、kept ...、showed ... 一串动词平稳铺开，让人感到一种日复一日的可靠与诚实；而句末的 without fear 是全句的点睛之笔——它不只是说「不怕」，更暗示一份「心底无私」的坦然，也为下文可能出现的转折埋伏笔：一旦账目出了岔子，这份镇定便会被打破。译文用「整整齐齐」「拿给他看」的家常口吻，把这份踏实感译得亲切可信。<br><br>3. 文化点：<br>19 世纪的家庭文化里，柴米油盐的账目往往是主妇能力与名誉的象征，「每月向丈夫如实报账」既是一种理财纪律，也是一种夫妻间的信任与透明，几乎是当时贤妻品德的标配。	想象一本摊开的小账簿，字迹像排队的小兵那样整齐，每个数字都站得笔直，就算被每月检阅也面不改色。
indignation [sound:w_indignation_dcf78ebf.mp3]	.indig'neiʃәn	—	n. 愤慨，义愤（with indignation）	C1	&quot; John got no further, for Meg cast him off, and clasped her hands with a tragic gesture as she fell into a chair, exclaiming in a tone of mingled <b class="hl">indignation</b>, reproach, and dismay . . . [sound:s_ch28_indignation_91c9f3be.mp3]	“约——翰！”约翰没能再说下去，因为梅格把他推开，以悲剧性的姿态双手一合，跌进椅子里……	little_women Ch28	1. 逐项解析：<br>John got no further（get no further 字面是「没能再往前一步」，即「话还没说完就讲不下去了」）<br>for Meg cast him off（cast sb. off 把某人推开、甩开，也含「不要了」之意；for 表原因）<br>and clasped her hands with a tragic gesture（clasp 双手紧握、合拢；with a tragic gesture 以悲情的姿态；tragic 悲剧性的、戏剧化的）<br>as she fell into a chair（fell into a chair 跌坐进椅子里，fall into 投入、跌进）<br>exclaiming in a tone of mingled indignation, reproach, and dismay（exclaim 惊喊、大声急促地说出；in a tone of 以一种……的语气；mingled 交织、混杂的；indignation 愤慨、义愤；reproach 责备、责怪；dismay 惊愕、沮丧；三者并列，形容情绪「又气愤、又埋怨、又慌了神」）<br><br>2. 整句解读：<br>约翰话没说完便被拦腰打断：梅格一把将他推开，随即做出一个戏剧性的合掌悲恸手势，跌进椅子里，用交织着愤慨、责怪与惊愕的声音呼喊出来。cast off、clasped her hands、fell into a chair 三个连续动作一气呵成，极富舞台感；tragic 一词更暗暗点出她姿态里的夸张成分。随后 exclaiming 引出情绪，把 indignation、reproach、dismay 三种感受叠在一起，将梅格又气、又委屈、又有些不知所措的复杂心境层层摊开。这分明是一场彼此都带着几分演的轻松家庭风波，语气激烈中透着可爱的夸张。<br><br>3. 文化点：<br>这种「合掌、跌坐、悲情呼喊」的表演式宣泄，是 19 世纪感伤文学（sentimental literature）盛行的情感程式，小说中的淑女们常以此式表达情绪；当时的读者对此心领神会，读到此处会当作喜剧性的幽默会心一笑，而非当作真刀真枪的冲突。	想象一位穿着长裙的少女猛地双手一合、跌进椅中，像舞台上被没收了台词的演员，把满肚子委屈与怒气一口气摔在椅垫上。
glorify [sound:w_glorify_6ff2d4ae.mp3]	'glɒ:rifai	—	v. 赞美，美化；使光辉	C1	They <b class="hl">glorified</b> every little act of kindness she did. [sound:s_ch28_glorify_dc4be872.mp3]	她做的每一件小善事都被他们大加赞美。	little_women Ch28(AI 补句)	1. 逐项解析：<br>1. They：「他们」，第三人称复数代词，作主语。<br>2. glorified：「glorify」的过去式（规则变化，去 y 变 i 加 ed），意为「赞美、美化、把……说得崇高光荣」，是句子的谓语动词。<br>3. every little act of kindness：整个名词短语作宾语。little 强调「微不足道」，带着暖暖的感情色彩；of kindness 是后置定语修饰 act，合成「善意的举动」。<br>4. she did：定语从句修饰 act，前面省略了关系代词 that，即「她所做的」。<br>5. 句式骨架：主（They）＋谓（glorified）＋宾（every little act of kindness she did）。<br><br>2. 整句解读：<br>主干是「他们赞美了她所做的每一件小善事」。语义重心全在 glorify：它比 praise 更用力，带「放大、渲染、往崇高里推」的分量，所以译文用「大加赞美」而不是普通的「夸赞」。every little 的 little 是点睛之笔——正因为是些不起眼的小事，glorify 的隆重才格外显出真挚与温柔，读起来像一家人围着一个姑娘，把她的一点好心看成了了不起的事。<br><br>3. 文化点：<br>这是《小妇人》中常见的温馨家庭叙述腔调：19 世纪的美国家庭伦理崇尚彼此珍视日常的小善，连挖苦或玩笑之下也藏着温情，因而「郑重赞美一件小事」在当时的语境里完全成立。	一家人把那件芝麻大点的小事围成一圈，递过来一束追光——小事当场被镀上一层金光，这就是 glorify。
gracious [sound:w_gracious_4c1158eb.mp3]	'greiʃәs	—	a. 亲切的，和蔼的；优雅的（good gracious! 天哪！）	C1	She gave a <b class="hl">gracious</b> smile to each of the guests. [sound:s_ch28_gracious_467cc112.mp3]	她对每位客人报以亲切的微笑。	little_women Ch28(AI 补句)	1. 逐项解析：<br>1. She：主语「她」。<br>2. gave：谓语，give 的过去式；本句是双宾结构 give sth. to sb.（把某物给予某人）。<br>3. a gracious smile：直接宾语「一个亲切的微笑」。gracious 为形容词，「亲切的、和蔼的、优雅得体的」，与 grace（优雅；恩典）同源，形容举止里带着教养与温柔；smile 是名词「微笑」。<br>4. to each of the guests：介词短语作间接宾语，「对每一位客人」，each 强调逐一、不落一个。<br>5. 句式骨架：主＋谓＋直接宾语＋介词短语，即「她把一个亲切的微笑送到每位客人面前」。<br><br>2. 整句解读：<br>「她对每位客人报以亲切的微笑。」gracious 形容微笑时不仅指「友善」，还叠了一层庄重得体的仪态——那笑意里能读出教养、从容和一点优雅。配合 each of the guests，画面是一位女主人含笑一一迎客，谁也不冷落。<br><br>3. 文化点：<br>19 世纪西方人家举办聚会，主人对每位来客逐一问好是基本礼数，gracious 正是描写这种端庄风度的常用词。另有一常见感叹用法 good gracious!（天哪！），与「亲切」义无关，纯靠语气表惊讶，注意区分。	她立在门口，嘴角一弯，那点笑意像暖灯一盏盏掠过每位客人的脸——亲切停在眉眼，优雅落在肩头。
violet [sound:w_violet_13818a56.mp3]	'vaiәlit	—	n. 紫罗兰；紫色　a. 紫色的	C1	That was only a month to wait, and here was a lovely <b class="hl">violet</b> silk going at a bargain, and she had the money, if she only dared to take it. [sound:s_ch28_violet_c00e3f1e.mp3]	那只要等一个月，眼下正有一块可爱的紫罗兰色丝绸贱卖，钱她也有——如果她肯掏……	little_women Ch28	1. 逐项解析：<br>1. That：指示代词，指前文提到的那件事（一次等待、一个约定）。<br>2. was only a month to wait：「只消再等一个月」，不定式 to wait 作后置定语。<br>3. and here was a lovely violet silk going at a bargain：and 连接的并列句。here was … going at a bargain 意为「眼下正有一块……在贱卖」；going at a bargain 是进行时谓语，「以特价出售」。a lovely violet silk 中 violet 作形容词「紫罗兰色的」，修饰 silk（丝绸），lovely 是纯主观的好感。<br>4. and she had the money：「而且钱她也有」。<br>5. if she only dared to take it：条件状语从句，「只要她敢掏出这笔钱」。dared 是 dare 的过去式「敢」，take 在此指「买下」。<br>6. 句式骨架：主句＋并列句＋条件从句，层层铺出「机会就在眼前」的心理。<br><br>2. 整句解读：<br>这是个长长的「心动句」：只要再等一个月就能名正言顺，偏偏眼前有块漂亮的紫罗兰色丝绸正贱卖，钱也刚好够——就差她敢不敢花。violet 用形容词义把颜色写进读者眼里，那抹紫色几乎要在布店柜台前浮动起来；if she only dared to take it 收尾，故意把「敢不敢」悬在半空，原文随后的省略号把犹豫不决原样留在纸面。<br><br>3. 文化点：<br>《小妇人》时代布料是贵重商品，碰上贱卖的漂亮丝绸对少女是巨大诱惑；violet（紫罗兰色）是当时高雅又流行的颜色，带着少女气。整段是内心独白式的叙事，很能折射那个年代年轻人对一件好衣料的郑重向往。	绸布店里，一匹紫罗兰色的软缎平摊在柜台，颜色像黄昏最后一抹余晖，少女的手指悬在它上方，迟迟没落。
ensue [sound:w_ensue_e0d17189.mp3]	en'su:	verb	v. 继而发生，随之而来（ensuing 接踵而来的）	C1	One can imagine what answer he made, how he received his present, and what a <b class="hard">blissful</b> state of things <b class="hl">ensued</b>. [sound:s_ch28_ensue_9dade327.mp3]	不难想象他作了怎样的回答、如何收下这份礼物，以及随之而来的日子有多么幸福美满。	little_women Ch28	1. 逐项解析：<br>1. One：泛指「任何人」，One can imagine 即「不难想象」。<br>2. what answer he made：宾语从句，「他作出了怎样的回答」，固定搭配 make an answer。<br>3. how he received his present：并列宾语从句，「他是如何收下这份礼物的」。<br>4. and what a blissful state of things ensued：第三个并列宾语从句。blissful 为超纲词，形容词「极度幸福的」，源自 bliss（狂喜；福佑）；ensued 是 ensue 的过去式，正式书面词，「随之而来、继而发生」，专指某事后所引发的结果。<br>5. 句式骨架：主语（One）＋谓语（can imagine）＋三个并列的宾语从句。<br><br>2. 整句解读：<br>「不难想象他作了怎样的回答、如何收下礼物，以及随之而来的日子有多么幸福美满。」ensue 的灵魂在时间先后：它只用于「前面的因引出后面的果」，回答、收礼在前，幸福的状态在后，一环扣一环，不能用 come 随便替代。blissful 则负责抒情，把 ensued 的结果托得满是暖意；整个句子并不把结局说破，而是让读者自己脑补那个令人微笑的后续。<br><br>3. 文化点：<br>ensue 偏书面正式，常见于小说叙述和新闻报道（如 the ensuing silence「随之而来的沉默」）；one can imagine … 这种设问式想象也是 19 世纪小说惯用的叙事口吻，把笔头交还给读者的想象。	礼物拆开、笑声炸开的下一秒，时间线自动快进到一片暖融融的好日子——人生接下来的走向，就是 ensue。
