单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
detain	di'tein	verb	v. 耽搁，滞留；扣留	C1	"I was detained by the way, but I promised to spend Christmas with you, and here I am." "How is your grandfather?	“路上耽搁了，可我答应过要回来和你们一起过圣诞，我这不是来了嘛。”“你爷爷病情如何……”	little_women Ch37
puff	pʌf	—	n. 一团（烟雾）；喘息　v. 喷出；喘气	C1	"It's not the fashion, but it's becoming, and I can't afford to make a fright of myself," she used to say, when advised to frizzle, puff, or braid, as the latest style commanded.	“这不时尚，但衬人，我可不能把自己打扮成个丑八怪。”她常说，每当……	little_women Ch37
hasten	'heisn	—	v. 急忙，赶紧（hasten to do）；催促	C1	She hastened to finish the letter before supper.	她赶快在晚饭前写完了信。	little_women Ch37
taper	'teipә	—	n. 细蜡烛；锥形　v. 逐渐变细（taper off 渐少）	C1	The candlelight flickered; a taper burned on the shelf.	烛光摇曳，架子上一支小蜡烛燃着。	little_women Ch37
mature	mә'tjuә	adjective	a. 成熟的；深思熟虑的　v. 成熟	C1	She was not yet mature enough to see the wisdom of his advice.	她还不够成熟，看不出他劝告里的智慧。	little_women Ch37
pastime	'pæstaim	—	n. 消遣，娱乐	C1	Laurie's eyes followed her with pleasure, for she neither romped nor sauntered, but danced with spirit and grace, making the delightsome pastime what it should be.	劳里的目光愉快地追随着她，因为她既不蹦蹦跳跳也不懒散慢行，而是带着干练与优雅舞步轻移……	little_women Ch37
plateau	plæ'tәu	—	n. 高原；稳定期（reach a plateau 进入平台期）	C1	They climbed all morning before reaching the high plateau.	他们爬了一上午，才到达那片高地。	little_women Ch37
inexpensive	.inik'spensiv	—	a. 廉价的，不贵的	C1	They furnished the little parlour with inexpensive but pretty things.	他们用小而美的东西装点了小客厅，并不贵。	little_women Ch37
desolate	'desәlәt	—	a. 荒凉的，荒芜的；孤寂的（be desolated 惋惜万分）	C1	When little Vladimir finally relinquished her, with assurances that he was 'desolated to leave so early', she was ready to rest, and see how her recreant knight had borne his punishment.	当小弗拉基米尔终于放开她，再三表示他“这么早就告辞实在遗憾”时，她已经……	little_women Ch37
trample	'træmpl	—	v. 踩踏，践踏（trample on）　n. 践踏	C1	Don't let the boys trample on the flower beds.	别让男孩们踩踏花坛。	little_women Ch37
scatter	'skætә	—	v. 撒，撒落；驱散　n. 散落	B2	The bird flew up and scattered the crumbs on the table.	鸟儿飞起，把桌上的面包屑弄得到处都是。	little_women Ch37
delicate	'delikәt	adjective	a. 精美的，雅致的；纤细的；微妙的	B2	Having no ornaments fine enough for this important occasion, Amy looped her fleecy skirts with rosy clusters of azalea, and framed the white shoulders in delicate green vines.	因为找不到够档次的饰品来配这个重要的场合，艾米便用一簇簇粉色的山梅花把蓬松的裙子缀了起来……	little_women Ch37
curious	'kjuәriәs	adjective	a. 好奇的；古怪的	B2	"If that's the way he's going to grow up, I wish he'd stay a boy," she thought, with a curious sense of disappointment and discomfort, trying meantime to seem quite easy and gay.	“要是他要这样长下去，我倒希望他永远是个男孩子。”她带着一种古怪的失落感想道。	little_women Ch37
forbid	fә'bid	verb	v. 禁止，不许（forbid sb to do）	B2	Her mother forbade her to go near the river alone.	母亲严禁她独自靠近河边。	little_women Ch37
