单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
revive [sound:w_revive_97dd8cdf.mp3]	ri'vaiv	verb	v. 使苏醒；使复兴；重新点燃（revive the blaze）	C1	Jo started up, <b class="hl">revived</b> the blaze, and crept to the bedside, hoping Beth slept. [sound:s_ch40_revive_0101c7e6.mp3]	乔猛地惊醒，重新拨旺炉火，蹑手蹑脚走到床边，只盼贝丝已经睡熟了。	little_women Ch40
ripple [sound:w_ripple_b3ee86cf.mp3]	'ripl	—	n. 涟漪，波纹　v. 起涟漪	C1	Earthly joys and hopes and sorrows Break like <b class="hl">ripples</b> on the strand Of the deep and solemn river Where her willing feet now stand. [sound:s_ch40_ripple_651404d6.mp3]	“尘世的欢乐、希望与忧伤，都破碎成岸边的涟漪——在那深沉庄严的河上，她的船便停泊在那里。”	little_women Ch40
rebellion [sound:w_rebellion_6917033b.mp3]	ri'beljәn	noun	n. 反抗，叛逆（in rebellion against）	C1	A sad eclipse of the serene soul, a sharp struggle of the young life with death, but both were mercifully brief, and then the natural <b class="hl">rebellion</b> over, the old peace returned more beautiful than ever. [sound:s_ch40_rebellion_0addb024.mp3]	那颗宁静灵魂的一次可悲黯淡，年轻生命与死亡的一场剧烈搏斗，好在两者都短暂而有情……	little_women Ch40
renew [sound:w_renew_f102476a.mp3]	ri'nju:	verb	v. 更新，恢复；重新开始	C1	The evening air <b class="hl">renewed</b> their spirits after the long day. [sound:s_ch40_renew_ade10505.mp3]	漫长的一天之后，傍晚的空气让他们重新振作起来。	little_women Ch40(AI 补句)
henceforth [sound:w_henceforth_0e61d311.mp3]	hens'fɒ:θ	—	adv. 从今以后	C1	<b class="hl">Henceforth</b>, safe across the river, I shall see forever more A beloved, household spirit Waiting for me on the shore. [sound:s_ch40_henceforth_ef270bba.mp3]	“从此平安渡过了河，我将永远望见——一个亲爱的、家庭的魂灵，在对岸等着我。”	little_women Ch40
strand [sound:w_strand_d6ed2f81.mp3]	strænd	noun	n. 河岸，海滨；一缕（线）　v. 使搁浅	C1	Earthly joys and hopes and sorrows Break like ripples on the <b class="hl">strand</b> Of the deep and solemn river Where her willing feet now stand. [sound:s_ch40_strand_e1e92a99.mp3]	“尘世的欢乐、希望与忧伤，都破碎成岸边的涟漪——在那深沉庄严的河上……”	little_women Ch40
strife [sound:w_strife_7c858edd.mp3]	straif	—	n. 冲突，纷争；斗争	C1	O my sister, passing from me, Out of human care and <b class="hl">strife</b>, Leave me, as a gift, those virtues Which have beautified your life. [sound:s_ch40_strife_cc2ec271.mp3]	“哦，我的姐妹，你正要离开我，离开人间的牵绊与纷扰；请把那些美德留给我作礼物，它们曾照亮……”	little_women Ch40
aspiration [sound:w_aspiration_52b3a0d2.mp3]	.æspә'reiʃәn	noun	n. 志向，抱负；渴望（aspirations 愿景）	C1	For the touch of grief will render My wild nature more serene, Give to life new <b class="hl">aspirations</b>, A new trust in the unseen. [sound:s_ch40_aspiration_a63f5231.mp3]	“因为悲伤的抚触将使我的野性本心变得宁静，给生命以新的志向，给人间以新的信任……”	little_women Ch40
gratitude [sound:w_gratitude_25476aa0.mp3]	'grætitju:d	—	n. 感激，感谢（express gratitude）	B2	She could not find words enough to express her <b class="hl">gratitude</b>. [sound:s_ch40_gratitude_4fc1cc54.mp3]	她激动得找不到足够的言辞来表达感激。	little_women Ch40(AI 补句)
soften [sound:w_soften_5937f600.mp3]	'sɒftn	—	v. 使变软；使缓和；使心软	B2	The sight of the sleeping child <b class="hl">softened</b> her angry heart. [sound:s_ch40_soften_128dc60e.mp3]	看到熟睡的孩子，她愤怒的心软了下来。	little_women Ch40(AI 补句)
warmth [sound:w_warmth_cf345a5b.mp3]	wɒ:mθ	—	n. 温暖；温情，热情	B2	The <b class="hl">warmth</b> of the little room welcomed them like a friend. [sound:s_ch40_warmth_94919ba6.mp3]	小屋的温暖像朋友一样迎接他们。	little_women Ch40(AI 补句)
tenderly [sound:w_tenderly_c87f35f6.mp3]		—	adv. 温柔地,体贴地	TOE	Beth&#x27;s mother spoke to her <b class="hl">tenderly</b>. [sound:s_ch40_tenderly_cc955cc1.mp3]	母亲温柔地对贝丝说着话。	little_women Ch40(AI 补句)
sermon [sound:w_sermon_0bae7bc0.mp3]	'sә:mәn	—	n. 布道，讲道；（口）说教	B2	Seeing this did more for Jo than the wisest <b class="hl">sermons</b>, the saintliest hymns, the most fervent prayers that any voice could utter. [sound:s_ch40_sermon_6869eac1.mp3]	眼前这一幕对乔的触动，胜过最睿智的布道、最圣洁的赞美诗、任何喉咙发出的最虔诚的祈祷……	little_women Ch40
