单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
rouse [sound:w_rouse_24d08e08.mp3]	rauz	—	v. 唤醒，唤起；使振奋（rouse oneself 打起精神）	C1	All day she lay so, only <b class="hl">rousing</b> now and then to mutter, &quot;Water!&quot; with lips so parched they could hardly shape the word. [sound:s_ch18_rouse_d0d0f233.mp3]	她一整天就这么躺着，只是不时醒来嘟囔一声“水！”，嘴唇干得几乎说不出话来。	little_women Ch18
woe [sound:w_woe_35d2fbcc.mp3]	wәu	—	n. 悲痛，悲哀；（woes 苦难，不幸）	C1	&quot;What is it?&quot; cried Jo, forgetting her <b class="hl">woes</b> for a minute in her wonder. [sound:s_ch18_woe_745a457c.mp3]	“怎么啦？”乔叫道，一瞬间惊奇盖过了她的满腹愁苦。	little_women Ch18
amaze [sound:w_amaze_00a8426e.mp3]	ә'meiz	—	v. 使大为惊奇（amazed 惊愕的）	C1	Laurie, though decidedly <b class="hl">amazed</b>, behaved with great presence of mind. [sound:s_ch18_amaze_cdbe1587.mp3]	劳里尽管惊愕不已，却表现得镇定自若，十分机敏。	little_women Ch18
rejoice [sound:w_rejoice_349b2288.mp3]	ri'dʒɒis	—	v. 欣喜，欢欣；庆祝	C1	Mother&#x27;s coming!&quot; Every one <b class="hl">rejoiced</b> but Beth. [sound:s_ch18_rejoice_d80ffb6f.mp3]	“妈妈要回来了！”大家都欣喜万分，只有贝丝例外。	little_women Ch18
thoughtful [sound:w_thoughtful_b492d144.mp3]	'θɒ:tful	adjective	a. 沉思的；体贴的	C1	Laurie lay on the rug, pretending to rest, but staring into the fire with the <b class="hl">thoughtful</b> look which made his black eyes beautifully soft and clear. [sound:s_ch18_thoughtful_21846f2d.mp3]	劳里躺在地毯上，假装在休息，眼睛却盯着炉火，带着那种让他那双黑眼睛……的沉思神情。	little_women Ch18
grief [sound:w_grief_ef3d624e.mp3]	gri:f	noun	n. 悲痛，忧伤；伤心事	B2	Another hour, still no one came, and anxious fears of delay in the storm, or accidents by the way, or, worst of all, a great <b class="hl">grief</b> at Washington, haunted the girls. [sound:s_ch18_grief_3c36caca.mp3]	又过了一个小时，还是没有人来，他们忧心忡忡，怕大雨耽搁了行程，怕路上出事，最怕的还是……	little_women Ch18
eloquent [sound:w_eloquent_d2c26414.mp3]	'elәkwәnt	—	a. 雄辩的，有说服力的；（眼神等）富于表现的	C1	Her eyes were <b class="hl">eloquent</b> with unshed tears. [sound:s_ch18_eloquent_bf89c152.mp3]	她眼中泪水盈盈，千言万语尽在其中。	little_women Ch18(AI 补句)
subdue [sound:w_subdue_5be03b07.mp3]	sәb'dju:	—	v. 控制，抑制；使降服（subdue a feeling）	C1	Laurie drew his hand across his eyes, but could not speak till he had <b class="hl">subdued</b> the choky feeling in his throat and steadied his lips. [sound:s_ch18_subdue_c599783c.mp3]	劳里用手抹了一下眼睛，好一会儿才压住喉咙里那股哽咽，开口说话。	little_women Ch18
brood [sound:w_brood_355d3191.mp3]	bru:d	—	v. 沉思，郁郁地思量（brood over）　n. 一窝	C1	Meg had a quiet rapture, and then <b class="hl">brooded</b> over the letter, while Jo set the sickroom in order, and Hannah &quot;knocked up a couple of pies in case of company unexpected&quot;. [sound:s_ch18_brood_b8011bd4.mp3]	梅格静静地欢喜了一场，随后久久地回味着那封信；乔把病房收拾整齐，汉娜在外面“笃笃”地……	little_women Ch18
gently [sound:w_gently_5f4e484b.mp3]	'dʒentli	—	adv. 轻轻地,温柔地	B2	Holding on to the banisters, she put him <b class="hl">gently</b> away, saying breathlessly, &quot;Oh, don&#x27;t! [sound:s_ch18_gently_23eeae13.mp3]	她扶着栏杆,轻轻把他推开,喘着气说:“哦,别!”	little_women Ch18
