单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
modest [sound:w_modest_0a1784bf.mp3]	'mɒdist	adjective	a. 谦虚的，端庄的；适度的	B2	The pretty, <b class="hl">modest</b> girls are never talked about, except respectfully, among gentleman. [sound:s_ch32_modest_85022fe5.mp3]	那些漂亮而端庄的姑娘从不会被人议论，除非是出于敬重，在绅士们中间也是如此。	little_women Ch32
cure [sound:w_cure_1820b942.mp3]	kjuә	noun	v. 治愈,治好 n. 疗法,对策	B2	But she can pet and comfort him after I&#x27;m gone, and so <b class="hl">cure</b> him of this romantic notion. [sound:s_ch32_cure_1f9f4e80.mp3]	但我走了以后,她可以抚慰他、安慰他,治好他这份罗曼蒂克的念头。	little_women Ch32
distress [sound:w_distress_5f69e94a.mp3]	di'stres	noun	n. 痛苦，苦恼　vt. 使苦恼（be distressed 忧心）	C1	This isn&#x27;t like Beth, and it worries me.&quot; &quot;Have you asked her about it?&quot; &quot;I have tried once or twice, but she either evaded my questions or looked so <b class="hl">distressed</b> that I stopped. [sound:s_ch32_distress_01adcc48.mp3]	“这不像贝丝的性子，我有点担心。”“你问过她吗？”“试过一两次，可她要么……要么就……”	little_women Ch32
worship [sound:w_worship_90cc1846.mp3]	'wә:ʃip	noun	v. 崇拜，敬仰　n. 礼拜；崇拜	C1	But there came a time when Laurie ceased to <b class="hl">worship</b> at many shrines, hinted darkly at one all-absorbing passion, and indulged occasionally in Byronic fits of gloom. [sound:s_ch32_worship_5bacddd6.mp3]	但后来有一天，劳里不再朝许多圣坛顶礼膜拜，而是暧昧地暗示自己迷上了一桩全神贯注的激情……	little_women Ch32
lighten [sound:w_lighten_5974ecef.mp3]	'laitn	—	v. 减轻；使轻松；照亮	C1	Her cheerful talk <b class="hl">lightened</b> the heavy hour for all. [sound:s_ch32_lighten_d8b7a16e.mp3]	她快活的谈话让这段沉闷的时光轻松了不少。	little_women Ch32(AI 补句)
weekly [sound:w_weekly_c803e426.mp3]	'wi:kli	adjective	a. 每周的 adv. 每周	B2	As usual Beth lay on the sofa and Laurie sat in a low chair close by, amusing her with all sorts of gossip, for she depended on her <b class="hl">weekly</b> &#x27;spin&#x27;, and he never disappointed her. [sound:s_ch32_weekly_2130aa94.mp3]	像往常一样,贝丝躺在沙发上,劳里坐在近旁的矮椅里,拿各种闲话逗她开心——她全靠每周这一“串门”,而他从不让她失望。	little_women Ch32
slumber [sound:w_slumber_4604ec2d.mp3]	'slʌmbә	—	n. 睡眠，安睡（slumbers 酣睡）　vi. 安睡	C1	This repulsive pillow was her especial property, being used as a weapon of defense, a barricade, or a stern preventive of too much <b class="hl">slumber</b>. [sound:s_ch32_slumber_adf0fa47.mp3]	这个讨人嫌的枕头是她的专用品，既是防御武器、防御工事，也是严厉的……	little_women Ch32
straightforward [sound:w_straightforward_ffaecb2c.mp3]	streit'fɒ:wәd	adjective	a. 直率的，坦诚的；简单的	C1	It&#x27;s really refreshing to see a sensible, <b class="hl">straightforward</b> girl, who can be jolly and kind without making a fool of herself. [sound:s_ch32_straightforward_e97da7e0.mp3]	“看到这样一个懂事、坦率的姑娘，又能说能笑、心地善良，又不做作，真是令人耳目一新。”	little_women Ch32
fool [sound:w_fool_33655e63.mp3]	fu:l	noun	n. 傻瓜;出洋相的人	B2	It&#x27;s really refreshing to see a sensible, straightforward girl, who can be jolly and kind without making a <b class="hl">fool</b> of herself. [sound:s_ch32_fool_ce8ae0f5.mp3]	看到一位明事理、直爽的姑娘,能快快乐乐、和和气气,又不让自己出丑,真叫人神清气爽。	little_women Ch32
evade [sound:w_evade_56052aa3.mp3]	i'veid	—	v. 躲避，回避（evade a question）	C1	This isn&#x27;t like Beth, and it worries me.&quot; &quot;Have you asked her about it?&quot; &quot;I have tried once or twice, but she either <b class="hl">evaded</b> my questions or looked so distressed that I stopped. [sound:s_ch32_evade_36aef989.mp3]	“这不像贝丝的性子，我有点担心。”“你问过她吗？”“试过一两次，可她总是岔开话题。”	little_women Ch32
vengeance [sound:w_vengeance_7e87ef12.mp3]	'vendʒәns	—	n. 复仇，报复（with a vengeance 变本加厉地）	C1	&quot;Oh dear, we are growing up with a <b class="hl">vengeance</b>. [sound:s_ch32_vengeance_5b3b953c.mp3]	“哎呀，我们都在大大地长大成人了。”	little_women Ch32
intelligible [sound:w_intelligible_af033c10.mp3]	in'telidʒәbl	—	a. 听得清（看得懂）的，明白易懂的	C1	His whisper was hardly <b class="hl">intelligible</b> through the storm. [sound:s_ch32_intelligible_6903cd88.mp3]	在风暴中，他的低语几乎听不清。	little_women Ch32(AI 补句)
query [sound:w_query_7cd9148e.mp3]	'kwiәri	noun	n. 疑问，质询　v. 质疑	C1	She raised a quiet <b class="hl">query</b> about the strange arrangement. [sound:s_ch32_query_21274ae5.mp3]	她对那奇怪的安排提出了一个含蓄的疑问。	little_women Ch32(AI 补句)
ornamental [sound:w_ornamental_4eab2773.mp3]	.ɒ:nә'mentl	—	a. 装饰性的，观赏用的　n. 装饰品	C1	Go and make yourself useful, since you are too big to be <b class="hl">ornamental</b>. [sound:s_ch32_ornamental_a9a9d6bc.mp3]	“既然你大得不能当摆设了，那就去做点有用的事吧。”	little_women Ch32
liberty [sound:w_liberty_abd66376.mp3]	'libәli	noun	n. 自由；冒昧（take the liberty of 冒昧）	B2	You I leave to enjoy your <b class="hl">liberty</b> till you tire of it, for only then will you find that there is something sweeter. [sound:s_ch32_liberty_ea43ff4d.mp3]	“你，我随便享受你的自由，直到你腻了为止，因为只有到那时你才会发现……”	little_women Ch32
tragic [sound:w_tragic_ab61a678.mp3]	'trædʒik	adjective	a. 悲惨的；悲剧的	B2	&quot;Let us say nothing about it to him till the plan is settled, then I&#x27;ll run away before he can collect his wits and be <b class="hl">tragic</b>. [sound:s_ch32_tragic_50da1697.mp3]	“计划定妥之前我们对他只字不提，然后我在他还来不及……之前就跑掉。”	little_women Ch32
foolish [sound:w_foolish_0e2adffc.mp3]	'fu:liʃ	—	a. 愚蠢的,傻的	B2	Now then.&quot; &quot;I&#x27;m glad of it, that&#x27;s one of your <b class="hl">foolish</b> extravagances, sending flowers and things to girls for whom you don&#x27;t care two pins,&quot; continued Jo reprovingly. [sound:s_ch32_foolish_3f2a402a.mp3]	“那才好呢,向对你毫不在意的姑娘送花送物,是你愚蠢的挥霍之一,”乔接着责备道。	little_women Ch32
tremble [sound:w_tremble_8c1b9798.mp3]	'trembl	—	v. 颤抖，发抖　n. 战栗（fear and trembling 战战兢兢）	B2	When all was settled, with fear and <b class="hl">trembling</b> she told Laurie, but to her surprise he took it very quietly. [sound:s_ch32_tremble_8de8a9eb.mp3]	一切商定之后，她战战兢兢地把这事告诉了劳里，可出乎意料，他听得十分平静。	little_women Ch32
