单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
decidedly [sound:w_decidedly_1a71e9dd.mp3]	di'saididli	—	果断地；显然，毫无疑问	C1	&quot;I shall get a nice box of Faber&#x27;s drawing pencils; I really need them,&quot; said Amy <b class="hl">decidedly</b>. [sound:s_ch01_decidedly_dd958574.mp3]	“我真的需要它们，”艾米说得斩钉截铁。	little_women Ch1
slipper [sound:w_slipper_edec59fb.mp3]	'slipә	—	拖鞋	C1	The clock struck six and, having swept up the hearth, Beth put a pair of <b class="hl">slippers</b> down to warm. [sound:s_ch01_slipper_3fa43b31.mp3]	钟敲了六下，贝丝扫完壁炉，把一双拖鞋放上去烤暖。	little_women Ch1
sigh [sound:w_sigh_49ac96a9.mp3]	sai	noun	n. 叹息　vi. 叹气；渴望	B2	&quot;It&#x27;s so dreadful to be poor!&quot; <b class="hl">sighed</b> Meg, looking down at her old dress. [sound:s_ch01_sigh_d96b6597.mp3]	“穷成这样太糟了！”梅格低头看着旧裙子叹气道。	little_women Ch1
sketch [sound:w_sketch_3e862665.mp3]	sketʃ	noun	n. 素描，草图；短剧　v. 画速写	C1	Jo pulled a pencil from her pocket and dashed off a hasty <b class="hl">sketch</b> of the room on the back of an old envelope. [sound:s_ch01_sketch_b26f5ca1.mp3]	乔从衣袋里掏出铅笔，在旧信封背面匆匆勾了一幅姐妹们的速写。	little_women Ch1(AI 补句)
delight [sound:w_delight_2a17ce14.mp3]	di'lait	noun	n. 喜悦；乐事　vt. 使高兴	B2	Beth ate no more, but crept away to sit in her shadowy corner and brood over the <b class="hl">delight</b> to come, till the others were ready. [sound:s_ch01_delight_19999ca6.mp3]	贝丝不再吃东西，悄悄溜到她阴暗的角落里坐下，心里盘算着即将到来的欢乐，直到大家准备就绪。	little_women Ch1
bundle [sound:w_bundle_d59795de.mp3]	'bʌndl	—	n. 捆，束；包袱　v. 胡乱塞进；匆忙打发	B2	Where are our <b class="hl">bundles</b>?&quot; asked Amy, who was a very literal young lady. [sound:s_ch01_bundle_fac4e8f0.mp3]	“我们的包袱在哪儿？”艾米问——她是个特别较真的姑娘。	little_women Ch1
jolly [sound:w_jolly_cf424630.mp3]	'dʒɒli	—	a. 快乐的，愉快的　adv.（口）非常	C1	It was a <b class="hl">jolly</b> little supper, with the sisters&#x27; laughter ringing round the table. [sound:s_ch01_jolly_a79669b8.mp3]	那是一顿愉快的小晚餐，姐妹们的笑声在桌边回荡。	little_women Ch1(AI 补句)
tone [sound:w_tone_4429f685.mp3]	tәun	noun	语气，语调；色调；调子	B2	&quot;I know I do—teaching those tiresome children nearly all day, when I&#x27;m longing to enjoy myself at home,&quot; began Meg, in the complaining <b class="hl">tone</b> again. [sound:s_ch01_tone_51da8aaa.mp3]	“我知道——整天教我那些烦人的学生，而我巴不得待在家里好好享福。”梅格又用那抱怨的语气开了口。	little_women Ch1
tire [sound:w_tire_63f72cc7.mp3]	taiә	—	v. 使疲倦；使厌倦（tired 疲惫的）	B2	Jo, you look <b class="hl">tired</b> to death. [sound:s_ch01_tire_31219d09.mp3]	乔，你看上去累坏了。	little_women Ch1
tear [sound:w_tear_57c16e02.mp3]	tiә. tєә	noun	n. 眼泪；裂缝　v. 撕，扯	B2	Amy&#x27;s eyes were full of <b class="hl">tears</b>, and she declared she would never speak of her pears again. [sound:s_ch01_tear_477cb4f9.mp3]	艾米眼里噙着泪，说她再也不提她的梨子了。	little_women Ch1(AI 补句)
