单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
pause [sound:w_pause_ef8d2995.mp3]	pɒ:z	noun	v. 停顿，暂停　n. 间歇	B2	She saw Mr. Lawrence drive off, and then sallied out to dig her way down to the hedge, where she <b class="hl">paused</b> and took a survey. [sound:s_ch05_pause_0a95ad29.mp3]	她看着劳伦斯先生驾车离去，然后出门一路铲雪来到树篱边，在那里停下脚步观望。	little_women Ch5
sentimental [sound:w_sentimental_5ce1abec.mp3]	.senti'mentl	—	a. 多愁善感的，感伤的	C1	Italians are always nice,&quot; said Meg, who was a little <b class="hl">sentimental</b>. [sound:s_ch05_sentimental_af260c71.mp3]	“意大利人总是那么和气，”梅格说，她是个有点多愁善感的姑娘。	little_women Ch5
praise [sound:w_praise_59dfae37.mp3]	preiz	noun	v. 称赞，赞美　n. 赞扬	B2	She wished Beth could hear him, but she did not say so, only <b class="hl">praised</b> him till he was quite abashed, and his grandfather came to his rescue. [sound:s_ch05_praise_61051699.mp3]	她真希望贝丝也听听他演奏，可她没有说出来，只是一味夸他，夸得他窘得不行，这时他祖父来接他回家。	little_women Ch5
lively [sound:w_lively_49ab5955.mp3]	'laivli	adjective	a. 活泼的，有生气的；生动的	B2	He needs a party of jolly boys to play with, or somebody young and <b class="hl">lively</b>. [sound:s_ch05_lively_68e02bf4.mp3]	他需要一帮快活的男孩一起玩耍，或者需要个年轻活泼的人陪他。	little_women Ch5
splendid [sound:w_splendid_f26bfca6.mp3]	'spendid	—	a. 极好的；壮丽的，辉煌的	B2	Mother is so <b class="hl">splendid</b>, she&#x27;d do you heaps of good, and Beth would sing to you if I begged her to, and Amy would dance. [sound:s_ch05_splendid_3d34167e.mp3]	“妈妈是那么好，她会让你受益无穷；我要去求贝丝，她会给你唱歌，艾米会给你跳舞。”	little_women Ch5
exclaim [sound:w_exclaim_99675423.mp3]	iks'kleim	—	v. 惊叫，呼喊	B2	Before he could more, a bell rang, and Jo flew up, <b class="hl">exclaiming</b> with alarm, &quot;Mercy me! [sound:s_ch05_exclaim_89329980.mp3]	他还没来得及多说，铃声响了，乔冲上楼来，惊慌地喊道：“天哪！”	little_women Ch5
mercy [sound:w_mercy_98f785e3.mp3]	'mә:si	noun	n. 仁慈，慈悲；幸运（Mercy me! 哎呀，天哪！）	C1	Before he could more, a bell rang, and Jo flew up, exclaiming with alarm, &quot;<b class="hl">Mercy</b> me! [sound:s_ch05_mercy_2fc74bde.mp3]	他还没来得及多说，铃声响了，乔冲上楼来，惊慌地喊道：“我的天哪！”	little_women Ch5
grand [sound:w_grand_6d22906e.mp3]	grænd	adjective	a. 宏伟的，气派的；豪华的	B2	It was a <b class="hl">grand</b> old house, with wide halls and tall windows. [sound:s_ch05_grand_247e79cb.mp3]	那是一幢气派的旧宅，门厅宽阔，窗户高挑。	little_women Ch5(AI 补句)
broom [sound:w_broom_ba669755.mp3]	bru:m	—	n. 扫帚	C1	Jo nodded and laughed, and flourished her <b class="hl">broom</b> as she called out . . . [sound:s_ch05_broom_2730d199.mp3]	乔点了点头笑了，挥舞着扫帚喊道……	little_women Ch5
basket [sound:w_basket_c9be014f.mp3]	'bɑ:skit	noun	n. 篮子	B2	Beth says I never know when to stop.&quot; &quot;Is Beth the rosy one, who stays at home good deal and sometimes goes out with a little <b class="hl">basket</b>?&quot; asked Laurie with interest. [sound:s_ch05_basket_4b117b65.mp3]	“贝丝说我从不知道什么时候该停嘴。”“贝丝就是那个脸蛋红红的、常待在家里、偶尔挎着小篮子出门的姑娘吗？”	little_women Ch5
