单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源
lid	lid	—	n. 盖子（on the lid）；眼睑	B2	Meg on the first lid, smooth and fair.	梅格躺在那口小箱的第一格里，安详而美丽。	little_women Ch46
paddle	'pædl	—	v. 划桨；戏水　n. 桨	C1	The ducks paddled about the sunny pond.	鸭子在阳光下的池塘里游来游去。	little_women Ch46
remains	ri'meins	noun	n. 剩余；遗迹（so short a time remains 时光无多）	C1	"I am bold to say it in spite of the rain, because so short a time remains to me." "Yes, sir," and Jo nearly crushed the small flowerpot with the sudden squeeze she gave it.	“纵使下着雨，我也要冒昧说出这句话，因为留给我的时间已经不多了。”“是的，先生。”乔差点……	little_women Ch46
precipitate	pri'sipiteit	—	a. 仓促的，突如其来的　v. 促成；使陷入	C1	His precipitate departure left them all surprised.	他仓促的离去让大家都吃了一惊。	little_women Ch46
deed	di:d	noun	n. 行为，事迹（a good deed 善举）；契约	C1	Her kind deeds were remembered long after she left.	她离开很久之后，人们仍记得她的善举。	little_women Ch46
baffle	'bæfl	—	v. 使困惑，难住（baffling 令人费解的）	C1	A drop of rain on her cheek recalled her thoughts from baffled hopes to ruined ribbons.	一滴雨落在她脸上，把她从希望的落空拉回到被毁的缎带上。	little_women Ch46
stationary	'steiʃ(ә)nәri	—	a. 静止不动的，固定不动的	C1	The fact that a somewhat dilapidated blue one remained stationary above the unprotected bonnet attracted her attention, and looking up, she saw Mr. Bhaer looking down.	一把有点破旧的蓝伞恒定地停在那顶毫无遮护的软帽上方，这引起了她的注意……	little_women Ch46
contradiction	.kɒntrә'dikʃәn	noun	n. 矛盾；反驳（in contradiction with）	C1	There was no contradiction in anything she said.	她说的话里没有任何自相矛盾之处。	little_women Ch46
succession	sәk'seʃәn	noun	n. 一连串（in quick succession 接二连三）；继承	C1	In quick succession, three visitors arrived at the door.	一连来了三位客人，一个接一个。	little_women Ch46
distort	dis'tɒ:t	verb	v. 使变形；歪曲，曲解（distort the truth）	C1	Then distorting his pockets with knobby bundles, and giving her the flowers to hold, he put up the old umbrella, and they traveled on again.	随后他把口袋里塞满鼓鼓囊囊的纸包，把花交给她拿着，撑起那把旧伞……	little_women Ch46
magical	'mædʒikәl	adjective	a. 魔术般的，迷人的，奇妙的	C1	The garden had a magical quality in the moonlight.	月光下的花园有一种迷人的魔力。	little_women Ch46
reclaim	ri'kleim	—	v. 要回，取回；改造（reclaim a load 把一堆东西要回来）	C1	Make up your mind to that, or I'll never go," she added resolutely, as he tried to reclaim his load.	“你得先想明白这点，否则我绝不走。”她决然地说，这时他正想把那一堆东西要回去。	little_women Ch46
sparrow	'spærәu	—	n. 麻雀	C1	A little sparrow hopped fearlessly on the window sill.	一只小麻雀毫无惧色地在窗台上跳来跳去。	little_women Ch46
prime	praim	adjective	n. 鼎盛时期（in one's prime）；精华　a. 首要的	B2	Four little chests all in a row, Dim with dust, and worn by time, Four women, taught by weal and woe To love and labor in their prime.	“四只小木箱排成一行，蒙着灰尘，被岁月磨旧；四个女人经风历雨，学会去爱与……	little_women Ch46
