单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
flew up		phrase	飞奔上前,扑向(形容急切而欢喜地冲向某人)	TOE	Then she knew him, and <b class="hl">flew up</b>, crying joyfully . . . [sound:s_ch43_flew_up_3bce8cf4.mp3]	然后她认出了他,就飞也似的冲上前去,喜极而泣……	little_women Ch43	这里的 fly 不是「飞」,而是「飞快地冲」。flew up 借鸟飞的动作,形容人满心欢喜、迫不及待地朝某人扑过去,画面感远强于 ran up。常见的同类搭配还有 fly at(扑向)、fly into one&#x27;s arms(扑进某人怀抱)。特别适合写久别重逢、喜出望外的场景,比平铺直叙的 rush over 更有情绪。	几年没见的亲人突然出现在门口,你像小鸟一样张开手臂「飞」过去,扑进她怀里。
warbled away		phrase	婉转地唱个不停(兴致勃勃地一直唱下去)	TOE	But she would have consented if he had proposed to sing a whole opera, and <b class="hl">warbled away</b>, blissfully regardless of time and tune. [sound:s_ch43_warbled_away_225ee1b8.mp3]	但就算他提议把整部歌剧都唱完她也会答应,然后就那么婉转地唱个没完,全然不管时间,也全然不在意调子对不对,自得其乐。	little_women Ch43	warble 本指鸟儿婉转啼鸣,引申为「用颤音唱歌」;away 跟在动词后面表示「一直……下去」,如 talk away、work away。合起来就是「兴致勃勃地唱个不停」,俏皮又生动。写一个人陶醉在歌声或爱好里、乐在其中时非常好用,比 keep singing 更有画面。	一只黄莺落在枝头,摇着脑袋婉转地唱了一下午,连跑调了都浑然不觉。
course you did		phrase	你当然会那么干啦!(口语,表示果然如此、不出所料)	TOE	So I just settled the difficulty by saying, &#x27;Let&#x27;s be married, and then we can do as we like&#x27;.&quot; &quot;Of <b class="hl">course you did</b>. [sound:s_ch43_course_you_did_2248b7a2.mp3]	「于是我就这样解决了难题:『那咱们结婚吧,结了婚就能想干什么干什么了。』」「你当然会这么说啦!」	little_women Ch43	这是 of course you did 的口语省略——of 轻读弱化后几乎听不见,就成了 course you did。它是极地道的回应短句,意思是你果然那么做了、那种事你当然干得出来,带着「果然不出所料」的笑意与亲近。朋友讲起自己得意勇莽的举动时,用这句接话既自然又俏皮,比直白的 Of course 更完整更有对话感。	朋友眉飞色舞地跟你讲他干的好事,你一拍大腿:「你当然干得出来啦!」
scorn [sound:w_scorn_4c3ffb81.mp3]	skɒ:n	—	n. 轻蔑（with scorn）　v. 不屑（scorn to do）	C1	She <b class="hl">scorned</b> to take the easy way out. [sound:s_ch43_scorn_6aed8c2c.mp3]	她不屑于走轻松的路子。	little_women Ch43(AI 补句)	<b>1. 逐项解析:</b><br>She 是主语,人称代词,指前文那位心高气傲的女性(小说里多半是乔或她的姐妹)。scorned 是本句谓语,动词过去式;这里 scorn 作及物动词,后接不定式 to take,意思是&quot;不屑于做某事&quot;,与名词义&quot;轻蔑(带着一脸轻蔑)&quot;同源,但词性不同。to take the easy way out 是不定式短语,作 scorn 的宾语;the easy way out 是个固定搭配,指&quot;最容易、最省事的那条出路&quot;,take the easy way out 即&quot;挑捷径、逃避麻烦&quot;。全句没有问号也没有感叹号,却靠 scorn 这一个词把人物的傲气顶得满满的。<br><br><b>2. 整句解读:</b>整句话的意思是:她太有骨气,不肯挑轻松省事的路走。英语语序是&quot;主语+动词+不定式&quot;,中文翻成&quot;她不屑于走轻松的路子&quot;,把&quot;不屑&quot;这个态度动词提前,语气反而更冲。读者能从这短短一句里读出人物的自尊与倔强:不是不能取巧,而是打心底瞧不上取巧。语感上是第三人称的简洁评述,干净利落,像一句判词。<br><br><b>3. 文化点:</b>本句出自 19 世纪小说,是重视品格的成长故事。那个时代的小说爱用&quot;不屑做某事&quot;来写女主角的骨气与操守——取巧、抄近道在当时的道德观下是品格污点,所以 scorn 在此不仅是情绪,更是一种道德姿态。	想象一只高贵的白猫对地上的剩饭连瞥都不瞥,一甩头走开——scorn,就是那记&quot;不值得我碰&quot;的眼神。
stray [sound:w_stray_adbc5ec9.mp3]	strei	—	v. 走神，偏离（stray to 扯到）；走失　a. 迷路的	C1	Then he seemed quite inspired, though the burial customs of the ancients, to which the conversation had <b class="hl">strayed</b>, might not be considered an exhilarating topic. [sound:s_ch43_stray_e11051ae.mp3]	随后他似乎兴致来了，尽管谈话已经跑偏到古人的殡葬习俗上……	little_women Ch43	<b>1. 逐项解析:</b>Then 是时间副词,&quot;随后,那时候&quot;。he seemed quite inspired 是主句:seem 作系动词,quite 表&quot;相当&quot;,inspired 是过去分词作表语,指&quot;忽然兴致勃勃、来了灵感&quot;。though 引出让步状语从句,&quot;尽管&quot;。从句主干是 the burial customs of the ancients might not be considered an exhilarating topic:burial customs 意为&quot;殡葬习俗&quot;,of the ancients 是介词短语作后置定语,指&quot;古人的&quot;;might not be considered 是被动语态,&quot;未必会被认为是&quot;;exhilarating 意为&quot;令人振奋的&quot;,exhilarating topic 就是&quot;能提神的话题&quot;。中间插入了一段非限定性定语从句 to which the conversation had strayed:to which 中的 to 来自固定搭配 stray to(偏到、扯到),介词提前放在关系词前;the conversation had strayed 用过去完成时,表示&quot;谈话已经偏离了轨道&quot;。stray 本义是&quot;走失、迷路&quot;,这里引申为话题&quot;走散、跑偏&quot;。<br><br><b>2. 整句解读:</b>全句是一个&quot;先扬后抑&quot;的俏皮结构:主句说&quot;他随后兴致勃发&quot;,让步从句立刻泼一盆冷水——可惜两人聊到的是古人的殡葬习俗,这种话题实在谈不上提神;插入语则交代了这个沮丧话题的来历:是谈话自己&quot;走散&quot;到那儿去的。时间顺序本来是&quot;先跑偏,再兴致勃勃&quot;,作者刻意倒过来写,先抛亮面、再拆台,读来像朋友间的打趣。中文把英语的定语从句拆出来,译成&quot;尽管谈话已经跑偏到古人的殡葬习俗上&quot;,语序变自然,后面的省略号配合原文没说完的俏皮口吻。<br><br><b>3. 文化点:</b>19 世纪家庭小说里,年轻人的闲聊话题常漫无边际。殡葬习俗之类的话题即便在当时也被视为不适合轻松社交场合的闷料,作者偏用&quot;令人振奋&quot;这种褒义词反着搭配,形成英式的反讽幽默,也照见人物心不在焉却自得其乐的氛围。	想象一条小狗偷偷离开主人脚边的路,一头钻进草丛追蝴蝶去了——话题 stray 到殡葬习俗,就像这只跑偏的小狗。
grasshopper [sound:w_grasshopper_20c3198f.mp3]	'græshɒpә	—	n. 蚱蜢，蝗虫（no more idea of music than a grasshopper 对音乐一窍不通）	C1	We go <b class="hard">excellently</b> well together.&quot; A pleasing fiction, by the way, for Jo had no more idea of music than a <b class="hl">grasshopper</b>. [sound:s_ch43_grasshopper_1bd662ba.mp3]	“我们俩配合得再好不过了。”顺带说一句，这是句讨人喜欢的大话，因为乔对音乐一窍不通，不比一只蚱蜢强……	little_women Ch43	<b>1. 逐项解析:</b>引号内是人物的一句台词:We go excellently well together,go 在此不是&quot;走&quot;,而是口语里&quot;(两人)配合、合得来&quot;的意思;excellently 是超纲词,意为&quot;极好地&quot;,和 well 叠在一起,把&quot;配合得不能再好&quot;渲染到夸张程度。A pleasing fiction 是个独立名词短语,承接上一句直接下评语:pleasing&quot;讨人喜欢的&quot;,fiction&quot;虚构、编出来的话&quot;——即一句漂亮的大话。by the way 是插入语,&quot;顺带说一句&quot;,作者跳出来向读者爆料。for 是连词,表原因,&quot;因为&quot;。Jo had no more idea of music than a grasshopper 引出真正的原因:idea of music 指&quot;对音乐的认知、乐感&quot;;no more...than 结构表示&quot;不比……更,其实和……一样(少)&quot;,即&quot;乔对音乐的了解,和一只蚱蜢差不多&quot;。grasshopper 就是&quot;蚱蜢、蝗虫&quot;。<br><br><b>2. 整句解读:</b>整段是&quot;台词加旁白&quot;的组合:人物先大言不惭地说&quot;咱俩配合得不能再好了&quot;,作者的旁白立刻拆台——&quot;这是句讨人喜欢的大话&quot;,接着用 no more...than 的比喻给出证据:乔的音乐细胞,约等于一只草虫。拿昆虫来比人的弱项,是一种自嘲式、带亲昵感的挖苦,把&quot;一窍不通&quot;说得既夸张又好笑。中文用&quot;不比一只蚱蜢强&quot;保留了这个画面,没有直接写成&quot;一窍不通&quot;,正是为了留住那股俏皮劲儿。<br><br><b>3. 文化点:</b>英文里拿蚱蜢做比喻,常取其&quot;天性上隔着十万八千里&quot;的意味;伊索寓言中蚱蜢只顾鸣叫嬉戏,与音乐、闲逸也沾边。《小妇人》写乔这位冒冒失失的假小子时常这样打趣,蚱蜢一入句,画面和笑声就都来了。	想象草丛里一只蚱蜢,听见旁边有人哼歌,歪着触角一脸茫然——乔的音乐细胞,就长成这副表情。
regardless [sound:w_regardless_68970a95.mp3]	ri'gɑ:dlis	adverb	adv. 不顾,不管(regardless of: 全然不顾)	B2	But she would have <b class="hard">consented</b> if he had proposed to sing a whole <b class="hard">opera</b>, and warbled away, blissfully <b class="hl">regardless</b> of time and tune. [sound:s_ch43_regardless_b336dbc5.mp3]	但就算他提议唱整部歌剧她也会答应的,便婉转地唱起来,全然不顾节奏与音准,乐在其中。	little_women Ch43	<b>1. 逐项解析:</b>句首的 But 承接上文,表转折。she would have consented if he had proposed to sing a whole opera 是一个与过去事实相反的虚拟语气:would have consented 表示&quot;她(当时)是会答应的&quot;,consent 意为&quot;同意、应允&quot;,consent to do 是固定搭配;if he had proposed... 是条件从句,propose to do 意为&quot;提议做某事&quot;;a whole opera 指&quot;整部歌剧&quot;,opera 是超纲词,意为&quot;歌剧&quot;。and warbled away 与主句并列,warbled 本是拟鸟鸣的动词&quot;啭鸣、婉转地唱&quot;,用来写人声带着俏皮味,away 跟在动词后表示&quot;不停歇地……&quot;。句尾的状语 blissfully regardless of time and tune 是全句的点睛之笔:blissfully&quot;幸福地、乐陶陶地&quot;;regardless of 是固定搭配,&quot;全然不顾&quot;;time 在乐理语境中指&quot;拍子、节奏&quot;,tune 指&quot;曲调、调子&quot;。意思是唱得忘我,连节拍和音准都不要了。<br><br><b>2. 整句解读:</b>整句话用虚拟语气搭了一个夸张的假设:哪怕对方真提议&quot;来,唱整部歌剧吧&quot;,她也会满口答应,然后真的哇哇唱个没完,幸福到把节奏和音准全抛到九霄云外。三个段位层层加码——应允、开唱、忘形——把&quot;开心到头脑发热&quot;写得活灵活现。中文先把条件句译成&quot;但就算他提议唱整部歌剧她也会答应的&quot;,再用&quot;全然不顾节奏与音准,乐在其中&quot;收尾,顺序与英文一致,读来顺畅。<br><br><b>3. 文化点:</b>19 世纪的家庭沙龙里,弹琴唱歌是青年聚会的固定节目,歌剧则被奉为高雅艺术,所以&quot;提议唱整部歌剧&quot;自带夸张的玩笑色彩。warbled 用鸟鸣词来写人声,是英国小说常用来&quot;破高雅&quot;的俏皮手法,暗示唱得虽不专业,兴致却满格。	想象一个人抱着吉他闭眼唱到忘我,邻居敲墙都听不见——regardless,就是那副连拍子、调子都不要了的陶醉劲儿。
surrender [sound:w_surrender_3647690b.mp3]	sә'rendә	verb	n. 投降（unconditional surrender 无条件投降）　v. 交出；屈服	C1	A flank movement produced an unconditional <b class="hl">surrender</b>, however, for Laurie knew where to have him. [sound:s_ch43_surrender_d25a0a3b.mp3]	不过一次侧翼迂回还是让他乖乖缴了械，因为劳里知道怎么制住他。	little_women Ch43	<b>1. 逐项解析:</b>A flank movement 是主语:flank 在此作定语,意为&quot;侧翼&quot;,movement 意为&quot;调动、机动&quot;,flank movement 是军事术语,指&quot;侧翼迂回、包抄&quot;。produced 是谓语,意为&quot;产生、促成了&quot;。an unconditional surrender 是宾语:unconditional&quot;无条件的&quot;,surrender&quot;投降&quot;,这是固定军事词组,标准译法是&quot;无条件投降&quot;。however 作插入语,表转折,&quot;不过、然而&quot;。for 是连词,表原因,&quot;因为&quot;(书面语常用)。Laurie knew where to have him 是原因从句:Laurie 是《小妇人》中的人物名(劳里);know where to have someone 是口语习语,意思是&quot;心里有底,知道怎么拿捏、制住对方&quot;,字面是&quot;知道在哪儿拿住他&quot;。全句把一场较量(结合上下文是斗嘴或下棋式的热闹交锋)写成了一场军事战役。注意本句里 surrender 用的是名词义&quot;投降&quot;,词条里同时列有动词义&quot;交出、屈服&quot;。<br><br><b>2. 整句解读:</b>作者故意用军事大词描绘一件小打小闹的事:一次&quot;侧翼迂回&quot;,就打出了一场&quot;无条件投降&quot;。however 插在句中,让前后的反差更明显——战果听着辉煌,原因却很简单:劳里出手有谱,怎么也能拿住对方。中文译成&quot;一次侧翼迂回还是让他乖乖缴了械&quot;,把军事比喻收进&quot;乖乖缴械&quot;的轻松画面,贴住了原文开玩笑的口气;后句&quot;因为劳里知道怎么制住他&quot;顺势解释,语气自然。<br><br><b>3. 文化点:</b>《小妇人》中劳里与乔这对玩伴常斗嘴嬉闹,作者惯用战争、军事词汇来形容孩子的玩闹,把小场面说得煞有介事,透出长辈般的逗趣与偏爱。surrender 这种大词配小事,正是 19 世纪家庭小说擅长的幽默落差。	想象棋盘上最后一步被将死,小男孩笑嘻嘻举起双手喊&quot;投降&quot;——surrender,就是那只乖乖放下武器的手。
hoarse [sound:w_hoarse_059701c4.mp3]	hɒ:s	—	a. （嗓子）沙哑的	C1	It was fortunate that tea was at hand, to produce a <b class="hard">lull</b> and provide refreshment—for they would have been <b class="hl">hoarse</b> and faint if they had gone on much longer. [sound:s_ch43_hoarse_88f528e6.mp3]	幸好茶点就在手边，正好让大家歇歇嗓子、补充体力——不然他们早就吵哑了……	little_women Ch43	<b>1. 逐项解析:</b>句首 It was fortunate that... 是形式主语结构:it 只是个占位主语,真正的主语是后面 that 引出的从句,译为&quot;幸好……&quot;。tea was at hand 是 that 从句的主干:tea&quot;茶、茶点&quot;,at hand 是固定搭配,&quot;就在手边、唾手可得&quot;。to produce a lull and provide refreshment 是不定式短语,说明茶点的作用:produce&quot;带来、产生&quot;,lull 是超纲词,意为&quot;短暂的平息、间歇&quot;;provide&quot;提供&quot;,refreshment&quot;提神之物、茶点(常用复数)&quot;。破折号之后是 for they would have been hoarse and faint if they had gone on much longer:for 在此表原因,&quot;因为&quot;;would have been... if they had gone on 是虚拟语气,回溯当时&quot;如果继续下去,则会如何&quot;;hoarse 意为&quot;(嗓子)沙哑的&quot;,faint 意为&quot;(因疲倦而)虚弱的&quot;;go on&quot;继续下去&quot;。<br><br><b>2. 整句解读:</b>全句用破折号隔出两层意思:先说幸好茶点近在眼前,能让大伙儿歇一歇、补一补;破折号后立刻用虚拟语气追一句——要是再不停下来,他们早就要吵哑嗓子、吵到虚脱了。fortunate 与 would have been 一正一反,把茶点的出现衬托得像及时雨。中文把不定式的两层换成&quot;正好让大家歇歇嗓子、补充体力&quot;,落到人物身上,读来亲切;&quot;不然他们早就吵哑了&quot;用口语把虚拟语气顺下来,轻快收尾。<br><br><b>3. 文化点:</b>在英国及新英格兰的家庭社交里,茶点(tea)常是争论、兴奋之后的&quot;休战信号&quot;,端茶上桌往往意味着给话题降温、给嗓子歇口气。《小妇人》这类家庭小说常用&quot;茶点到场&quot;来调节叙事节奏,把喧闹场面适时收住,茶点既是实物,也是社交的润滑剂。	想象演唱会吼了一整夜,第二天开口声音像破风扇——hoarse,就是嗓子哑到只剩&quot;哼不出声&quot;的那股破音。
lapse [sound:w_lapse_87e7463a.mp3]	læps	—	n. 间隔（after a lapse of）；失误（a lapse of memory）　v. 陷入	C1	After a <b class="hl">lapse</b> of weeks, she wrote to him again. [sound:s_ch43_lapse_9b8aeabd.mp3]	过了几个星期之后，她又给他写了信。	little_women Ch43(AI 补句)	<b>1. 逐项解析:</b><br>● After:介词,表示「在……之后」,引导一个时间状语成分。<br>● a lapse of weeks:lapse 此处为名词,本义是「短暂的中断、一段时间的间隔/流逝」。a lapse of weeks 即「几个星期的间隔」。注意 lapse 常与 of 连用,如 a lapse of time(时间的流逝)、a lapse of memory(一时失忆/记错)。在这个搭配里,它强调的不是单纯的一段时间,而是「这中间存在着空缺、停滞」的那段跨度。<br>● she:代词,作主语,指写信的「她」。<br>● wrote to him again:write to sb. 是固定搭配,意为「给某人写信」,这里用的是过去式 wrote;again 是副词,「又、再一次」。<br><br><b>2. 整句解读:</b>全句结构是「After a lapse of weeks(时间状语)+ she wrote to him again(主句)」,直译是「在数周的间隔之后,她又写信给他了」。lapse 带着「中断、空白」的分量,比简单地用 some weeks 更有「这段时间两人一直没联系」的潜台词,语气平静而略带距离。中文译文把 a lapse of weeks 顺译为「过了几个星期」,把「间隔、耽搁」的意思收进时间状语里,自然流畅。「又」字对应 again,点出这是一次重新联系的举动。<br><br><b>3. 文化点:</b>19 世纪小说背景里书信是远距离交流的主要方式,「隔了数周才去信」常常暗示犹豫、疏远或情感上的迟疑。lapse 用于人际交往时自带「空档感」——那段时间是空白,不是忙碌。	想象一本厚日历,中间被抽走了一摞「星期」,空白一个月后,她终于重新提起了笔写信。
