word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
charm,b2,noun,3.13,3,62,tʃɑ:m,"n. 吸引力, 魔力, 符咒 / vt. 迷住, 使陶醉, 行魔法 / vi. 用符咒, 有魅力",研六雅宝,4768,4348,"[6, 19, 97]","[41, 33, 20]",The old house had a quiet charm that won all who entered it.,-1,n. 魅力，吸引力；护身符　vt. 迷住,这幢老宅有一种宁静的魅力，走进来的人都被它打动。,1
pride,b2,noun,3.07,2,37,praid,"n. 骄傲, 自尊心, 自豪, 精华, 勇气 / vt. 以...自豪",中高研四六托,2801,2878,"[4, 111]","[5, 34]",So they soon forgot their pride and interchanged kindnesses without stopping to think which was the greater.,26,n. 自尊，自豪；骄傲　（pride oneself on 以…为傲）,于是她们很快忘了面子上的较劲，相互示好也不再计较谁让得多。,
humble,c1,adjective,3.06,3,18,'hʌmbl,"a. 低下的, 谦逊的, 粗陋的 / vt. 使...卑下, 降低...地位, 贬抑",研四六托雅宝,5970,6375,"[3, 85, 90]","[38, 12, 1]","""'Your humble servant, James Laurence'.",7,a. 谦逊的；卑微的；简陋的,“您谦卑的仆人，詹姆斯·劳伦斯。”,
joy,b2,noun,2.9833,1,29,dʒɒi,"n. 欢喜, 乐事, 高兴 / vt. 使快乐, 令人高兴 / vi. 欢喜",中高研四,2816,2881,[95],[18],"Let's hear the sound of the baby pianny,"" said Hannah, who always took a share in the family joys and sorrows.",93,"n. 欢乐,高兴;乐事,令人高兴的事","“让我们听听宝贝钢琴的声音吧,”汉娜说——她总是分享这个家庭的喜怒哀乐。",
mischief,c1,,2.9133,1,17,'mistʃif,"n. 损害, 伤害, 灾祸, 恶作剧, 淘气",研六雅,11810,9589,[13],[4],"He can't get into mischief in that little nunnery over there, and Mrs. March is doing more for him than we can."" What good times they had, to be sure.",18,n. 恶作剧，淘气；损害（get into mischief 闯祸）,“他关在那座小修道院里搞不出名堂来，而马奇太太为他做的比我们能做的多得多。”,
earnest,c1,,2.9133,1,17,'ә:nist,"n. 定金, 诚挚, 认真 / a. 认真的, 热心的, 重要的",研四六托宝,7000,9569,[29],[42],She was so earnest in her wish to help that no one could refuse her.,-1,a. 认真的；诚挚的（in earnest 当真）,她帮忙的心意那样恳切，谁也没法拒绝她。,1
afterward,b2,,2.91,2,24,'ɑ:ftәwәd,"adv. 然后, 后来",高研四六,4195,33038,"[9, 104]","[11, 14]",They would have been still more amazed if they had seen what Beth did afterward.,70,"adv. 后来,以后,随后","如果她们看到贝丝后来的举动,还会更加惊讶。",
astonish,c1,,2.8867,1,16,ә'stɒniʃ,vt. 使惊讶,高研四托,12542,18564,[107],[17],"If the roof of the house had suddenly flown off, the old gentleman wouldn't have been more astonished.",91,v. 使惊讶，使震惊,就算屋顶突然被掀飞了，这位老先生也不至于比这更吃惊。,
grave,b2,adjective,2.8767,1,25,greiv,"n. 墓穴, 坟墓, 终结, 死亡 / a. 庄重的, 严肃的, 重大的, 低沉的 / vt. 雕刻",研四六雅宝,3358,3630,[58],[3],"A cluster of grave yet cheerful pansies on a deeper purple ground was pronounced very appropriate and pretty, and Beth worked away early and late, with occasional lifts over hard parts.",13,n. 坟墓　a. 严肃的，庄重的,一簇庄重而又明快的三色堇，衬在深紫色的底子上，被大家一致认为恰到好处、十分漂亮，贝丝便认真地绣了起来。,
vanish,b2,verb,2.8767,1,25,'væniʃ,"vi. 消失, 不见, 成为零",研四六托雅,3949,4129,[110],[15],The smile vanished from his face as quickly as it had come.,-1,v. 消失，突然不见,笑容从他脸上消失，快得像它来时一样。,1
