word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
creep,c1,verb,2.78,1,12,kri:p,"n. 爬, 徐行, 蠕动 / vi. 爬, 蔓延, 潜行",研四六托雅宝,5099,4156,[8],[14],"From this tin receptacle Jo produced another manuscript, and putting both in her pocket, crept quietly downstairs, leaving her friends to nibble on her pens and taste her ink.",89,v. 悄悄走，蹑手蹑脚；爬行（crept 过去式）,乔从这个白铁匣子里又取出一份手稿，把两份都揣进口袋，悄悄下楼，留下……,
wit,c1,noun,2.78,1,12,wit,"n. 机智, 智力, 头脑, 理智, 妙语, 机智的人",研四六托雅宝,5755,5013,[99],[24],"Laurie and she were always making signs to one another, and talking about 'Spread Eagles' till the girls declared they had both lost their wits.",139,n. 机智，风趣；妙语（wits 机智，头脑）,她跟劳里总是互相打暗号，张口闭口“展翅之鹰”，姑娘们都说他们的脑筋都快……,
dread,c1,,2.7533,1,11,dred,"n. 恐惧, 可怕的人(或事) / a. 可怕的, 可怖的 / v. 恐惧, 害怕",研四六托雅,9181,8728,[89],[45],"She had a secret dread of the long, silent evenings.",-1,v. 惧怕，担心　n. 恐惧,她对那些漫长而寂静的夜晚怀有一种隐隐的恐惧。,1
trust,b2,noun,2.69,1,18,trʌst,"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯 / a. 信托的, 托拉斯的 / vt. 信赖, 信任, 相信, 盼望, 赊卖给 / vi. 相信, 信赖, 依靠",中高研四六,1841,1160,[68],[10],,-1,,,
hug,b2,,2.69,1,18,hʌg,"n. 紧抱, 拥抱 / vt. 紧抱, 坚持, 使沾沾自喜",高研六雅,3858,6694,[125],[11],"Oh, my Jo, I am so proud!"" and Beth ran to hug her sister and exult over this splendid success.",43,v. 拥抱　n. 紧抱（give a hug）,“哦，我的乔，我真为你骄傲！”贝丝跑过去抱住姐姐，为这了不起的成功欢喜不已。,
likewise,b2,adverb,2.6633,1,17,'laikwaiz,"adv. 同样地, 也",研四六托雅,4530,5011,[7],[17],,-1,,,
exclamation,c1,,2.6467,1,7,.eksklә'meiʃәn,"n. 惊呼, 激烈言词, 惊叹词",六宝,13840,12396,[4],[34],"With an exclamation of surprise, she dropped the letter.",-1,n. 惊呼，感叹；感叹词,她惊呼一声，信从手中掉落。,1
merry,b2,,2.6467,1,22,'meri,"a. 快乐的, 愉快的, 嬉戏作乐的",高研四六,7420,7649,[10],[16],"Once there, she composed herself, hailed a passing omnibus, and rolled away to town, looking very merry and mysterious.",98,a. 快活的，高兴的；（Merry Christmas 圣诞快乐）,一到那儿，她定了定神，招呼了一辆过路的公共马车，随即驶向城里，神情又快活又神秘。,
sparkle,c1,,2.6467,1,7,'spɑ:kl,"n. 闪耀, 火花, 活力, 发泡 / vi. 闪耀, 冒火花 / vt. 使闪耀",研四六雅,10602,8882,[58],[19],Her eyes sparkled with delight at the news.,-1,v. 闪烁，闪耀；神采飞扬　n. 闪光,听到这个消息，她眼里闪动着喜悦的光芒。,1
twinkle,c1,,2.6467,1,7,'twiŋkl,"n. 闪烁, 闪耀, 瞬息 / vi. 闪烁 / vt. 使闪耀",研四六雅,12769,12893,[62],[17],"I know where Meg's glove is."" ""Is that all?"" said Jo, looking disappointed, as Laurie nodded and twinkled with a face full of mysterious intelligence.",97,v. 闪烁；眼睛闪光　n. 闪烁,“我知道梅格的手套在哪儿。”“就这？”乔说，一脸失望，而劳里点点头，眼睛闪着狡黠的光。,
