word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
bonnet,toe,,2.64,4,33,'bɒnit,n. 软帽,宝,15125,8723,"[26, 31, 118, 133]","[13, 10, 18, 11]","Do your hair the pretty way, and put the pink rose in your bonnet.",59,n. （女用）软帽，无边帽,把头发梳成好看的样式，再把那朵粉玫瑰插在软帽上。,,"1. 逐项解析:Do(动词,做;此处引申为「弄出/梳成」)your hair(你的头发)the pretty way(好看的方式/样式,the pretty way作方式状语)——祈使句开头,省略主语you。
2. and(连词,连接两个并列祈使句)put(放,插)the pink rose(那朵粉玫瑰)in your bonnet(在你的软帽上),in…on表方位。
3. bonnet(目标词)是19世纪女性佩戴的系带软帽、无边帽,插花于帽沿是当时常见的装饰。
4. 注意：本句无超纲词,重难点在祈使句结构、way作「方式」解,以及bonnet的搭配(in your bonnet)。
2. 整句解读：这是朋友叮嘱或妈妈对女儿说的话,两个并列的祈使句(command)连起来:「把头发梳得漂漂亮亮的,再往软帽上别朵粉玫瑰。」语气轻快、友善,充满日常生活的画面感和亲切感。译文把the pretty way译为「好看的样式」、put…in译为「插在…上」,都贴切自然,重现了原文那种轻松嘱咐的口气。
3. 文化点：本句出自《小妇人》(Little Women),背景是19世纪美国。当时女性出门必定戴帽子,bonnet是系带软帽,装饰花朵是年轻女孩的时尚细节。这句插花的叮嘱,也透出那个时代女孩对打扮、对场合的在意。","想象一位戴系带软帽的姑娘,把一朵粉玫瑰小心别上帽檐,帽带迎风轻轻摆动。"
resignation,c1,noun,2.5667,1,4,.rezig'neiʃәn,"n. 辞职, 辞呈, 听从",四六雅宝,5762,3144,[6],[38],She accepted the delay with quiet resignation.,-1,n. 听天由命，顺从；辞职,她平心静气地接受了这次的耽搁。,1,"1. 逐项解析:She(她,主语)accepted(接受,过去式,原形accept)the delay(这次的耽搁/延迟,宾语)with quiet resignation(以安静的顺从/平心静气,with+名词短语作方式状语,修饰accepted)。
2. resignation(目标词)本义是「辞职」,但此处是抽象义「听天由命、顺从、无奈地接受」;quiet修饰resignation,强调这种接受是安静、不声张、不抗争的。
3. delay是名词「耽搁、推迟」,accept…with…是「以某种态度接受…」的常见搭配。
4. 本句无超纲词,难点在resignation的词义切换——C1高频义项就是「听天由命」,而不是「辞职」。
2. 整句解读：句子骨架是She accepted the delay with quiet resignation,即「她安静而顺从地接受了这次推迟」。resignation这里不是辞职,而是那种「已经认命、不再计较」的平和心态。译文用「平心静气」四个字,把quiet与resignation揉在一起处理,既保留了安静的意味,又带出无奈却从容的语感,非常传神。
3. 文化点：这是小说里人物受挫时的神态描写。19世纪作品中常用resignation刻画女性的隐忍与克制,被视为一种淑女美德——面对意外不吵不闹,默默接受。","想象她在车站被告知列车晚点,只是轻轻点了点头,肩头松弛下来,没有一句抱怨。"
haughty,c1,,2.5667,1,4,'hɒ:ti,"a. 傲慢的, 骄傲的, 崇高的",六托宝,19401,20226,[53],[2],"""What a haughty, uninteresting creature that oldest Miss March is!"" was the unfortunately audible remark of one of the ladies, as the door closed upon their guests.",8,a. 傲慢的，居高临下的,“那位马奇大小姐多么傲慢、多么无趣！”这是某人不巧说出声的评语……,,"1. 逐项解析:What a haughty, uninteresting creature…is!(多么傲慢而无趣的人!)。What引导感叹句;creature(家伙,此处指人,带轻蔑意味);haughty(目标词,傲慢的、居高临下的)、uninteresting(超纲词,无趣的,un-+interesting,「不+有趣」)连用修饰creature;that oldest Miss March(那位马奇家最大的小姐)是定语从句的主语与时间补足,oldest表「最长/最年长的」。
2. was the unfortunately audible remark of one of the ladies(是不巧被听见的一位女士的评语):audible(超纲词,可听见的)、unfortunately(不幸地/不巧)都修饰remark(评语,名词)。
3. as the door closed upon their guests(当门在客人们身后关上时):upon有「在…身后/正对着」之意,as引导时间状语从句。
4. 整句复杂处在于:感叹句只是「被转述的话语」,真正的句子主干是「主语+was the remark…」,即「这句话是某位女士的评语」。
2. 整句解读：这是小说里经典的视角切换:前半句是某位女士低声说出的刻薄话——「那位马奇大小姐多么傲慢、多么无趣啊!」,后半句揭示这话「不幸被听见」(audible),暗示它本不该让人听到。haughty指向大小姐那副居高临下的姿态。译文把audible remark处理成「不巧说出声的评语」,把「本不该被听到」的尴尬与讽刺感都保留下来了。
3. 文化点：19世纪社交礼仪中,当面批评他人是严重失礼,背后议论也要压低声音、避开人。这句评语是「门在客人身后关上的一刻」才敢出声,既写出客人们的拘谨克制,也侧面刻画出马奇大小姐清高、疏离的形象,为后文她的改变埋下伏笔。","想象门刚合上,一位女士就凑到同伴耳边,撇嘴说出「多傲慢、多无趣」,脸上的轻蔑清晰可见。"
sociable,c1,,2.5667,1,4,'sәuʃәbl,"a. 好交际的, 社交的, 过社会生活的 / n. 联谊会",研托雅宝,20210,14328,[57],[3],Try to be sociable at the Lambs'.,10,a. 好交际的，合群的（be sociable 随和）,“在兰姆家要随和些。”,,"1. 逐项解析:Try to(尽量去,祈使动词+不定式)be sociable(变得随和/合群)——sociable(目标词)是形容词,作be的表语,意为「好交际的、乐于与人交往的、合群的」;be sociable是固定说法,意为「随和些、主动些」。
2. at the Lambs'(在兰姆家):the Lambs'是「兰姆一家人的住处」,名词所有格省略了后面的house,是英语口语里常见的说法,如at the doctor's、at my aunt's。
3. 全句是祈使句(建议/叮嘱),省略了主语you,Try to语气委婉,是「务必/尽量」的劝告而非命令。
4. 本句无超纲词,难点在the Lambs'的所有格用法与sociable的语用含义。
2. 整句解读：这是长辈或同伴对某人的叮嘱:「在兰姆家可要随和一些。」sociable的核心是「乐于交往、能融入人群」,有了它,人就能在聚会里谈笑自如。加上Try to,语气转为委婉的劝勉。at the Lambs'用所有格指代「兰姆家」,简洁又地道。译文「在兰姆家要随和些」准确简洁,把劝告的语气带了出来。
3. 文化点：《小妇人》时代,到朋友家做客是社会生活的重要部分。长辈常叮嘱小辈去别人家要懂礼貌、合群、不怯场;sociable被视为上流淑女和绅士应有的品质——这既是社交指南,也是角色塑造。","想象她踏进兰姆家客厅前深吸一口气,舒展眉梢,主动朝陌生人露出一个微笑。"
oppress,c1,,2.5667,1,4,ә'pres,"vt. 压迫, 压抑, 使烦恼",研四六雅宝,13013,14569,[163],[5],"""I don't like favors, they oppress and make me feel like a slave.",27,v. 压迫；使压抑，使烦恼（be oppressed by）,“我不喜欢别人施惠于我，那让我压抑，觉得自己像个奴隶。”,,"1. 逐项解析:I don't like favors(我不喜欢别人的恩惠/施惠):don't like是「不喜欢」,favors(名词复数,恩惠、帮忙、好意)。
2. they oppress and make me feel like a slave(它们压迫我,让我觉得自己像个奴隶):they指favors(别人的好处);oppress(目标词,动词,压迫;此处引申为「使压抑、使有压迫感」);make sb. feel like…是固定搭配,「使某人觉得像…」;a slave(奴隶)。
3. 注意:don't like后面跟两个并列谓语——they oppress me与make me feel like a slave,共用主语they。
4. 本句无超纲词,难点在oppress的引申义「使压抑」和make sb. do/feel like…的结构。
2. 整句解读：这是人物表明心迹的一句话:「我不喜欢别人施惠于我,那些好处叫我透不过气,觉得自己像个奴隶。」oppress在这里不是政治意义上的「压迫」,而是心理上的重压——受人恩惠会带来亏欠感,让人失去从容与自由。译文译成「让我压抑,觉得自己像个奴隶」,把两重意味都翻出来了,语气带着自尊与倔强。
3. 文化点：这句话折射出人物的独立心气——最受不了欠人情。19世纪社会里,接受施舍常被视为丧失脸面;小说人物宁可靠自己,也不愿受人摆布,这句话也是她性格的缩影。","想象她接过别人递来的大礼包,却眉心紧锁,像颈上被套了无形的绳圈,悄悄后退一步。"
proceed,b2,verb,2.5633,2,11,prәu'si:d,"vi. 继续进行, 进行, 开始, 发出, 起诉",研四六托雅,2697,2089,"[41, 114]","[23, 8]","Leaving her sister to her own devices, Amy proceeded to enjoy herself to her heart's content.",43,"v. 继续进行,从事;前往","艾米任凭姐姐按自己的主意行事,自己则尽情去享受。",,"1. 逐项解析:Leaving her sister to her own devices(把姐姐留在她自己的安排里/任凭姐姐自行其是):现在分词短语作伴随状语,leave sb. to one's own devices是固定搭配,意为「任凭某人自己想办法、不去干涉」;devices(复数,手段、办法)。
2. Amy(艾米,主语)proceeded to enjoy herself(接着/转而尽情玩乐):proceed(目标词,动词,「继续进行、接着做」)to do sth.是「着手做、接着做某事」;enjoy oneself是「玩得开心」。
3. to her heart's content(尽情地、尽兴地):to one's heart's content是固定短语,「心满意足地、尽情」。
4. 本句无超纲词,难点在leave sb. to one's own devices与to one's heart's content两个习语,以及proceed to do的用法。
2. 整句解读：前半句是分词状语交代背景——艾米不去管姐姐爱怎么着就怎么着;后半句是主干——艾米于是纵情享乐起来。proceed在此不是「前进/前往」,而是「接着、转而」,带出事情顺理成章的推进感。译文「任凭姐姐按自己的主意行事,自己则尽情去享受」,把那股不被打扰的自在译得清爽,to her heart's content译成「尽情」非常到位。
3. 文化点：这仍是《小妇人》的情节——四姐妹性格各异,艾米随性爱玩。一「任凭」一「尽情」,一个活泼自由的女孩子形象跃然纸上;两个习语也都是英语经典表达,值得一并记住。","想象她把姐姐抛在身后,两手背在身后蹦跳着跑向花园,一直玩到夕阳西下才尽兴。"
misfortune,c1,,2.54,1,3,mis'fɒ:tʃәn,"n. 不幸, 灾祸, 坏运气",研六托雅,10322,8481,[137],[3],"It's a great misfortune to have such strong likes and dislikes, isn't it?"" ""It's a greater not to be able to hide them.",13,n. 不幸，厄运（by misfortune 遭遇不幸）,“有这样强烈的喜恶，真是天大的不幸，不是吗？”“更大的不幸是没法隐藏它。”,,"1. 逐项解析
（1）misfortune：本词为考点词，n. 不可数；由前缀 mis-（坏、错误、不明智）+ fortune（运气；命运）构成，字面是「跑偏了的好运」，即厄运、不幸，语气比 bad luck 更书面、更正式。
（2）a great misfortune：great 在此是「大的、严重的」，意为「天大的不幸」，不是「伟大的不幸」。
（3）to have such strong likes and dislikes：不定式短语作真正的逻辑主语，句首的 it 只是形式主语；such strong 强调「如此强烈」，likes and dislikes 由动词转作名词，指「喜恶、好恶」。
（4）isn't it：反意疑问句的尾巴，说话人期待对方附和，语气近似中文的「……不是吗」。
（5）It's a greater ... not to be able to hide them：第二句省略了 misfortune，a greater 后面其实省略了 misfortune；整句逻辑为 It is a greater misfortune not to be able to hide them（更大的不幸是无法隐藏它们）；not to be able to hide 指「无法隐藏」，them 回指 likes and dislikes。
2. 整句解读
两个句子都用形式主语 it 把长观点挪到句尾，让重心稳稳地落在「不幸」上；第一句用反意疑问收尾，第二句用 a greater 递进：喜恶强烈已是不幸，藏不住它们更是雪上加霜。整体语感带着自嘲与感慨——说话人一边摇头一边叹气；中文用「天大的不幸」「更大的不幸」以比较级对比较级，用「不是吗」还原反问口吻，译文节奏与原句一一咬合，读起来像熟人之间聊闲天却透着真理。
3. 文化点
这句话出自 1868 年的《小妇人》(Little Women) 姐妹间的对话。维多利亚时代的淑女教养强调克制与得体（propriety），喜怒不形于色被视为上流社交的基本功；所以「有强烈喜恶又藏不住」在当时既是自嘲，也暗讽了时代对女孩情绪的规训。
4. 用法与扩展
misfortune 常见的考法是辨析 fit 与 luck/fortune，并搭配 suffer、meet with 使用：suffer a misfortune 遭受不幸、by misfortune 遭遇不幸，常考固定搭配 by misfortune 要做到一见即译。记忆法：把 mis- 想成「变质标签」，任何词贴上它都变坏——misunderstand、mislead、misbehave 同理。",好运明信片刚起飞，就被盖上写着 mis- 的黑邮戳原路退回，再不来。
submission,c1,noun,2.5133,1,2,sәb'miʃәn,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见",托宝,8114,4179,[22],[25],"You shall be commander of the expedition, and I'll obey blindly, will that satisfy you?"" said Jo, with a sudden change from perversity to lamblike submission.",147,n. 顺从，屈服；提交,“你来当这次远征的司令，我唯命是从，这样总行了吧？”乔突然恭顺起来说。,,"1. 逐项解析
（1）You shall be commander：shall 用于第二人称不是单纯将来时，而是带承诺、允诺意味的措辞，相当于「那就由你来当」，有赌气让步的味道。
（2）commander of the expedition：expedition 远征、出行；commander 司令、指挥官；这是小孩玩闹式的「被封官」。
（3）I'll obey blindly：blindly 为超纲词，副词，blind（盲的）+ -ly，字面「盲目地」，引申为「不加思考、毫无异议地服从」；obey ... blindly 相当于中文「唯命是从」。
（4）will that satisfy you：反问追问，「这样总该满意了吧」，句尾有轻微上扬的俏皮气。
（5）with a sudden change from perversity to lamblike submission：整块作状语，描写说话时的神态。perversity 为超纲词，n. 执拗、拧着来，由 perverse（故意作对的、反常固执的）+ -ity 名词化；lamblike 是 lamb（羊羔）+ -like（像……一样），「像羊羔般的」，喻温顺；submission 为核心词，n. 顺从、屈服，由动词 submit + 后缀 -ion 构成，字面「把自己交出去」。
2. 整句解读
前半句是台词：乔一本正经拿「远征司令」当筹码，一句 shall 和追问式的 will that satisfy you 让她又硬气又心虚；后半句叙述用 from ... to ... 把两种态度挤进一个短语——「从执拗突变成羊羔般的顺从」，一个 sudden 点破速度之快，画面感与喜剧感同时拉满。中文把 obey blindly 意译为「唯命是从」，把 lamblike 化入「恭顺」二字，「突然恭顺起来」把突变与卖乖表现得恰到好处。
3. 文化点
《小妇人》诞生于 1868 年的维多利亚时代，社会把温顺谦和奉为理想女性气质——lamb 在英语里正是「温顺」的标准意象，还带着宗教联想（神的羔羊象征纯洁驯服）；乔天生爱唱反调，这句装乖的台词是对时代规训的俏皮反讽。
4. 用法与扩展
submission 有两条义线：一是「顺从、屈服」，与 obedience、compliance 近义；二是商业、学术里的「提交」，如 submit a report、the deadline for submission（提交截止）。动词 submit 常见搭配 submit to the rules（服从规定）与 submit sth to sb（把……提交给……），考试常在这一多义与搭配上设题。",一只小羊羔低头，把蹄子里的「倔」当作申请书乖乖交了出去。
revolve,c1,,2.5133,1,2,ri'vɒlv,"v. (使)旋转, 反复考虑, 循环出现",研六雅,7394,8409,[30],[11],"Turn slowly round, and let me get a careful view."" Jo revolved, and Amy gave a touch here and there, then fell back, with her head on one side, observing graciously, ""Yes, you'll do.",54,v. 旋转；反复思考（revolve round）,“慢慢转一圈，让我好好看看。”乔转了一圈，艾米这里理理、那里弄弄，然后退后……,,"1. 逐项解析
（1）Turn slowly round：祈使句；round 作副词，相当于 around，表示「转过身来」。
（2）let me get a careful view：let sb do sth 结构；get a view 是「看一眼、端详一番」，careful view 强调看得仔细。
（3）Jo revolved：revolve 为核心词，动词，此处为不及物用法，指「原地转动、转圈」，同义于 rotated、turned round；它的另一常考义是「（心中）反复思考」，如 revolve a problem in one's mind。
（4）Amy gave a touch here and there：gave a touch 不是「给一下」，而是「用手碰一下、理一理」，here and there 指东一下西一下。
（5）then fell back：fall 的过去式 fell + back，本义「向后退」，此处指艾米退后两步纵观全局。
（6）with her head on one side：独立主格结构（with + 名词 + 介词短语），「头歪向一边」，是端详、挑刺的标准姿态。
（7）observing graciously：分词作伴随状语；observe 在此是「端详、注视」；graciously 为超纲词，副词，由 gracious（优雅的、和蔼的）+ -ly 构成，这里带点装成雍容的高姿态。
（8）You'll do：口语，do 表「行、够格」，意为「可以了、就这么定了吧」。
2. 整句解读
这是《小妇人》里一幕鲜活的生活小戏：开头艾米用祈使句发号施令，叙述部分镜头连拍——乔 revolve 转圈、艾米 this here and there 整理、随后 fell back 退后、歪着脑袋 graciously 打量，停顿片刻抛出一句 You'll do。中文把动作依次落实为「转了一圈、理理、弄弄、退后、歪着头」，活像时装评审现场，越郑重越好笑。
3. 文化点
维多利亚时代裙装繁复，试穿、调整、相互审视是少女日常的一部分；graciously 这种社交辞令式的优雅腔调，被用在小女孩互相打量打扮上，正是小说的幽默来源。
4. 用法与扩展
revolve 的核心搭配是 revolve around/about（围绕……旋转；以……为中心），如 The earth revolves around the sun；引申义 revolve around sb/sth 表示「以……为焦点、围着……打转」。构词上 re-（回来）+ volve（滚、转，同根于 involve 卷入、evolve 进化），一词可带一族。",一个陀螺围着一个词转个不停——转世界是身体的逛，转念头是心里的磨。
skim,c1,,2.5133,1,2,skim,"vt. 撇取浮沫, 略读, 掠过 / vi. 擦过, 浏览 / n. 脱脂乳, 擦过, 表层物 / a. 撇去浮沫的",研四六托雅宝,8515,9925,[64],[10],She skimmed through the letter to find his news.,-1,v. 浏览，略读；掠过（skim over）,她匆匆浏览来信，寻找他的消息。,1,"1. 逐项解析
（1）She：主语。
（2）skimmed through：核心词 skim 的过去式，through 是其惯用搭配（亦可 over），意为「浏览、略读、草草翻阅」，由「掠过水面飞行」的本义引申而来——目光像掠过水面一样不沉下去。
（3）the letter：定冠词限定，特指那封（已知的）来信。
（4）to find his news：不定式作目的状语，「以便找到他的消息」；news 是不可数名词，指「消息、近况」。
2. 整句解读
句子主线是「主语 + 动作 + 目的」：她不是细读，而是用小石子打水漂式的目光唰地扫过信纸，只为捕捉关于他的那一两句。skim 与 read 的选词本身就泄露了心情——若用 read 便是从容专注，用 skim 则是焦躁期盼；中文「匆匆浏览……寻找」把速度感与目标性都保住了，画面是一封信、一双急扫的眼睛、一个被逮住的名字。
3. 文化点
阅读训练里，skim（抓大意）与 scan（找特定信息）是对标准策略，区分二者是英语考试常客；本句正属于先略读整信、再定点捕捉关键信息的综合动作。
4. 用法与扩展
惯用搭配 skim through/over sth（浏览）；另一常用义「掠过、擦过」，如 a bird skimming the water（鸟儿擦水而过）。物理运动与阅读动作共享同一条意象，记忆时可互相激活。",石子从湖面弹跳着掠过去，眼睛也打了一串水漂，每一下只轻轻点，不沉。
