word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
beggar,c1,,2.5733,2,2,'begә,"n. 乞丐 / vt. 使贫穷, 使成乞丐",四六,11674,9846,"[59, 61]","[1, 14]","I must say, I like to serve a decayed gentleman better than a blarnerying beggar.",74,n. 乞丐　vt. 使沦为乞丐（beggar description 无法形容）,“我得说，我宁愿服侍一位破落的绅士，也不愿伺候一个爱吹牛的乞丐。”,
malicious,c1,,2.5133,1,2,mә'liʃәs,"a. 怀恶意的, 恶毒的",六托宝,13112,11330,[30],[18],""" Amy caught herself up short as the words escaped her, and looked at her husband, who replied, with malicious gravity . . .",101,a. 恶意的，恶毒的（with malicious glee 不怀好意地）,艾米话一出口便赶紧收住，看了看丈夫，而他带着一脸恶作剧般的坏笑答道……,
zeal,c1,,2.5133,1,2,zi:l,"n. 热心, 热衷, 热诚",研四六托,10184,11139,[70],[51],He went at the work with a zeal that surprised everyone.,-1,n. 热忱，热情（with zeal 满腔热忱）,他干起活来那股热劲儿让所有人都惊讶。,1
philanthropic,c1,,2.4867,1,1,fi'lænθrәpic,"a. 慈善(事业)的, 博爱的, 乐善好施的",六宝,15267,20252,[70],[50],A philanthropic old lady endowed the little school.,-1,a. 慈善的，乐善好施的,一位乐善好施的老太太资助了这所小学。,1
accumulate,c1,verb,2.4867,1,1,ә'kju:mjuleit,"v. 积聚, 堆积",高研四六托雅宝,5083,4997,[71],[15],"""Rich people have no right to sit down and enjoy themselves, or let their money accumulate for others to waste.",80,v. 积累，积聚（let money accumulate 让钱堆着）,“有钱人没有权利坐着享清福，也没有权利让钱白白堆着，留给别人去糟蹋。”,
safely,b2,,2.45,1,9,'seifli,"adv. 安全地, 确实地",四六,4266,3916,[24],[22],"""Yes, and I think it will last,"" added Mrs. March, with the restful expression of a pilot who has brought a ship safely into port.",113,,,
steady,b2,adjective,2.4233,1,8,'stedi,"a. 稳定的, 不动摇的, 沉着的, 稳固的, 坚定的, 经常的 / vt. 使稳定, 使坚定 / vi. 变为沉着, 稳固",高研四六托雅,2914,2922,[17],[9],I need something of the sort to keep me steady.,40,a. 稳定的；稳重的（keep me steady 让我沉住气）,“我需要点这类东西，好让自己稳住心神。”,
shock,b2,noun,2.4233,1,8,ʃɒk,"n. 震动, 冲突, 震惊, 冲击, 突击, 禾束堆, 休克, 长毛狗 / vt. 使震动, 使休克, 使受电击, 震惊得 / vi. 震动, 吓人 / a. 蓬乱浓密的",高研四六托雅,2298,1998,[22],[5],The news came as a great shock to the whole family.,-1,n. 震惊；冲击（a shock to）　v. 使震惊,这个消息让全家都大为震惊。,1
literary,b2,adjective,2.4233,1,8,'litәrәri,"a. 文学的, 文艺的, 精通文学的",高研四六托,2700,2512,[54],[8],"She won't think so when she has a literary husband, and a dozen little professors and professorins to support.",34,a. 文学的，文人的（a literary husband 文人丈夫）,“等她有了个文人的丈夫，还有一小群要养的小教授们，她就不会这么想了。”,
debt,b2,noun,2.4233,1,8,det,"n. 债务, 罪过",高研四六托雅,1871,1320,[56],[17],"I owe Jo for a part of my education, and she believes in people's paying their honest debts, so I'll get round her in that way."" ""How delightful it is to be able to help others, isn't it?",86,,,
admiration,b2,,2.4067,1,13,.ædmә'reiʃәn,"n. 赞赏, 钦佩, 引人赞赏的对象",六托,6964,5612,[62],[26],"I suppose it's wrong, but I do, though it is harder."" ""Because it takes a gentleman to do it,"" added the other member of the domestic admiration society.",134,n. 钦佩，赞赏（in admiration 赞叹地）,“我觉得这样不对，可我就是佩服他，虽然更难。”“因为那要一个正人君子才做得到。”另一位也附和道。,
fare,b2,noun,2.3967,1,7,fєә,"n. 费用, 旅客, 食物 / vi. 进展, 进步, 经营, 过活",高研四六雅,4776,4481,[59],[10],"Out-and-out beggars get taken care of, but poor gentle folks fare badly, because they won't ask, and people don't dare to offer charity.",61,v. 过日子，进展（fare badly 境遇不好）　n. 票价；饮食,彻头彻尾的乞丐倒有人照应，可怜的体面人却境遇凄惨，因为他们不肯开口求人，而人们又不会主动……,
occasional,b2,adjective,2.37,1,6,ә'keiʒәnl,"a. 偶然的, 临时的",研四六托,3511,2924,[7],[15],"""Exactly, for Amy keeps me pointing due west most of the time, with only an occasional whiffle round to the south, and I haven't had an easterly spell since I was married.",76,a. 偶尔的，间或的（an occasional 偶尔一次的）,“正是如此，艾米总让我朝正西走，只是偶尔打个转儿，偏到南边去……”,
mansion,b2,,2.3433,1,5,'mænʃәn,"n. 大厦, 宅邸",六托雅宝,4761,6435,[19],[21],The great mansion stood empty at the end of the avenue.,-1,n. 大厦，宅邸（the great mansion 大宅）,大道尽头，那座大宅空置着。,1
gravity,b2,noun,2.3433,1,5,'græviti,"n. 地心引力, 重力",高研四六托雅宝,3956,4956,[30],[19],""" Amy caught herself up short as the words escaped her, and looked at her husband, who replied, with malicious gravity . . .",111,n. 严肃，庄重（with gravity 一本正经地）；重力,艾米话一出口便赶紧收住，看了看丈夫，而他一本正经地坏笑着答道……,
proof,b2,noun,2.3433,1,5,pru:f,"n. 证据, 证明, 试验, 检验, 考验 / a. 不能透入的, 证明用的, 防...的, 耐...的 / vt. 检验, 试验, 校对, 使不被穿透",研四六托,2865,2743,[35],[40],,-1,,,
interfere,b2,verb,2.3433,1,5,.intә'fiә,"vi. 妨碍, 冲突, 干涉, 抵触",研四六托,4424,3769,[55],[2],"We won't interfere now, but watch our chance, and do them a good turn in spite of themselves.",9,v. 干涉，干预（interfere with 妨碍）,“我们现在不插手，只留意机会，到时候帮他们一把，哪怕他们自己不领情。”,
cloak,b2,,2.3267,1,10,klәuk,"n. 斗蓬, 大氅, 掩护 / vt. 遮掩, 隐匿, 使披斗蓬",研四六,8441,6563,[13],[16],"""What are you going to do with yourselves after you get settled?"" asked Jo, buttoning Amy's cloak as she used to button her pinafores.",92,n. 斗篷，外套　v. 掩盖，掩饰（under the cloak of）,“安顿下来以后，你们打算做些什么？”乔问道，一边照旧替艾米扣好斗篷……,
