word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
sympathy,b2,noun,2.65,3,12,'simpәθi,"n. 同情, 赞同, 怜悯, 慰问, 吊唁",高研四六托,4270,3089,"[105, 110, 146]","[15, 68, 24]","Give us something gayer, lad,"" said Mr. Laurence, whose kind old heart was full of sympathy, which he longed to show but knew not how.",83,n. 同情，怜悯（feel sympathy for）,“给我们来点快活的，小伙子。”劳伦斯先生说，他那颗善良的旧心装满同情，正想……,
howl,c1,,2.6,2,3,haul,"n. 嗥叫, 吠声, 号叫 / vi. 狂吠, 咆哮, 呼啸 / vt. 对...吼叫, 狂喊着说",高研六托雅,8380,10307,"[138, 138]","[37, 73]",The wind howled round the old house all night.,-1,v. 嚎叫，呼啸　n. 嚎叫声,风整夜在老宅四周呼号。,1
tremendously,c1,,2.54,1,3,trə'mendəslɪ,adv. 极大地; 极端地; 极其; 非常,六,8855,11211,[83],[19],"""You think so now, but there'll come a time when you will care for somebody, and you'll love him tremendously, and live and die for him.",97,adv. 极其，非常；极大地,“你现在这么想，可总有一天你会喜欢上一个人，你会爱他爱得发狂，并且……”,
brute,c1,,2.54,1,3,bru:t,"n. 畜生, 残忍或好色之人 / a. 残忍的, 无理性的, 畜生的",四六宝,11905,11576,[123],[19],"You brute! she cried, shaking her fist at the teasing boy.",-1,n. 畜生，野蛮人；残酷无情的人　a. 野蛮的,“你这头蛮牛！”她朝着那个捣蛋的男孩挥着拳头叫道。,1
thinke,toe,,2.52,2,35,,,,0,0,"[42, 67]","[11, 20]","""That you love that old man."" ""What old man?"" demanded Jo, thinking he must mean his grandfather.",59,,,
desperate,b2,adjective,2.5167,3,7,'despәrәt,"a. 不顾一切的, 危急的, 令人绝望的, 极渴望的",高研四六托雅宝,3091,2935,"[17, 44, 88]","[6, 12, 25]","I'll listen,"" said Jo, with a desperate sort of patience.",30,a. 绝望的；不顾一切的；孤注一掷的,“我听着呢。”乔强耐着性子说。,
meditation,c1,noun,2.5133,1,2,.medi'teiʃәn,"n. 沉思, 冥想",研宝,6196,8122,[7],[12],"He sat in silent meditation, chin on hand.",-1,n. 沉思，冥想（in meditation 出神）,他托着下巴，默然沉思。,1
loom,c1,verb,2.5133,1,2,lu:m,"n. 织布机, 若隐若现的景象 / vi. 朦胧地出现, 隐约可见, 可怕地出现",研托雅宝,5292,6042,[8],[29],A tall ship loomed out of the morning mist.,-1,v. 隐约显现，逼近（loom up/out）　n. 织布机,一艘大船从晨雾中隐约显现。,1
grope,c1,,2.5133,1,2,grәup,v. 摸索 / n. 摸索,研六托雅宝,10123,12071,[110],[3],She groped for the candle in the dark room.,-1,v. 摸索，搜寻（grope for）　n. 摸索,她在黑暗的房间里摸索着找蜡烛。,1
willow,c1,,2.4867,1,1,'wilәu,"n. 柳树, 柳木制品 / a. 柳树的, 柳木制的",六托雅宝,10016,8903,[40],[12],"There was a long pause, while a blackbird sung blithely on the willow by the river, and the tall grass rustled in the wind.",63,n. 柳树，柳木,两人沉默良久，一只乌鸫在河边的柳树上婉转啼唱，高高的草丛沙沙作响……,
lash,c1,,2.4867,1,1,læʃ,"n. 鞭子, 鞭打, 睫毛, 责骂, 讽刺 / vt. 鞭打, 摆动, 扎捆, 冲击, 讽刺, 煽动 / vi. 冲洗, 鞭打, 责骂",研托雅宝,8455,8665,[55],[37],The rain lashed against the window panes.,-1,v. 抽打，猛烈冲击；抨击　n. 鞭子；睫毛,雨水抽打着窗玻璃。,1
ramble,c1,,2.4867,1,1,'ræmbl,"n. 漫步, 随笔 / vi. 漫步, 漫谈, 漫游, 蔓延 / vt. 闲逛于",六雅宝,16774,19122,[101],[25],They took a long ramble through the woods and lanes.,-1,n. 闲逛，漫步　v. 漫步；漫谈（ramble on）,他们在树林和小路间闲逛了很久。,1
