word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
intellect,c1,,2.7467,4,4,'intәlekt,"n. 智力, 出众的才华, 知识分子",六托雅宝,8849,8730,"[83, 88, 101, 114]","[13, 6, 42, 13]",Another and a better gift than intellect was shown her in a most unexpected manner.,31,n. 智力，才智；有才智的人,比才智更美好的另一份礼物，以一种出人意料的方式展现在她面前。,
conscience,b2,noun,2.63,4,9,'kɒnʃәns,n. 良心,高研四六托雅宝,4641,4273,"[56, 113, 149, 161]","[26, 31, 21, 31]","Jo thought what a blaze her pile of papers upstairs would make, and her hard-earned money lay rather heavily on her conscience at that minute.",116,n. 良心，良知（on one's conscience 于心不安）,乔暗想，楼上那一堆文稿烧起来该多旺啊，而她辛苦挣来的钱，压在她心上却沉甸甸的……,
philosopher,c1,noun,2.6267,2,4,fi'lɒsәfә,"n. 哲学家, 哲人, 思想开创人, 达观的人",研四六托,5141,4797,"[96, 99]","[48, 16]","Mr. Bhaer soon joined her, looking rather out of his element, and presently several of the philosophers, each mounted on his hobby, came ambling up to hold an intellectual tournament in the recess.",91,n. 哲学家；达观的人（take philosophy 看开）,巴尔先生很快也凑了过来，显得有点格格不入；不一会儿，几位“哲人”各自拿着……,
hearth,c1,,2.62,1,6,hɑ:θ,"n. 炉床, 灶台, 炉边",六,10697,8936,[71],[42],"Beth sat by the hearth that evening, watching the fire burn low.",-1,壁炉炉床；炉边,钟敲了六下，贝丝扫完壁炉，把一双拖鞋放上去烤暖。,1
gunpowder,c1,,2.6,2,3,'gʌnpaudә,n. 火药,四六,16953,16323,"[141, 159]","[14, 17]",The smell of gunpowder hung over the old battlefield.,-1,n. 火药,硝烟的气味弥漫在这片古战场上。,1
scorch,c1,,2.5933,1,5,skɒ:tʃ,"n. 烧焦, 枯萎 / v. 烧焦, 拷焦, (使)枯萎, 讽刺",六托雅宝,14072,15434,[106],[55],The hot iron scorched a brown patch on the linen.,-1,v. 烧焦，烫焦；（scorched 焦黄的）　n. 焦痕,滚烫的熨斗在亚麻布上烫出一片焦黄的痕迹。,1
esteem,c1,,2.5733,2,2,i'sti:m,"n. 尊敬, 尊重 / vt. 尊敬, 尊重, 认为",研托雅,11271,9623,"[84, 116]","[23, 3]","She valued his esteem, she coveted his respect, she wanted to be worthy of his friendship, and just when the wish was sincerest, she came near to losing everything.",15,n. 尊重，敬重（hold sb in esteem）　vt. 尊重,她珍视他的尊重，渴望他的敬重，想配得上他的友谊，而正在她最想……,
immortal,c1,,2.5667,1,4,i'mɒ:tәl,"n. 不朽人物, 神仙 / a. 永远的, 不死的, 长久的",六托宝,11365,11369,[6],[2],"Like that immortal hero, she reposed awhile after the first attempt, which resulted in a tumble and the least lovely of the giant's treasures, if I remember rightly.",10,a. 不朽的，流芳百世的　n. 不朽人物,像那位不朽的英雄一样，她在第一次努力之后歇了一会儿，而那次尝试的结果是摔了一跤和……,
regularity,c1,,2.5667,1,4,.regju'læriti,"n. 规则性, 匀整, 正规, 经常",六,12202,9892,[96],[9],She paid her visits with great regularity every Sunday.,-1,n. 规律性，规则（with regularity 有条不紊地）,每个礼拜天她都极有规律地前去拜访。,1
incline,c1,,2.5667,1,4,in'klain,"n. 倾斜, 斜坡, 斜面 / vt. 使倾向于, 使倾斜 / vi. 倾向, 倾斜, 爱好, 易于",研四六雅,12701,12104,[166],[16],"She sent this didactic gem to several markets, but it found no purchaser, and she was inclined to agree with Mr. Dashwood that morals didn't sell.",86,v. 倾向于（be inclined to）；使倾斜　n. 斜坡,她把这篇说教味十足的佳作投给了几家刊物，却无人问津，于是她也开始认同……,
