word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
hum,c1,,2.78,1,12,hʌm,"n. 嗡嗡声, 哼声, 杂声 / vi. 发低哼声 / vt. 哼, 用哼声表示 / interj. 哼, 嗯",研六雅,6823,10116,[172],[0],"""Hum . . . ha . . . well, if the boy held his tongue because he promised, and not from obstinacy, I'll forgive him.",1,v. 哼（曲子）；发嗡嗡声　n. 嗡嗡声（Hum! 哼！）,“哼……哈……好吧，要是那孩子是因为答应过才守口如瓶，而不是出于倔强，我就原谅他。”,
clap,c1,,2.7267,1,10,klæp,"n. 拍手, 拍手声, 霹雳声, 花柳病 / v. 鼓掌, (使)啪地关上",中高研四六托,6723,8015,[56],[28],A clap of thunder startled the girls.,-1,"v. 拍(手),鼓掌 n. 拍手声;霹雳声",一声惊雷把姑娘们吓了一跳。,1
kindle,c1,,2.68,2,6,'kindl,"vt. 点燃, 使着火, 引起, 照亮 / vi. 着火, 激动, 发亮",六托雅宝,16468,19245,"[27, 134]","[3, 2]","Her eyes kindled as they turned wistfully toward the window, but they fell on the old house opposite, and she shook her head with sorrowful decision.",9,v. 点燃；激起；（眼睛）发亮（kindled 闪光的）,她的眼睛亮了起来，渴望地转向窗口，可目光落到了对面那幢老房子上，她摇了摇头……,
adore,c1,,2.6733,1,8,ә'dɒ:,"vt. 崇拜, 爱慕, 喜爱 / vi. 崇拜, 爱慕",高研六托雅宝,7705,8708,[30],[18],"I dare not tell your parents yet, but I think they would consent if they knew that we adored one another.",86,v. 爱慕，崇拜；非常喜欢,“我还不敢告诉你们的父母，不过我想，如果他们知道我们彼此爱慕，是会答应的。”,
bribe,c1,,2.62,1,6,braib,"n. 贿赂 / vt. 贿赂, 收买 / vi. 行贿",研六雅宝,10665,11092,[6],[2],He tried to bribe Jo with a box of bonbons to keep the secret.,-1,n. 贿赂　vt. 收买，行贿,他拿一盒糖果想收买乔，让她保守秘密。,1
doom,c1,,2.5933,1,5,du:m,"n. 厄运, 不幸, 法律, 宣告, 判决, 死亡 / vt. 命中注定, 判决",研六托雅,7469,8436,[138],[5],"""'Prunes and prisms' are my doom, and I may as well make up my mind to it.",28,n. 厄运，劫数　vt. 注定（be doomed to）,“‘梅脯和诗礼腔’就是我的宿命，我索性认命得了。”,
suspect,b2,noun,2.59,2,12,sә'spekt,"n. 被怀疑者, 嫌疑犯 / a. 令人怀疑的, 不可信的, 可疑的 / v. 怀疑, 猜想",高研四六托雅宝,2100,2155,"[5, 152]","[10, 4]","She was quite right, for the mischief-loving lad no sooner suspected a mystery than he set himself to find it out, and led Jo a trying life of it.",59,v. 怀疑，猜疑　n. 嫌疑人,她说得一点没错，这个爱捣蛋的少年一嗅到秘密的气味，就着手要把它挖出来。,
dignity,b2,noun,2.5833,1,14,'digniti,"n. 尊严, 高贵",高研六托雅宝,4100,4745,[143],[18],"""Yes, but you won't do it,"" answered Laurie, who wished to make up, but felt that his outraged dignity must be appeased first.",95,n. 尊严，庄重；高贵,“是的，可你不会说的。”劳里答道，他想和好，可又觉得受损的尊严必须先得到安抚……,
scrape,b2,,2.58,3,15,skreip,"n. 刮, 擦, 挖, 擦痕, 刮擦声, 困境 / vi. 刮掉, 擦掉, 刮出刺耳声 / vt. 刮, 擦, 擦伤, 挖成, 积蓄",研四六托雅宝,5494,5968,"[44, 110, 174]","[2, 7, 39]","""Here's a scrape!",10,n. 困境，麻烦（be in a scrape）　v. 刮，擦,“这下可惹麻烦了！”,
aggravate,c1,,2.5667,1,4,'ægrәveit,"vt. 使恶化, 使更严重, 加重",研六托雅宝,9820,9460,[2],[18],Her teasing only aggravated his ill humour.,-1,v. 使恶化，加重；激怒,她的取笑反而加重了他的坏情绪。,1
discretion,c1,noun,2.5667,1,4,dis'kreʃәn,"n. 慎重, 辨别力, 考虑, 处理权",托宝,7544,3677,[71],[29],"It's a shame!"" Seeing Meg's usually gentle temper was roused and her pride hurt by this mischievous joke, Mrs. March soothed her by promises of entire silence and great discretion for the future.",169,n. 谨慎，审慎；判断力,“真不像话！”看到一向温和的梅格被这恶作剧惹得动了气、伤了自尊，马奇太太……,
shame,b2,noun,2.5633,2,11,ʃeim,"n. 羞耻, 羞愧, 耻辱 / vt. 使羞愧, 侮辱",中高研四六,3767,3668,"[43, 71]","[11, 2]","""Yes, I did!"" and Meg hid her face again, overcome with shame.",56,"n. 羞耻,羞愧;憾事","“是的,我干了!”梅格又捂住脸,羞得无地自容。",
frown,b2,,2.5633,2,11,fraun,n. 皱眉 / vi. 皱眉头 / vt. 皱眉表示,研四六托雅,4784,3759,"[80, 173]","[45, 30]","He's a stubborn fellow and hard to manage,"" said Mr. Laurence, rubbing up his hair till it looked as if he had been out in a gale, and smoothing the frown from his brow with an air of relief.",149,v. 皱眉　n. 皱眉（frown upon 不赞成）,“他是个倔家伙，不好对付。”劳伦斯先生说着，把头发揉得好像刚被……,
ridicule,c1,,2.54,1,3,'ridikju:l,"n. 嘲笑, 愚弄, 笑柄 / vt. 嘲笑, 嘲弄, 愚弄",六托宝,10051,11214,[6],[3],The little girls dreaded ridicule more than punishment.,-1,n. 嘲笑，愚弄　vt. 嘲弄（hold sb up to ridicule）,小姑娘们怕嘲笑胜过怕惩罚。,1
crow,c1,,2.54,1,3,krәu,"n. 啼叫, 乌鸦, 鸡鸣, 撬棍 / vi. 啼叫, 报晓",研四六托,8402,9901,[61],[7],"Teddy wrote both, and keeps yours to crow over me with because I wouldn't tell him my secret."" ""Don't have any secrets, Jo.",37,vi. （公鸡）啼叫；（得意地）欢叫　n. 乌鸦,“两张纸条都是特迪写的，他还留着你的那张，好在我面前得意——因为我不肯告诉他我的秘密。”,
sorrowful,c1,,2.54,1,3,'sɒrәuful,a. 悲伤的,六,19887,23064,[134],[24],"Her eyes kindled as they turned wistfully toward the window, but they fell on the old house opposite, and she shook her head with sorrowful decision.",130,"a. 悲伤的,忧伤的","她的眼睛一亮,恋恋不舍地望向窗户,却落在对面那栋老房子上,于是带着悲伤的决绝摇了摇头。",
thrash,c1,,2.54,1,3,θræʃ,"vt. 打, 使逆行, 胜过, 推敲, 鞭打 / vi. 打谷, 痛打, 剧烈扭动, 逆行 / n. 打谷, (划水)鞭状动作",六宝,11448,8770,[170],[10],Grandpa declared that nothing but a good thrash would teach the boy manners.,-1,n./v. 痛打，鞭打（a thrash 揍一顿）,爷爷断言，只有狠狠揍一顿才能教会那小子懂规矩。,1
inquiry,b2,noun,2.5367,2,10,in'kwaiәri,"n. 质询, 探索, 调查, 询盘",研四六托宝,3367,2067,"[1, 10]","[10, 3]","To her mother's inquiries she answered that she was quite well, and Jo's she silenced by begging to be let alone.",16,n. 询问，打听；调查（make inquiries）,母亲的询问，她只回答自己很好；乔的问话，她则用恳求别管她来搪塞。,
