word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
spectacle,c1,noun,2.92,2,15,'spektәkl,"n. 引人羡慕的东西, 景象, 眼镜, 场面, 公开展示",研四六托雅,5857,5014,"[14, 16]","[10, 11]","Our Pickwick, always at his post, With reverence we greet, As, spectacles on nose, he reads Our well-filled weekly sheet.",63,n. 景象，场面；（spectacles 眼镜）,“我们的皮克威克，总是坚守岗位，我们怀着敬意迎接他：他鼻梁上架着眼镜，朗读我们那期期丰盈的周报。”,
tale,b2,noun,2.8033,2,20,teil,"n. 故事, 谎言, 谣言, 陈述, 叙述",中高研四六托,2239,2493,"[13, 27]","[11, 5]",The tale of her lost manuscript nearly brought tears to Jo's eyes.,-1,"n. 故事,叙述",她丢失手稿的遭遇让乔几乎落下泪来。,1
tumble,b2,,2.78,1,27,tʌmbl,"n. 跌倒, 摔跤, 翻斤斗 / vi. 翻倒, 摔倒, 倒塌, 滚动, 翻斤斗, 仓促地行动 / vt. 使摔倒, 使滚翻, 弄乱",研四六托雅,5472,6023,[21],[18],"Next our peaceful Tupman comes, So rosy, plump, and sweet, Who chokes with laughter at the puns, And tumbles off his seat.",101,v. 摔倒，翻滚　n. 跌跤；翻跟斗,“接着是我们安详的图普曼上场，脸蛋红扑扑，胖乎乎，甜丝丝，他听了俏皮话笑得直呛，一头从椅子上栽下来。”,
graceful,c1,,2.7533,1,11,'greisful,a. 优美的,研四六托,7236,9715,[7],[27],"She danced with graceful ease, as if the music carried her along.",-1,a. 优雅的，优美的,她舞姿轻盈优美，仿佛被音乐托着前行。,1
hush,c1,,2.7533,1,11,hʌʃ,"n. 肃静, 安静, 沉默 / vt. (使)肃静, (使)安静, (使)缄默 / interj. 嘘, 别作声",六宝,13814,15722,[37],[28],A hush fell over the room as she began to play.,-1,n. 寂静，肃静　v. 使安静（hush up 压下，遮掩）,她开始演奏时，满屋子安静下来。,1
tempt,c1,verb,2.7267,1,10,tempt,"vt. 诱惑, 引诱, 引起...的兴趣, 吸引, 冒...风险",研四六托,5592,4078,[64],[20],"When last seen, she was sitting at the gate, watching the butcher's cart, and it is feared that some villain, tempted by her charms, basely stole her.",110,v. 引诱，诱惑；吸引（be tempted by 被…吸引）,有人最后一次看见她时，她正坐在门口看肉铺的车，怕是有哪个坏蛋受了诱惑，将她……,
worthy,c1,adjective,2.7267,1,10,'wә:ði,"n. 杰出人物 / a. 有价值的, 可敬的, 值得的",高研四六托,5102,4663,[135],[4],"Jo regarded them as worthy of Bacon, Milton, or Shakespeare, and remodeled her own works with good effect, she thought.",20,a. 值得的；可敬的（worthy of 配得上）,乔认为它们足以与培根、弥尔顿或莎士比亚比肩，并暗自把自己作品的稿样大刀阔斧地改了又改，觉得效果不错。,
clash,c1,noun,2.7067,2,7,klæʃ,"n. 冲突, 撞击声, 抵触 / vi. 冲突, 抵触 / vt. 使发出撞击声",研六雅宝,6143,3873,"[125, 130]","[3, 34]","Hear!"" cried Jo, clashing the lid of the warming pan like a cymbal.",17,v. 碰撞发出铿锵声；冲突　n. 冲突,“听啊！”乔嚷道，把暖床器的盖子像铙钹一样敲得当当响。,
blossom,c1,,2.7,1,9,'blɒsәm,"n. 花, 花开的状态, 兴旺期 / vi. 开花, 兴旺, 发展",研四六托雅宝,6437,10180,[7],[47],The apple trees were in full blossom that spring.,-1,n. 花，开花　vi. 开花；发展（in blossom 盛开）,那年春天，苹果树花开正盛。,1
plump,c1,,2.7,1,9,plʌmp,"a. 圆胖的, 丰满的, 直接下落的, 直率的 / vt. 突然放下, 支持, 使丰满, 使鼓起 / vi. 扑通落下, 投票赞成, 变丰满, 鼓起 / adv. 沉重地, 突然地, 直截了当地",六托宝,9362,9171,[21],[7],"Next our peaceful Tupman comes, So rosy, plump, and sweet, Who chokes with laughter at the puns, And tumbles off his seat.",41,a. 圆胖的，丰满的,“接着是我们安详的图普曼上场，脸蛋红扑扑，胖乎乎的，甜丝丝的，他听了俏皮话笑得直呛，一头从椅子上栽下来。”,
mingle,c1,,2.7,1,9,'miŋgl,v. (使)混合,研六托雅宝,8350,8698,[28],[11],"Knights and ladies, elves and pages, monks and flower girls, all mingled gaily in the dance.",65,v. 混合，交融；（mingle with 与…混在一起）,骑士与淑女、精灵与侍从、僧侣与卖花姑娘，全都欢快地混杂在一起跳舞。,
envy,c1,,2.7,1,9,'envi,"n. 羡慕, 嫉妒 / vt. 羡慕, 嫉妒",高研四六雅,8491,8468,[32],[22],"Her dress is well chosen, too, for in a week she weds Count Antonio, whom she passionately hates."" ""By my faith, I envy him.",115,n. 嫉妒，羡慕　vt. 嫉妒，羡慕,“她的礼服也选得好，一星期后她就要嫁给安东尼奥伯爵了，可她恨透了他。”“以我的信仰起誓，我真羡慕他。”,
