word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
lime,b2,,3.2133,14,14,laim,"n. 石灰, 粘鸟胶, 酸橙 / vt. 以石灰处理, 粘鸟胶于, 撒石灰",四六,5429,7712,"[11, 12, 15, 16, 20, 25, 27, 32, 33, 40, 42, 43, 53, 81]","[8, 1, 3, 9, 3, 10, 14, 33, 5, 2, 21, 4, 13, 8]",Are limes the fashion now?,4,n. 酸橙；（limes 书中指一种热门零食）,“现在时兴吃酸橙吗？”,
patience,b2,noun,3.01,1,33,'peiʃәns,"n. 耐性, 忍耐",高研四六托,4177,4928,[35],[6],"Boys are trying enough to human patience, goodness knows, but girls are infinitely more so, especially to nervous gentlemen with tyrannical tempers and no more talent for teaching than Dr. Blimber.",32,n. 耐心，耐性,男孩们对人类的耐心已经够折磨人了，天知道，可女孩们更是有過之而无不及，尤其是对神经紧张的先生们而言。,
beside,b2,preposition,3.01,1,30,bi'said,prep. 在旁边,中高,1981,1623,[89],[13],"Maybe she would have helped me, I'm so stupid,"" said Beth, who stood beside him, listening eagerly.",69,,,
bow,b2,noun,2.9833,1,29,bәu.bau,"n. 弓, 眼睛框 / v. 用弓拉琴, 弯成弓形 / n. 鞠躬, 屈服",高研四六托,4098,4473,[32],[11],He made a low bow and held the door open for her.,-1,n. 鞠躬；弓；蝴蝶结　v. 鞠躬,他深深鞠了一躬，为她扶住门。,1
fault,b2,noun,2.9033,1,26,fɒ:lt,"n. 过错, 故障, 毛病 / vt. 挑剔 / vi. 产生断层, 弄错",高研四托雅宝,2849,2076,[84],[10],"""I should not have chosen that way of mending a fault,"" replied her mother, ""but I'm not sure that it won't do you more good than a bolder method.",48,,,
burst,b2,verb,2.8833,2,23,bә:st,"n. 破裂, 突发, 爆发 / v. 爆裂, 突发, 充满",高研四六托,3560,3011,"[4, 53]","[16, 15]","That little goose means a centaur, and she called him a Cyclops,"" exclaimed Jo, with a burst of laughter.",87,n. 突然爆发；迸发　v. 爆裂；（a burst of）一阵,“那个小傻瓜想说的是半人马，她却把他叫成了独眼巨人！”乔嚷道，爆发出一阵大笑。,
gray,b2,,2.8767,1,25,grei,"n. 灰色, 暗淡 / a. 灰色的, 灰白的, 面色苍白的, 年老的, 老练的, 阴沉的 / v. (使)变灰色",四六,1939,5464,[41],[19],"""Young ladies, attention, if you please!"" At the stern order the buzz ceased, and fifty pairs of blue, black, gray, and brown eyes were obediently fixed upon his awful countenance.",110,,,
ribbon,b2,,2.8767,1,25,'ribәn,"n. 缎带, 色带, 带状物 / vt. 用丝带装饰, 把...撕成条状 / vi. 形成带状",研四六托雅,4838,5617,[100],[13],"""Any more than it's proper to wear all your bonnets and gowns and ribbons at once, that folks may know you've got them,"" added Jo, and the lecture ended in a laugh.",66,n. 缎带，丝带,“就像你把帽子和裙子、缎带一次全穿戴齐整，好让人家知道你都有似的，”她又补了一句。,
sober,b2,,2.86,1,33,'sәubә,"a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的 / vt. 使醒酒, 使严肃 / vi. 从醉里醒来, 变严肃",研四六托雅宝,7423,7671,[10],[7],"What do you mean?"" And Meg looked sober.",34,a. 严肃的；清醒的；素净的,“你这是什么意思？”梅格的神情严肃起来。,
despair,b2,,2.86,1,32,di'spєә,"n. 绝望, 失望 / vi. 绝望",研四六雅,5427,4747,[48],[6],"""Bring the rest immediately."" With a despairing glance at her set, she obeyed.",37,n. 绝望　v. 绝望（despairing 绝望的）,“把剩下的立刻交上来。”她绝望地看了自己的那一摊子一眼，照办了。,
