word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
carriage,c1,noun,3.3733,6,23,'kæridʒ,"n. 马车, 客车, 举止, 运输",高研四六托,6534,3104,"[146, 147, 177, 178, 184, 200]","[11, 4, 16, 34, 22, 19]","""I can't have a carriage without its costing ever so much.",16,n. 马车；（仪态）举止,“我没法置办马车，那要花费太多。”,
amuse,c1,,3.32,2,48,ә'mju:z,"vt. 消遣, 娱乐, 使发笑",高研四六雅宝,9683,8734,"[87, 115]","[6, 9]","She could not roam about and amuse herself, for the burned breadth would show, so she stared at people rather forlornly till the dancing began.",29,v. 逗乐，使开心；消遣，自娱,她不能到处闲逛自娱自乐，因为烧坏的那截裙边会露出来，所以她只能颇为落寞地盯着人们，直到黄昏。,
peep,c1,,3.32,2,31,pi:p,"n. 一瞥, 偷看, 不完全的景象, 初现, 吱吱声, 嘀咕抱怨声, 汽车喇叭声 / vi. 窥视, 出现, 吱吱叫 / vt. 使隐约显现",研四六宝,16608,12052,"[89, 114]","[25, 1]",Both peeped and criticized and chatted till they felt like old acquaintances.,5,v. 偷看，窥视　n. 一瞥,两人又偷看、又品评、又闲聊，很快就觉得像老相识了。,
lad,c1,noun,3.2133,2,26,læd,"n. 青年, 家伙, 少年, 情人",研,9364,2455,"[84, 123]","[4, 16]","I won't go before seventeen, anyway."" ""Aren't you but fifteen?"" asked Jo, looking at the tall lad, whom she had imagined seventeen already.",94,n. 少年，小伙子,“可不管怎样，我十七岁之前不去。”“你难道才十五岁吗？”乔问道，打量着这个高个子少年——她原以为他十七岁了。,
spoil,b2,verb,3.1,5,50,spɒil,"n. 战利品, 赃物, 奖品, 变质, 次品 / vt. 损坏, 破坏, 溺爱 / vi. 腐坏, 掠夺",研四六托雅宝,6411,4282,"[17, 24, 48, 53, 55]","[39, 4, 1, 2, 2]",I'm spoiled!,4,v. 溺爱，宠坏；毁坏，糟蹋,“我就是被惯坏的孩子！”,
hearty,c1,,3.1,1,24,'hɑ:ti,"a. 诚恳的, 健壮的, 热烈的, 丰盛的",六,10166,14279,[96],[15],Mr. Lawrence received them with a hearty welcome and a warm handshake.,-1,a. 热诚的，亲切的；丰盛的；健壮的,劳伦斯先生热情洋溢地接待了他们，握手亲切而有力。,1
silk,b2,noun,3.07,2,31,silk,"n. 丝, 绸, 绸锻类, 丝织品 / a. 丝的, 丝织的",中高,3969,3130,"[11, 12]","[5, 23]","""If I only had a silk!"" sighed Meg.",17,n. 丝绸，丝织品,“我要是有一条丝绸裙就好了！”梅格叹道。,
dare,b2,verb,3.07,2,46,dєә,"n. 挑战, 挑动, 大胆 / v. 敢, 胆敢",中高研四六,3348,3210,"[85, 148]","[15, 1]","She telegraphed her wish to Meg, but the eyebrows went up so alarmingly that she dared not stir.",81,v. 敢，胆敢；（dare not 不敢）,她把愿望做手势传给梅格，可梅格的眉毛挑得那么吓人，她不敢再轻举妄动。,
fellow,b2,adjective,3.07,2,62,'felәu,"n. 男人, 朋友, 同事 / a. 同伴的, 同事的, 同道的",高研四六,2421,2954,"[99, 127]","[25, 6]","Laurie proved a jolly fellow, full of fun and high spirits.",-1,n. 小伙，家伙；伙伴,劳里原来是个快活的小伙子，浑身是趣，兴致勃勃。,1
scold,c1,,3.0467,1,22,skәuld,"n. 好骂街的人, 责骂 / v. 责骂",高研四六雅,10246,15769,[176],[1],"Hannah scolded, Meg cried, and Jo was at her wits' end, till she decided to take things into her own hands.",7,v. 责骂，斥责　n. 好骂街的人,汉娜直骂，梅格直哭，乔束手无策，最后决定自己拿主意。,
