word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
golden,b2,adjective,2.69,1,18,'gәuldn,"a. 金的, 含金的, 金色的, 贵重的, 繁盛的",中高研四六,1821,2240,[29],[49],The golden sunshine streamed in at the window.,-1,a. 金色的;宝贵的,金色的阳光从窗口倾泻进来。,1
pity,b2,noun,2.68,2,21,'piti,"n. 遗憾, 同情, 怜悯, 憾事, 可惜 / vt. 同情, 怜悯 / vi. 觉得可怜, 有同情心",中高,6927,3803,"[101, 105]","[16, 10]","But buds will be roses, and kittens cats, more's the pity!"" ""What's that about flatirons and cats?"" asked Meg, as she crept into the room with the finished letter in her hand.",53,n. 怜悯，同情；憾事（more's the pity 真可惜）,“可花蕾终要开成玫瑰，小猫终要长成大猫——真是可惜！”,
conceal,c1,verb,2.6733,1,8,kәn'si:l,"vt. 隐藏, 掩盖, 隐瞒",研四六托雅宝,5148,3994,[14],[27],Jo could not conceal her disappointment when the news came.,-1,v. 隐藏，隐瞒（conceal sth from sb）,听到这个消息，乔掩饰不住自己的失望。,1
contrary,c1,adjective,2.6467,1,7,'kɒntrәri,"a. 相反的, 矛盾的, 对立的 / n. 相反, 对立面 / adv. 相反地",高研四六托,5495,4761,[19],[2],"""On the contrary, I like it very much, dear,"" looking from the dusty rosary to the well-worn little book, and the lovely picture with its garland of evergreen.",8,a. 相反的　n. 相反（on the contrary 恰恰相反）,“恰恰相反，亲爱的，我非常喜欢。”她的目光从那串蒙尘的念珠移到那本翻旧了的小书上……,
vent,c1,,2.62,1,6,vent,"n. 排气口, 出口, 通风孔, 发泄 / vt. 发泄, 排出, 给...开孔",六托雅宝,7608,9816,[4],[14],She gave vent to her feelings in a burst of tears.,-1,n. 出口；（give vent to 发泄，吐露）,她大哭一场，把情绪尽情宣泄出来。,1
vex,c1,,2.5933,1,5,veks,"vt. 使烦恼, 使苦恼 / vi. 烦恼",四六托雅宝,17663,19006,[20],[18],"""It is an excellent plan to have some place where we can go to be quiet, when things vex or grieve us.",85,v. 使烦恼，使恼火（be vexed 心烦）,“我们有个可以独自安静待着的地方，当有什么事惹我们心烦或伤心时就去那里，这主意真不错。”,
prosper,c1,,2.5933,1,5,'prɒspә,"vi. 繁荣, 兴隆, 成功 / vt. 使成功, 使昌盛",研托,8251,8601,[39],[4],"I think you will prosper, for the sincere wish to be good is half the battle.",17,v. 兴旺，成功；使繁荣,“我想你会成功，因为发自内心想做好人，就已经赢了一半。”,
cozy,c1,,2.5933,1,5,'kәuzi,"a. 舒适的, 安逸的, 惬意的 / n. (茶壶等的)保暖罩, 舒适的座位 / vt. 以假话使安心",六托,7168,43923,[76],[48],"They gathered round the cozy fire, talking of old times.",-1,a. 温暖舒适的，惬意的,她们围坐在暖融融的炉火边，谈起往事。,1
falter,c1,,2.5933,1,5,'fɒ:ltә,"vt. 支吾地说 / vi. 支吾, 蹒跚地走 / n. 颤抖, 支吾, 踌躇",研托雅宝,9324,8808,[92],[23],"I hope things will go happily with her."" ""Hadn't you rather have her marry a rich man?"" asked Jo, as her mother's voice faltered a little over the last words.",120,v. 支吾，结巴地说；蹒跚；动摇,“我希望她婚姻幸福美满。”“你倒宁愿她嫁给个有钱人吗？”乔问道，这时母亲的声音微微发颤……,
sweetness,c1,,2.5667,1,4,'swi:tnis,"n. 甜蜜, 芳香, 美妙",六,9462,12041,[96],[47],There was a new sweetness in her voice when she spoke of him.,-1,n. 甜蜜，温柔；芬芳,说起他时，她的嗓音里带着一种新的温柔。,1
consent,b2,noun,2.5567,1,13,kәn'sent,"n. 同意, 许可 / vi. 同意, 赞同",研四六雅宝,4391,2503,[69],[20],"He is a truly excellent young man, and we could not refuse to listen to him, but I will not consent to Meg's engaging herself so young."" ""Of course not.",92,n. 同意，许可　vi. 同意（consent to）,他是个真正出色的年轻人，我们无法拒绝听他把话说完，但我不会同意梅格订婚……,
reign,c1,noun,2.54,1,3,rein,v. 为王，为君；当政；统治 / n. 为王，为君；当政；统治,研四六托雅宝,7626,3868,[7],[15],"So quiet and reposeful within, for everyone slept, spent with watching, and a Sabbath stillness reigned through the house, while nodding Hannah mounted guard at the door.",96,v. 统治；笼罩，弥漫　n. 统治时期,屋里那么安静祥和，因为大家都累得沉沉睡去了，一种安息日的宁静笼罩着整栋房子。,
sincere,b2,adjective,2.52,2,15,sin'siә,"a. 诚实的, 正直的, 真挚的, 纯净的",研四六雅宝,6875,8424,"[32, 39]","[13, 7]","I think you will prosper, for the sincere wish to be good is half the battle.",34,a. 真诚的，诚挚的,“我想你会成功，因为发自内心想做好人，就已经赢了一半。”,
harbor,c1,,2.5133,1,2,'hɑ:bә,"n. 港, 避难所 / v. 庇护, 藏匿, (使)入港停泊",研六托雅宝,5726,26500,[8],[28],"With a blissful sense of burdens lifted off, Meg and Jo closed their weary eyes, and lay at rest, like storm-beaten boats safe at anchor in a quiet harbor.",148,n. 港口；避难所　v. 心怀，怀藏；庇护,带着一种重负卸下的幸福感，梅格和乔合上疲惫的眼睛安然入睡，像历经风暴的……,
contempt,c1,noun,2.5133,1,2,kәn'tempt,"n. 轻视, 轻蔑",研四六托雅宝,6277,4753,[53],[18],"I don't know anything about love and such nonsense!"" cried Jo, with a funny mixture of interest and contempt.",100,n. 轻蔑，鄙视（with contempt）,“我一点都不懂什么爱情和这类傻话！”乔嚷道，脸上带着一种既好奇又不屑的古怪神情。,
genuine,b2,adjective,2.51,2,9,'dʒenjuin,"a. 真正的, 真实的, 诚恳的",研四六托雅宝,3747,2524,"[1, 96]","[30, 27]",Her delight at the present was perfectly genuine.,-1,a. 真正的，真诚的，货真价实的,她对这份礼物的欢喜完全是发自内心的。,1
delay,b2,noun,2.5033,1,11,di'lei,"n. 耽搁, 迟滞 / v. 耽搁, 延迟",高研四六托雅,3105,2530,[4],[51],There must be no delay in sending for the doctor.,-1,"n. 耽搁,延误 v. 推迟",派人请医生的事一刻也不能耽搁。,1
stretch,b2,noun,2.5033,1,11,stretʃ,"n. 伸展, 张开, 连绵, 一段路, 一段时间 / a. 可伸缩的, 弹性的 / vt. 伸展, 张开, 曲解, 使过度伸展 / vi. 伸展, 延伸",研四六托雅宝,1915,1930,[15],[13],A long stretch of country lay white under the snow.,-1,"n. 一段,连绵的一片 v. 伸展",白雪覆盖的大地在大片地带白茫茫地铺展。,1
