word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
mute,c1,,2.54,1,3,mju:t,"n. 哑子, 哑音字母, 弱音器 / a. 哑的, 无声的, 沉默的 / vt. 减弱...的声音 / vi. 排泄",研四六宝,10937,14663,[12],[39],She stood mute with astonishment at the sight.,-1,a. 沉默的；哑的　v. 使无声　n. 哑巴,看到眼前景象，她惊得说不出话。,1,"1. 逐项解析：
- She：主语，第三人称代词，指代文中的女性人物。
- stood：动词 stand 的过去式，此处不是简单的「站着」，而是连系动词用法，后面直接接形容词 mute，表示「处于一种沉默的状态」，stood mute 就是「站着说不出话」。
- mute：目标词，形容词，意为「沉默的；哑的」。它与 silent 的差别在于：mute 更强调发不出声、被钉在原地的失语状态，多半由强烈情绪引起。
- with astonishment：介词短语作原因状语，with 表示「因为、由于」，astonishment 意为「惊愕、惊讶」，说明失语的原因是震惊。
- at the sight：介词短语，at 在此表「看到……之时、因目睹……」，the sight 指「眼前的景象」。
- 结构小结：主干是「她站着」，mute 补充站着时的状态，with 道出原因，at 点明引发情绪的场面，层层嵌套，结构紧凑。
2. 整句解读：
整句逻辑是「因为看到那个景象，她惊得站在原地、一句话也说不出来」。stood mute 把失语写成定格画面，比 said nothing 更静态、更有画面感；译文把 with astonishment 揉进「惊得」二字，把因果关系化进一个词里，既流畅又贴切。语气上是文学叙事的既定口吻，平稳而不煽情，读者能顺着文字「看见」一个因震惊而失声的人。
3. 文化点：
《小妇人》这类 19 世纪小说常用「姿态＋状态形容词」来定格人物情绪。另外注意：现代英语里 mute 作名词指「哑巴」已带冒犯性，日常宜改说 speech-impaired，但作形容词表示「沉默的」仍很常见，本句正是这一常见用法。",受惊的小鸟张大了嘴，却发不出一点声音，就那么僵在枝头陪着你。
yearn,c1,,2.5133,1,2,jә:n,"vi. 渴望, 想念, 怀念, 同情",六托雅宝,7999,11780,[11],[8],"Come back!"" she did not stretch out her yearning arms in vain.",40,v. 渴望，思念（yearn for/to）,“回来吧！”这一次，她伸出的渴望的臂膀没有落空。,,"1. 逐项解析：
- Come back!：直接引语，祈使句，是人物喊出的一句话，意为「回来吧」。
- she：主语，指喊话的人。
- did not ... in vain：双重否定结构。in vain 是固定短语，意为「白白地、徒劳地」；did not stretch out ... in vain 就是「没有白伸」，即这次伸手真的等到了回应。
- stretch out：动词短语，「伸出（手臂）」。
- her yearning arms：目标词的派生形式。yearn（动词，渴望、思念）的现在分词 yearning 在此作形容词修饰 arms，意为「充满渴望的、望眼欲穿的双臂」。
- 结构小结：主句用 in vain 的反说制造张力；yearning 把「渴望」直接安到身体上，读起来格外生动。
2. 整句解读：
字面意思是「这一次，她没有白白伸出自己渴望的手臂」。言下之意：此前或许伸过手却落了空，而这一回她呼唤「回来吧」，人真的回来了，渴望有了着落。译文把 in vain 翻成「落空」、把 yearning 翻成「渴望的」，两处都精准：「没有落空」比直译「并非徒劳」更口语、更有画面。双重否定自带一种宽慰的语气，读来是久别重逢的释然。
3. 文化点：
句子出自《小妇人》人物相认的抒情场面。19 世纪小说习惯把抽象情感附着在身体意象上，这里就是「手臂」。yearn 的高频搭配是 yearn for 和 yearn to do，口语里远不如 long 常见，是更典雅、更有文学气的动词。",车站里踮起脚、伸长脖子，双臂朝出口方向微微前倾，恨不得先扑过去的那个人。
fulfill,c1,,2.5133,1,2,ful'fil,"vt. 实践, 履行, 实行, 完成, 结束, 满足",研六,5431,22202,[103],[45],She was determined to fulfill her promise at last.,-1,v. 履行（承诺）；实现（fulfill a promise）,她决心一定要履行自己的承诺。,1,"1. 逐项解析：
- She：主语。
- was determined：determined 是形容词「下定决心的」，与 be 动词连用表「决心做某事」，固定搭配 be determined to do something。
- to fulfill：不定式，目标词，意为「履行、实现」，fulfill a promise 是高频搭配，即「兑现承诺」。
- her promise：宾语，promise 意为「诺言、承诺」。
- at last：时间状语，「终于、最终」，暗示这承诺怕是拖了很久才下定决心兑现。
- 结构小结：主干是「她下了决心」，不定式点明决心要做的具体内容，at last 收尾给整句加上时间跨度。
2. 整句解读：
句子很朴素：她下定决心，这一次一定要兑现自己的承诺。at last 是整句的情绪重心，暗示承诺曾被搁置、被难题卡住，如今终于要还上。语感上 was determined to 比 wanted to 强硬得多，是意志的表达；译文用「决心一定要」，两个程度词的叠加正好对上 determined 的分量。
3. 文化点：
在《小妇人》所写的 19 世纪美国家庭语境里，「守信诺」是道德教育的重要一环，书中人物常以履行诺言来证明自己的成长。顺便注意拼写：fulfill 是美式拼写，英式写作 fulfil；它几乎都作及物动词，接 promise、duty、dream 一类的宾语。",攒了半年的还款计划终于划掉最后一项，如释重负地合上笔记本的那一瞬。
purify,c1,,2.4867,1,1,'pjuәrifai,"vi. 变纯净 / vt. 使纯净, 净化, 提纯, 精炼",研四六托宝,13440,11900,[0],[18],"It was easy to promise self-abnegation when self was wrapped up in another, and heart and soul were purified by a sweet example.",100,v. 净化，使纯净；（心灵）澄清（be purified by）,当自我整个寄托在另一个人身上、心与灵魂都被这真挚的爱净化时，许下克己的诺言是很容易的。,,"1. 逐项解析：
- It was easy to promise self-abnegation：It 是形式主语，真正主语是不定式 to promise self-abnegation，easy 是表语。self-abnegation 意为「克己、自我否定」，由 self（自我）加 abnegation（放弃、割舍）构成，是句中第一个难词。
- when self was wrapped up in another：when 引导的从句。self 即「自我」；was wrapped up in 是被动语态，wrap up 本义「包裹起来」，引申为「全身心投入、完全寄托于」；another 指另一个人。
- heart and soul were purified by a sweet example：与前句并列的又一个被动句。heart and soul 是名词并列「心与灵魂」；were purified 是目标词 purify（净化、使纯净）的过去分词被动式；by a sweet example 指出施动者，「被一个美好的榜样所净化」，结合上下文即那份真挚的爱。
- 结构小结：主句加两个并列的条件从句，层层说明「在什么情况下克己很容易」。
2. 整句解读：
整句是「先结论、后条件」的句式：许下克己的诺言很容易——但先要满足两个前提：一是自我完全寄托在对方身上，二是心与灵魂被美好的榜样洗净。逻辑核心是：热恋中的人把对方当成了自己，克己就不再是牺牲，而是顺着自己的心。译文把 a sweet example 点化为「真挚的爱」，把抽象的 example 落回故事里的具体情感，相当贴切；「整个寄托」也保留了 wrapped up in 那种裹缠的质感。
3. 文化点：
self-abnegation 是典型的维多利亚式道德词汇，《小妇人》所处的 19 世纪美国深受清教徒传统影响，推崇克己、奉献与精神的净化。purify 在这里不只是「洗洁净」，还带着「心灵涤荡」的宗教回响，与当时「爱情使人变得高尚」的浪漫主义观念相通。",脏水顺着滤芯一滴滴淌下来，落进碗里变成透明的水，心里也跟着透亮起来。
orderly,c1,,2.4867,1,1,'ɒ:dәli,"a. 有秩序的, 整齐的, 值班的 / n. 护理员, 清道夫, 传令兵, 勤务兵 / adv. 依次地, 顺序地",研四六托雅,7744,8435,[24],[16],The little house was kept in orderly neatness from top to bottom.,-1,a. 整洁的，有条理的；（orderly life 规律的生活）,这栋小屋从上到下都收拾得整整齐齐。,1,"1. 逐项解析：
- The little house：主语，「小屋」。
- was kept：被动语态，keep 表示「保持、维持」，强调这种整洁是有人一直在打理的，而不是一次性打扫的结果。
- in orderly neatness：介词短语表状态，in 在此表「处于……之中」。orderly 是目标词，形容词，由 order（秩序）派生，意为「井井有条、整洁有序」；neatness（超纲词）是名词，意为「整洁、干净」，作 in 的宾语。
- from top to bottom：固定短语，「从上到下、里里外外」。
- 结构小结：主干是「小屋被保持在某种状态中」，核心语义集中在 in orderly neatness 这个短语上，句式短而稳。
2. 整句解读：
意思清楚：这栋小屋从上到下都保持在整齐有序的整洁之中。orderly 与 neatness 是同义叠加——neatness 说「干净」，orderly 再说「各归其位、有条理」，两层意思叠起来比单说 tidy 更有分量，也透出主人的勤快与自律。译文用「收拾得整整齐齐」轻松化解了两个词的重量，读来轻快自然。
3. 文化点：
在《小妇人》的故事里，家的整洁常被当作操持者德行与教养的镜子；18-19 世纪新兴中产尤其看重「家」的秩序井然，把它视为体面与上进心的外在标志，orderly 一词里的 order 本身就暗含「规矩」的意味。",书桌上几支笔从长到短排成一队，每本书都立在自己该在的位置上。
paste,c1,,2.4867,1,1,peist,"n. 面团, 面食, 浆糊, 糊状物, 粘贴, 用拳重击 / vt. 用浆糊粘, 张贴, 狠狠地打",研四六,7619,8942,[32],[14],"Boys go nutting, and I don't care to be bagged by them,"" returned Jo, pasting away at the kite which no wind that blows would ever carry up, for Daisy had tied herself on as a bob.",70,v. 粘贴；糊（风筝）　n. 浆糊，面团,“男孩子们去打板栗，我可不想被他们装进袋子里。”乔一边糊着那只怎么等也没有风来的风筝，一边答道。,,"1. 逐项解析：
- 引语部分：Boys go nutting——go＋动词-ing 表「去做某活动」，nutting 由 nut（坚果、板栗）变来，指捡拾坚果；and I don't care to be bagged by them——care to do 意为「在乎做某事」，bag 作动词意为「装进袋里」，被动式 be bagged 即「被装进袋子」，暗指被当成板栗捡走，满口俏皮。
- returned Jo：return 在此不是「返回」，而是「回话、答道」，相当于 replied，是全句的插入式主谓结构。
- pasting away at the kite：现在分词短语作伴随状语。pasting 是目标词 paste（动词，涂浆糊、糊）的现在分词；away 表示动作不停歇，pasting away 即「埋头糊个不停」；at 表明动作对象，at the kite 就是「糊那只风筝」。
- which no wind that blows would ever carry up：定语从句修饰 the kite。which 是 carry up（使升空）的宾语；no wind that blows 意为「无论刮什么风」；would ever 用虚拟语气把「永远不可能」说得很绝对。
- for Daisy had tied herself on as a bob：for 表原因（因为）。Daisy 是角色名；had tied herself on 为过去完成时，「把自己拴了上去」；as a bob 说明身份——bob（超纲词）指挂在风筝尾端作坠子的小重物、绒球或流苏，这里即 Daisy 把自己当成压住风筝的坠子。
- 结构小结：引语→回话→伴随动作→定语从句→原因从句，层层包裹，一句话里既有对白、有动作，还有一个解释用的包袱。
2. 整句解读：
整句画面感极强：乔一边回嘴「男孩子们去打板栗，我可不想被他们当板栗捡走」，一边不停手地糊着那只风筝；可那风筝任凭刮什么风也飞不起来——因为妹妹黛西把自己拴上去当了坠子。pasting away 把动作铺在对话背后，定语从句跟 for 从句再一步步揭开「飞不起来」的原因，读到最后一个抖机灵，才发现真是玩笑。译文用「一边……一边」接住伴随动作，「怎么等也没有风来」把原文对「永远飞不起」的夸张语气转成了中文顺口的话。
3. 文化点：
go nutting 属于 go＋动词-ing 表短途活动的惯用结构（类似 go fishing、go shopping），口语味浓。此段出自《小妇人》里四姐妹做风筝的场景：在没有电子产品的时代，用纸和糨糊糊风筝是孩子真实的日常，bob（风筝坠子）正是这种手工玩具的细节；这段对白也把乔活泼、爱贫嘴的性子写得活灵活现。",沾满浆糊的手指，把最后一张纸摁在风筝骨架上，风筝胖了一圈却纹丝不动。
overhaul,c1,,2.4867,1,1,.әuvә'hɒ:l,"vt. 分解检查, 翻修, 精细检查, 彻底革新 / n. 分解检查, 精细检查, 大检修",研托雅宝,11001,12280,[53],[25],"I'm sure it would do you good, and please us very much."" ""Don't believe I can."" But Jo got out her desk and began to overhaul her half-finished manuscripts.",117,v. 彻底检修；翻新（overhaul one's life 检讨生活）　n. 大修,“我敢说这一定对你有好处，也会让我们非常高兴。”“我倒不信我能做到。”可乔还是拿出书桌，动手……,,"1. 逐项解析：
1. ""I'm sure (it) would do you good""——do somebody good 是固定搭配，do 后接间接宾语 you、直接宾语 good，意为""对某人有好处""；it 指说话人劝乔去做的某件事，是主语。
2. ""and please us very much""——please 作及物动词""使……高兴""，us 是宾语，very much 表示程度，整句即""也会让我们非常高兴""。
3. ""Don't believe I can.""——口语省略句，完整为 I don't believe I can (do it)，意为""我可不相信自己做得到""，带着一点自嘲的俏皮口吻。
4. ""But Jo got out her desk""——get out 的过去式，""取出、搬出""，desk 指书桌，即把书桌（里的东西）搬出来。
5. ""began to overhaul her half-finished manuscripts""——begin to do 后接不定式；overhaul 本义是""彻底检修机器""，在此引申为""彻底翻检、整理""；half-finished 是复合形容词（half+finished）""写了一半的""；manuscripts 是可数名词复数""手稿""。
2. 整句解读：前半段是两句对话，对方劝乔别闷头写作，说那样""对你本人有好处，也让我们开心""，乔半信半疑地应了句""我倒不觉得我能做到""；叙事接着一转，写乔还是搬出书桌，动手彻底翻整她那堆半成品手稿。overhaul 借用""检修机器""的意象来讲整理手稿，凡是经它一过的东西都被郑重对待，透出乔写作时那股较真的劲儿；中文译本在""动手""处顿住留白，实际要表达的就是""动手彻底翻检、整理""这批手稿。
3. 文化点：这是19世纪美国小说《小妇人》里乔与姐姐对话的情节，desk（书桌）、manuscripts（手稿）都对应乔""想当作家""的人设；do you good 这类套语也带着那个年代温婉劝勉、关怀的口吻。",想象一台老爷车被拆开重装、焕然一新再次上路——乔就是把那堆半成品手稿当成了要 overhaul 的老爷车。
elastic,c1,,2.4867,1,1,i'læstik,"n. 松紧带, 橡皮筋 / a. 有弹性的, 能伸缩的, 可通融的",研四六雅,11772,9955,[83],[3],"Mine is so elastic, it never seems full now, and I used to be quite contented with my family.",11,n. 松紧带，橡皮筋　a. 有弹性的，灵活的,“我的心太有弹性了，现在好像永远装不满，而我从前一直觉得很满足于这个家。”,,"1. 逐项解析：
1. ""Mine is so elastic""——Mine 是名词性物主代词，此处指 my heart（前文正在谈""心""），作主语；elastic 是表语形容词""有弹性的、能伸缩的""，本句用的是比喻义。
2. ""it never seems full now""——it 指那颗心，seem 是系动词""显得""，full""满的""，never 表否定，连起来是""现在好像怎么都装不满""。
3. ""and I used to be quite contented with my family""——used to do 表示""过去曾经（习惯）做""；be contented with 是形容词语块""对……感到满足、知足""（content 加词尾-ed）；quite 加强语气，""相当、很""。
2. 整句解读：说话人把""心""比作一个能伸缩的口袋或容器：从前一家人的温情就能把它装得满满当当，自己很知足；如今这颗心变得太有弹性，怎么都填不满，言外之意是她在渴望超出家庭范围之外的爱与天地。elastic 是这句话最传神的一笔——把抽象的、说不清的空虚感写得像布料一样可以触摸；中文保留""弹性""这个比喻，又译""好像永远装不满""，贴着原文又自然。
3. 文化点：《小妇人》里大姐 Meg 婚后初尝""心房空落""的滋味，这句台词折射出19世纪女性在家庭责任与自我渴望之间的拉扯。",想象一条松紧带越拉越长，不管往袋子里塞什么都还空着一截——你的心也变得这样永远装不满。
impulse,b2,,2.4833,2,8,'impʌls,"n. 冲动, 驱使, 刺激, 推动, 冲力, 建议, 脉冲 / vt. 推动",研六托雅宝,4695,5362,"[26, 87]","[45, 27]","I never knew how good and generous and tender he was till now, for he lets me read his heart, and I find it full of noble impulses and hopes and purposes, and am so proud to know it's mine.",122,n. 冲动（on an impulse 一时冲动）；推动力,“我从不知道他这么好、这么慷慨、这么温柔，直到现在，因为他让我读他的心，我发现它满满的……”,,"1. 逐项解析：
1. ""I never knew how good and generous and tender he was till now""——knew 后接 how+形容词引导的名词性从句；till now 意为""直到现在""；good（好）、generous（慷慨）、tender（超纲词，形容词""温柔体贴的""）三个词并列递进。
2. ""for he lets me read his heart""——for 作连词表原因，""因为""；let sb do sth 结构，宾补省略 to；read his heart 是""读到他的心、看透他的内心""的比喻说法。
3. ""and I find it full of noble impulses and hopes and purposes""——find+宾语+补语结构，it 指 his heart；be full of""充满""；impulses（目标词，本义""冲动""，此处是从心底涌出的愿望和力量）；noble（超纲词，""高尚的、高贵的""）修饰 impulses；hopes（希望）、purposes（志向）与 impulses 并列。
4. ""and am so proud to know it's mine""——承前省略主语 I，be proud to do""因……而自豪""，it's mine""这颗心属于我""。
2. 整句解读：这是 Jo 对心上人的一番剖白：以前从不知道他这么好、这么慷慨温柔，如今他敞开心扉任由我读，我才发现那里面装满了高尚的冲动、希望与志向，而最让我骄傲的是，这样一颗心属于我。句子感情层层推进，good、generous、tender 由表及里；impulses、hopes、purposes 三个抽象名词把""内在的驱动力""铺排开来，读起来有涌动的热忱。注意 impulse 在这里不是贬义的""一时冲动""，而是灵魂深处正当而向上的人生愿望，是一种带劲儿的原始能量。
3. 文化点：19世纪讲究含蓄的情感表达，Jo 这样直白地宣告""他的心如我的心，且归我所有""，在当时相当大胆，也正是《小妇人》这位女主角率真、反传统性格的写照。",想象一颗心是一只装满了小火苗的罐子——每一簇火苗都是一股 noble impulse，正等着点燃前路。
restless,b2,,2.44,2,12,'restlis,"a. 不安静的, 慌张的, 休息不充分的",研四六雅宝,7303,7077,"[42, 94]","[18, 1]","A restless spirit possessed her, and the old feeling came again, not bitter as it once was, but a sorrowfully patient wonder why one sister should have all she asked, the other nothing.",2,a. 不安定的；烦躁的（a restless spirit 不安分的心）,一种躁动不安的情绪攫住了她，那种老感觉又来了——不再是当年那么苦涩，而是一种脉脉含愁的……,,"1. 逐项解析：
1. ""A restless spirit possessed her""——a restless spirit""一股躁动不安的心神""；restless 是目标词，由 rest（安歇）+ 后缀-less（""没有……的""）构成，义为""静不下来的""；possess 作及物动词""占据、攫住""，比 had 多了一层""被附身""的力度。
2. ""and the old feeling came again""——""那种旧日的感觉又涌上来了""，the old feeling 指前文反复出现的情绪。
3. ""not bitter as it once was""——not 否定 bitter（苦涩的），as it once was 是比较分句""像它从前那样""，全意""不再像过去那样苦涩""。
4. ""but a sorrowfully patient wonder""——but 表转折并列；wonder 是名词""（不解的）疑惑、慨叹""；sorrowfully（超纲词）是 sorrowful 的副词""忧伤地""，修饰 patient（耐心的、隐忍的），合成""一种忧伤而耐心的疑惑""这一耐人寻味的意境。
5. ""why one sister should have all she asked, the other nothing""——why 引导名词从句说明 wonder 的内容；one…the other…""其中一个（姐姐）……另一个（姐妹）……""；should have all she asked 中 should 带""竟然""的口吻，即""竟能得到她所求的一切""；the other nothing 承前省略动词，即""另一个却什么也没有""。
2. 整句解读：一股躁动攫住了她，那种熟悉的老感觉又回潮——只是不再像从前那样苦涩，而化作一种含忧带忍的疑问：为什么姐妹中间一个事事如愿遂心，另一个却两手空空。restless 修饰 spirit，把""坐立不安、呆不住""的体感提升到心神层面，再配上 possess 这种""攫住""的动词，人物内心的骚动立刻活了；全句语气克制而哀婉，正是年轻人对命运不公那点说不出口的委屈。
3. 文化点：这里是 Amy 备受宠爱而 Jo 自感被冷落的写照；19世纪西方家庭里兄弟姐妹待遇不均、长辈偏心并不罕见，作者借一句心理描写就把这种现实切面呈现了出来。",想象一只小鸟在胸口的笼子里扑腾个不停，怎么都按不住——那就是 restless spirit 的样子，安静不下来。
