word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
ripen,c1,,2.6,2,3,'raipәn,vt. 使成熟 / vi. 成熟,高四六托宝,14750,14908,"[54, 54]","[4, 26]",The fruit ripened slowly under the warm September sun.,-1,v. 成熟；使成熟,九月暖阳下，果实慢慢成熟。,1
erect,c1,verb,2.5933,1,5,i'rekt,"a. 直立的, 竖立的, 笔直的 / vt. 使竖立, 使直立, 树立, 建立 / vi. 勃起",研四六托雅宝,6356,4303,[6],[16],"At such times the intruder silently withdrew, and not until the red bow was seen gaily erect upon the gifted brow, did anyone dare address Jo.",87,a. 直立的，竖起的　vt. 竖立；建立,每逢这种时候，闯进来的人便悄悄退了出去，直到那个红蝴蝶结又欢快地出现在……,
nap,c1,,2.5667,1,4,næp,"n. 小睡, 稍睡, 细毛, 孤注一掷 / vi. 小睡, 疏忽 / vt. 使拉毛, 打盹度过, 预测...为获胜马",研四六雅,7438,15002,[14],[31],Grandpa took his afternoon nap in the big armchair.,-1,n. 小睡，打盹（take a nap）　vi. 打盹,爷爷在宽大的扶手椅里睡午觉。,1
fable,c1,,2.5667,1,4,'feibl,"n. 寓言, 神话, 谎言 / vi. 虚构, 作寓言",研六托,12174,14705,[71],[20],"In the hope of pleasing everyone, she took everyone's advice, and like the old man and his donkey in the fable suited nobody.",105,n. 寓言；（集体）神话传说,为了让每个人都满意，她听取每个人的意见，结果就像寓言里那个老人和驴子一样……,
heel,b2,noun,2.5567,1,13,hi:l,"n. 脚后跟, 踵, 后部, 倾侧 / vt. 尾随, 装以鞋跟, 倾侧, 追赶 / vi. 紧随, 用脚后跟传球",高研四六托,3056,3535,[12],[9],"They were early, and while Miss Crocker set the heel of her stocking, Jo amused herself by examining the faces of the people who occupied the seat with them.",48,"n. 脚后跟,袜跟","她们到得早,克罗克小姐织着袜跟,乔便打量起同座人们的脸来解闷。",
stab,c1,verb,2.54,1,3,stæb,"n. 刺, 戳, 剧痛, 尝试, 努力 / vt. 刺, 戳, 刺入, 刺痛, 直入, 使伤心 / vi. 刺, 刺伤",研四六托宝,5835,5408,[16],[55],A stab of jealousy shot through her heart.,-1,n. 刺痛；戳（a stab of）　v. 刺，戳,一阵嫉妒的刺痛穿过了她的心。,1
agitate,c1,,2.54,1,3,'ædʒiteit,"vt. 使摇动, 搅动, 使激动, 使不安 / vi. 鼓动, 煽动",研托宝,12134,13895,[25],[42],The news agitated her more than she would admit.,-1,v. 使焦躁不安；搅动,这个消息让她心烦意乱，比她自己承认的更甚。,1
perplex,c1,,2.54,1,3,pә'pleks,"vt. 使困惑, 使复杂化, 使为难",研六托雅,15354,18685,[80],[20],"""This man says, 'An exquisite book, full of truth, beauty, and earnestness.' 'All is sweet, pure, and healthy.'"" continued the perplexed authoress.",127,v. 使困惑，使费解（perplexed 困惑的）,“这位先生说：‘一本精致的书，充满真理、美好与诚挚。’‘一切甜美、纯洁而有益健康。’”,
accordingly,c1,adverb,2.5133,1,2,ә'kɒ:diŋli,"adv. 相应地, 因此, 于是",研四六,5589,3199,[4],[52],She gave her orders and acted accordingly.,-1,adv. 相应地；因此,她下达了指令，并照此办理。,1
wholly,c1,adverb,2.5133,1,2,'hәuli,"adv. 完全地, 整个, 统统, 全部",研四六,6835,3314,[5],[39],He was wholly absorbed in his book.,-1,adv. 完全地，整个地,他完全沉浸在书里。,1
