word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
modest,b2,adjective,2.63,4,9,'mɒdist,"a. 谦逊的, 羞怯的, 端庄的, 适度的",高研四六托雅宝,3101,3176,"[86, 91, 92, 94]","[2, 60, 27, 9]","The pretty, modest girls are never talked about, except respectfully, among gentleman.",12,a. 谦虚的，端庄的；适度的,那些漂亮而端庄的姑娘从不会被人议论，除非是出于敬重，在绅士们中间也是如此。,
cure,b2,noun,2.57,3,9,kjuә,"n. 治疗, 治愈, 治疗法 / vt. 治疗, 治愈, 改正, 腌制, 加工处理, 使硫化 / vi. 受治疗, 被加工处理, 被硫化",高研四六托雅,4579,5242,"[105, 105, 150]","[8, 21, 12]","But she can pet and comfort him after I'm gone, and so cure him of this romantic notion.",55,,,
distress,c1,noun,2.5667,1,4,di'stres,"n. 苦恼, 贫困, 痛苦 / vt. 使苦恼 / a. 亏本出售的",研四六托雅宝,5194,4287,[4],[29],"This isn't like Beth, and it worries me."" ""Have you asked her about it?"" ""I have tried once or twice, but she either evaded my questions or looked so distressed that I stopped.",150,n. 痛苦，苦恼　vt. 使苦恼（be distressed 忧心）,“这不像贝丝的性子，我有点担心。”“你问过她吗？”“试过一两次，可她要么……要么就……”,
worship,c1,noun,2.5667,1,4,'wә:ʃip,"n. 崇拜, 礼拜, 尊敬 / vi. 参加礼拜 / vt. 崇拜, 尊敬",研四六雅宝,5808,4576,[44],[9],"But there came a time when Laurie ceased to worship at many shrines, hinted darkly at one all-absorbing passion, and indulged occasionally in Byronic fits of gloom.",44,v. 崇拜，敬仰　n. 礼拜；崇拜,但后来有一天，劳里不再朝许多圣坛顶礼膜拜，而是暧昧地暗示自己迷上了一桩全神贯注的激情……,
lighten,c1,,2.54,1,3,'laitn,"vt. 照亮, 点亮, 减轻, 使轻松, 闪出 / vi. 发亮, 打闪, 变轻",四六,8581,11353,[156],[57],Her cheerful talk lightened the heavy hour for all.,-1,v. 减轻；使轻松；照亮,她快活的谈话让这段沉闷的时光轻松了不少。,1
weekly,b2,adjective,2.5367,2,10,'wi:kli,"n. 周刊, 周报 / a. 每周的, 一周一次的, 周刊的 / adv. 每周, 一周一次",高研四六雅,3220,3186,"[43, 50]","[49, 28]","As usual Beth lay on the sofa and Laurie sat in a low chair close by, amusing her with all sorts of gossip, for she depended on her weekly 'spin', and he never disappointed her.",132,,,
slumber,c1,,2.5133,1,2,'slʌmbә,"n. 睡眠, 麻木状态 / vi. 微睡, 静止, 麻木 / vt. 睡着度过(时间)",六托宝,15579,19044,[62],[23],"This repulsive pillow was her especial property, being used as a weapon of defense, a barricade, or a stern preventive of too much slumber.",131,n. 睡眠，安睡（slumbers 酣睡）　vi. 安睡,这个讨人嫌的枕头是她的专用品，既是防御武器、防御工事，也是严厉的……,
straightforward,c1,adjective,2.5133,1,2,streit'fɒ:wәd,"a. 笔直的, 率直的, 明确的, 简单的, 直接的",高研六雅宝,6187,3491,[81],[7],"It's really refreshing to see a sensible, straightforward girl, who can be jolly and kind without making a fool of herself.",42,a. 直率的，坦诚的；简单的,“看到这样一个懂事、坦率的姑娘，又能说能笑、心地善良，又不做作，真是令人耳目一新。”,
fool,b2,noun,2.5033,1,11,fu:l,"n. 愚人, 受骗者, 奶油拌水果 / vt. 愚弄, 欺骗, 浪费 / vi. 干傻事, 开玩笑, 游荡 / a. 傻的",高研四,4030,3660,[81],[18],"It's really refreshing to see a sensible, straightforward girl, who can be jolly and kind without making a fool of herself.",107,,,
evade,c1,,2.4867,1,1,i'veid,"v. (巧妙地)逃脱, 规避, 逃避",研托雅宝,9545,8471,[4],[23],"This isn't like Beth, and it worries me."" ""Have you asked her about it?"" ""I have tried once or twice, but she either evaded my questions or looked so distressed that I stopped.",117,v. 躲避，回避（evade a question）,“这不像贝丝的性子，我有点担心。”“你问过她吗？”“试过一两次，可她总是岔开话题。”,
vengeance,c1,,2.4867,1,1,'vendʒәns,"n. 复仇, 报仇",六雅宝,8569,9690,[35],[8],"""Oh dear, we are growing up with a vengeance.",35,n. 复仇，报复（with a vengeance 变本加厉地）,“哎呀，我们都在大大地长大成人了。”,
intelligible,c1,,2.4867,1,1,in'telidʒәbl,"a. 可理解的, 易理解的, 纯概念性的",研六托雅宝,17337,14873,[51],[53],His whisper was hardly intelligible through the storm.,-1,a. 听得清（看得懂）的，明白易懂的,在风暴中，他的低语几乎听不清。,1
query,c1,noun,2.4867,1,1,'kwiәri,"n. 疑问, 疑问号, 质问, 查询 / v. 询问, 质问",托宝,9831,5285,[72],[34],She raised a quiet query about the strange arrangement.,-1,n. 疑问，质询　v. 质疑,她对那奇怪的安排提出了一个含蓄的疑问。,1
ornamental,c1,,2.4867,1,1,.ɒ:nә'mentl,"n. 装饰物, 观赏植物 / a. 装饰性的, 装饰的, 观赏用的",六托,12466,9921,[98],[12],"Go and make yourself useful, since you are too big to be ornamental.",57,a. 装饰性的，观赏用的　n. 装饰品,“既然你大得不能当摆设了，那就去做点有用的事吧。”,
liberty,b2,noun,2.4767,1,10,'libәli,"n. 自由, 特权, 许可, 冒失",高研四六托宝,3835,3629,[141],[6],"You I leave to enjoy your liberty till you tire of it, for only then will you find that there is something sweeter.",26,n. 自由；冒昧（take the liberty of 冒昧）,“你，我随便享受你的自由，直到你腻了为止，因为只有到那时你才会发现……”,
tragic,b2,adjective,2.4767,1,10,'trædʒik,"a. 悲惨的, 悲剧的",研六,4259,4967,[148],[25],"""Let us say nothing about it to him till the plan is settled, then I'll run away before he can collect his wits and be tragic.",119,a. 悲惨的；悲剧的,“计划定妥之前我们对他只字不提，然后我在他还来不及……之前就跑掉。”,
foolish,b2,,2.46,1,15,'fu:liʃ,"a. 愚蠢的, 傻的",高研四托,5783,4977,[74],[10],"Now then."" ""I'm glad of it, that's one of your foolish extravagances, sending flowers and things to girls for whom you don't care two pins,"" continued Jo reprovingly.",47,,,
tremble,b2,,2.46,1,15,'trembl,"n. 战栗, 颤抖 / vi. 战栗, 忧虑, 摇晃",高研四六托雅,5233,4432,[155],[7],"When all was settled, with fear and trembling she told Laurie, but to her surprise he took it very quietly.",36,v. 颤抖，发抖　n. 战栗（fear and trembling 战战兢兢）,一切商定之后，她战战兢兢地把这事告诉了劳里，可出乎意料，他听得十分平静。,
