word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
quench,c1,,2.8067,1,13,kwentʃ,"vt. 熄灭, 结束, 使冷却, 将...淬火 / vi. 熄灭, 平息",研六托雅宝,19110,19371,[7],[11],A cup of cold water quenched her thirst at once.,-1,v. 解（渴）；熄灭（quench one's thirst）,一杯凉水顿时解了她的渴。,1
crown,c1,noun,2.7,1,9,kraun,"n. 王冠, 王权, 顶点 / vt. 使成王, 加冕, 居...之顶",研四六雅宝,5097,1760,[12],[9],Her hard work was crowned with success at last.,-1,v. 使圆满；为…加冕　n. 王冠；顶点（be crowned with 以…告终）,她的辛勤努力终于以成功告终。,1
disgrace,c1,,2.6733,1,8,dis'greis,"n. 耻辱, 不名誉 / vt. 使受耻辱, 使失体面",研六托,10352,8519,[32],[1],"Jo disgraced herself by nearly fainting away, and had to be doctored by Laurie in the china closet.",3,n. 耻辱，丢脸　vt. 使蒙羞（disgrace oneself 出丑）,乔大大地出了个丑——她差点晕过去，只好由劳里在瓷器柜边说边给她倒水服药。,
maiden,c1,,2.6467,1,7,'meidn,"n. 年轻未婚女子, 少女, 处女 / a. 未婚的, 处女的, 初次的, 无经验的",研六雅,14342,11516,[12],[8],Amy's maiden effort at cooking was a surprising triumph.,-1,n. 少女　a. 处女的；首次的（maiden voyage 首航）,艾米下厨的初次尝试，出人意料地大获成功。,1
stalk,c1,,2.6467,1,7,stɒ:k,"n. 茎, 追踪, 高视阔步 / vi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步 / vt. 追踪, 搜索",研六托宝,6634,10135,[45],[8],"The old cat stalked across the yard, tail in the air.",-1,v. 大摇大摆地走；悄悄追踪　n. 茎,老猫竖起尾巴，大摇大摆地穿过院子。,1
utterly,c1,adverb,2.62,1,6,'ʌtәli,"adv. 完全地, 全然, 绝对",托雅,5570,4708,[5],[19],The room was utterly quiet when she finished speaking.,-1,adv. 完全地，彻底地,她说完时，房间里一片寂静。,1
congratulate,c1,verb,2.62,1,6,kәn'grætʃәleit,"vt. 祝贺, 庆贺",高研四六,8361,6017,[54],[14],"""Rather a pleasant year on the whole!"" said Meg, smiling at the fire, and congratulating herself on having treated Mr. Brooke with dignity.",74,v. 祝贺（congratulate sb on）,“这一年总体还不错！”梅格望着炉火微笑着说，暗自庆幸自己把……,
prick,c1,,2.5933,1,5,prik,"vt. 刺, 戳, 刺痛, 使竖起 / vi. 刺, 竖起 / n. 扎, 一刺, 刺痛 / a. 竖起的",研六宝,13277,11860,[66],[25],She pricked her finger on the needle and dropped the work.,-1,v. 刺，扎；刺痛（prick one's finger）　n. 扎痛,她被针扎了一下手指，手里的活掉了下来。,1
verse,c1,noun,2.5933,1,5,vә:s,"n. 诗, 韵文, 诗句 / vt. 用诗表达 / vi. 作诗",研六托宝,5446,3540,[86],[10],Laurie could repeat whole verses of the poem by heart.,-1,n. 诗句；诗节；（veses 诗歌）,劳里能整段整段地背出那首诗。,1
overflow,c1,,2.5667,1,4,.әuvә'flәu,"n. 溢值, 超值, 泛滥 / v. (使)泛滥, (使)溢出, (使)充溢",研六托雅宝,9278,9554,[38],[11],"Never mind what happened just after that, for the full hearts overflowed, washing away the bitterness of the past and leaving only the sweetness of the present.",62,v. 溢出；满溢（hearts overflow 心潮澎湃）　n. 溢出,别管随后发生了什么吧，因为满溢的心潮冲走了往日的怨怼——那是……,
