word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
tranquil,c1,,2.7,1,9,'træŋkwil,a. 安静的,六托,13037,11585,[3],[5],"Her paradise was not a tranquil one, for the little woman fussed, was over-anxious to please, and bustled about like a true Martha, cumbered with many cares.",23,a. 平静的，安宁的,她的“天堂”并不安宁，因为这个小妇人忙忙叨叨、急于讨好，忙前忙后地团团转……,
exert,c1,verb,2.6533,2,5,ig'zә:t,"vt. 发挥, 运用, 施以影响",研四六托雅宝,6115,5057,"[79, 85]","[5, 5]",I'm too used up to 'exert' myself for anyone.,20,v. 运用，发挥（exert oneself 努力）；施加（影响）,“我累坏了，没力气为任何人‘卖力’了。”,
absent,c1,adjective,2.6533,2,5,'æbsәnt,"a. 缺席的, 不在的, 缺乏的, 漫不经心的 / vt. 使缺席",中高研四六托,5516,4300,"[134, 146]","[6, 16]","All were busy at home, John absent till night, and nothing to do but sew, or read, or potter about.",28,"a. 缺席的,不在的","全家都在忙,约翰要到夜里才回来,除了缝缝补补、读读书、溜达溜达,无事可做。",
stern,c1,,2.6467,1,7,stә:n,"n. 尾部, 船尾, 臀 / a. 严厉的, 严格的, 坚定的, 坚决的",研四六托雅宝,10140,9588,[158],[10],"The kind, brown eyes looked as if they could be stern, and though he was unusually merry, she fancied he had found her out, but didn't mean to let her know it.",48,a. 严厉的，严肃的；坚定的　n. 船尾,那双和善的棕色眼睛看上去也能变得严厉，他虽然异常快活，她却觉得他好像有什么心事……,
prudent,c1,,2.6267,2,4,'pru:dnt,"a. 审慎的, 三思而后行的, 精明的, 节俭的",研六托宝,8823,8554,"[140, 162]","[7, 32]","Till now she had done well, been prudent and exact, kept her little account books neatly, and showed them to him monthly without fear.",33,a. 谨慎的，精明的；（花钱）节俭的,到那时为止她一直做得很好，谨慎又精确，小账本记得整整齐齐，还拿给他看……,
indignation,c1,,2.62,1,6,.indig'neiʃәn,"n. 愤怒, 愤慨, 义愤",研六宝,12282,9794,[61],[29],""" John got no further, for Meg cast him off, and clasped her hands with a tragic gesture as she fell into a chair, exclaiming in a tone of mingled indignation, reproach, and dismay . . .",147,n. 愤慨，义愤（with indignation）,“约——翰！”约翰没能再说下去，因为梅格把他推开，以悲剧性的姿态双手一合，跌进椅子里……,
glorify,c1,,2.5933,1,5,'glɒ:rifai,"vt. 赞美, 美化, 赞扬, 使辉煌",六托宝,13582,18869,[8],[40],They glorified every little act of kindness she did.,-1,v. 赞美，美化；使光辉,她做的每一件小善事都被他们大加赞美。,1
gracious,c1,,2.5933,1,5,'greiʃәs,"a. 亲切的, 慈善的",研四六托雅宝,8538,9946,[130],[34],She gave a gracious smile to each of the guests.,-1,a. 亲切的，和蔼的；优雅的（good gracious! 天哪！）,她对每位客人报以亲切的微笑。,1
violet,c1,,2.5933,1,5,'vaiәlit,"n. 堇菜, 紫罗兰 / a. 堇菜科的, 紫罗兰色的",研四六宝,14924,13023,[150],[12],"That was only a month to wait, and here was a lovely violet silk going at a bargain, and she had the money, if she only dared to take it.",53,n. 紫罗兰；紫色　a. 紫色的,那只要等一个月，眼下正有一块可爱的紫罗兰色丝绸贱卖，钱她也有——如果她肯掏……,
ensue,c1,verb,2.5733,2,2,en'su:,"vi. 跟着发生, 继起 / vt. 追求",六雅宝,9538,8586,"[13, 194]","[22, 19]","One can imagine what answer he made, how he received his present, and what a blissful state of things ensued.",102,v. 继而发生，随之而来（ensuing 接踵而来的）,不难想象他作了怎样的回答、如何收下这份礼物，以及随之而来的日子有多么幸福美满。,
longe,toe,,2.56,4,27,'lʌndʒ,n. 练马长绳,,0,0,"[22, 92, 104, 148]","[1, 27, 1, 7]","She longed to run home, bib and all, and ask Mother to lend her a hand, but John and she had agreed that they would never annoy anyone with their private worries, experiments, or quarrels.",4,"long 的误还原形,语境义为 v. 渴望,盼望","她真想一路跑回家,围裙也不脱,求妈妈搭把手,可约翰和她已约定,绝不拿私下的烦恼、试验或争吵去烦任何人。",
heaven,b2,noun,2.5567,1,13,'hevn,"n. 天堂, 上帝, 天空",中高研四六托,2626,2649,[60],[10],"I'll buy you quarts if you want it, but for heaven's sake don't have hysterics, for I've brought Jack Scott home to dinner, and . . .",44,n. 天堂;老天爷;天空(heaven's sake:天哪),"你想要多少夸脱我都给你买,但看在老天份上,别歇斯底里,我把杰克·斯科特带回家吃晚饭了,而且……",
clumsy,c1,,2.54,1,3,'klʌmzi,"a. 笨拙的, 不雅观的, 粗陋的",高研四六托雅宝,9209,8653,[5],[39],"He was clumsy with the tools, but full of good will.",-1,a. 笨拙的，不灵巧的,他使起工具来笨手笨脚，但满怀好意。,1
solitude,c1,,2.54,1,3,'sɒlitju:d,"n. 孤独, 单独, 孤寂",研托宝,8164,10264,[40],[18],"Step into the garden, Scott, while I look up Mrs. Brooke,"" said John, alarmed at the silence and solitude.",97,n. 独处，孤寂；僻静处,“斯科特，你先进花园，我去找布鲁克太太。”约翰说，被这寂静和空无一人的气氛吓了一跳。,
unlucky,c1,,2.54,1,3,.ʌn'lʌki,"a. 不吉利的, 不祥的, 不幸的",四六,13668,8531,[77],[15],"He restrained himself however, and the little squall would have blown over, but for one unlucky word.",88,"a. 不吉利的,不走运的","不过他忍住了,这场小小的风波本该过去,偏有一句不吉利的话坏了事。",
flannel,c1,,2.54,1,3,'flænl,"n. 法兰绒, 法兰绒衣服",六宝,11931,12072,[205],[6],"Presently Jo appeared, proudly bearing a flannel bundle laid forth upon a large pillow.",41,n. 法兰绒；法兰绒衣物,不一会儿乔出现了，得意洋洋地捧着一只大大的枕头，上面放着一包法兰绒裹着的东西。,
feast,b2,,2.5267,3,13,fi:st,"n. 宴会, 酒席, 享受, 节日 / vt. 款待, 享乐, 请客 / vi. 参加宴会, 尽情地吃, 享受",高研四六雅,5910,5626,"[12, 97, 130]","[13, 11, 17]","And Meg must know it."" He had fumed inwardly during the feast, but when the flurry was over and he strolled home after seeing Scott off, a milder mood came over him.",56,n. 盛宴，筵席；节日　v. 盛宴款待,“梅格一定得知道这事。”宴席上他一直憋着一肚子火，等那阵忙乱过去、他溜达回家时……,
mutton,c1,,2.5133,1,2,'mʌtn,n. 羊肉,高研四六宝,22179,15305,[8],[29],The joint of mutton filled the kitchen with a savoury smell.,-1,n. 羊肉,那块大羊肉把厨房熏得香气四溢。,1
