word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
forgive,b2,verb,3.55,10,42,fә'giv,"vt. 原谅, 宽恕, 免除",高研四六雅,3595,3395,"[44, 60, 69, 70, 76, 76, 77, 87, 170, 173]","[23, 9, 1, 7, 0, 46, 25, 9, 2, 18]","""Please forgive me, Jo.",8,"v. 原谅,宽恕","“请原谅我,乔。”",,"1. 逐项解析:
- Please:副词,表请求、恳求,放在句首让请求显得更礼貌、更委婉。
- forgive:目标词,及物动词,意为「原谅、宽恕」,此处作祈使句的谓语动词,直接用原形。
- me:人称代词宾格,作 forgive 的直接宾语,是被原谅的对象「我」。
- Jo:人名「乔」,作呼语(vocative),用逗号与主句隔开,表明这句话是说给谁听的。
整句是祈使句,主语 you 被省略,结构为 Please + forgive + me + 呼语。

2. 整句解读:
句子是典型的礼貌祈使句:Please 让请求带上一丝恳求的语气,forgive me 直白地表达「原谅我」,句末的 Jo 则点明恳求的对象。读起来像一个人站在面前、放低姿态当面哀求,急切而真诚。中文译成「请原谅我,乔」完整保留了这种语序和语气。在《小妇人》里,这是人物谦卑认错时常说的开场白。

3. 文化点:
19 世纪新英格兰家庭讲究礼貌与克制,犯错后当面说「请原谅我」是常见的道歉方式。forgive 一词在宗教语境里也指「上帝宽恕罪过」,因此它比 sorry 多一层庄重的意味,常被用于郑重道歉。","看着对方摊开双手、低声说「原谅我」的那个瞬间,胸腔里紧着的那口气一下就松开了。"
anger,b2,noun,2.97,7,15,'æŋgә,"n. 忿怒 / vt. 激怒, 使发怒 / vi. 发怒",高研四雅,2362,2489,"[24, 37, 58, 75, 76, 95, 169]","[4, 1, 28, 20, 26, 4, 8]","""I let the sun go down on my anger.",29,"n. 愤怒,怒气",“我让太阳带着我的怒气落山了。”,,"1. 逐项解析:
- I:主语,「我」。
- let:及物动词,过去式仍为 let,意为「让、任由」,固定结构为 let + 宾语 + 动词原形,即 let the sun go down。
- the sun:宾语,「太阳」。
- go down:动词短语,「落下、沉下去」,此处指太阳落山。
- on my anger:介词短语。on 在此带一种「压着、带着、随之而去」的意味,my anger 是「我的怒气」。
整句结构为 I let + the sun + go down + on my anger,字面是「我让太阳带着我的怒气一起落下去」。

2. 整句解读:
这句话用的是比喻:怒气像一件东西压在落日之上,太阳下山时它也一并沉下去、消散,不留在夜里,也不带到第二天。语气带着一种自我宽慰甚至自嘲——把脾气比作能被日落带走的行李,显得乖巧又可爱。中文「我让太阳带着我的怒气落山了」把意象完整译出,画面感很强:夕阳西沉,心头的火也随之熄灭。

3. 文化点:
这句话明显化用《圣经·以弗所书》中的名句「不可含怒到日落」。在《小妇人》中,小姑娘借此表明自己生气从不隔夜,体现了 19 世纪清教徒家庭重视自省与克己的道德氛围。","你坐在门槛上看太阳把天边染成橙红,心头的怒气也跟着它一起沉下了山。"
sob,c1,,2.9667,1,19,sɒb,"vi. 啜泣, 呜咽 / vt. 哭诉, 哭得使 / n. 啜泣, 呜咽",高研四六,7230,8177,[117],[35],A stifled sob told her how grieved Amy was.,-1,v. 啜泣，呜咽　n. 抽噎,一声压抑的啜泣让她明白艾米有多难过。,1,"1. 逐项解析:
- A stifled sob:主语。sob 是目标词,此处作名词「啜泣、抽噎」;stifled 是超纲词,动词 stifle(压抑、遏制)的过去分词作定语,意为「被压抑的、闷着声的」,描写那种被强压住的哭声。
- told:动词过去式,「告诉、使……明白」,此处是 tell somebody something 的双宾语结构。
- her:宾格代词,间接宾语,「她」。
- how grieved Amy was:宾语从句,how 引导,表程度「有多……」。grieved 是动词 grieve(使悲伤)的过去分词作表语,意为「悲伤的」;Amy was 是系表结构,即「艾米(是)多么悲伤」。
整句结构:A stifled sob + told + her + how grieved Amy was,即「一声压抑的啜泣让她明白艾米有多难过」。

2. 整句解读:
主语不是人,而是「一声压抑的啜泣」——用声音作施动者,是很有画面感的写法:她看不见艾米的脸,只凭这一声就知道对方难过到了极点。stifled 一词点出艾米在强忍眼泪,越压抑越显心碎。中文把 told 译成「让她明白」,把「啜泣」这个无言的信号翻译成可以被理解的讯息,贴合汉语表达习惯。

3. 文化点:
在 19 世纪小说(《小妇人》)中,女性角色被要求克制、隐忍,当众流泪也被视为失态,因此「压抑的啜泣」比放声大哭更能传达内心的痛苦与教养。","她死死咬着嘴唇,肩膀一抖一抖,只从喉咙底漏出一声极轻的抽噎。"
skate,c1,,2.9133,5,8,skeit,"n. 溜冰, 冰鞋 / vi. 滑冰, 滑过",中高研四六,5756,12027,"[81, 83, 92, 94, 108]","[9, 5, 8, 21, 11]","""Everybody is so hateful, I'll ask Laurie to go skating.",48,v. 滑冰　n. 冰鞋,“人人都这么讨厌，我去叫劳里一起去滑冰。”,,"1. 逐项解析:
- Everybody is so hateful:分句一。Everybody 不定代词,「每个人、人人」;is so hateful 是「是这么讨厌的」,hateful 形容词,「可恨的、惹人厌的」。口语里用逗号直接连接下一句,语气像小声抱怨。
- I'll ask Laurie to go skating:主句。I'll 是 I will 的缩写;ask somebody to do something 是固定搭配,「叫/邀某人做某事」;go skating 是 go + 动名词结构,意为「去滑冰」,skating 是目标词 skate 的动名词形式。
整句先抱怨、后行动:情绪一扬,话锋一转就提出要去找伙伴玩。

2. 整句解读:
这是《小妇人》里人物赌气撒娇的口吻:前一句把气话说得满满的,「人人都这么讨厌」,下一句却透出孩子气的活络,「我去叫劳里一起去滑冰」——用行动把情绪排解开。中文译成「我去叫劳里一起去滑冰」,两个「去」贴合 go skating 的动感,读来轻快而有画面:雪地里呼朋引伴、踏冰而去。

3. 文化点:
19 世纪冬季,结冰的湖面是欧美年轻人重要的游乐场,滑冰既是锻炼也是社交。新英格兰地区冬季漫长,结伴去滑冰是很常见的活动,也常是小伙伴闹别扭后复和、破冰的契机。","冬日的湖面冻成一面大镜子,你蹬着冰鞋「刷」地滑出去,冷风灌满衣摆。"
confess,b2,verb,2.8833,2,23,kәn'fes,"v. 承认, 坦白, 忏悔, 供认",研四六托雅宝,3950,4102,"[37, 143]","[8, 27]","Her anger never lasted long, and having humbly confessed her fault, she sincerely repented and tried to do better.",47,v. 承认，坦白；忏悔,她的怒气从不长久，谦卑地承认了自己的过错之后，她是真心忏悔，并努力改正。,,"1. 逐项解析:
- Her anger never lasted long:分句一。her anger 她的怒气;never 从不;lasted 为 last(持续)的过去式,不及物;long 长时间。整体是「她的怒气从不长久」。
- and having humbly confessed her fault:现在分词完成式短语,作时间状语,表示先于主句发生,即「在谦卑地承认过错之后」。having confessed 是 confess 的现在分词完成式;humbly 超纲词,副词「谦卑地、低声下气地」;her fault 她的过错。
- she sincerely repented and tried to do better:分句二(主句)。she 主语;sincerely 副词「真诚地」;repented 超纲词,repent(忏悔、悔过)的过去式;tried to do better 是 try to do something,「努力做得更好」。
整句以分句+状语+主句的节奏推进,先说性格,再写动作,最后落到改进。

2. 整句解读:
句子结构很有层次:先下一句性格总评「怒气从不长久」,再用 having done 交代时序(先认错,后忏悔),最后用 repented 和 tried 两个并列动词收束,把「忏悔」落到「行动」。目标词 confess 在《小妇人》的道德语境里,不只意味着口头上「承认错误」,还带有向人坦白、悔过的意味,因此常译作「承认、坦白、忏悔」。中文把整句译作「谦卑地承认了自己的过错之后,她是真心忏悔,并努力改正」,连词和气口都与原文对应。

3. 文化点:
基督教传统里,confess 常与忏悔、告解相关——向神或长者坦白过错、求得宽恕。19 世纪美国清教徒家庭极重认错与自省,「犯错—谦卑认错—真心悔改」被视为品德修养的必修课,所以这句话既是性格描写,也带着鲜明的道德教化色彩。","就像把藏在心里很久的错事低着头一五一十交出来,说完才敢松一口气。"
sew,b2,,2.86,1,31,sәu,"vt. 缝纫, 缝合, 缝 / vi. 缝纫",高研四六托,6478,6446,[72],[9],"It was not a happy evening, for though they sewed as usual, while their mother read aloud from Bremer, Scott, or Edgeworth, something was wanting, and the sweet home peace was disturbed.",44,"v. 缝,缝纫","那是个不愉快的夜晚,虽然她们照常缝补衣裳,母亲在一旁朗读布雷默、司各特或埃奇沃思的作品,但总觉得少了点什么,家中那份甜蜜的安宁被扰乱了。",,"1. 逐项解析:
- It was not a happy evening:主句。It 指代整个夜晚,「那不是个愉快的夜晚」。
- for:并列连词,表原因,「因为」,引出对「不愉快」的解释。
- though they sewed as usual:让步状语从句。though 虽然;they 她们(指姐妹们);sewed 是目标词 sew 的过去式,此处作不及物动词,「缝、缝纫」;as usual 是固定搭配,「照常」。
- while their mother read aloud from Bremer, Scott, or Edgeworth:时间状语从句。while 当……之时/与此同时;read aloud 朗读;from Bremer, Scott, or Edgeworth 表示读的是布雷默、司各特或埃奇沃思的作品,三个作家名代指她们的书。
- something was wanting:分句二。something was wanting 是较老的表达,「缺了点什么」,wanting 在此作形容词,「欠缺的、不足的」。
- and the sweet home peace was disturbed:并列分句。the sweet home peace 家中那份甜蜜的安宁;was disturbed 被扰乱,被动语态。
整句靠着 for 引出的一串从句层层铺开,是典型的 19 世纪小说长句。

2. 整句解读:
句子虽长,脉络却很清晰:先给结论「不是个愉快的夜晚」,再用 for 解释原因,原因里又有让步(照常缝衣、照常朗读)与转折(总觉得少了点什么、安宁被扰动)形成的张力。sew 在这里是家庭夜间劳作的总写,画面是母女围灯做针线的温馨底色,与「少了点什么」的失落形成反差。中文把长句按意群切分,以「虽然……但……」译让步,读来通顺,安宁前加「甜蜜」呼应温甜的家庭氛围。

3. 文化点:
19 世纪美国家庭夜晚,女眷围坐缝补、由一人朗读文学作品的「朗读会」是典型而优雅的家庭娱乐。Bremer(瑞典女作家布雷默)、Scott(英国小说家司各特)、Edgeworth(爱尔兰女作家埃奇沃思)都是当时流行的家庭读物作者,可见这个家庭有良好的文化修养;而缝纫在那个年代也是女性必备的家务技能。","昏黄的灯光下,针尖穿过布料,丝线一拉一收,发出细细的「沙沙」声。"
hasty,c1,,2.84,2,12,'heisti,"a. 匆匆的, 轻率的, 性怠的",研四六托雅宝,12658,11493,"[44, 137]","[9, 6]","Everything was in its place, however, and after a hasty glance into her various closets, bags, and boxes, Jo decided that Amy had forgiven and forgotten her wrongs.",50,a. 匆忙的；轻率的,好在一切都各归其位，乔匆匆扫了一眼各个抽屉、提包和盒子，断定艾米……,,"1. 逐项解析：
1) everything was in its place：everything（一切）作主语；be in its place 是固定搭配，意为「各归其位、都在原处」，place 用单数并与 its 呼应。
2) however：转折副词，「不过、好在」，语气轻巧，把前面的紧张轻轻拨开。
3) after a hasty glance into her various closets, bags, and boxes：after 引导时间介词短语；hasty（本词）形容词「匆忙的、急急的」，修饰 glance；glance 名词「一瞥、扫一眼」，glance into... 即「朝……里扫一眼」；various「各种的」修饰三个并列名词 closets（衣柜/壁橱）、bags（提包）、boxes（盒子）。
4) Jo decided that...：decide that 引导宾语从句，此处不是「决定」而是「断定、得出结论」。
5) Amy had forgiven and forgotten her wrongs：艾米已经原谅并忘却了乔对自己的亏欠；wrongs 用复数，指「错待、对不住别人的事」；had forgiven and forgotten 用过去完成时，表示和解在 Jo 判断之前早已完成，突出「旧账已勾销」。
2. 整句解读：however 承上启下，把前文的紧张气氛轻轻化解——乔原以为自己的东西被艾米弄坏了，结果一切各归其位，只是虚惊一场。她匆匆扫了一遍衣柜、提包和盒子，便断定艾米已经原谅并忘记了彼此的不快。hasty glance 的妙处就在一个「快」字：乔心里其实还有点虚，不敢慢慢细看；而 had forgiven and forgotten 用完成时，暗示「和好」早已发生，乔悬着的心这才彻底放下。中文译文把 however 处理成「好在」，把 decided 译成「断定」，精准还原了从紧张到释然的语气。
3. 文化点：此句出自 19 世纪美国作家露易莎·梅·奥尔科特的《小妇人》，背景是南北战争前后的新英格兰。乔与妹妹艾米之间因「烧毁手稿」而起的争执是全书名场面，姐妹吵完即和是当时家庭小说的常见母题，「原谅并忘掉（forgive and forget）」正浓缩了这种关系的修复。",考试铃响前，把笔记像翻书签一样哗啦扫过一遍，字都没进脑，却觉得心里踏实了一点。
angel,b2,noun,2.8233,1,23,'eindʒәl,"n. 天使, 守护神, 善人",研四,3980,3295,[38],[20],Her sisters used to say that they rather liked to get Jo into a fury because she was such an angel afterward.,93,n. 天使；善良的人,姐姐们常说，她们反而挺喜欢把乔惹火，因为她发过火之后简直像个天使。,,"1. 逐项解析：
1) her sisters used to say：her sisters 她的姐姐们；used to + 动词原形，表示「过去常常说」，带回忆色彩，暗含如今已不再这样。
2) that they rather liked to get Jo into a fury：rather 程度副词「相当、颇」，rather liked 即「还挺喜欢」；get sb. into a fury 固定搭配「把某人惹得勃然大怒」，fury 指「暴怒、狂怒」。
3) because she was such an angel afterward：because 原因从句；such an angel 中 such + a/an + 名词表「这样一个天使」；afterward（超纲词）副词，「之后、事后」，指乔发完火冷静下来以后；angel（本词）本义「天使」，此处引申为「像天使一样温顺善良的人」。
2. 整句解读：姐姐们承认自己反而喜欢把乔惹火——因为乔每次发完火、冷静下来之后，反而变得格外温顺体贴，简直像个天使。借用 used to say 的回忆口吻，把乔「脾气来得快、心软得也快」的两面写得真挚可爱。中文译文把 rather 的「反而」意味、把 such an angel 的夸张语气（「简直像个天使」）都保留了下来，读来俏皮传神。
3. 文化点：angel 承载基督教典故——天使是上帝的使者、善的化身，英语里常用 angel 形容品性纯净、心地善良的人，尤常形容女性与孩童。《小妇人》借姐姐们这句玩笑写出乔性格的两面：暴躁易怒，却又知错就改、事后格外温柔，「火气—天使」的反差正是乔这个角色讨人喜欢的核心。",发过火的房间安静下来，她放轻脚步收拾东西，眉目间柔得像刚合上翅膀的天使。
bosom,c1,,2.82,3,9,'buzәm,"n. 胸部, 胸, 胸怀, 内部, 中间 / vt. 怀抱",研四六,12630,12605,"[39, 76, 152]","[9, 20, 17]","Poor Jo tried desperately to be good, but her bosom enemy was always ready to flame up and defeat her, and it took years of patient effort to subdue it.",46,n. 胸口，胸怀；内心（bosom enemy 心腹之患）,可怜的乔拼命想做好人，可她心头的那个宿敌随时都会窜上来击败她，这让她花了好几年功夫。,,"1. 逐项解析：
1) poor Jo tried desperately to be good：poor 作表同情的形容词，「可怜的」；try to do sth. 努力做某事；desperately 副词「拼命地、不顾一切地」，点出乔想变好的急切；be good 指「做个好孩子、品行端正」。
2) but her bosom enemy was always ready to flame up and defeat her：bosom（本词）本义「胸口、胸怀」，bosom enemy 是固定搭配「心头之敌、心腹之患」，指藏在内心最难对付的敌人——这里就是乔自己的坏脾气；was ready to 字面「准备好要」，此处强调「随时会、动不动就」；flame up「猛地窜起、点燃爆发」，flame 本是名词「火焰」，作动词用烧出了怒气上窜的画面感；defeat her「打败她」。
3) and it took years of patient effort to subdue it：it 是形式主语，真正主语是 to subdue it（制服它）；took years of patient effort 意为「耗费了好几年耐心的努力」；subdue「压制、降服」，宾语 it 指代前文那股坏脾气/怒火。
2. 整句解读：乔拼命想做个好孩子，可那个藏在她胸口的「宿敌」——她那一点就着的坏脾气——总在最要命的时刻猛地窜上来把她击倒；她花了数年耐心的功夫，才慢慢把它制服、降伏。enemy、flame up、defeat、subdue 一整套战争隐喻层层递进，把「情绪管理」写成一场旷日持久的内心攻防战，读来既生动又叫人怜惜。中文译文用「心头的那宿敌随时都会窜上来击败她」对应拟人化原文，「窜上来」尤其传神；it took years of patient effort 译作「花了好几年功夫」轻轻带过漫长岁月，贴合叙述者的温情口吻。
3. 文化点：bosom 是 19 世纪文学常用的雅词，bosom friend（心腹之友）、bosom enemy（心腹之患）都是当时流行的搭配。在《小妇人》中，作者把乔驯服自己脾气的努力写成一场「道德修炼」，这正是 19 世纪美国成长小说的常见母题——好品行不是天生的，而是年复一年慢慢 subdue 出来的。",怒火像一只困兽，不知多少次嘶吼着要从她的胸口撞出来，又被她一次次按回去。
virtue,b2,noun,2.8033,2,20,'vә:tju:,"n. 德行, 美德, 优点, 功效, 效力",高研四六托,3362,2960,"[78, 149]","[34, 16]","He helped and comforted me, and showed me that I must try to practice all the virtues I would have my little girls possess, for I was their example.",78,n. 美德，德行；优点,他帮助我、安慰我，还让我明白，我必须努力践行我期望自己女儿们所拥有的种种美德。,,"1. 逐项解析：
1) he helped and comforted me：he 指说话人的丈夫（马奇先生）；helped（帮助）与 comforted（安慰）两个过去式并列递进。
2) and showed me that...：show sb. that... 向某人表明、使某人明白，宾语为后面的从句。
3) I must try to practice all the virtues：must 表强烈的必要；try to practice 努力去践行；practice 此处不是「练习」而是「实践、身体力行」；virtues（本词）复数，指「种种美德」，如诚实、勤勉、仁爱。
4) I would have my little girls possess：这是修饰 virtues 的定语从句，关系词 that 省略；would have sb. do sth. 意为「希望、想要某人做某事」，即「我希望我的小女儿们拥有」；possess「拥有、具备」。
5) for I was their example：for 表原因，相当于 because，「因为」；their example「她们的榜样」——正因为自己是女儿们效仿的对象，才必须先修身。
2. 整句解读：马奇太太自述领悟的过程：丈夫帮助她、安慰她，并点醒她——你自己必须先努力去实践那些美德，因为你期望女儿们拥有的品质，正是要从你这个榜样身上学去的。句子先用 showed 引出领悟，再用 for 道出缘由，层层递进；定语从句 I would have my little girls possess 把「期待女儿拥有的美德」和「自己必须先践行」悄然锁在一起，道理讲得不露痕迹。中文译文把 showed 译成「让我明白」、practice 译成「践行」，把握住「言传更靠身教」的义理；virtues 译「种种美德」，保留了复数的一览无余感。
3. 文化点：这是《小妇人》中颇具分量的教化之语，反映 19 世纪新英格兰浓厚的清教徒道德传统：品行靠日复一日的操练（practice），大人以身作则，孩子耳濡目染。马奇太太「先做榜样、再谈教育」的姿态，正是全书家庭品格教育的底色。",清晨她把床铺叠得整整齐齐，孩子们在门口看着——那一点生活的正，就是她们揣进心里的第一课。
