word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
oar,c1,,2.7733,4,5,ɒ:,"n. 桨, 桨手, 搅棒 / vi. 划桨 / vt. 划动",研六雅宝,14498,15407,"[149, 152, 154, 155]","[27, 24, 25, 21]","Feeling that she had not mended matters much, Amy took the offered third of a seat, shook her hair over her face, and accepted an oar.",130,"n. 桨（decks, oars 甲板与桨）",艾米觉得自己没帮上什么忙，便接受让出的三分之一座位，把头发往脸上一甩……,,"1. 逐项解析：
「Feeling that she had not mended matters much」：现在分词短语作原因状语，可理解为 because she felt…，点出后面一连串动作的动因；had not mended matters much 用过去完成时，说明『自觉没帮上忙』这一感觉发生在后文动作之前。
「mend」本义是『修补』，「mend matters」是固定搭配，意为『改善局面、挽回一下』。
「took the offered third of a seat」：offered 是过去分词作定语，指『被人让出来的』；third of a seat 直译是『座位的三分之一』——留给她的位置只有这一点点，暗示她正处在闹别扭的尴尬状态。
「shook her hair over her face」：shook 是 shake 的过去式，把头发甩到脸上遮住自己，是一个赌气、不愿搭理人的小动作。
「and accepted an oar」：accepted 意为『接过』别人递来的桨；oar 即『桨』。
全句谓语依次是 took、shook、accepted，三个动作一气呵成，一个倔强少女的形象跃然纸上。

2. 整句解读：
艾米觉得自己没把局面变得更好，于是接受了旁人让出的那点座位，把头发甩到脸上挡住自己，然后默默接过船桨。三个动作连绵而下，写出她赌气沉默、既恼自己又恼别人的心理，读来又好笑又怜惜。

3. 文化点：
《小妇人》是 19 世纪美国家庭小说，划船是当时少女们常见的消遣；『三分之一的座位』透出船上座位按人分配的日常细节，也暗示艾米与姐妹赌气后得到的只是一个别扭的小角落。",想象艾米赌气把头发甩到脸上，一把接过船桨，闷头一下一下划水，谁也不看。
melody,c1,noun,2.5933,1,5,'melәdi,"n. 曲子, 美妙音乐, 曲调",研六托雅宝,5565,7282,[20],[15],"When he looked about him for another and a less intractable damsel to immortalize in melody, memory produced one with the most obliging readiness.",85,n. 旋律，曲调（immortalize in melody 谱入乐曲传世）,当他环顾四周，想另寻一位不那么倔强的少女，好把她的身影谱进不朽的旋律时，记忆中浮出了一个……,,"1. 逐项解析：
「When he looked about him for another and a less intractable damsel」：时间状语从句，『当他四下寻找另一位不那么难对付的姑娘时』；another 指『另一位』，暗含『换一个』的意思。
「intractable」（超纲词）：形容词，『倔强的、难以驾驭的』；less intractable 即『不那么倔强』。
「damsel」（超纲词）：名词，『少女、姑娘』，带古雅或文学戏谑的色彩。
「to immortalize in melody」：不定式表目的，『好把她谱进不朽的旋律里』；immortalize 意为『使…不朽』，melody 即『旋律、曲调』，in melody 意为『以乐曲的形式』。
「memory produced one with the most obliging readiness」：memory 作主语，produced 是精彩的拟人用法，像从记忆宝库里『端出』一个人选；one 代替 a damsel，避免重复；with the most obliging readiness 意为『以极其乐于效劳的爽快劲儿』，obliging 是『殷勤、乐于相助的』，readiness 是『心甘情愿、快捷』。

2. 整句解读：
他想换一位不那么倔强的姑娘写进歌里，刚动这个念头，记忆就殷勤极了地立刻奉上了一个人选。全句妙在把『记忆』写成召之即来的乖巧仆人，obliging readiness 的爽快与前面 intractable 的难缠形成有趣对照，既写出他对新创作对象的渴望，也隐隐预告下一位少女即将登场。

3. 文化点：
《小妇人》的时代，年轻文人热衷以诗歌或乐曲咏颂倾慕的少女，immortalize（使…不朽）正体现了『用艺术让心上人传世』的浪漫传统；damsel 一词也刻意带上几分古典骑士传奇的腔调。",想象少女的身影化作音符，被一段旋律永远裹住——听到曲子，就看见她。
everlasting,c1,,2.54,1,3,.evә'læstiŋ,"a. 永恒的, 持久的 / n. 上帝, 神",六托雅宝,16997,14550,[133],[14],They seemed to get clearer views of life and duty up there among the everlasting hills.,69,a. 永恒的，持久的（the everlasting hills 亘古的山岭）,在那亘古的山岭上，他们似乎对人生与责任看得更清楚了。,,"1. 逐项解析：
「They seemed to get clearer views of life and duty」：seem to do 意为『似乎……』；get clearer views of 直译『对……有了更清晰的看法』，就是说把人生与责任想明白了；life and duty 并列作介宾，指的是人生道理与应尽的本分。
「up there」：『在那边高处』，呼应上文的山顶；up 强化了高度与距离感。
「among the everlasting hills」：在亘古的山岭之间；everlasting 由 ever（永远）+ lasting（持久的）构成，意为『永恒的、万古长存的』，常用来修饰 time、hills 这类意象；hills 用复数，勾画出绵延无边的群山。
全句主要动词只有 seemed，其余多为不定式与介词短语，句子平缓舒展，正配合登高望远时宁静澄明的心境。

2. 整句解读：
置身于那些仿佛自开天辟地就一直矗立的山岭之间，他们觉得把人生与责任的道理看得更分明了。everlasting 的『亘古』与人的有限岁月形成对照，站得高、看得远，心随之通透，这正是全句的气氛所在。

3. 文化点：
19 世纪浪漫主义文学常以永恒的自然——高山、大海——反衬人生的短暂，并把崇高与精神净化寄托在山岭之上；『高山使人肃然，也使人清醒』是当时很流行的观念。",想象站在万古不变的山巅，风扑面而来，人生一下子变得透亮。
traitor,c1,,2.5133,1,2,'treitә,"n. 叛逆者, 叛国者",研四六托雅宝,9963,10023,[18],[3],She felt a traitor to the family secrets she had let slip.,-1,n. 叛徒，背叛者,她觉得泄露了家庭秘密，是个叛徒。,1,"1. 逐项解析：
「She felt a traitor」：felt 之后直接接名词，意为『觉得自己成了／是个……』，比 felt like 更肯定、自贬意味更重。
「traitor」：名词，『叛徒、背信者』，本句用在家庭语境里，分量极重。
「to the family secrets」：traitor 的固定搭配是 be a traitor to…，to 引出背叛的对象——正是家庭的秘密。
「she had let slip」：定语从句修饰 secrets，省略了关系代词 that／which；let slip 是固定短语，意为『无意中说了出来、说漏嘴』，用过去完成时，表明泄漏在先、自责在后。

2. 整句解读：
她不小心说漏了家里的秘密，于是觉得自己背叛了家人，简直像个叛徒。用 traitor 这样的大词来写一句口误，把少女眼中『泄密即背叛』的严重性渲染得真切无比，那份自责几乎要从字里行间溢出来。

3. 文化点：
《小妇人》里姐妹之间格外看重彼此间的小秘密，约好的事不容外传；说漏一句便被视作辜负家人，这与 19 世纪家庭伦理中把『忠诚』奉为至高美德的观念完全一致。",想象话一出口就后悔，像叛徒交出情报的那一瞬，心猛地一沉。
correspondence,c1,noun,2.5133,1,2,.kɒri'spɒndәns,"n. 相符, 通信, 信件",研六托雅,5961,4152,[66],[1],"The correspondence flourished famously, and letters flew to and fro with unfailing regularity all through the early spring.",4,n. 通信往来；信件（a flourishing correspondence）,通信往来日益兴旺，整个早春时节，信件都雷打不动地你来我往……,,"1. 逐项解析：
「The correspondence flourished famously」：correspondence 意为『通信往来、书信』，是集合名词；flourished 本义指草木『繁茂兴旺』，此处喻指通信开展得红红火火；famously（超纲词）作副词，意为『极好地、出了名地』，用来渲染『兴旺』的程度——不是一般地热闹，而是热闹得出名。
「and letters flew to and fro」：flew 是 fly 的过去式，把信件比作鸟『飞来飞去』；to and fro 是固定短语，意为『来来往往、往返不停』。
「with unfailing regularity」：with 短语作状语，表示伴随状态；unfailing（超纲词）意为『永不衰减的、绝对可靠的』，regularity 意为『规律性』，合起来就是『雷打不动、风雨无阻地』。
「all through the early spring」：整个早春时节；all through 表示『贯穿整个』，强调自始至终。

2. 整句解读：
通信往来热热闹闹地红火起来，整个早春，信件都风雨无阻地往返不停。flourished 与 famously 层层加码，把『往来频繁』说到极致；再把信拟作飞鸟、把准点说成『绝不失误』，字里行间都是按捺不住的甜蜜。

3. 文化点：
19 世纪没有电话与网络，书信是维系异地感情的唯一纽带，通信频繁本身就是情意炽热的证据；又选在早春——万物萌生的季节，暗示这份感情正如春草一般悄悄滋长。",想象早春的窗口边，信笺像燕子一样两头翻飞，从不迷路，也从不迟到。
discharge,c1,verb,2.5133,1,2,dis'tʃɑ:dʒ,"vt. 卸下, 放出, 解雇, 拔染, 履行, 放电 / vi. 卸货, 流出 / n. 卸货, 流出, 放电",研四六托雅宝,6214,4314,[88],[22],She discharged her small duties faithfully before leaving.,-1,v. 履行（discharge a duty）；卸货；释放　n. 排放,离开前，她忠实地完成了自己那点小小的职责。,1,"1. 逐项解析：
「She discharged her small duties」：discharge 本义有『释放、卸下（货物）、（水流）排出』等，引申为『履行、完成（某项义务或职责）』；discharge a duty 是固定搭配，语气正式庄重。small duties 指『小小几件杂务』，small 带着自谦与疼惜的意味。
「faithfully」（超纲词）：副词，『忠实地、尽职尽责地』，修饰 discharged，强调做事的心意而非手艺。
「before leaving」：before + 动名词 leaving，表示『在离开之前』，作时间状语。

2. 整句解读：
临行之前，她认认真真把自己那点小差事一一办妥才走。discharge 本义是『卸下』——把职责当一件货物郑重卸落，正巧接住『完成分内之事』的意思；faithfully 又补上她勤恳本分的性子，一个踏实稳重的姑娘形象便立体起来。

3. 文化点：
《小妇人》所处的时代崇尚『事无分大小、尽己本分』的淑女美德；用 discharge 这样庄重的大词来写几件小家务，反而显出作者对认真生活态度的敬意，也带着一丝俏皮的反差趣味。",想象她像郑重卸货一样放下最后一件小家务，才安心转身出门。
shorten,c1,,2.5133,1,2,'ʃɒ:tn,"vt. 弄短, 缩短, 减少 / vi. 缩小, 变短",六,7578,8411,[91],[16],The path through the fields shortened the way home.,-1,v. 缩短，减少,穿过田间的这条路缩短了回家的路程。,1,"1. 逐项解析：
The path：主语，名词，特指“这条路”。
through the fields：介词短语，作后置定语修饰 path，through 表示“穿过、贯通整片田野”。
shortened：谓语动词，一般过去式。shorten 由形容词 short（短）加动词后缀 -en 构成，意义为“使……变短”，同类构词有 lengthen（使变长）、widen（使变宽）、deepen（使变深）。
the way home：宾语。way 指“路程”，home 是副词，后置修饰 way，表示“回家的路”。

2. 整句解读：主干是 The path shortened the way home，“这条路”把“回家的路”变短了；through the fields 补充说明是哪条路——穿过田间的小路。语气是平实客观的陈述，语感轻松肯定。译文不直译作“使路变短”，而译成“缩短了回家的路程”，把缩短的对象落到“路程”上，更符合汉语动宾搭配的自然习惯。

3. 文化点：出自《小妇人》。19 世纪美国乡村，孩子们常抄田间近路回家，这种“田野小路”是当时乡村生活常见的场景，自带画面感。",想象小路像一根橡皮筋被用力一拉，穿过田野“嗖”地收紧，回家的路程一下变短了。
aspire,c1,verb,2.5133,1,2,ә'spaiә,"vi. 渴望, 立志于",研托雅宝,7829,8441,[135],[9],"The warm spring sunshine brought out all sorts of aspiring ideas, tender hopes, and happy thoughts.",50,v. 渴望，立志（aspire to）,温暖的春日阳光催生出种种雄心勃勃的念头、温柔的希望和快乐的遐想。,,"1. 逐项解析：
The warm spring sunshine：主语。warm(温暖的)、spring(春天的)、sunshine(阳光)叠加出春日融融的感觉。
brought out：谓语动词短语，一般过去时。bring out 意为“使显现、激发、引出”，如 bring out the best in sb(激发出某人最好的一面)。
all sorts of：各种，种种。
aspiring ideas：aspiring 是动词 aspire 的现在分词活用为形容词，意为“有抱负的、雄心勃勃的”，修饰 ideas，译为“雄心勃勃的念头”。
tender hopes：tender(温柔的、柔软的)＋hopes(希望)。
happy thoughts：happy(快乐的)＋thoughts(想法、遐想)。

2. 整句解读：主干是 sunshine brought out ideas, hopes, and thoughts——春日阳光像催化剂一样，把三种美好的心理活动(念头、希望、遐想)一一激发出来。语感轻盈明亮，充满春天生机勃发的色彩。译文用“催生”来译 brought out，很传神：阳光像孕育万物一样催念头萌发。aspire 是正式用词，常搭配 aspire to sth / aspire to do sth，表“立志于、渴望达到”。

3. 文化点：出自《小妇人》，写在人物心潮涌动、怀抱憧憬的时刻。19 世纪小说里常用自然景物(阳光、春天)烘托人物的希望与志气，这里“暖阳”正是那份向上之心的外化。",想象春日阳光里，心里的小气泡一个接一个冒上来，每个气泡里都装着一个想飞上天的志向。
idle,b2,,2.4933,2,14,'aidl,"a. 懒惰的, 闲散的, 停顿的, 空闲的, 无用的 / vi. 无所事事, 闲散, 浪费, 空转 / vt. 虚度, 使闲散, 使空转 / n. 空转, 空闲时间",研四六雅宝,8146,7526,"[34, 130]","[39, 5]",She hated to see him idle when there was work to do.,-1,a. 空闲的，无所事事的；无用的　v. 虚度,她不愿看他有活可干的时候无所事事。,1,"1. 逐项解析：
She：主语，她。
hated to see：谓语，一般过去时。hate to do sth 意为“不愿、讨厌做某事”，hate to see… 即“不愿看到……”。
him idle：这是“动词＋宾语＋宾语补足语”结构，him 是宾语，idle 是形容词作宾补，描述他当时的状态——闲着没事干。
when there was work to do：时间状语从句。there was work(有活)，to do 是不定式作后置定语，修饰 work，即“有要做、该干的活”。

2. 整句解读：主干 She hated to see him idle 加上 when 从句限定背景：在有活可做的时候，她不愿见他闲着。语感带一点着急和不满，像长辈或亲人看不惯游手好闲的口吻，也可读出“心疼他虚度时间”的意味。译文把 hated to see 译为“不愿看”，比直译“讨厌看见”更婉转得体，也更贴近中文的语感。注意此处 idle 是形容词；它还能作动词，表“虚度”(idle away the hours)。

3. 文化点：《小妇人》里劳作是美德、闲暇正当用来充实自己，19 世纪清教徒式的勤勉观让“闲散”带有道德含义，所以家人看不惯人闲着。",想象他瘫在椅子上，指尖敲着桌面，眼睛却瞟着墙角那堆还没做完的活儿——像一台没通电、只能怠速空转的机器。
embody,c1,verb,2.4867,1,1,im'bɒdi,"vt. 具体表达, 使具体化",研六托雅宝,5093,5096,[14],[9],"But whether the sorrow was too vast to be embodied in music, or music too ethereal to uplift a mortal woe, he soon discovered that the Requiem was beyond him just at present.",42,v. 体现，使具体化（embody in 融于）,可是，不知是这悲伤太过宏大，无法融入音乐，还是音乐太过缥缈，托不起凡人的哀愁，他终究……,,"1. 逐项解析：
But：转折连词，引出与前文相对的处境。
whether A … or B …：此句中意为“不知是……还是……”，引出两个并列的疑问假设。
the sorrow was too vast to be embodied in music：too…to… 结构，意为“太……而不能……”。vast(宏大的)，be embodied in music 是固定搭配 embody…in…(把……具体体现于、融于)的被动式，即“悲伤无法被融入音乐、无法用音乐表达出来”。
music too ethereal to uplift a mortal woe：承接上面结构的省略式，省略了 was。ethereal(空灵、缥缈、超凡，超纲词)，too ethereal to uplift(太缥缈反而托不起)，mortal woe(凡人的哀愁)，woe 指悲痛，mortal 强调“凡人的、尘世的”，与音乐的空灵相对。
he soon discovered that…：他很快发现……。
the Requiem was beyond him：Requiem 首字母大写，指《安魂曲》这一弥撒乐曲；be beyond sb 意为“超出某人能力、力所不及”。
just at present：就眼下而言、现阶段。

2. 整句解读：句子先摆出两个势均力敌的假设——要么是悲伤太大，音乐承载不了；要么是音乐太缥缈，抬不动人间的哀愁——紧接着得出结论：不论哪种原因，他此刻都驾驭不了这首安魂曲。语感沉郁、自我审视，是人物面对伟大音乐的谦卑与无奈。译文把 too…to… 分别翻成“无法融入”和“托不起”，把 beyond him 处理成“不是他所能企及的”，都是贴合汉语习惯的意译。阅读时需注意第二个分句省略了 was，要自行补足。

3. 文化点：Requiem《安魂曲》是古典音乐中追思逝者的弥撒曲，代表作如莫扎特《安魂曲》。19 世纪有修养的中产家庭常以习琴为雅，弹奏名曲是检验功力的标尺；《小妇人》借音乐写人物内心的沉痛与自我怀疑。",想象一勺浓稠的悲伤想滴进水里，却凝成团化不开；一缕缥缈的乐音想去托它，又太轻，托不动那团凡人的哀愁。
