word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai
indulge,c1,verb,2.7267,1,10,in'dʌldʒ,"vt. 纵情于, 使高兴, 放任, 迁就 / vi. 沉溺",研六雅宝,6841,5543,[63],[8],"She indulged herself in a long, lazy morning in bed.",-1,v. 纵容；沉溺（indulge in 尽情享受）,她放纵自己睡了个又长又慵懒的懒觉。,1
bridegroom,c1,,2.7133,3,5,'braidgrum,n. 新郎,高六,24066,16663,"[22, 35, 62]","[40, 1, 27]","The bridegroom's hand trembled visibly, and no one heard his replies.",4,n. 新郎,新郎的手明显地抖着，谁也没听清他的答话。,
paternal,c1,,2.6467,1,7,pә'tә:nl,"a. 父亲的, 父系的, 似父亲的, 得自父亲的, 家长式统治的",研,12688,15060,[22],[56],He gave Beth a paternal pat on the shoulder.,-1,a. 父亲般的；父亲的，父系的,他像父亲一样拍了拍贝丝的肩膀。,1
smash,c1,verb,2.5667,1,4,smæʃ,"n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币 / a. 非常轰动的, 了不起的 / vt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币 / vi. 碎裂, 猛撞, 破产, 扣球, 杀球 / adv. 轰隆一声, 哗啦一声",研四六托雅,5113,4350,[45],[2],The plate fell and smashed to pieces on the floor.,-1,v. 打碎，猛撞　n. 哗啦声；大成功（a smash hit）,盘子掉在地上，摔得粉碎。,1
luncheon,c1,,2.54,1,3,'lʌntʃәn,"n. 午宴, 午餐会",六,9818,10081,[24],[34],"""You oughtn't to be seen till the last minute, child."" ""I'm not a show, Aunty, and no one is coming to stare at me, to criticize my dress, or count the cost of my luncheon.",163,n. 午宴，午餐（正式）,“你得到最后一刻才能露面，孩子。”“我又不是展览品，姨妈，没人会来盯着看……”,
dew,c1,,2.54,1,3,dju:,"n. 露珠, 露水 / vt. (用露水)沾湿 / vi. 结露水",研四六,14536,14303,[27],[39],The grass was wet with morning dew as she went out.,-1,n. 露水，露珠,她出门时，草上挂满晨露。,1
bachelor,c1,,2.54,1,3,'bætʃәlә,"n. 单身汉, 学士",高研四六托,6130,8615,[58],[20],"Mr. Laurence lived alone, a comfortable old bachelor.",-1,n. 单身汉；学士（学位）,劳伦斯先生独自生活，是个日子过得舒舒服服的老单身汉。,1
lengthen,c1,,2.5133,1,2,'leŋθәn,"vt. 加长, 使延长 / vi. 变长",六托,11453,9590,[12],[4],"The curly crop has lengthened into a thick coil, more becoming to the small head atop of the tall figure.",19,v. 变长，加长,那剪短的卷发已经长成浓密的一盘，衬着高挑身材上那颗小小的头，愈发相宜。,
improper,c1,,2.5133,1,2,im'prɒpә,"a. 不合适的, 错误的, 不成体统的, 不道德的",六,8245,9633,[26],[16],"John, dear, here's your hammer."" And away went Meg to help 'that man' in his highly improper employment.",84,a. 不合适的，不合礼仪的，不正经的,“约翰，亲爱的，你的锤子在这儿。”梅格说着，跑去帮“那个男人”干他那件十分不成体统的活儿。,
avail,c1,,2.5133,1,2,ә'veil,"vi. 有用, 有利 / vt. 有利于 / n. 效用, 利益",研六雅,14262,13705,[40],[15],All her coaxing was of no avail against his silence.,-1,v. 有用，有益（of no avail 无济于事）　n. 效用,她怎么哄都无济于事，他就是一声不吭。,1
seize,b2,verb,2.51,2,9,si:z,"vt. 抓住, 逮捕, 俘获, 没收, 扣押, 掌握 / vi. 突然抓住, 利用",高研四六托,3230,2974,"[55, 57]","[22, 18]","Meg and John happened to be standing together in the middle of the grass plot, when Laurie was seized with an inspiration which put the finishing touch to this unfashionable wedding.",95,v. 抓住；突然袭来（be seized with 突然产生）,梅格和约翰碰巧并肩站在草地上，这时劳里忽然灵机一动，来了个……,
nest,b2,noun,2.5033,1,11,nest,"n. 巢, 窝, 休息所, 隐匿处 / vi. 筑巢, 找鸟巢 / vt. 为...设窝, 使套叠",高研四六,4131,3867,[9],[70],,-1,,,
chin,b2,,2.5033,1,11,tʃin,"n. 下巴, 颏",研四六雅,3947,4221,[19],[22],"Amy's nose still afflicted her, for it never would grow Grecian, so did her mouth, being too wide, and having a decided chin.",120,,,
distract,b2,verb,2.5033,1,11,dis'trækt,"vt. 转移, 分心, 使发狂",研六托雅宝,4498,5958,[31],[44],The noise from the street distracted her from her book.,-1,v. 分散（注意力），使分心；使心烦,街上的喧闹让她无法专心看书。,1
display,b2,noun,2.5033,1,11,dis'plei,"n. 显示, 陈列, 炫耀, 显示器 / vt. 陈列, 显示, 表现, 夸示",研四六托雅,2092,1683,[42],[3],"There was no display of gifts, for they were already in the little house, nor was there an elaborate breakfast, but a plentiful lunch of cake and fruit, dressed with flowers.",13,,,
struggle,b2,noun,2.5033,1,11,'strʌgl,"n. 斗争, 努力, 奋斗 / vi. 努力, 奋斗, 挣扎",高研四六托,1669,2047,[69],[25],"Beth is going to be with me a great deal, and the other girls will drop in now and then to laugh at my housekeeping struggles.",116,,,
temptation,b2,,2.4933,2,14,temp'teiʃәn,"n. 诱惑, 诱惑物",高研四六雅宝,5906,4682,"[50, 55]","[13, 15]","Don't think too well of me, either, this is not one of my temptations.",58,n. 诱惑，诱惑物（resist temptation 抵制诱惑）,也别把我想得太好，这可不属于能诱惑我的东西。,
harmonious,c1,,2.4867,1,1,hɑ:'mәuniәs,"a. 和睦的, 调和的, 和谐的, 协调的",六托,12523,11319,[18],[28],"One saw it in the lines of her figure, the make and motion of her hands, the flow of her dress, the droop of her hair, unconscious yet harmonious, and as attractive to many as beauty itself.",135,a. 和谐的，协调的；和睦的,从她身形的线条、双手的动作与姿态、衣裙的飘动、头颈的低垂中都能看得出来……,
