word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
jelly,c1,,2.8867,1,16,'dʒeli,"n. 果冻, 果冻甜食, 胶状物 / v. (使)结冻, (使)成胶状",六托,9024,8007,[113],[11],Meg is a great comfort to me and lets me have jelly every night at tea its so good for me Jo says because it keeps me sweet tempered.,46,n. 果冻，果酱（jelly 指果酱甜食，书中为病号补品）,“梅格特别照顾我，每天喝茶时都让我吃果冻，这东西对我可好了——乔说它让我胖乎乎的，不生病。”,,"1. 逐项解析:
「Meg is a great comfort to me」:Meg 是专有名词(大姐梅格);is 是系动词;comfort 此处作名词,意为「安慰、贴心人」,a great comfort=莫大的安慰;to me=对我来说。
「and lets me have jelly every night at tea」:and 连接并列分句;lets 是 let 的第三人称单数,let sb. do sth.=允许/让某人做某事;me 为宾格;have 在口语中常表「吃、喝」而非「拥有」;jelly 即目标词,名词,果冻/果酱;every night=每晚;at tea=在吃茶点的时候,注意 tea 在这里指一顿下午的家庭茶点。
「its so good for me」:its 其实是 it's(it is)的不规范拼写,整段意为「这东西对我可太好了」;be good for sb.=对某人有好处。
「Jo says」:插入语,Jo=小妹乔,says=说,表明整句是乔转述自己的话。
「because it keeps me sweet tempered」:because 引导原因状语从句;it 回指 jelly;keep sb.+形容词=使某人保持某种状态;sweet 本义「甜的」,tempered 由 temper(脾气)派生,连起来 sweet tempered=脾气温和、好脾气。译文译成「胖乎乎的、不生病」,是顺着「甜食养人」的联想做的俏皮化处理,并非字面意思。
2. 整句解读:
这是乔用孩子气口吻一口气说完的长句,中间几乎没有标点,活像小孩急切撒娇的连珠炮:梅格最照顾我,每天下午茶都准我吃果冻,这果冻对我顶好——因为它让我的脾气都变甜了。译文把 sweet tempered 处理成「胖乎乎、不生病」,把「甜」落到「养得圆润健康」上,保留了原文的俏皮与娇憨;全句语感轻快、暖融融,是典型的乔式可爱。
3. 文化点:
19 世纪美国中产家庭的 tea(茶点)通常是傍晚的家庭便餐,并非英式大餐;果冻(jelly/果酱)当时算比较精贵的甜食,常被用来宠爱孩子或招待病号,所以乔把「每晚能吃果冻」当成被疼爱的证据。","一勺凉凉的果冻在茶匙上轻轻颤,抿一口下去,连脾气都变甜了。"
labor,b2,,2.69,1,18,'leibә,"n. 劳动, 努力, 工作, 劳工, 分娩 / vi. 劳动, 努力, 苦干 / vt. 详细分析, 使厌烦",研,1123,17075,[104],[10],"Her labor was repaid by Beth's faint, contented smile.",-1,"n. 劳动,努力 v. 苦干",她的辛劳换来了贝丝一丝微弱而满足的笑。,1,"1. 逐项解析:
「Her labor」:her 是物主代词「她的」;labor 即目标词,此处作名词,含义偏向「费心费力的操劳、付出」而非单纯体力劳动,文学语体里常用它抬升这种付出的分量。
「was repaid」:一般过去时的被动语态,repay 的过去分词是 repaid,意为「回报、把……偿还」,was repaid=得到了回报,被动结构暗示回报来自后文 by 引出的对象。
「by Beth's faint, contented smile」:by 引出被动句的施动者;Beth's=贝丝的,Beth 是三妹贝丝(书中体弱多病的那个);faint 作形容词「微弱的、几乎看不见的」,这里形容笑容很淡;contented=心满意足的,比 content 多一层宁静知足的意味;smile=微笑。
2. 整句解读:
整句即「她的辛苦操劳,换来了贝丝脸上那抹淡淡的、满足的微笑」。faint 写出贝丝病中虚弱、笑容若有若无;contented 写出她内心的安宁与感激,两个词一虚一实、彼此映衬,把「付出—回报」的因果讲得格外温柔。全句不用感叹号,平静得像一声叹息,这正是原文的语感。
3. 文化点:
贝丝在《小妇人》里体弱多病,家人以照料她为荣。这里的劳动从未被抱怨,反而因病人一个浅笑就「物超所值」,折射出 19 世纪家庭「照护即爱之表达」的观念。","汗珠一滴一滴渗进被褥,换回来的是病人唇边那道淡淡的弧度。"
tub,c1,,2.6867,3,4,tʌb,"n. 桶, 浴盆 / vt. 装入桶, 洗澡 / vi. 洗盆浴, 被放在桶里洗",研四六托,5418,8657,"[42, 97, 127]","[24, 10, 4]","""Hannah will tell us what to do, and we'll have everything nice when you come home,"" added Beth, getting out her mop and dish tub without delay.",126,n. 桶，木盆；（洗衣）大盆,“汉娜会告诉我们该做什么，等你回家时，样样都会收拾得妥妥当当。”贝丝说着，拿出她的抹布和……,,"1. 逐项解析:
「Hannah will tell us what to do」:Hannah 是专有名词,指家里的女仆(或帮手)汉娜;will tell=会告诉我们;us=我们;what to do=该做什么,疑问词+不定式的结构。
「and we'll have everything nice when you come home」:and 连接并列句;we'll 是 we will;have everything nice=把一切收拾得妥妥帖帖,have sth.+形容词作补语;when 引导时间状语从句;you come home=你回到家(you 指妈妈)。
「added Beth」:插在话后的说话人说明,added=补充道;Beth 指贝丝。
「getting out her mop and dish tub without delay」:getting out=拿出(get out 的现在分词,作伴随状语,表示边说话边行动);mop=抹布/拖把;dish=碗碟,tub=盆,连起来 dish tub 即「洗碗碟的木盆」;without delay=毫不耽搁、立刻。
2. 整句解读:
贝丝一边答应、一边已经动手:汉娜会指点大家,等妈妈回来时屋里一定样样得体——说完不等催促,立刻取出抹布和洗碗盆张罗起来。without delay 与 getting out 两个细节写出贝丝温顺勤快的性子:嘴里答着话,手上已干起活来,句子因此充满暖融融的家庭气息。
3. 文化点:
19 世纪没有自来水,洗碗是提木盆打水的体力活,tub(木盆)是厨房里天天要用的家伙。贝丝「马上」掏出 mop 和 dish tub,既见贤惠,也让我们瞥见那个时代主妇与帮工轮流操持家务的日常。","一只粗木盆半歪在水缸边,里面泡着碗和布巾,水面还浮着几圈肥皂泡。"
wholesome,c1,,2.6733,1,8,'hәulsәm,"a. 有益健康的, 合乎卫生的, 健全的, 有益的, 有生气的, 审慎的",研六托雅宝,12893,14284,[131],[20],"I don't let the girls hev coffee only once a week, accordin to your wish, and keep em on plain wholesome vittles.",95,a. 有益健康的；健全的（wholesome food 健康食品）,“遵照您的嘱咐，我只让姑娘们每周喝一次咖啡，平时给她们吃些朴实有益的东西。”,,"1. 逐项解析:
「I don't let the girls hev coffee」:主语是说话人(女仆汉娜);let sb. do sth.=让某人做某事;the girls=姑娘们(指四姐妹);hev 是 have 的方言拼写,代口语发音;合起来是「我不让姑娘们喝咖啡」。
「only once a week」:only=只;once a week=每周一次,作频率状语。
「accordin to your wish」:accordin 是 according 的口语缩略拼写,according to=依照;your wish=您的嘱咐/意愿。
「and keep em on plain wholesome vittles」:keep sb. on sth.=让某人持续靠某种食物生活;em 是 them 的口语缩写;plain=朴素的、家常的;wholesome 即目标词,形容词,意为「有益健康的、滋养身体的」;vittles 是 victuals(食物、口粮)的古旧又带有乡土味的写法。全串意思是「让她们常年吃家常、健康的东西」。
2. 整句解读:
这是汉娜带着方言腔的一段话:hev、accordin、em、vittles 全是口语缩写或古语拼法,一下子就把她没受过太多教育的身份和蔼亲近的口吻立了起来。句意是:遵照您的嘱咐,我只让姑娘们每星期喝一次咖啡,平时给她们吃朴素而有营养的家常饭。plain 与 wholesome 并列,强调的是「不花哨但养人」,既有节制,也见长辈式的用心。
3. 文化点:
19 世纪咖啡还带着「待客、提神」的享受色彩,让孩子每周只喝一次显得克制;victuals 拼成 vittles 属于用语音拼写(eye dialect)塑造人物阶层的经典手法,作者借这种写法让汉娜的声音立体可闻。","灶台上咕嘟着一锅粗粮粥,配一碟清水菜,看着素净,吃下去浑身舒坦。"
cheer,b2,noun,2.67,2,15,tʃiә,"n. 愉快, 振奋, 欢呼 / vi. 欢呼, 喝彩, 快活起来 / vt. 使振奋, 欢呼",中高研四六雅,4621,5070,"[13, 74]","[23, 4]",My precious Marmee: Three cheers for dear Father!,26,v. 欢呼;使振奋 n. 欢呼;振奋,“我亲爱的马米:为亲爱的父亲三呼喝彩!”,,"1. 逐项解析:
「My precious Marmee」:Marmee 是书中孩子们对妈妈马奇太太的昵称(爱称);precious 作形容词,意为「亲爱的、珍爱的」,My precious 是称呼语,相当于「我亲爱的妈妈」。
「Three cheers for dear Father!」:Three cheers 是固定说法,cheer 此处作可数名词,意为「欢呼声」,three cheers=三声欢呼;for 引出欢呼的对象;dear Father=亲爱的父亲;感叹号收尾,情绪热烈。
2. 整句解读:
这是孩子们写给爸爸的信里一句口号式的呐喊,自带「振臂高呼」的仪式感:领头人喊出 Three cheers for…,众人便应和欢呼三次。译文译为「为亲爱的父亲三呼喝彩!」,既保留了欢呼仪式的味道,又干脆有力。全句语气昂扬、亮堂堂,是孩子对远方父亲最直白的爱。
3. 文化点:
Three cheers 源自英美祝酒与欢呼传统(对应「hip, hip, hooray!」),庆典、宴会、送行时常连喊三次以表热烈祝贺。书中父亲当时在战地离家,女儿们用这种仪式化的欢呼表达想念与致敬,格外动人。","操场上人群围成一圈,三声「万岁」冲上天空,帽子都跟着被扔起来。"
turnover,c1,noun,2.62,1,6,'tә:n.әuvә,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转 / a. 可翻转的",研六雅,6125,2796,[45],[4],"The sight of the turnovers made Jo sober again; and when the two went out to their daily tasks, they looked sorrowfully back at the window where they were accustomed to see their mother's face.",17,n. 半圆形果馅饼；（角色）翻覆；营业额,一看到那些果馅饼，乔又沉下脸来；两人出去忙各自的活儿时，都满腹心事地互相望望。,,"1. 逐项解析:
「The sight of the turnovers」:the sight of=看到…的景象;sight 是名词,意为「景象、目睹」;turnovers 是目标词 turnover 的复数,本义指「翻过来折起的糕点」,即把面皮包上果馅折成半月形的果馅饼。
「made Jo sober again」:made 是 make 的过去式;sober 作形容词,本义「清醒的、冷静的」,此处转义为「情绪从高涨回落、沉静下来」,即译文说的「沉下脸」;again=又一次。
「and when the two went out to their daily tasks」:and 连接并列;when 引导时间状语从句;the two=那两人(乔和另一个孩子);went out=出门;to their daily tasks=去做每天的活计,daily tasks=日常差事。
「they looked sorrowfully back at the window」:sorrowfully(超纲词)是副词,意为「悲伤地、惆怅地」,由 sorrow(悲伤)+-ful(形容词后缀)+-ly(副词后缀)构成;looked back at=回头望向;the window=那扇窗。
「where they were accustomed to see their mother's face」:where 引导定语从句修饰 window;be accustomed to do sth.=习惯于做某事,were accustomed to see=过去总习惯看到;their mother's face=母亲的脸。
2. 整句解读:
这是一个缓慢、伤感的镜头:乔一看见母亲留下待烤/烤好的果馅饼,刚刚的情绪便沉了下去;两人出门干活时,还恋恋不舍地回头望那扇窗——那儿原本总能看到母亲的脸。果馅饼是母爱的物证,窗口是母亲身影的出入口,一实一虚,把「想念母亲」写得层层递进;sorrowfully 一词更是把那份离别的惆怅点到了底。
3. 文化点:
turnover(半圆形果馅饼)是 19 世纪美国家常烘焙点心,常以苹果等果酱为馅,折成半月形。作家借「看到母亲做的饼、望见母亲常倚的窗」来写孩子对母亲的依恋,是典型的「以物寄情」笔法。","半月形的馅饼还烫手,咬一口甜到心底,可窗口那个熟悉的身影却没影了。"
dispatch,c1,,2.62,1,6,dis'pætʃ,"vt. 派遣 / n. 派遣, 急件",六托雅宝,7363,8486,[54],[19],"Mr. Brooke sent a bulletin every day, and as the head of the family, Meg insisted on reading the dispatches, which grew more cheerful as the week passed.",97,n. 急件，快报（dispatches 战报，书信）　vt. 派遣,布鲁克先生每天发来一份平安快报，作为一家之主，梅格坚持亲自朗读这些电报一般的家书，而它们读起来越来越……,,"1. 逐项解析
- Mr. Brooke: 布鲁克先生,书中的家庭教师兼青年军官,也是梅格的恋人。sent 是 send 的过去式「寄出、发出」;a bulletin 指一份简报、公报,此处特指「报平安的消息」。
- every day: 每天,频度状语,强调雷打不动、天天必有一封。
- as the head of the family: as 作介词「作为」;the head of the family 一家之主。梅格是长女,母亲操持家政时她代行家长之责,所以中文译「一家之主」。
- Meg insisted on reading the dispatches: insist on doing sth 固定搭配「坚持做某事」,on 后接动名词 reading;dispatches 是 dispatch 的复数形式,「急件、快报」,即布鲁克先生一封封寄来的平安信。insisted 一词写出梅格当家作主、当仁不让的姿态。
- which grew more cheerful as the week passed: which 引导非限定性定语从句,指代梅格读到的那些消息;grew 是系动词「变得」,cheerful 作表语「令人欣慰的」;as the week passed「随着一周一天天过去」,说明信的内容随战况好转而越来越喜人。

2. 整句解读
整句说的是:布鲁克先生每天寄来一份平安快报,身为一家之主的梅格坚持亲自拆读这些信,而信的内容随日子推移越来越让人安心。语气是叙事体里带着家庭的仪式感——「雷打不动地读军报送平安」这个细节,既写出梅格做长女的担当,又隔着纸张把战场与家宅的牵挂连成一线。中文把 dispatches 译成「电报一般的家书」很妥当:这个词兼有公文与家书的双重意味,直译「急件」反而丢了感情色彩。

3. 文化点
这是《小妇人》中的场景,背景是19世纪六十年代的美国南北战争。那时没有电话,前线与后方的联系全靠书信和战地快报,家人消息格外珍贵,因而用 dispatch(急件、快报)这个词,恰好点出战时通讯的正式与急切。","想象一封绑着红色火漆的急件,信使策马一路送到门口,拆开时纸页还带着马蹄扬起的尘土气。"
wring,c1,,2.62,1,6,riŋ,"n. 扭绞, 拧, 挤 / vt. 拧, 绞, 扭, 勒索, 折磨, 使痛苦 / vi. 蠕动, 扭动, 绞, 扭, 感到痛苦",六托,10500,12101,[97],[26],"TOPSY-TURVY JO A SONG FROM THE SUDS Queen of my tub, I merrily sing, While the white foam rises high, And sturdily wash and rinse and wring, And fasten the clothes to dry.",134,v. 拧，绞（wring out 拧干）　n. 拧绞,“颠倒的乔，肥皂沫里的歌。我是洗衣盆的女王，兴高采烈地把歌唱，白色泡沫高高涌起……”,,"1. 逐项解析
- Queen of my tub: 我洗衣盆的女王。tub 指笨重的木洗衣盆;以「Queen of + 场所」自封,是民歌里摆排场的说法。
- I merrily sing: merrily 是 merry(快乐的)的副词「兴高采烈地」,修饰 sing。这是乔一边干活一边哼唱的歌。
- While the white foam rises high: while 表「与此同时」;the white foam 白色泡沫;rises high 高高涌起,rise 是不及物动词「上升」,写出泡沫翻涌的画面。
- And sturdily wash and rinse and wring: sturdily 是 sturdy(结实的、有劲的)的副词「有力地」;wash 洗、rinse 漂洗、wring 拧绞失水,三个动词一口气连用,把洗衣工序唱完。wring 指双手用力对拧、把水挤出来,常搭配 wring out(拧干)。
- And fasten the clothes to dry: fasten「固定、别牢」,把衣服挂/夹起来晾晒;to dry 表目的「以便晾干」。

2. 整句解读
这是乔自娱自乐唱的小曲:我自封洗衣盆的女王,哼着歌洗衣服,白泡沫高高冒起,我使出浑身力气又是洗又是漂又是拧,再把衣裳挂起来晾干。语气俏皮、骄傲、自得其乐,把最朴素的家务活唱出了加冕仪式的派头。中文译文保留了民歌腔调,把 tub 译成「洗衣盆」,质朴贴切。

3. 文化点
这段出自《小妇人》第二章,乔被家务所困却自创歌谣自我解嘲。在19世纪,洗衣日(pwash day)是家庭里最耗力气的劳作,作者用轻快口吻把苦役写成一场骄傲的自我加冕,是全章最有生活气息的一笔。","双手攥着湿床单的两端,绷紧胳膊狠狠一绞,水珠啪嗒四溅,拧得干干净净往绳上一挂,嘴里还哼着歌。"
glorious,c1,adjective,2.62,1,6,'glɒ:riәs,a. 光荣的,研四六托雅,6191,5276,[100],[9],"Then on the earth there would be indeed, A glorious washing day!",43,a. 光荣的，辉煌的；绝妙的,“那时大地上真会有一个光荣的洗衣日！”,,"1. 逐项解析
- Then: 那时、到那时,承接上文对未来的假想。on the earth: 在大地上,earth 前用定冠词 the,指「人世间」。
- there would be indeed: there be 句型配 would be 表设想中的将来;indeed 副词「确实、真的」,加强语气,让整句带一点庄重又俏皮的宣告感。
- a glorious washing day: glorious 形容词「光荣的、辉煌的」,语气引申可作「绝妙的、好极了的」,是口语里爱用的夸张感叹词;washing day 即「洗衣服的日子」。句子以感叹号收尾,是赞叹。

2. 整句解读
这句承接乔的洗衣歌:到那时候,大地上可真要迎来一个光辉灿烂的洗衣日!她把「洗衣服」抬举成一件荣耀的大事,语气夸张明亮、得意洋洋,把日常家务唱成了普天同庆的盛典。glorious 在这里既是字面的「光辉灿烂」,也带着孩子气的热情把平凡日子赞成一桩盛事。

3. 文化点
这是《小妇人》中乔边洗衣服边唱的歌谣。19世纪中期美国家庭的洗衣日一周一度、极其劳累,而作者让笔下女孩用「光辉」四字的豪情去拥抱它,正是全书乐观与淳朴精神的缩影。","金色阳光洒满晾衣绳,白床单在风里猎猎作响,你仰头眯起眼,觉得这一院子衣裳简直是一排凯旋的旗帜。"
rescue,b2,noun,2.61,1,15,'reskju:,"n. 援救, 解救, 营救 / vt. 援救, 救出, 营救",高研四六托雅宝,3815,3918,[31],[21],"Hannah wisely allowed them to relieve their feelings, and when the shower showed signs of clearing up, she came to the rescue, armed with a coffeepot.",119,"v. 营救,搭救 n. 营救","汉娜明智地任由她们宣泄情绪,等这阵哭潮有停歇的迹象,她便端着咖啡壶前来救驾。",,"1. 逐项解析
- Hannah: 汉娜,家里的老女仆,是这个家庭里温情的顶梁柱。wisely 副词「明智地」,修饰 allowed,说明她深知此刻不宜劝,先让她们哭够。
- allowed them to relieve their feelings: allow sb to do sth「允许某人做某事」;relieve 动词「缓解、宣泄」;feelings 此处用复数,指起伏的情绪;整块即「任由她们发泄情绪」。
- when the shower showed signs of clearing up: shower 本义「阵雨」,这里喻指「那阵哭潮」;showed signs of 显出……的迹象;clearing up 是 clear up 的现在分词,本指天放晴,此处喻哭声渐歇、情绪转好。
- she came to the rescue: come to the rescue 固定搭配「前来救援、救场」;rescue 做名词「营救」。这里用得俏皮——救的不是性命,而是哭成一团的场面。
- armed with a coffeepot: arm with 本义「以武器武装」,这里是幽默用法「端着一咖啡壶赶来」;coffeepot 咖啡壶。

2. 整句解读
汉娜很懂分寸,她不去拦架,先让几个姑娘把情绪哭尽;等这阵「暴雨」眼看要放晴,才端着一把咖啡壶登场「救驾」。前半句冷静克制,后半句幽默暖心——把哭泣比作阵雨,把端咖啡劝慰比作营救,整句显得又机灵又有人情味。中文译成「哭潮」「救驾」,把这两处比喻的效果都保留了下来。

3. 文化点
19世纪美国家庭里,一杯热咖啡是安抚情绪最朴素的「灵药」;女仆汉娜不追着问、不硬劝,只挑时机送上热饮,正是当时文化里最被推崇的体贴方式,也照出她在这一家的温情地位。","一屋子哭得抽抽噎噎,汉娜端着热气腾腾的咖啡壶稳稳推开房门,像救生员拎着救生圈走下海滩,泪雨霎时就放晴了。"
