word,cefr,pos,score,freq_ch,freq_book,phon,trans,tags,bnc,frq,sids,tids,sent,sent_off,cn_mean,cn_sent,ai,ai_analysis,memo
vase,b2,,2.7333,6,14,veis,"n. 花瓶, 瓶",高研四六,7044,6555,"[5, 46, 103, 113, 114, 118]","[8, 59, 36, 2, 10, 11]",Amy's dainty pen-and-ink work entirely eclipsed May's painted vases—that was one thorn.,62,n. 花瓶,艾米精致的钢笔画完全压过了梅画的彩绘花瓶——这是第一根刺。,,"1. 逐项解析
- Amy's dainty pen-and-ink work：Amy 是女孩人名，Amy's 为名词所有格「艾米的」；dainty 为超纲形容词，「精致的、小巧玲珑的」；pen-and-ink 为复合形容词，字面是「钢笔墨水的」，这里指钢笔画；work 名词「作品」；整个名词短语作主语。
- entirely eclipsed：entirely 副词「完全地」；eclipsed 是超纲动词 eclipse 的过去式，本义指天文学上的日食、月食，引申为「使黯然失色、把……完全盖过」。
- May's painted vases：May 是女孩人名，May's 所有格；painted 是 paint 的过去分词用作形容词「彩绘的、上了色的」；vases 是 vase 的复数「花瓶」；整个短语作 eclipsed 的宾语。
- that was one thorn：that 指代前面整件事；was 系动词；one thorn 名词短语作表语，thorn 意为「刺」。
2. 整句解读：句子主干是「艾米的作品把梅的作品完全比了下去」，破折号引出短小的总结句 that was one thorn——这件事在某人心里扎下一根刺。语感先扬后抑：前半句是冷静的技艺比较，破折号后猛然落到「刺」上，带出一丝酸涩。译文把 entirely eclipsed 译为「完全压过」，把 one thorn 译为「第一根刺」，既保留了「遮没光芒」的画面，也保留了「扎人」的痛感。
3. 文化点：此句出自《小妇人》。19 世纪淑女以钢琴、水彩与钢笔素描为必修才艺，细笔钢笔画被视为接近高雅艺术，而 painted vases（彩绘花瓶）属于装饰性工艺，地位略低，因此「被比下去」暗含真实的天赋与面子之争；thorn 一词把姐妹间隐秘的嫉妒具象成扎进心里的刺。",一只彩绘花瓶被冷落在角落，画到一半就没了下文，静静地像一句没说完的嫉妒。
thorn,c1,,2.7133,3,5,θɒ:n,"n. 刺, 棘, 荆棘",研四六托雅宝,11159,9881,"[5, 6, 46]","[12, 22, 24]",Amy's dainty pen-and-ink work entirely eclipsed May's painted vases—that was one thorn.,81,n. 刺，荆棘；（a thorn in one's side 眼中钉）,艾米精致的钢笔素描把梅的水彩花瓶完全比了下去——这是一根刺。,,"1. 逐项解析
- 全句主干：主语 Amy's dainty pen-and-ink work（艾米精致的钢笔画作品，dainty 为超纲形容词「精致的」，pen-and-ink 复合形容词「钢笔墨水的」）；谓语 entirely eclipsed（entirely 副词「完全地」，eclipsed 为超纲动词 eclipse 的过去式「使黯然失色」）；宾语 May's painted vases（梅的彩绘花瓶）。
- that was one thorn：破折号后的独立分句；that 指代前文整件事；thorn 名词「刺、荆棘」作表语。此处 thorn 是明确的比喻——把让人如坐针毡的心结比作扎进肉里的刺。
- 搭配延伸：a thorn in one's side（眼中钉、肉中刺）是英语固定习语，本句 one thorn 正是这个意象的活用。
2. 整句解读：这句话先冷静地陈述一个「完全压过」的事实，破折号急转直下，补一句 that was one thorn，把一个尖锐的、刺痛的感受钉在句尾。thorn 含摩擦音 θ，念起来自带一种轻微的刺痛感。译文把 painted vases 译成「水彩花瓶」、thorn 译成「一根刺」，画面与情绪俱在，读来像听见一声低低的叹息。
3. 文化点：《小妇人》中姐妹之间常有才艺上的暗自较劲。thorn 的本义是玫瑰茎上或荆棘枝条上的刺，英语习语 a thorn in one's side 表示「眼中钉、久挥不去的烦恼」，本句单用 one thorn，暗示此事在叙述者心中久久没有放下。",一根细刺深深扎进指腹却拔不出来，越想越疼——那就是那根「刺」。
enlighten,c1,,2.6,2,3,in'laitn,"vt. 教育, 启发, 启蒙, 开导, 教导",研六托雅宝,11536,13682,"[18, 95]","[26, 29]",Her explanation enlightened the little girls at once.,-1,v. 启发，开导（enlighten sb on）,她的解释立刻让小姑娘们明白了。,1,"1. 逐项解析
- Her explanation：Her 物主代词「她的」；explanation 名词「解释、说明」，是 explain 的名词形式，指「把话说开」。
- enlightened：动词 enlighten 的过去式，为全句谓语。构词上看，en- 是前缀「使进入某一状态」，lighten 义为「变亮」，合起来就是「把心里的灯点亮、让某人豁然开朗」，此处译为「启发、使明白」。常见搭配 enlighten sb on sth，意为「就某件事开导/点拨某人」。
- the little girls：定冠词 the 后接形容词 little「小的」与复数名词 girls「女孩们」，作宾语。
- at once：固定副词短语「立刻、马上」。
2. 整句解读：主干是「她的解释立刻让小姑娘们明白了」。enlighten 是一个结果性很强的动词，强调理解忽然打通、如灯被点亮的那一瞬间，而 at once 把「立刻见效」的时间感推到极致，整句节奏因此轻盈明快。译文用「让……明白了」点出使动关系，语气清脆自然。
3. 文化点：此句出自《小妇人》。19 世纪美国家庭里，年长者常在生产、整理家务的间隙给孩子们细细讲解道理，这种「春风化雨式的点拨」正是 Victorian 教养的日常图景，enlighten 因此自带温暖的口吻。",黑黢黢的房间里，一句解释像被人划亮了火柴，小姑娘们眼睛里「啪」地就有了光。
preach,b2,verb,2.5967,3,10,pri:tʃ,"v. 传道, 讲道, 说教, 宣讲, 鼓吹 / n. 说教, 布道",研六托雅宝,4814,5238,"[41, 48, 50]","[31, 6, 2]","Many wise and true sermons are preached us every day by unconscious ministers in street, school, office, or home.",31,v. 讲道，布道；说教（preach to sb）,许多睿智而真实的训诲，正是每天由街上、学校里、办公室里或家中的那些不自觉的传道者讲给我们的。,,"1. 逐项解析
- Many wise and true sermons：Many 限定词「许多」；wise「睿智的」与 true「真实的、名副其实的」为并列前置定语；sermons 是 sermon 的复数「训诲、说教」，原指教堂里的布道词，这里引申为「生活里听到的大道理」。
- are preached us：被动语态。preach 本义「传道、布道」，常用搭配 preach to sb「向……讲道/说教」；preach us 属 sb sth 双宾语结构，等于 preach sermons to us，即「把训诲讲给我们听」，是较古雅正式的写法。
- every day：副词短语「每天」。
- by unconscious ministers in street, school, office, or home：by 引出动作的施动方；ministers 本义「牧师、传道者」，这里借用为「施行、传递道理的人」；unconscious 修饰之，意为「自己都没意识到自己正在讲道的」；in street, school, office, or home 四个并列地点词限定这些传道者的寻常身份。
2. 整句解读：意思是「许多睿智而真实的道理，其实每天都被街上、学校里、办公室里、家里那些自己都没察觉在布道的人讲给我们听」。语感庄重中带俏皮：把 sermons、ministers 这类教堂词汇搬进柴米油盐的日常，形成反差幽默——真正的道理未必出自牧师之口，而藏在普通人平凡的言行里。译文用「训诲」「不自觉的传道者」完整保留这层宗教比喻。
3. 文化点：此句出自《小妇人》。19 世纪美国社会（尤其新英格兰）家庭礼拜文化浓厚，sermon、minister 是人人熟稔的教堂用语。作者移宗教词汇写平凡生活，正是清教传统下「生活即修行」观念的体现——每一天、每个人都能成为他人的「不自觉的传道者」。",菜市场里卖菜的伯婆絮絮叨叨，她没在布道，可停下脚听的人心里却悄悄亮了。
hail,c1,verb,2.5933,1,5,heil,"n. 冰雹, 致敬, 欢呼, 招呼 / vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下 / vi. 招呼, 下雹 / interj. 万岁, 欢迎",研六托雅宝,6105,6469,[27],[3],The crowd hailed the travellers with cheers.,-1,n. 欢呼；冰雹　v. 欢呼致敬；招呼,人群欢呼着迎接旅人。,1,"1. 逐项解析
- The crowd：定冠词 the 加集合名词 crowd「人群」，作主语。
- hailed：动词 hail 的过去式，此处义为「欢呼迎接、向……致敬喝彩」，是全句谓语。hail 本义与高喊、大声呼唤相关，引申出「欢呼」「致意」两义；另一常见义项是名词「冰雹」，与本句无关。
- the travellers：travellers（英式拼写，美式写作 travelers）是 traveller「旅行者、旅人」的复数，作宾语。
- with cheers：with 介词表方式「用……」，cheers 是 cheer 的复数「欢呼声」，合起来为「用一片欢呼声」。
2. 整句解读：主干是「人群用欢呼声迎接旅人」。hail … with cheers 读来画面感极强——人群齐声呼喊致意，旅人成为焦点。hail 比普通的 greet、welcome 更热烈、更有声势，常带节日或英雄凯旋般的气氛。译文「欢呼着迎接」把 with cheers 化进动词里，紧凑顺口。
3. 文化点：hail 在英语里还有两个常用延伸：hail from（来自某地）与 hail sth as（把……誉为）。古典小说中「人群夹道欢呼，迎接远旅归来」本是常见的高光场面，hail 也因此自带一种庄重而热烈的仪式感。",城门大开的傍晚，人群朝着归来的旅人齐刷刷扬起手臂，欢呼声像浪一样把整条街盖了过去。
wreath,c1,,2.5933,1,5,ri:θ,"n. 花圈, 花环, 圈状物",研四六,9842,12327,[74],[9],A wreath of roses crowned the little girl's head.,-1,n. 花环，花圈,小女孩头上戴着玫瑰花环。,1,"1. 逐项解析
- A wreath of roses：wreath 名词「花环、花圈」，单数；of roses 说明花环的构成，wreath of roses 即「玫瑰花环」。注意发音，wreath 中 th 读清辅音 θ，与 breath 同规律；复数 wreaths 则常读作 ð。
- crowned：动词 crown 的过去式，作谓语，本义是「为……加冕」，此处是比喻性用法——把花环戴上头顶如同给小女孩加冕，带庄严、美好的意味。
- the little girl's head：little 形容词「小的」；girl's 名词所有格「女孩的」；head 名词「头」；整个名词短语作 crowned 的宾语。
2. 整句解读：主干是「玫瑰花环戴在（如加冕般）小女孩的头上」。句子把发光的焦点放在花环上：主语是 A wreath of roses，谓语 crowned 把「戴花环」写成一场小小加冕礼，读起来像一幅宁静的油画——鲜花为冠，女孩如公主。译文翻成「戴着玫瑰花环」，把英文里偏文雅的说法转为日常口语画面，明白好懂。
3. 文化点：wreath 在西方传统中既是节庆、胜利的花冠，也是祭奠与哀悼的花圈，一词常带双重色彩。本句「玫瑰环顶」的画面常见于 19 世纪插画与古典童话中的少女形象，象征天真、纯洁与美好，也与《小妇人》里女孩们的烂漫气质相合。",穿白裙的女孩端坐着，玫瑰花环轻轻落上发顶，像给普通的一天戴上了一道小小的冠冕。
wink,c1,,2.5933,1,5,wiŋk,"n. 眨眼, 使眼色, 瞬间 / vi. 眨眼, 使眼色, 闪烁 / vt. 眨",研六宝,7901,10631,[149],[34],She gave him a sly wink across the table.,-1,v. 眨眼，使眼色　n. 眨眼（wink at 假装没看见）,她隔着桌子朝他狡黠地眨眨眼。,1,"1. 逐项解析:
- She:人称代词主格,""她"",作句子的主语。
- gave him a sly wink:gave 是 give 的过去式,这里用的是 give sb sth 双宾结构——""give him a wink""即""给他一个眨眼""。宾语 a wink 是名词用法,意为""一个眨眼/使眼色"";sly 是形容词,作定语修饰 wink,意为""狡黠的、俏皮带点小聪明的"",这里是善意的机灵,不是""阴险""。
- across the table:across 是介词,""横跨、在……的对面"",across the table 指""隔着桌子"",暗示两人面对面坐着,目光穿过桌面递过去。
- 整体属于固定搭配 give sb a wink(朝某人使个眼色/眨个眼)。
2. 整句解读:全句主干是 She gave him a wink——她给了他一个眨眼,him 是间接宾语,a sly wink 是直接宾语,across the table 作地点状语,交代动作发生在""隔着桌子""的空间里。整幅画面是:两人对坐,她趁人不注意,带着俏皮狡黠的神态朝他眨了一下眼。sly 侧重""心照不宣的小机灵"",中译用""狡黠""既保留了机灵劲儿又不失轻快,非常贴切。
3. 文化点:在欧美文化中,眨眼(wink)是一种非语言的默契信号,传达""你懂的""""我逗你玩""或""咱俩心照不宣"",近似汉语里的""递眼色""。19 世纪小说里年轻女性大方地对男性眨眼,往往暗示两人之间有某种俏皮的亲密。","晚餐桌上,她飞快地朝他合了一下眼,整张脸都写着""你懂的""三个字。"
prejudice,c1,noun,2.5667,1,4,'predʒudis,"n. 偏见, 成见, 侵害 / vt. 使存偏见, 使有成见, 侵害",高研四六托雅宝,5235,4112,[3],[39],He had a strong prejudice against newfangled notions.,-1,n. 偏见，成见（prejudice against）　vt. 使抱偏见,他对各种新奇想法怀有很深的成见。,1,"1. 逐项解析:
- He:人称代词主格,""他"",作主语。
- had:have 的过去式,此处意为""怀有、持有(某种心态)"",与 prejudice 搭配成固定短语 have a prejudice against。
- a strong prejudice:中心词是名词 prejudice""偏见、成见"",strong 作定语修饰它,""很深的、顽固的""。
- against newfangled notions:against 是介词,""反对、针对"",与 prejudice 固定搭配,构成 prejudice against sth""对……的偏见"";newfangled 是形容词""新奇花哨的、标新立异的""(带轻微贬义,暗示为新鲜而新鲜);notions 是名词 notion 的复数,""想法、观念""。整块意为""针对新奇想法的偏见""。
2. 整句解读:主干是 He had a strong prejudice,即""他怀有一种很深的偏见"",strong 强调偏见之深、之顽固,against newfangled notions 指明偏见针对的对象——那些新潮而未经验证的想法。语气是客观的叙事,陈述一个人的心态与性格。中译把 had 译为""怀有""、把 a strong prejudice 译为""很深的成见""、把 newfangled notions 译为""新奇想法"",逐一对应,读起来自然流畅。
3. 文化点:newfangled 一词在 19 世纪常被保守人物用来贬低科技进步或新思潮。放在《小妇人》这类语境中,很能传达老一辈对""新生事物""的戒备心态。","桌子另一头摆着新式玩意儿,老人却连看都不看——光是""新""这个字,就足够他别扭半天的。"
eclipse,c1,,2.5667,1,4,i'klips,"n. 日食, 月食, (地位名誉等的)消失 / vt. 引起日食, 引起月食, 使黯然失色",研六托雅,7609,12521,[5],[5],Amy's dainty pen-and-ink work entirely eclipsed May's painted vases—that was one thorn.,39,v. 使黯然失色，超过　n. 日食，月食,艾米精致的钢笔素描把梅的水彩花瓶完全比了下去——这是一根刺。,,"1. 逐项解析:
- Amy's dainty pen-and-ink work:Amy 是专有名词(人名""艾米""),'s 是名词所有格""……的"";dainty 是形容词""精巧的、精致的"",作定语(该词难度高于目标词);pen-and-ink 是复合形容词""用钢笔和墨水画的"",即""钢笔素描"";work 是名词""作品""。整个名词短语可译为""艾米那幅精致的钢笔素描""。
- entirely:副词""完全地、彻底地"",修饰后面的谓语 eclipse。
- eclipsed:eclipse 的过去式,作谓语,此处是动词义""使黯然失色、超过、盖过""。
- May's painted vases:May 是专有名词(人名""梅""),'s 是所有格;painted vases 指""彩绘(上过水彩色)的花瓶""。整个短语是 eclipsed 的宾语,""梅的那些水彩花瓶""。
- —that was one thorn:破折号引出补充说明;that 指代前面""作品被比下去""这件事;one thorn 是比喻用法,thorn 本义""刺"",喻指""扎在心上的疙瘩、让人耿耿于怀的点""。
2. 整句解读:主干是 Amy's work eclipsed May's vases——艾米的作品把梅的作品比了下去。entirely 强调""完全盖过、毫无悬念""。破折号后的 that was one thorn 是叙事者插话式的点评:这件事像一根刺,扎在某个当事人(通常是姐妹间的暗自计较)心里。中译把 eclipsed 处理成""比了下去"",把 thorn 译为""一根刺"",完整保留了原文的比喻。
3. 文化点:姐妹之间暗自比较才艺、互相较劲,是家庭小说的常见主题。破折号后插入一句评点,是 19 世纪叙事者爱用的手法,一边推动剧情一边透出人物的心理活动。","日食发生时,太阳的光一点一点被黑影吞没,整片天空暗下来——那种光芒被彻底压住的画面,就是被""eclipse""。"
bruise,c1,,2.5667,1,4,bru:z,"n. 青肿, 挫伤, 擦伤 / vi. 受伤, 擦伤 / vt. 使受伤, 研碎",研四六托雅宝,7621,8010,[33],[1],"She bruised her hands with hammering, and got cold working in a draft, which last affliction filled her with apprehensions for the morrow.",4,n. 瘀伤，青肿　v. 碰伤，擦伤,她敲钉子敲得手上青一块紫一块，又在穿堂风里干活着了凉，这最后一项罪过让她怕得……,,"1. 逐项解析:
- She:人称代词主格,""她"",作主语。
- bruised:bruise 的过去式,及物动词""使……青肿、碰伤"",bruise her hands 即""把她的手弄得青一块紫一块""。
- her hands:宾语,""她的手""。
- with hammering:with 表原因/方式,hammering 是名词化的动名词""敲打、锤击"",整块意为""因为一直锤打的缘故""。
- and got cold:get 的过去式 got + 形容词 cold,get cold 意为""着凉、受寒""。
- working in a draft:working 是动名词,作 got cold 的原因/伴随状语,其逻辑主语就是句子的 she;in a draft 指""在风口/穿堂风里""(draft 是名词""气流、风"")。整块可理解为""在穿堂风里干活(因而着了凉)""。
- which last affliction:which 引导非限制性定语从句,指代前面两件事(手上瘀青、着凉)中的后者,last 指""最后一件"";affliction 是名词""痛苦、折磨、祸事"",此处指""着凉""这件倒霉事(该词难度高于目标词),并作整个 which 从句的主语。
- filled her with apprehensions:fill sb with sth 为固定搭配,""使某人满怀着……"";apprehensions 是名词复数""忧虑、担心"",较 fear 更书面正式(该词难度高于目标词)。
- for the morrow:for 表指向;morrow 是文学/古雅用词,""次日、翌日"",即 tomorrow 的书面变体。for the morrow 意为""为明天""。
2. 整句解读:这是""并列分句 + 定语从句""的复合句。前半段并列两件事:手敲得青紫、在风口受凉;后半段用 which 从句把""着凉""这后一件拎出来,说它(filled her with apprehensions for the morrow)让她对第二天充满担忧。morrow、affliction、apprehensions 都是书面语词,整句叙事雅致而带点自嘲的味道。中译把 affliction 译成""罪过"",恰好带出人物那种""又气又认命""的懊恼口吻。
3. 文化点:19 世纪家务劳作繁重,年轻女性干粗活手上磕出瘀青很常见。当时的观念里""受凉""被视为致病之源,大冷天在穿堂风里干活容易落下病根,所以她才会""为明天担忧""。","掌心的瘀青像熟透的紫葡萄皮,一按就隐隐发疼,青一块紫一块地印在皮肤上。"
